year,des_DET yeux_NOUN,des_DET vieux_NOUN
1841,8.010918833178948e-06,8.924562555634452e-08
1842,8.077422386065791e-06,1.006239789269614e-07
1843,8.383087788388366e-06,8.801297202154501e-08
1844,7.862912944744949e-06,7.958413666964148e-08
1845,8.35583313829602e-06,7.812319308131421e-08
1846,7.889526372650835e-06,6.674131536321681e-08
1847,6.610474081014672e-06,8.467360768094068e-08
1848,6.909236233809679e-06,9.091100444669209e-08
1849,7.121664566511754e-06,1.0725651145016002e-07
1850,7.33686792386834e-06,1.235597242299491e-07
1851,6.66871976306993e-06,1.2253933867611977e-07
1852,7.478012506112464e-06,9.830923675124836e-08
1853,8.465213099384528e-06,1.2959091910680343e-07
1854,8.018988957303463e-06,1.1534375321531343e-07
1855,8.90769412364989e-06,1.0985359466531008e-07
1856,8.179441664424303e-06,7.86932756735581e-08
1857,8.72765006931786e-06,9.665388001067754e-08
1858,9.040087860512358e-06,1.1010771117092588e-07
1859,9.33395415358973e-06,1.3239650975549466e-07
1860,9.603389365508974e-06,1.3090746131538822e-07
1861,8.792913931188195e-06,1.1554111201128592e-07
1862,8.384479215806095e-06,1.2424462358939792e-07
1863,9.209081497374427e-06,1.418472292957773e-07
1864,8.835245338900677e-06,1.6541811032055875e-07
1865,8.830981826690731e-06,1.6238613120833634e-07
1866,8.87779745539774e-06,1.5569961409056532e-07
1867,9.06553677282318e-06,1.8634796816741073e-07
1868,8.191299386339779e-06,1.3288261579980087e-07
1869,8.984210325024833e-06,1.2843655117222852e-07
1870,8.133748352179282e-06,1.4449803575899978e-07
1871,8.069970505175661e-06,1.3913742336058021e-07
1872,8.63015821295221e-06,1.2215625688760667e-07
1873,8.457027092845237e-06,1.5743190973083188e-07
1874,8.333981874386609e-06,1.3263632414606263e-07
1875,8.326538633696146e-06,2.0711928705452465e-07
1876,8.824158669540338e-06,1.638470070730591e-07
1877,8.998907432555825e-06,1.2740720833903652e-07
1878,7.89973223902507e-06,1.721140288069023e-07
1879,8.910450588928143e-06,1.2401930438166175e-07
1880,8.535093812156447e-06,1.6943114555800776e-07
1881,8.269393568127725e-06,1.5827591592909585e-07
1882,9.256975374682952e-06,1.783643170938376e-07
1883,8.229674762105788e-06,1.996911040968996e-07
1884,8.912950931971864e-06,1.5910089246062853e-07
1885,8.320026665842306e-06,1.5727351199146256e-07
1886,8.24881779237785e-06,2.0263876709947226e-07
1887,8.511106543096503e-06,2.187189744873308e-07
1888,8.268161820979003e-06,2.0543591183752596e-07
1889,8.056965704383856e-06,1.804359328616556e-07
1890,7.762359771845695e-06,2.1629474655782133e-07
1891,7.941003005385028e-06,2.3074676924750293e-07
1892,7.870744099136573e-06,1.7238408389630422e-07
1893,7.72696547102214e-06,1.7674655605759426e-07
1894,9.011200859276869e-06,2.3882833488642063e-07
1895,8.467588543226157e-06,2.37133411573609e-07
1896,8.20217724850636e-06,2.865956005848602e-07
1897,7.984928060977836e-06,3.099811625162374e-07
1898,8.161611432910831e-06,2.563234753338861e-07
1899,8.71864924079091e-06,2.382386270483039e-07
1900,8.453629675386765e-06,2.3930755155276984e-07
1901,7.994132587896274e-06,2.2802054999715438e-07
1902,7.4243491923198235e-06,1.9150106211895945e-07
1903,7.939944296708745e-06,1.9602799294915485e-07
1904,7.487390178084752e-06,1.940239613418271e-07
1905,7.862416140369533e-06,2.750684524599478e-07
1906,8.249214261013549e-06,2.3663248072125498e-07
1907,7.760036396575742e-06,2.771992502204057e-07
1908,8.377356138566938e-06,2.4213148641649695e-07
1909,9.004010252056105e-06,2.50844850668841e-07
1910,9.120327646883197e-06,2.9179061922235405e-07
1911,8.167838160488827e-06,3.1390207766435196e-07
1912,8.427280477008026e-06,2.568244665823727e-07
1913,8.446602080880439e-06,2.5189201302566744e-07
1914,8.213556412783873e-06,3.227830358554229e-07
1915,8.043903903853789e-06,4.417785763877191e-07
1916,9.184419411667477e-06,4.999295137864124e-07
1917,9.843462436265327e-06,5.033588834635339e-07
1918,9.65774535188757e-06,5.031032941360536e-07
1919,9.517231859490494e-06,4.217194540245828e-07
1920,9.26311066962171e-06,2.968314802842542e-07
1921,1.0362547470776917e-05,3.04424446539997e-07
1922,1.1274223396640082e-05,3.2905591851317695e-07
1923,1.0738031221535493e-05,2.9936974499378266e-07
1924,1.0202431752759367e-05,3.003748467733658e-07
1925,1.135121965489816e-05,3.728382313994416e-07
1926,1.0446161070376547e-05,2.8868497103928803e-07
1927,1.283833216803032e-05,3.5120059571625006e-07
1928,1.0495961106471441e-05,2.867936448325281e-07
1929,1.051765781312497e-05,2.7851016870528156e-07
1930,9.208508771507695e-06,2.898994484468176e-07
1931,8.550596334089278e-06,2.6232320227137507e-07
1932,8.789548132881464e-06,2.2028668134055351e-07
1933,8.264611778940889e-06,2.500604319166655e-07
1934,8.302036818008673e-06,2.8396346074544e-07
1935,8.929537131052712e-06,2.8723880518555234e-07
1936,8.580660221468861e-06,3.1403009970176754e-07
1937,8.5367779547596e-06,2.9589126704365754e-07
1938,9.057498800757458e-06,3.1116514875861867e-07
1939,8.208316870650378e-06,3.288220975505851e-07
1940,6.349600219834883e-06,2.4597093561951056e-07
1941,9.769473393816952e-06,3.453257999552761e-07
1942,9.715546383404217e-06,3.246606503637395e-07
1943,1.0637453357276172e-05,3.9193674261639444e-07
1944,1.0725614970397146e-05,4.4020649880849305e-07
1945,1.2559076139950776e-05,4.1609425771582664e-07
1946,1.1352660578722862e-05,3.619487225492435e-07
1947,1.078838843682206e-05,3.445131744328478e-07
1948,1.1165428446702208e-05,4.0769579001675993e-07
1949,9.994696398507585e-06,3.229795826342752e-07
1950,1.0906562806667353e-05,3.775553292229006e-07
1951,1.0490819278174968e-05,3.400987047541548e-07
1952,1.0525822830231846e-05,3.2267100635863244e-07
1953,8.98644941571547e-06,3.167505298051765e-07
1954,9.890783616128829e-06,3.4790228653491795e-07
1955,9.04772610965665e-06,3.482060435544554e-07
1956,1.0580489174571994e-05,3.6105527279062244e-07
1957,9.061214228722747e-06,2.7476966302231176e-07
1958,9.229341571881378e-06,3.093819120891794e-07
1959,8.80252429169559e-06,2.743764664359105e-07
1960,9.599196204135296e-06,3.2320292397969297e-07
1961,9.462003362159521e-06,3.4879758814554407e-07
1962,9.550351933285128e-06,3.373920804961017e-07
1963,9.550360431376248e-06,3.8473016772400115e-07
1964,9.302996176074885e-06,3.1758315088836753e-07
1965,8.50136680696778e-06,3.3160583079450134e-07
1966,9.526100740231414e-06,3.273593076613679e-07
1967,9.262621063044207e-06,3.495607909798082e-07
1968,9.358763605860076e-06,3.804229322668107e-07
1969,8.053899279047982e-06,3.687907383920219e-07
1970,7.515236518429447e-06,4.069871764045274e-07
1971,7.99586052835366e-06,3.6790926749574737e-07
1972,7.284808361873729e-06,3.43719843698409e-07
1973,7.0591060534752614e-06,3.550503180349551e-07
1974,6.16000103548231e-06,3.5891148186806276e-07
1975,6.018757716219625e-06,3.5411176035893277e-07
1976,6.126043629706146e-06,3.2967049445886687e-07
1977,6.315777241638898e-06,3.8199082297296627e-07
1978,6.80613564441046e-06,3.760394360341479e-07
1979,7.151696522100792e-06,3.7042992317992685e-07
1980,7.123493844574114e-06,3.473627092631659e-07
1981,7.296521488342478e-06,3.8712362204762485e-07
1982,7.23856834383696e-06,4.103159128021616e-07
1983,7.117361263908606e-06,4.123901504726746e-07
1984,7.256879115402626e-06,4.146291097129051e-07
1985,6.984062792980694e-06,4.433466287423471e-07
1986,7.453543219071435e-06,4.3040405550698324e-07
1987,7.0176618578443595e-06,4.130912083510907e-07
1988,6.925419967274138e-06,3.633911482836538e-07
1989,7.159255602573467e-06,3.8032686067168697e-07
1990,6.741070791349557e-06,3.6124556679340003e-07
1991,6.6527630622204015e-06,3.6692773175417415e-07
1992,6.92710193561652e-06,4.0167492620923895e-07
1993,6.907391480126535e-06,4.054699918043525e-07
1994,6.865844682124589e-06,4.5469868759084875e-07
1995,6.895730763289976e-06,4.186132080974403e-07
1996,6.4836466151518835e-06,3.7740311675804605e-07
1997,6.464476598466717e-06,3.5674013876274557e-07
1998,6.737843591508863e-06,4.2722438919895467e-07
1999,6.526247403826346e-06,3.8024074733300495e-07
2000,6.656206267052767e-06,3.8922858358603207e-07
2001,6.43380941767191e-06,4.0657644184705077e-07
2002,7.434494676772374e-06,4.297978417611148e-07
2003,7.852982832901034e-06,4.2669290056807085e-07
2004,7.5758003958981135e-06,4.5149110317055374e-07
2005,7.482079155352039e-06,4.0353596375553025e-07
2006,8.111831135693137e-06,4.636744019848038e-07
2007,1.1211705214009271e-05,4.94117122329385e-07
2008,1.2071118788981039e-05,4.3213012190790323e-07
2009,1.3533561116219062e-05,4.472564523183564e-07
2010,1.8462944467501075e-05,5.588247180554617e-07
2011,2.103490487570525e-05,5.349736760251744e-07
2012,2.684627719418131e-05,6.301271859854296e-07
2013,2.999508797074668e-05,6.618593948459761e-07
2014,3.18222984105887e-05,7.189278208308281e-07
2015,3.196456850673712e-05,6.266258800735613e-07
2016,3.1986253134164144e-05,5.596760530579559e-07
2017,3.177971848344896e-05,6.165763419829773e-07
2018,3.5892970231543586e-05,6.128401821570151e-07
2019,3.3741404308784695e-05,5.517786600961472e-07
