year,leurs_DET oeufs_NOUN,leurs_DET voeux_NOUN
1886,2.774989382725579e-08,3.7430090027434915e-08
1887,4.8314041434238675e-08,5.35371814103236e-08
1888,2.2192152115962926e-08,4.6286488197821996e-08
1889,1.7542383545787743e-08,5.200063668553412e-08
1890,1.2453334363726754e-08,3.277193327821948e-08
1891,1.72103943318902e-08,2.677172439291553e-08
1892,4.2625885043889866e-08,4.513329021627044e-08
1893,2.5249507429325746e-08,7.636436555324977e-08
1894,2.142523314319078e-08,3.2137849936830776e-08
1895,1.3240951446391591e-08,3.069493414997737e-08
1896,1.7101383420481397e-08,3.8920391243202346e-08
1897,2.505486840220783e-08,3.146425486821869e-08
1898,1.0750873968845553e-08,3.1120951149432585e-08
1899,3.2612712530522003e-08,2.4874102777516782e-08
1900,2.4397948994447916e-08,4.256663643786851e-08
1901,1.7325090695408107e-08,3.520905522691464e-08
1902,2.4551420119145462e-08,3.191684427861219e-08
1903,1.3500550899436803e-08,3.996162933894709e-08
1904,2.9022976022474722e-08,4.245954077219949e-08
1905,2.631987072732045e-08,2.7868098606553815e-08
1906,1.388929860013377e-08,3.703812695432518e-08
1907,2.6228502036929058e-08,3.0342776013991823e-08
1908,2.2592390180875555e-08,5.451641738041246e-08
1909,2.7504917177179067e-08,3.025541034373802e-08
1910,2.9927242906069296e-08,4.542527920481376e-08
1911,2.6601869929088195e-08,4.735133052324869e-08
1912,2.344239469209697e-08,3.646595025941224e-08
1913,3.2878535449754054e-08,5.40904952495147e-08
1914,3.080502253283157e-08,4.553785615257766e-08
1915,3.2986132825207903e-08,7.421880354741006e-08
1916,2.0876177231343718e-08,4.944358011904626e-08
1917,2.3029491202919417e-08,4.4962340739473916e-08
1918,2.412139110674616e-08,5.2837332731314746e-08
1919,2.3940405213807026e-08,7.734592344377234e-08
1920,3.028892603396116e-08,4.316171953178127e-08
1921,3.862101355389669e-08,4.619376092751537e-08
1922,3.0987327981346624e-08,3.393850328547998e-08
1923,2.229349105320466e-08,6.263409346729532e-08
1924,3.480738541838946e-08,5.4144823624646676e-08
1925,2.1996356291964503e-08,4.949179976954099e-08
1926,4.2355324580967135e-08,3.4553028882555736e-08
1927,1.0034302122541305e-07,4.2367055641534535e-08
1928,3.5420729460611255e-08,4.2276352973935616e-08
1929,1.8493074360748096e-07,6.015819309368453e-08
1930,7.457558237611295e-08,5.98705410803646e-08
1931,7.413481739604322e-08,6.386999995555698e-08
1932,4.7126007984843454e-08,6.466126312165699e-08
1933,6.76769036367375e-08,6.997103696448903e-08
1934,6.350237491403732e-08,5.870974284505337e-08
1935,5.146362180852293e-08,5.38572777486479e-08
1936,5.698615979099486e-08,7.517322719863273e-08
1937,4.1550688223424004e-08,5.791914503561202e-08
1938,4.148868626430158e-08,7.519824529733654e-08
1939,5.352917753498332e-08,9.329370698196726e-08
1940,4.3108308034334186e-08,7.100192078723921e-08
1941,7.673907065353092e-08,5.9030050181263505e-08
1942,6.978687139280737e-08,8.192371825366251e-08
1943,5.516146828199453e-08,9.290352753765774e-08
1944,1.6065930807940276e-08,8.675602458652065e-08
1945,6.535512397931598e-08,6.753362669087437e-08
1946,3.480275978517966e-08,6.40370814153357e-08
1947,3.933887415819015e-08,7.510148725131671e-08
1948,1.3698578360532565e-07,6.958008214041911e-08
1949,6.97007607186606e-08,6.381055328574803e-08
1950,3.5096692885261405e-08,7.125692325082866e-08
1951,7.249753508631329e-08,7.036525317971609e-08
1952,8.752187419247548e-08,6.326882129314981e-08
1953,6.141081698718409e-08,5.602390118486511e-08
1954,5.863521579385633e-08,5.961247095953581e-08
1955,5.5375087182341076e-08,5.9129330765017585e-08
1956,5.058262297907845e-08,3.226822542501395e-08
1957,5.919475187798895e-08,7.156380599226964e-08
1958,5.542403158642628e-08,6.4523497655955e-08
1959,4.030388878195623e-08,8.913360005635695e-08
1960,4.983000123637282e-08,6.3671663497189e-08
1961,2.91822690456911e-08,8.26830987565863e-08
1962,5.517501905361044e-08,1.0273969341945133e-07
1963,4.396916120086303e-08,6.660034734817799e-08
1964,3.285343014303166e-08,9.125952604716048e-08
1965,2.9001830270658502e-08,6.51173135968186e-08
1966,2.8249282024717104e-08,6.148372933001411e-08
1967,5.127549090877537e-08,9.416941260109724e-08
1968,3.8177032979369585e-08,7.006608626625166e-08
1969,3.1338128952951294e-08,5.223021304345821e-08
1970,4.138852394142134e-08,8.461653991376217e-08
1971,5.138397440873632e-08,6.268844654488959e-08
1972,4.3093233870195036e-08,6.669190921737567e-08
1973,3.914374602231874e-08,1.102640752037587e-07
1974,6.131872798409432e-08,1.1982467595927915e-07
1975,4.512069251561002e-08,7.31069436099574e-08
1976,4.8564979537868425e-08,1.1255647608399144e-07
1977,4.348818549715361e-08,1.1753563705640957e-07
1978,4.81187889533885e-08,1.3544548360666653e-07
1979,4.506019379846293e-08,1.1294308577269874e-07
1980,5.173487072074323e-08,1.1597707161303816e-07
1981,4.42788482546419e-08,1.2271566440791304e-07
1982,4.65562675078246e-08,1.2539154303770061e-07
1983,5.3048656467602484e-08,9.978199366766916e-08
1984,8.118612121466029e-08,1.1598016680380852e-07
1985,6.256180606900585e-08,1.443733904649136e-07
1986,7.433162185765951e-08,1.4027096661983762e-07
1987,8.738467799362937e-08,1.6438097105719862e-07
1988,8.155313219182503e-08,1.4571625683856837e-07
1989,7.079677866173029e-08,1.6629010568536273e-07
1990,6.919786660342098e-08,1.7108763394890758e-07
1991,6.154538567670897e-08,1.693963467275239e-07
1992,5.4548448535918226e-08,1.7191025236673596e-07
1993,5.982344158939057e-08,2.1492124435695814e-07
1994,6.277162606371789e-08,1.8620491415433094e-07
1995,8.242124938107054e-08,2.022574130400301e-07
1996,5.9252822870448085e-08,1.9163750342165997e-07
1997,5.5141285315585264e-08,2.03783019125936e-07
1998,6.532337304410163e-08,1.9310923249360457e-07
1999,3.976074838818455e-08,1.3802008136387656e-07
2000,5.434178618202168e-08,1.5595651725597293e-07
2001,3.504969270373692e-08,1.064634491676486e-07
2002,2.7163573390609486e-08,1.0471119260557771e-07
2003,2.2501383534212493e-08,1.0292299956748963e-07
2004,2.4666830356068203e-08,6.430995114214966e-08
2005,2.612174831995162e-08,9.502911413328263e-08
2006,2.3471972809829822e-08,7.371022653357429e-08
2007,2.3167980256477705e-08,6.511001232611946e-08
2008,2.128719794880496e-08,6.301010946341279e-08
2009,1.8119132416671846e-08,4.720510560218827e-08
2010,1.5116137674908714e-08,3.353893146540443e-08
2011,8.030340836739924e-09,1.567828442072816e-08
2012,7.489355802192676e-09,2.0425515501187874e-08
2013,1.4224538102958206e-08,2.872798710029656e-08
2014,1.3209215943277286e-08,3.9411100966058044e-08
2015,7.314698804994357e-09,2.549061779710815e-08
2016,8.699627823682832e-09,2.423467826417891e-08
2017,1.0565567670761666e-08,1.0062445376934903e-08
2018,1.3939920606720335e-08,3.3559067191824e-08
2019,1.4030432538003623e-08,3.46934351247441e-08
