year,certaines_DET allées_NOUN,certaines_DET vallées_NOUN
1942,6.068423541449874e-09,1.8812113022903532e-07
1943,1.4516176038981143e-08,1.2774234736667722e-07
1944,1.2852744646352221e-08,1.3174062907239659e-07
1945,1.089252021913012e-08,8.49616608178394e-08
1946,6.960552134671616e-09,1.0440828290825266e-07
1947,5.960435700558264e-09,1.3828210931876583e-07
1948,3.2615663503321457e-09,1.4350892563186335e-07
1949,2.945102384188658e-09,1.7376104155530925e-07
1950,2.1270722960764488e-09,1.3719616642760002e-07
1951,1.1727541715522705e-08,1.56722603339432e-07
1952,1.1599284199803606e-08,1.729347811618709e-07
1953,8.619061908632375e-09,1.1420256873506673e-07
1954,1.9545072227344917e-09,1.749283917718003e-07
1955,8.447047505910632e-09,1.295213838403697e-07
1956,8.72114158667614e-10,1.6919014278471423e-07
1957,4.417518795207798e-09,1.5019564791884932e-07
1958,1.1581140491045971e-08,1.4062814068793728e-07
1959,1.55014957536892e-08,1.5036450662364587e-07
1960,5.536666680683311e-09,1.2457500186968673e-07
1961,3.47407969059077e-09,1.2993057341148528e-07
1962,1.2683912586908264e-08,1.3762044925869077e-07
1963,1.2932106496776896e-08,1.1832877611084314e-07
1964,6.083968440151466e-09,1.1620379147814219e-07
1965,4.924839036579698e-09,1.1764893148580313e-07
1966,9.970334224895794e-09,1.0579632547802476e-07
1967,8.381570326676524e-09,1.030440150984191e-07
1968,7.186265360559219e-09,9.38705928543726e-08
1969,8.175164073476182e-09,9.083515450925006e-08
1970,7.357959935783143e-09,9.059488226270673e-08
1971,6.166076871316761e-09,8.221436109678848e-08
1972,9.74727870639569e-09,9.08036013047564e-08
1973,9.923766697284009e-09,8.324937850190395e-08
1974,7.875800456247362e-09,8.832147635473575e-08
1975,5.711480177694739e-09,1.0566238506370951e-07
1976,4.570821443561357e-09,9.370184228529865e-08
1977,5.876782005476144e-09,1.034313625858374e-07
1978,5.346532105932056e-09,9.623757968313384e-08
1979,7.607565244427406e-09,7.78312472249354e-08
1980,6.822180709242787e-09,1.1484004591721941e-07
1981,5.060439622894819e-09,8.602747358921192e-08
1982,3.103751144983846e-09,9.249178445358552e-08
1983,8.841442245000053e-09,8.588830091582622e-08
1984,1.1018115864125377e-08,1.0206255041111945e-07
1985,7.820225356169885e-09,7.399136592312061e-08
1986,4.795588426365072e-09,7.852775851802107e-08
1987,8.55514348252484e-09,7.088547848699278e-08
1988,7.195864570874733e-09,6.176450595418714e-08
1989,9.329807593161377e-09,5.98205329715995e-08
1990,2.179460389939436e-09,7.5736250604308e-08
1991,5.2753188484189195e-09,6.037309274731228e-08
1992,6.61193322315512e-09,8.595512812625827e-08
1993,7.754890618549837e-09,9.139692558335355e-08
1994,6.329911705904578e-09,5.855168416779577e-08
1995,1.3013881527967897e-08,5.6393489877848424e-08
1996,8.540947726842774e-09,6.779376882093402e-08
1997,7.192341833217597e-09,7.384137745702901e-08
1998,7.152193948201102e-09,7.152193592929734e-08
1999,9.140402212892695e-09,5.1643273657475675e-08
2000,4.418031385178267e-09,6.361965398937741e-08
2001,5.257454027685071e-09,7.710933047633262e-08
2002,3.9430991805033955e-09,4.994592517348906e-08
2003,7.500461418619153e-09,4.958638433194551e-08
2004,5.285749393735273e-09,5.065509789403677e-08
2005,5.854874363109275e-09,4.593824742826769e-08
2006,7.000412693969338e-09,6.588623779890668e-08
2007,6.790615292295854e-09,4.1143137341492775e-08
2008,9.366367237362283e-09,4.470311798510096e-08
2009,1.1443661573906638e-08,4.57746485160726e-08
2010,8.030448306328708e-09,6.943975616735543e-08
2011,6.883149578085224e-09,4.129889830117861e-08
2012,1.3276585386634565e-08,2.859572201252547e-08
2013,1.2829975082340184e-08,2.4544301036044658e-08
2014,9.527958977351147e-09,2.7068064956115023e-08
2015,8.866301304255586e-09,3.169702789129758e-08
2016,1.1392370602436586e-08,3.459137909445076e-08
2017,1.1068689631521522e-08,2.7168603367044852e-08
2018,1.0067720435102956e-08,3.330092046560651e-08
2019,7.652963152082748e-09,2.3724186171136807e-08
