year,deux_DET iles_NOUN,deux_DET villes_NOUN
1935,1.3165112555668657e-08,3.5785171093039025e-07
1936,1.9399543305098632e-08,3.5767908102002366e-07
1937,8.813782481631449e-09,3.626241955601017e-07
1938,1.5558257460135394e-08,3.409851494495797e-07
1939,1.5294050470515685e-09,3.854100683042816e-07
1940,2.0286263113789005e-08,3.778316681746219e-07
1941,1.1806010391524069e-08,5.106099436602562e-07
1942,9.102635090130207e-09,5.279528494384067e-07
1943,5.806470415592457e-09,4.0354969321754197e-07
1944,1.2852744646352221e-08,4.402064917030657e-07
1945,4.357008087652048e-09,3.834167205951644e-07
1946,2.7842208538686464e-09,4.092804601896205e-07
1947,9.536696765621855e-09,3.9696499598562696e-07
1948,6.523132700664291e-09,3.7834170818484836e-07
1949,3.9268033269479474e-09,4.3685686534900015e-07
1950,9.571825110299415e-09,3.7649178352694435e-07
1951,7.462981232997379e-09,3.400987260704369e-07
1952,4.2179215675730575e-09,3.479785402049629e-07
1953,3.2321482157371406e-09,4.0940543755141334e-07
1954,1.074978994708431e-08,3.4008425231490946e-07
1955,7.508486277174597e-09,3.688544012447892e-07
1956,9.593255523299149e-09,3.9245136562726657e-07
1957,5.3010225653515874e-09,3.834406427927206e-07
1958,3.3088973783179654e-09,3.5322479519095396e-07
1959,6.200598479111363e-09,4.0613919338738924e-07
1960,8.304999965513815e-09,4.4085709660635075e-07
1961,1.3896318873385383e-08,4.564940567775011e-07
1962,8.878738855244706e-09,3.843225524491345e-07
1963,5.1728423766661535e-09,4.875404258086746e-07
1964,1.034274621503073e-08,5.17137316080607e-07
1965,9.849678184181698e-09,5.083528336058407e-07
1966,1.0524241811360469e-08,5.406137013608259e-07
1967,1.627010748350699e-08,4.5556301486726625e-07
1968,1.077939790206095e-08,5.865789276526812e-07
1969,7.26681231855153e-09,5.182145770277202e-07
1970,1.0577067277584007e-08,4.4883555716523915e-07
1971,1.0276795192609711e-08,4.855785498136811e-07
1972,6.156176124427759e-09,4.806947693225538e-07
1973,1.488565032348177e-08,4.851619372914229e-07
1974,1.5751600412894362e-08,5.164274874402963e-07
1975,1.77055889949429e-08,5.534424154518547e-07
1976,6.856232415142216e-09,4.570821623417487e-07
1977,3.526069047854463e-09,4.942373479366324e-07
1978,9.504946163474415e-09,5.025740286157543e-07
1979,1.1118749254634963e-08,4.786914260535013e-07
1980,5.68515062804309e-09,4.980192080950019e-07
1981,5.692994575756671e-09,4.6682554710741897e-07
1982,9.311253434951539e-09,5.543299579358063e-07
1983,5.68378455412244e-09,5.001730229992063e-07
1984,1.0438215403141271e-08,5.021941298366528e-07
1985,1.0828004493035337e-08,5.029006509005285e-07
1986,1.0790073612376716e-08,4.9034891702604e-07
1987,5.49973533381376e-09,4.82754536790253e-07
1988,5.396898372644898e-09,5.354922549827279e-07
1989,5.488122289953878e-09,5.433241163643743e-07
1990,7.62811153132148e-09,5.328780758873108e-07
1991,2.9307326565586322e-09,5.873187944871461e-07
1992,4.407955389584828e-09,5.482394200839735e-07
1993,5.539207537097468e-09,5.699844223272521e-07
1994,4.7474339459618875e-09,6.087265305154688e-07
1995,3.2534704930142766e-09,7.21728184771564e-07
1996,5.871901409548741e-09,6.320300940387824e-07
1997,1.438468344439059e-09,5.56687265174105e-07
1998,5.244942036242151e-09,6.107973291591406e-07
1999,1.3710603485872497e-09,6.060086619186222e-07
2000,3.97622823555821e-09,6.764006243997756e-07
2001,5.257454249729676e-09,5.971591505726792e-07
2002,4.8193437018895224e-09,5.879599385139045e-07
2003,2.500153750695233e-09,6.725413435049177e-07
2004,2.2023956547378987e-09,6.0830165082848e-07
2005,4.503749706508131e-09,5.156793285721051e-07
2006,3.7061009261485367e-09,5.797989253153446e-07
2007,3.994479441660204e-09,5.276707604195963e-07
2008,3.831695738476526e-09,5.521899488769577e-07
2009,2.860915504498962e-09,5.221171015534765e-07
2010,4.723792967897822e-09,5.191448551045141e-07
2011,7.64794394481072e-10,5.062938974731424e-07
2012,3.404252713057332e-10,4.745528237037888e-07
2013,0.0,3.7457948920405215e-07
2014,6.496335691608124e-10,3.9129593254472184e-07
2015,1.5516027768169849e-09,4.721305728594416e-07
2016,1.657072062899445e-09,4.596303533332957e-07
2017,1.0062445321423752e-09,4.490366194431772e-07
2018,1.0325866828253538e-09,4.349771387524015e-07
2019,1.2754939326953263e-09,3.9871938106728066e-07
