year,ces_DET oies_NOUN,ces_DET voies_NOUN
1856,3.313401081284084e-08,1.437187677311158e-06
1857,2.3919394687155204e-08,1.2047564297290592e-06
1858,1.5170395550878624e-08,1.155396951446619e-06
1859,2.2405563404603868e-08,1.3687761395431153e-06
1860,2.1512764458719857e-08,1.2362974288748774e-06
1861,1.4147891413962554e-08,1.287929670468202e-06
1862,2.48489247234307e-08,1.1868749751897667e-06
1863,1.548332484446746e-08,1.4439448818848177e-06
1864,1.7261020501813107e-08,1.4259520497716949e-06
1865,1.6473956032658776e-08,1.38287084894273e-06
1866,2.8707117127879656e-08,1.386699722161211e-06
1867,2.135237053835226e-08,1.550958543816705e-06
1868,3.062721931623713e-08,1.461708762917624e-06
1869,2.5882651910613674e-08,1.1251628322384022e-06
1870,1.834895568819661e-08,1.19612253968171e-06
1871,1.0621176826930423e-08,1.1747021488872633e-06
1872,1.5118347462816928e-08,1.3032016425995607e-06
1873,2.2148216927142528e-08,1.2786104974793489e-06
1874,2.8080662239915455e-08,1.2224050536246978e-06
1875,1.4303817685856757e-08,1.3422702522802865e-06
1876,1.8138044621807126e-08,1.2206904145273256e-06
1877,1.1751150386096754e-08,1.3353017820350033e-06
1878,1.932508364443919e-08,1.5605005359020652e-06
1879,2.5659166347224982e-08,1.2591319347166063e-06
1880,2.695495404658743e-08,1.303464564728074e-06
1881,1.4642266288333872e-08,1.2550513588394097e-06
1882,1.7304001120876933e-08,1.1387363869630462e-06
1883,2.4013488364449387e-08,1.2404861990944482e-06
1884,3.1027976632458376e-08,1.3249605999021696e-06
1885,1.5469525438405185e-08,1.3039521533642073e-06
1886,2.2587123282846733e-08,1.2894020855469535e-06
1887,3.852065377785152e-08,1.1654130886995517e-06
1888,3.360525724360741e-08,1.2839744698567301e-06
1889,2.255449160770695e-08,1.2110509644003287e-06
1890,1.7696843102044113e-08,1.3193980521464255e-06
1891,4.0157585701194876e-08,1.3551591422356069e-06
1892,3.259626435436758e-08,1.346476480534875e-06
1893,2.0322774685332945e-08,1.4121249165555128e-06
1894,1.260307880279754e-08,1.2288002153582056e-06
1895,9.629782971032341e-09,1.1928893712820354e-06
1896,2.9485144881213898e-08,1.199455667233451e-06
1897,7.57472740087195e-09,1.4514343718019518e-06
1898,2.602843285348655e-08,1.2923682817245208e-06
1899,1.0502398950507086e-08,1.4321955461582547e-06
1900,1.661137050135153e-08,1.3491546724253567e-06
1901,2.235495566438317e-09,1.2692026416516455e-06
1902,1.8659078726557254e-08,1.3812628196774313e-06
1903,9.720396265677778e-09,1.3748960867587812e-06
1904,2.2573425795258117e-08,1.5145693481599665e-06
1905,9.289366220688322e-09,1.2618055791335792e-06
1906,6.687439879637935e-09,1.290161534939216e-06
1907,2.571421719999023e-08,1.347424962716559e-06
1908,1.4243027868232616e-08,1.5166369067287633e-06
1909,1.8153245739949142e-08,1.4748136933917522e-06
1910,1.0688301244066167e-08,1.3659649198416446e-06
1911,1.4897047262429908e-08,1.4162836379227883e-06
1912,2.865181703004538e-08,1.2627637246964696e-06
1913,2.1742258216050914e-08,1.3485503131960286e-06
1914,1.339348720819089e-08,1.4471662979076427e-06
1915,1.4136914638918086e-08,1.2487607179423321e-06
1916,1.4283700444650549e-08,1.1855471768740244e-06
1917,1.754627876326964e-08,1.48156388490861e-06
1918,1.378365155346728e-08,1.488634325141902e-06
1919,1.2890988054792274e-08,1.381177256121191e-06
1920,2.8774480576032602e-08,1.1169041584935258e-06
1921,1.5902769490150348e-08,1.3358326924617359e-06
1922,2.1396013683006032e-08,1.0646360877331063e-06
1923,1.4862327812892318e-08,1.0371781300477778e-06
1924,1.8048273875415077e-08,1.0210166436763757e-06
1925,1.319781373076978e-08,9.843369142004121e-07
1926,2.1177663178661987e-08,1.1023530746001597e-06
1927,1.6723837870102898e-08,9.945108629949573e-07
1928,1.3711249469139375e-08,9.872099582253213e-07
1929,1.559656914729146e-08,1.2399272364405078e-06
1930,1.6805765667982087e-08,9.201156601079674e-07
1931,1.4826963656844327e-08,9.728769470029874e-07
1932,1.4247397928102146e-08,1.1463674951528446e-06
1933,2.5235457501437963e-08,1.0793892855076592e-06
1934,3.5944740517379614e-09,1.232904608627905e-06
1935,1.4361940969820353e-08,9.682341683969753e-07
1936,1.9399543305098632e-08,1.0500002787239282e-06
1937,5.036447148221157e-09,1.0702450765620597e-06
1938,9.075649898271365e-09,1.0683336668648735e-06
1939,1.3764645423464117e-08,9.283488395794848e-07
1940,1.2678914584896006e-08,8.342725550392061e-07
1941,2.066051907334554e-08,7.201666605283208e-07
1942,6.068423541449874e-09,9.163319703020534e-07
1943,2.3225881884414434e-08,9.435514485289787e-07
1944,0.0,9.350371783511946e-07
1945,1.3071024262956144e-08,8.016894668116947e-07
1946,1.1136883415474585e-08,9.271455212456203e-07
1947,1.549713202209091e-08,7.462465063667878e-07
1948,1.087188805648509e-08,8.96930743010671e-07
1949,8.835307596655184e-09,8.707686589559671e-07
1950,1.0635361258337639e-08,9.093234254464733e-07
1951,1.4925962243950153e-08,7.4843043051942e-07
1952,1.2653764258629963e-08,8.478022337499169e-07
1953,1.0773827607835074e-08,9.190074621301392e-07
1954,1.563605800392054e-08,8.697556950210128e-07
1955,1.1262729415761896e-08,8.784928979821416e-07
1956,1.5698054856017052e-08,8.860680011935074e-07
1957,2.0320586824329467e-08,7.827843546692748e-07
1958,2.0680608225909225e-08,9.025017462249707e-07
1959,2.712761748568937e-08,8.518071723528919e-07
1960,1.3841666590685975e-08,8.581833199627908e-07
1961,2.779263619245853e-08,8.900591765836907e-07
1962,1.331810878246742e-08,8.162097699937476e-07
1963,1.422531736849919e-08,9.4404374806345e-07
1964,9.734349160073208e-09,9.454486971094411e-07
1965,1.1491290807796872e-08,8.164288516354645e-07
1966,8.862519607077957e-09,7.522063256715228e-07
1967,1.3311906243984595e-08,8.110401950034429e-07
1968,1.4372530499073832e-08,8.120479861872809e-07
1969,1.6804503566447693e-08,8.55212981321074e-07
1970,1.5175792178467873e-08,8.526035983891234e-07
1971,1.798439097644433e-08,7.440399727443037e-07
1972,1.3851396252206882e-08,7.669569583867997e-07
1973,1.2129047988196362e-08,8.104409587872397e-07
1974,1.5751600079827455e-08,7.515763726928526e-07
1975,8.567220266542108e-09,8.458702254188211e-07
1976,7.998937512354587e-09,7.496147134133935e-07
1977,8.815172591880582e-09,7.37536147710216e-07
1978,1.425741957827853e-08,7.502966710148939e-07
1979,1.1703946700691858e-08,6.712213576065551e-07
1980,9.66475621755336e-09,7.589676016550584e-07
1981,9.48832451497239e-09,6.565920145362725e-07
1982,8.069752865935698e-09,6.766177520489691e-07
1983,1.7051352996233504e-08,7.357343463354482e-07
1984,7.538710988796993e-09,6.616668812853277e-07
1985,1.0828004715079942e-08,6.791564928221305e-07
1986,1.4386764946028308e-08,6.557967324738456e-07
1987,1.2832715334809564e-08,5.994711287371501e-07
1988,1.2592763165564236e-08,6.350350290063034e-07
1989,1.7013179087754793e-08,6.322316963291996e-07
1990,9.262706268664544e-09,6.816262683173591e-07
1991,7.619904984768056e-09,6.054893759710467e-07
1992,1.2121877501769518e-08,6.121547713178188e-07
1993,1.2186256670432272e-08,6.093128064321718e-07
1994,1.3714809232734382e-08,6.250787762951404e-07
1995,1.6267353131205198e-08,6.631657143429948e-07
1996,1.0676184603042316e-08,6.453753300661447e-07
1997,1.822059936262832e-08,6.266927314868553e-07
1998,1.3350762273489636e-08,5.850494417813934e-07
1999,9.597422329088445e-09,6.28859694984385e-07
2000,1.1928685039741538e-08,5.615317775209405e-07
2001,1.22673927682726e-08,6.076741030369703e-07
2002,1.6210519815373914e-08,6.089897581773585e-07
2003,1.2084076406182476e-08,6.121209850107334e-07
2004,1.8940602419803554e-08,5.76587183331867e-07
2005,1.4862373554080932e-08,6.224181916536509e-07
2006,6.588624035241963e-09,6.057416328530962e-07
2007,1.3581230362547103e-08,5.400536338129314e-07
2008,1.277231942431456e-08,5.547443890918657e-07
2009,2.1933686200625857e-08,5.497726078829146e-07
2010,1.700565521733921e-08,5.479599991531359e-07
2011,2.2179037717506844e-08,4.810556646361874e-07
2012,2.5531894598529448e-08,4.39148614361784e-07
2013,3.1796024591024263e-08,4.409606759736562e-07
2014,2.3819897165822113e-08,4.863589779802169e-07
2015,3.036708307035951e-08,4.967345574868887e-07
2016,2.4856080527158042e-08,4.948431495677141e-07
2017,1.9370207215985147e-08,4.636271668800873e-07
2018,2.4007639431999905e-08,4.246512688155235e-07
2019,2.4744581716973357e-08,4.237190651679157e-07
