year,leurs_DET airs_NOUN,leurs_DET verres_NOUN
1936,8.123559069872499e-08,9.457277627689109e-08
1937,6.547381470323188e-08,1.0324716892551322e-07
1938,7.649476430060531e-08,1.1409388633865092e-07
1939,6.117620365841958e-08,5.964679683501117e-08
1940,6.085878911932241e-08,7.60734906180005e-08
1941,1.6233264865661567e-07,1.3576911328527785e-07
1942,7.58552971547033e-08,1.3957374278561474e-07
1943,9.580676185727555e-08,1.0741970157823744e-07
1944,1.0603514510876266e-07,1.0924832771763704e-07
1945,9.149717072887142e-08,1.176392188106945e-07
1946,9.744773166175946e-08,1.0719250642665656e-07
1947,7.390940259810463e-08,1.025194886761227e-07
1948,7.610321417494958e-08,1.0545731199407271e-07
1949,5.006674186347482e-08,8.4426268642801e-08
1950,6.70027759941405e-08,1.3825969258363102e-07
1951,8.742349344448286e-08,1.0661401639300294e-07
1952,5.588746121443222e-08,1.0228459501604448e-07
1953,4.201792791480585e-08,8.834538478552645e-08
1954,4.788542540268281e-08,1.1140690814315235e-07
1955,7.414630021074231e-08,1.0699593167018406e-07
1956,4.534993758298356e-08,1.4128249681277794e-07
1957,6.714628852932947e-08,1.2192352238926674e-07
1958,6.038737820901474e-08,9.430357228445985e-08
1959,9.998464456373313e-08,1.0618524193262147e-07
1960,8.304999910002664e-08,9.550749724418495e-08
1961,7.087122311233429e-08,1.3201503135107373e-07
1962,6.468795565872654e-08,1.0781325698872024e-07
1963,6.595373935880389e-08,1.3643372387406316e-07
1964,8.517555327713922e-08,1.3080532168530112e-07
1965,6.730613089089843e-08,1.0779925685433511e-07
1966,9.637989828448212e-08,1.3293779299594632e-07
1967,8.677390361810922e-08,1.4347275945070237e-07
1968,1.0420084683993025e-07,1.1812423639234737e-07
1969,6.358461177025099e-08,1.012811997602725e-07
1970,8.921526339911168e-08,1.0117194770842275e-07
1971,9.40326732035146e-08,1.0996170374255598e-07
1972,8.259536166121961e-08,1.0516801152160582e-07
1973,6.615844849733321e-08,1.0861011645602048e-07
1974,5.5130603415776136e-08,8.213334479201251e-08
1975,6.682431896720686e-08,7.938957224951082e-08
1976,4.97076848571254e-08,8.855966582288488e-08
1977,4.583889934295371e-08,8.873940304798822e-08
1978,6.178215161689593e-08,9.683163548768192e-08
1979,6.96384847564957e-08,1.0065393929448163e-07
1980,5.742002096020826e-08,1.0744934814121976e-07
1981,6.768338045581856e-08,9.29855756837128e-08
1982,5.959202153960064e-08,9.435403791613339e-08
1983,7.830991677337806e-08,1.0546578144143837e-07
1984,7.19077029032178e-08,1.1771987384889826e-07
1985,6.015558084992989e-08,9.324114746966927e-08
1986,6.234264771087794e-08,1.0850018350438972e-07
1987,4.277571941102565e-08,7.332980089813645e-08
1988,5.336932984434384e-08,9.354624053159455e-08
1989,7.134558510646372e-08,9.71397629001558e-08
1990,7.192219286800139e-08,8.445409238611035e-08
1991,6.271768021592905e-08,8.616353852630709e-08
1992,6.942529445774781e-08,9.587302685076793e-08
1993,5.705383482323967e-08,8.142634888574918e-08
1994,6.435410382366058e-08,1.0127859417785601e-07
1995,6.235818617028599e-08,7.808329216540955e-08
1996,7.313186389801274e-08,7.793614820172934e-08
1997,6.13746503619339e-08,8.439014154149049e-08
1998,5.1018981039874234e-08,8.248863281323793e-08
1999,6.763897908435013e-08,7.632236243004797e-08
2000,7.554833558742757e-08,1.0514914849935053e-07
2001,7.97380550476845e-08,9.463417480204406e-08
2002,5.8270244962521645e-08,8.499569348341396e-08
2003,7.167107307637366e-08,9.917276211357517e-08
2004,6.386947482006633e-08,8.941726026279184e-08
2005,8.737274237446968e-08,8.917424443311006e-08
2006,1.037708292628281e-07,1.3877288651542585e-07
2007,6.950394615401478e-08,1.833466014566909e-07
2008,8.174284071849058e-08,2.2564430768312604e-07
2009,7.390698275600016e-08,2.608201352671813e-07
2010,8.644541260593996e-08,3.4436450579988787e-07
2011,8.871615253536191e-08,3.953986977833779e-07
2012,1.1472331484796428e-07,4.701273068619116e-07
2013,1.2160585427523074e-07,5.692604094775788e-07
2014,1.3663958675635968e-07,5.673466247912984e-07
2015,1.3365950124466508e-07,5.94042194990152e-07
2016,1.2863022025300097e-07,6.296873884537035e-07
2017,1.0716504039720576e-07,5.373345945969277e-07
2018,1.20038200268624e-07,6.262638017062727e-07
2019,1.2168211460661382e-07,5.770334272625632e-07
