year,des_DET oies_NOUN,des_DET voix_NOUN
1846,1.8266044810033577e-07,2.4413270267586995e-06
1847,2.3244794267185398e-07,2.0515822711786313e-06
1848,2.260707319123867e-07,2.048313461955331e-06
1849,1.9188860278518405e-07,2.034521997984484e-06
1850,1.8058729089887038e-07,2.0767538728705404e-06
1851,2.4636856132964624e-07,1.7729507675312561e-06
1852,1.5950836518285882e-07,2.174522244047239e-06
1853,2.573902571079145e-07,1.957002098151861e-06
1854,1.8860262152031737e-07,1.759771564024959e-06
1855,2.2819829226250476e-07,1.929071686390671e-06
1856,1.8948512314764798e-07,1.9626724707677567e-06
1857,1.6694761151292425e-07,2.3392191224047565e-06
1858,1.942789422115787e-07,2.126791670775674e-06
1859,2.2762014584287726e-07,2.2629617859593054e-06
1860,2.1970482655397916e-07,2.5636806384454758e-06
1861,2.5371885348235423e-07,2.429664434089318e-06
1862,2.4442305335270476e-07,2.5110968238095666e-06
1863,2.3075147836948418e-07,2.272052924467971e-06
1864,2.1672170014142011e-07,2.238178964830695e-06
1865,2.1557346707723468e-07,2.3505980664140225e-06
1866,1.761351877682671e-07,2.1544934298844964e-06
1867,2.4167001555497336e-07,1.981402931505727e-06
1868,2.4402978426874e-07,2.017444600710405e-06
1869,2.1389813420480408e-07,2.2434886233213547e-06
1870,2.2534811972008129e-07,2.0499224433478958e-06
1871,2.2729319937297987e-07,2.0605083648206346e-06
1872,2.2737995664101618e-07,2.1220114660991385e-06
1873,2.789478137366075e-07,1.840097780814176e-06
1874,2.168783148626119e-07,1.9823753660830334e-06
1875,2.2428386659001376e-07,1.887531780653262e-06
1876,2.4788660191177314e-07,2.0520174359717203e-06
1877,2.5172201389978e-07,2.109640774961008e-06
1878,2.451869884900759e-07,2.171656319660542e-06
1879,2.107717258503783e-07,1.932990571162918e-06
1880,2.2205747929326947e-07,1.938189555517056e-06
1881,2.175422397776572e-07,2.0450364957014244e-06
1882,2.549012436681153e-07,2.002605384632261e-06
1883,2.6414836507004935e-07,1.8585175780572172e-06
1884,2.983967073433291e-07,1.9633447010392047e-06
1885,1.946581920653223e-07,1.917576582854963e-06
1886,2.110282685263698e-07,1.973469196059341e-06
1887,2.5136359083077764e-07,1.771950167039904e-06
1888,2.390411708574902e-07,2.093670971703432e-06
1889,2.1802676442028712e-07,2.1313994409410952e-06
1890,2.3005895988248426e-07,2.2003074349186136e-06
1891,2.2692223011766544e-07,1.997043156620748e-06
1892,2.0811460554881478e-07,2.073623846854389e-06
1893,2.1492873392148226e-07,2.014418001294871e-06
1894,2.0290956026514095e-07,3.18542815591627e-06
1895,1.7273423869035298e-07,2.2389245089016185e-06
1896,1.8929463729833174e-07,2.0580631598932086e-06
1897,2.1442305975227782e-07,2.098199601618944e-06
1898,1.8559404235674037e-07,2.145082234505935e-06
1899,2.2884174910586808e-07,2.1645997350105972e-06
1900,2.2944454647344514e-07,2.0945899166235904e-06
1901,1.5201369540918108e-07,2.0343009907719534e-06
1902,1.5663804786569813e-07,1.778995823542573e-06
1903,1.8900771436847208e-07,2.146587604556771e-06
1904,1.795124813241955e-07,1.876819084145609e-06
1905,2.1417150541935825e-07,3.0510408066675154e-06
1906,2.1142598782830646e-07,2.2937919084142777e-06
1907,2.0571374115263552e-07,2.0915944389798824e-06
1908,2.3329098497448797e-07,2.2170010822719632e-06
1909,2.06286882686868e-07,2.4380358070175134e-06
1910,2.3353938516379458e-07,2.7025370457067766e-06
1911,1.5961122912244718e-07,2.3707587217813852e-06
1912,1.963951848926726e-07,2.316108577815612e-06
1913,2.0310450832283777e-07,2.2930128693587903e-06
1914,2.05590032109626e-07,2.527350972059139e-06
1915,2.2265640298169131e-07,2.477494234653932e-06
1916,2.0326804528458808e-07,3.014959531810746e-06
1917,2.006855638336802e-07,2.9609345801873133e-06
1918,1.780388352301543e-07,2.8865264880550967e-06
1919,1.556126307811212e-07,2.878373294379344e-06
1920,2.0672191913817528e-07,2.704043851053939e-06
1921,1.8098865894877747e-07,2.61789887190389e-06
1922,1.9403969986342418e-07,2.7622990046438645e-06
1923,1.7940952901085438e-07,2.47351596271983e-06
1924,1.753260949755031e-07,2.7252894483353884e-06
1925,2.144644692947395e-07,2.6263649317570525e-06
1926,1.905989606143521e-07,2.261551429683095e-06
1927,1.97341287533348e-07,2.865350694492008e-06
1928,1.999557204257485e-07,2.7034013214688457e-06
1929,1.7267630436634818e-07,2.5611794569613267e-06
1930,1.2709360419638216e-07,2.525066292946576e-06
1931,1.6081552534075172e-07,2.1795636939714313e-06
1932,1.3699420930990414e-07,2.1283420323925384e-06
1933,1.9156006159093408e-07,2.1954847966298985e-06
1934,1.833181748622792e-07,2.058435427443328e-06
1935,1.555876947278989e-07,2.2213135650872573e-06
1936,1.4549657834095342e-07,2.138799629847199e-06
1937,1.4353875066319688e-07,1.951623346485576e-06
1938,1.8669909152002617e-07,2.303918648749459e-06
1939,1.6058752638770102e-07,1.992814759432804e-06
1940,1.5721854085271048e-07,1.7217965506688415e-06
1941,3.099077856560939e-07,2.045391283900244e-06
1942,1.9115534288793867e-07,2.2999324755801354e-06
1943,2.5548469428926524e-07,2.43000789623693e-06
1944,1.8636479559575037e-07,2.621959907855853e-06
1945,1.655663024457965e-07,3.1239748921052524e-06
1946,1.8654280431462666e-07,2.8761002113242284e-06
1947,1.5497132821451487e-07,2.7751788707064406e-06
1948,1.5764236893645034e-07,2.599468473363231e-06
1949,1.4431001538195432e-07,2.497446956795102e-06
1950,1.8611882524055545e-07,2.35892318301012e-06
1951,1.7271470653668075e-07,2.5224877049367933e-06
1952,1.4868173003890206e-07,2.235498385516621e-06
1953,2.090122475095768e-07,2.161229787134289e-06
1954,1.6515585476994943e-07,2.331727216642321e-06
1955,1.4735403697230254e-07,2.170891093555838e-06
1956,1.447709490065563e-07,2.6207030998648406e-06
1957,1.6433170024754418e-07,2.237915055047779e-06
1958,1.5055483104653433e-07,2.4692646150015207e-06
1959,1.8601795304107327e-07,2.338400520329742e-06
1960,1.6333167007775984e-07,2.4264441833565797e-06
1961,1.8412622465602269e-07,2.365153392247521e-06
1962,1.3888884398127743e-07,2.415651181308931e-06
1963,1.5065903680167025e-07,2.520467546673899e-06
1964,1.8981980876020543e-07,2.485909391225505e-06
1965,1.4665075670494687e-07,2.6035983182737255e-06
1966,1.5287846633071922e-07,2.7457193993996043e-06
1967,1.0846737996672573e-07,2.679144444073245e-06
1968,1.4642015400134767e-07,3.1457876161766762e-06
1969,1.8348700825399078e-07,2.9435132660182717e-06
1970,1.292241685324491e-07,3.194274427187338e-06
1971,1.8755150177351965e-07,2.802995794581875e-06
1972,1.2671462146229828e-07,2.8656999688791984e-06
1973,1.2735500609650785e-07,2.9683089906029636e-06
1974,1.3895161798949118e-07,3.1958874160409323e-06
1975,1.1537190047761214e-07,2.3611258939126856e-06
1976,1.3826734579502897e-07,3.09673168885638e-06
1977,1.53384004442092e-07,3.2245901024907653e-06
1978,1.5207913484083235e-07,3.2382164363298216e-06
1979,1.3576577662099965e-07,2.75042748398846e-06
1980,1.3928618591840802e-07,3.2592968182143522e-06
1981,1.448550888683009e-07,3.176058498866041e-06
1982,1.4463480058068967e-07,3.434611016928102e-06
1983,1.0925496984892646e-07,3.7134057038201718e-06
1984,1.6121243034961097e-07,3.6638135725297616e-06
1985,1.3354538586085596e-07,3.521507665027457e-06
1986,1.1569356783702744e-07,4.006114636467828e-06
1987,1.3504905882477658e-07,3.626158672886959e-06
1988,1.3132452536535055e-07,4.085452246727073e-06
1989,1.388494883514113e-07,3.732471782313951e-06
1990,1.482033047395248e-07,4.0581552411822486e-06
1991,1.6587946483070937e-07,4.825158157473197e-06
1992,1.6089037568889353e-07,4.01179045184108e-06
1993,1.5952916765371583e-07,3.8968323679000605e-06
1994,1.5455535029573753e-07,4.197786552140315e-06
1995,1.6538474323368746e-07,3.946459628423327e-06
1996,1.4306086804083407e-07,4.192003871139605e-06
1997,1.246672529653381e-07,4.194094231024792e-06
1998,1.5162651001432437e-07,3.7763583122796263e-06
1999,1.3710602941863215e-07,4.2475450072743115e-06
2000,1.3828438072405191e-07,4.269143687452015e-06
2001,1.5903799188698997e-07,5.076948127680225e-06
2002,1.8313505278921838e-07,4.531935587692715e-06
2003,1.6501014521441704e-07,4.099835450688261e-06
2004,1.4932242076159952e-07,5.174748821445974e-06
2005,1.5132599084921594e-07,4.822615096600202e-06
2006,1.6512738998386567e-07,5.1168901791243115e-06
2007,1.4340181364591587e-07,4.229354999552015e-06
2008,1.8008970226190968e-07,4.6095298102954985e-06
2009,1.8738996199196833e-07,5.015185024603852e-06
2010,1.9603741474583103e-07,5.267973847367102e-06
2011,2.661484601595987e-07,4.483607199290418e-06
2012,2.6042533352033104e-07,4.990975071450521e-06
2013,2.8058596573954375e-07,5.189446028452949e-06
2014,2.6743247116822744e-07,5.290832291393599e-06
2015,3.189651867074872e-07,5.012120425362809e-06
2016,2.730026037733868e-07,5.021549668526859e-06
2017,2.098019905583115e-07,4.94644660875565e-06
2018,2.689888269902241e-07,5.357576128517394e-06
2019,2.9361868286725823e-07,5.052486301337922e-06
