year,sans_ADP ôter_VERB,sans_ADP oter_VERB,sans_ADP voter_VERB
2004,5.329797581055118e-08,0.0,9.690540814233373e-09
2005,6.260211815600769e-08,0.0,1.80149977158095e-08
2006,5.5591515391029134e-08,1.2353669198716943e-09,7.823991232669414e-09
2007,6.351222436862258e-08,0.0,5.592271090648637e-09
2008,6.98220121719828e-08,4.257439678578834e-10,9.366367237362283e-09
2009,6.484741632561963e-08,0.0,6.198650259747751e-09
2010,6.613310077341339e-08,0.0,5.668551850135373e-09
2011,1.0171765119082465e-07,0.0,4.5887662558641296e-09
2012,1.314041568889479e-07,0.0,5.106379125097149e-09
2013,1.4587123509102184e-07,0.0,7.80955033974351e-09
2014,1.745348807702385e-07,0.0,6.496335469563519e-09
2015,1.5759851201835318e-07,0.0,5.984753581600444e-09
2016,1.563861751208151e-07,0.0,4.764082017771898e-09
2017,1.3408208232590368e-07,0.0,4.2765391228272165e-09
2018,1.424969564567391e-07,5.162933414126769e-10,5.421080029321956e-09
2019,1.489776870755577e-07,0.0,6.377469385920875e-09
