year,plusieurs_DET yeux_NOUN,plusieurs_DET vieux_ADJ
1846,2.8101606375230404e-08,2.8101607263408823e-08
1847,2.1572894581822766e-08,2.9123407685460734e-08
1848,2.011305433313737e-08,2.2526620346852155e-08
1849,2.7652069745087715e-08,1.005529792763582e-08
1850,4.073397619208663e-08,1.2899092460827433e-08
1851,2.644269869733762e-08,7.094382636907426e-09
1852,1.4323200403509873e-08,2.148479971708639e-08
1853,2.1498955282694965e-08,2.388772735173461e-08
1854,1.0391328519876453e-08,8.832629572186335e-09
1855,3.449509122788186e-08,1.3798036491152743e-08
1856,1.604928606679934e-08,1.4496129630003907e-08
1857,2.4407546206361985e-08,1.4644527812635033e-09
1858,1.8106600663259087e-08,3.914940760463281e-09
1859,8.147477359443656e-09,2.1387128068539596e-08
1860,6.865776031039772e-09,2.105504681715331e-08
1861,3.4426534512022045e-08,2.1221836954410378e-08
1862,2.6656119311851967e-08,1.671654947799084e-08
1863,3.246503538223422e-08,1.5982786649715308e-08
1864,1.4384183399940298e-08,2.2535220800534717e-08
1865,2.6829013677343028e-08,2.6358327964715045e-08
1866,1.751620715140234e-08,1.167747110120132e-08
1867,2.5719900875742496e-08,2.232293283555009e-08
1868,2.519335706718806e-08,2.1735446442683326e-08
1869,1.7092317561306913e-08,5.860223195597314e-09
1870,1.8922360567330543e-08,5.734048791339319e-10
1871,1.5931766128574054e-08,3.18635318130589e-09
1872,1.572308139241585e-08,1.5118347462816928e-08
1873,1.3767810169706962e-08,1.4965010730616513e-08
1874,1.2546679251101978e-08,8.364452908082853e-09
1875,1.37316650272723e-08,1.1443054503956773e-08
1876,2.2974855795609983e-08,2.1161052021767546e-08
1877,2.783167152298205e-08,1.4225076672147452e-08
1878,1.3889904337816006e-08,1.3889903893726796e-08
1879,1.7717043832021773e-08,9.163987901850135e-09
1880,1.9253538763308597e-09,1.2193907439339569e-08
1881,2.370652651961791e-08,4.880755410940907e-09
1882,1.4641846846075168e-08,1.5307385581309063e-08
1883,2.0853818227806187e-08,1.0110942305630033e-08
1884,1.2543224237049344e-08,2.1125430293977843e-08
1885,1.160214413431504e-08,1.4180398633101277e-08
1886,2.1296431285122708e-08,7.744156649280853e-09
1887,9.140494583448344e-09,7.1818171409887555e-09
1888,2.4094335415725254e-08,1.5217475057838215e-08
1889,2.1301465480405568e-08,6.265136576200092e-09
1890,1.5075089621063853e-08,7.865263551565249e-09
1891,8.92390783491237e-09,4.461953917456185e-09
1892,6.8953633913793055e-09,8.149066310636499e-09
1893,1.1085149687062312e-08,1.539604133071748e-08
1894,2.3945849969564392e-08,1.3233232287745977e-08
1895,1.0833506536300774e-08,4.814891596538473e-09
1896,9.435246361988447e-09,1.0614652157237003e-08
1897,6.4093846896540185e-09,1.51494548017439e-08
1898,1.7540900731916054e-08,9.619203433786083e-09
1899,2.04520400615138e-08,1.5477219506010442e-08
1900,5.71015834616162e-09,9.34389543516545e-09
1901,5.029864968975062e-09,1.0059729993461275e-08
1902,1.1293652957267142e-08,1.276673788908056e-08
1903,1.1880484818149739e-08,1.3500550899436803e-08
1904,1.0211787859759625e-08,6.987012746151322e-09
1905,7.2250627702885595e-09,5.676835002077496e-09
1906,9.773950537805831e-09,8.745113411201544e-09
1907,1.1828539925318182e-08,9.257117739025489e-09
1908,4.4202499438483756e-09,9.822778146428846e-10
1909,1.0451868703853506e-08,6.60118049111702e-09
1910,6.947395991829808e-09,6.412981035097687e-09
1911,1.1704823554836707e-08,1.702519725199636e-08
1912,1.4586379215586476e-08,9.376957876838787e-09
1913,6.36358749028787e-09,9.545381152165078e-09
1914,7.366418142140674e-09,8.705766774141921e-09
1915,1.767114277129167e-08,8.246533456102156e-09
1916,1.648119329900055e-08,2.197492410260793e-09
1917,1.0966424213165737e-08,0.0
1918,3.101321510712296e-08,0.0
1919,7.366278698128781e-09,4.603924241841639e-09
1920,9.086677632552664e-09,1.0601124866838063e-08
1921,1.741731875393171e-08,9.844571380313027e-09
1922,8.115729421831475e-09,1.4018077698629838e-08
1923,1.1677542488541803e-08,1.6985516992917837e-08
1924,6.445812328337297e-09,2.0626599095407983e-08
1925,1.4297631523163545e-08,9.898360353588487e-09
1926,1.4489979882625903e-08,1.1146138456652466e-09
1927,1.0034302277972529e-08,6.689534814974252e-09
1928,1.4853853258500749e-08,3.4278123672848437e-09
1929,1.3368487650211591e-08,1.4482528509773829e-08
1930,6.302162347537887e-09,1.1553964229804592e-08
1931,3.4216069977333063e-09,0.0
1932,3.287861094491973e-09,4.383814644626227e-09
1933,1.4911860191091364e-08,1.6058926854967126e-08
1934,4.7926320689839486e-09,9.585264137967897e-09
1935,1.6755597798123745e-08,1.3165112555668657e-08
1936,2.424943001955171e-08,3.6374143697059935e-09
1937,8.813782592653752e-09,0.0
1938,1.55582577932023e-08,7.779128452511941e-09
1939,1.2235240376412548e-08,2.141167154690038e-08
1940,2.5357829169792012e-09,2.0286263113789005e-08
1941,8.854508237732261e-09,2.9515025978810172e-09
1942,1.8205270180260413e-08,3.034211770724937e-09
1943,1.4516175816936538e-08,1.7419411024732767e-08
1944,4.177142187700156e-08,1.927911696952833e-08
1945,1.3071024262956144e-08,8.714016175304096e-09
1946,1.2528993842408909e-08,6.960552134671616e-09
1947,3.5762612871081956e-09,1.0728783861324587e-08
1948,8.697510267552389e-09,1.0871888278529696e-08
1949,8.835307596655184e-09,3.926803215925645e-09
1950,5.317680518146517e-09,9.571825554388624e-09
1951,1.0661401539380222e-08,7.462981344019681e-09
1952,0.0,4.217921456550755e-09
1953,4.3095309543161875e-09,4.3095309543161875e-09
1954,9.772536557761669e-09,6.840775279570721e-09
1955,9.385607846468247e-09,6.569925492527773e-09
1956,1.0465369904011368e-08,6.104799110673298e-09
1957,1.3252556385623393e-08,1.7670075402875796e-09
1958,2.4816730892496253e-09,4.9633461784992505e-09
1959,4.650448914844674e-09,6.200598257066758e-09
1960,8.305000243069571e-09,1.038125008179236e-08
1961,1.111705483225478e-08,6.94815938118154e-09
1962,7.610347907416326e-09,9.512934662225803e-09
1963,9.05247421467692e-09,2.5864211883330768e-09
1964,1.2167936658258327e-09,4.258777885901566e-09
1965,1.3132904541635071e-08,8.20806489443271e-09
1966,7.754704656193212e-09,7.200797291773142e-09
1967,5.4233690871541285e-09,6.409436426046966e-09
1968,9.88111459321317e-09,9.43197286940034e-09
1969,3.1792304344691047e-09,7.720988071113766e-09
1970,3.219107563845469e-09,4.1388525939822784e-09
1971,6.679916619845017e-09,6.166076982339064e-09
1972,2.565073486948677e-09,7.695220183290274e-09
1973,2.205281512956958e-09,1.2129048654330177e-08
1974,6.1881286761433785e-09,7.313243399753588e-09
1975,3.998036124386317e-09,5.711480177694739e-09
1976,3.999468867199596e-09,7.427584991503977e-09
1977,3.526069214387917e-09,3.5260691033656144e-09
1978,4.158414057542359e-09,6.534650376366358e-09
1979,7.60756546647201e-09,7.607565133405103e-09
1980,2.2740602734216964e-09,2.8425753417771205e-09
1981,8.223214109648325e-09,6.958104425969225e-09
1982,7.449002858983533e-09,2.483000915987077e-09
1983,3.157658134966823e-09,5.683784443100137e-09
1984,2.8995041922996734e-09,4.639206796497319e-09
1985,3.609334831011779e-09,5.414002135495366e-09
1986,2.997242676272549e-09,6.593934065435292e-09
1987,6.110816741511371e-09,5.499735111769155e-09
1988,3.597932174415064e-09,2.398621523624911e-09
1989,3.2928733073589456e-09,5.4881220679092735e-09
1990,2.724325431913144e-09,4.903786043897185e-09
1991,5.275318681885466e-09,6.4476117778156095e-09
1992,8.815910668147353e-09,3.856960861803316e-09
1993,5.539207592608619e-09,4.985286627956498e-09
1994,3.1649559639745917e-09,5.8024192117756e-09
1995,7.049185846152994e-09,7.59143092832204e-09
1996,5.3380921904988554e-09,6.939520069693117e-09
1997,3.835915585170824e-09,5.274383929609883e-09
1998,4.29131630230728e-09,9.059445638115449e-09
1999,6.398281460207045e-09,5.9412613717668705e-09
2000,3.97622823555821e-09,5.743440834038438e-09
2001,3.943090742808408e-09,6.571817534606339e-09
2002,3.066854992184176e-09,5.257465740537981e-09
2003,1.0000615280336689e-08,4.166922917825389e-09
2004,7.488145215006625e-09,4.845270407116686e-09
2005,8.106749271874492e-09,6.305249211635555e-09
2006,9.471146977801936e-09,7.000412693969338e-09
2007,6.391167151065247e-09,8.388407080062166e-09
2008,4.6831836186811415e-09,5.534671720930362e-09
2009,1.0966842323156811e-08,6.198650037703146e-09
2010,8.030448306328708e-09,3.7790344187271785e-09
2011,3.823972000160936e-09,5.7359579308524644e-09
2012,7.829781156765137e-09,1.2936160587173617e-08
2013,8.646287352753745e-09,1.199323729217383e-08
2014,7.362513626540945e-09,1.0610681222544827e-08
2015,8.201328866030977e-09,1.1304534197620342e-08
2016,1.2635174240216429e-08,1.2842308549920745e-08
2017,7.043711947041231e-09,9.559323110863716e-09
2018,9.293279867872428e-09,7.744400232212456e-09
2019,9.69375346659973e-09,1.1479444506079517e-08
