year,gros_ADJ airs_NOUN,gros_ADJ verres_NOUN
1982,0.0,2.1726258125909226e-08
1983,0.0,1.705135410645653e-08
1984,0.0,1.5657322549600394e-08
1985,1.2031116103372597e-09,1.2632671797518924e-08
1986,1.1988970927134801e-09,1.498621315931814e-08
1987,1.2221633705067347e-09,8.555143260480236e-09
1988,0.0,1.4391728697660255e-08
1989,0.0,1.8659616074501173e-08
1990,0.0,1.7980548605578406e-08
1991,5.861465202094962e-10,1.1722930182145319e-08
1992,0.0,1.7080827419135858e-08
1993,5.539207426075166e-10,1.717154241021035e-08
1994,0.0,1.2132331583813993e-08
1995,0.0,1.3013881527967897e-08
1996,5.338092190498855e-10,1.92171327739743e-08
1997,0.0,1.7261619689179497e-08
1998,0.0,1.5734826774860267e-08
1999,0.0,1.279656292041409e-08
2000,0.0,1.1486881668076876e-08
2001,4.3812117822561447e-10,1.1829271784336015e-08
2002,4.38122149670761e-10,1.0514931148009055e-08
2003,4.1669229178253886e-10,1.4167538253673229e-08
2004,4.404791253964646e-10,6.607186797680242e-09
2005,4.5037495954858286e-10,1.5763124139311913e-08
2006,0.0,1.317724773741702e-08
2007,0.0,1.5578470069499417e-08
2008,0.0,1.3198063086861112e-08
2009,0.0,1.8595951445377068e-08
2010,4.723793023408973e-10,2.3146585093059002e-08
2011,0.0,2.791499476018089e-08
2012,6.808505426114664e-10,3.063827591631707e-08
2013,2.789125042035323e-10,2.8449075983871808e-08
2014,4.330890368553497e-10,3.269822101970021e-08
2015,0.0,3.036708307035951e-08
2016,8.285360175719347e-10,2.7755955755992545e-08
2017,0.0,3.1193579275168304e-08
2018,0.0,2.942872079358949e-08
2019,7.65296326310505e-10,2.5764975930542278e-08
