year,meilleures_ADJ oies_NOUN,meilleures_ADJ voies_NOUN
1853,0.0,3.523439673358553e-08
1854,0.0,4.572184764128906e-08
1855,0.0,5.996838581268094e-08
1856,5.177189232874468e-10,5.021873406008126e-08
1857,0.0,2.5871997877402464e-08
1858,0.0,3.474509924217273e-08
1859,0.0,3.8700516569178944e-08
1860,0.0,2.242820151820979e-08
1861,0.0,2.87673795895671e-08
1862,0.0,2.5300723294208183e-08
1863,0.0,4.145535115185339e-08
1864,0.0,3.931677028390368e-08
1865,4.706844358715045e-10,2.871175119878444e-08
1866,0.0,2.8220554781910323e-08
1867,0.0,2.523461972714358e-08
1868,0.0,2.667531973088444e-08
1869,0.0,3.809144999422642e-08
1870,0.0,5.8487298559839473e-08
1871,0.0,1.5931766128574054e-08
1872,0.0,5.07976487540418e-08
1873,0.0,2.334541804316359e-08
1874,0.0,2.6288279997288555e-08
1875,0.0,4.3483606049221635e-08
1876,0.0,2.2974855795609983e-08
1877,0.0,3.216104360603822e-08
1878,0.0,3.140326043649111e-08
1879,0.0,2.077170613290491e-08
1880,0.0,2.6954953824542827e-08
1881,0.0,3.9046042843438045e-08
1882,0.0,3.660461800336634e-08
1883,0.0,2.274962085380139e-08
1884,0.0,1.8484751507230612e-08
1885,0.0,3.93183761104865e-08
1886,0.0,4.646494033977433e-08
1887,0.0,3.264462256069578e-09
1888,0.0,2.599652049184442e-08
1889,0.0,2.5060547415023393e-08
1890,6.554386478008212e-10,3.0150179242127706e-08
1891,0.0,2.5496881050912634e-08
1892,0.0,3.761107336686109e-08
1893,0.0,2.894455697344256e-08
1894,0.0,2.2685540557176864e-08
1895,0.0,1.745398137131815e-08
1896,0.0,3.2433661090180976e-08
1897,0.0,3.96216535136773e-08
1898,0.0,2.6594268121016285e-08
1899,0.0,3.15071986278781e-08
1900,0.0,1.349673794948103e-08
1901,0.0,2.794369535763508e-08
1902,0.0,1.6694965410124496e-08
1903,0.0,1.7820726228023887e-08
1904,0.0,2.3110889202371254e-08
1905,0.0,5.625227217365136e-08
1906,0.0,3.961022088105892e-08
1907,0.0,2.1599941391059474e-08
1908,0.0,3.437972395659017e-08
1909,0.0,3.190570296851547e-08
1910,0.0,2.8323999146095957e-08
1911,5.320374141248863e-10,1.9153347352585115e-08
1912,0.0,1.82329742415277e-08
1913,0.0,2.6514948459066545e-08
1914,0.0,3.4153391226254826e-08
1915,0.0,2.8273827723523937e-08
1916,0.0,3.5159878564172686e-08
1917,0.0,1.973956464951243e-08
1918,0.0,3.445912710731136e-08
1919,0.0,4.327688785110695e-08
1920,0.0,2.5745588771997063e-08
1921,0.0,2.3475516641724425e-08
1922,0.0,2.8036154731125862e-08
1923,0.0,2.1231896241147297e-08
1924,0.0,2.4494086758863887e-08
1925,0.0,3.629398648286042e-08
1926,0.0,3.009457216762712e-08
1927,0.0,2.1183527820767267e-08
1928,0.0,2.9707706517001498e-08
1929,0.0,2.8965056131369238e-08
1930,1.0503603542488804e-09,2.520864939015155e-08
1931,0.0,1.596749932275543e-08
1932,1.0959536611565568e-09,1.4247397928102146e-08
1933,0.0,2.408838994938378e-08
1934,0.0,1.7972370258689807e-08
1935,0.0,3.351119559624749e-08
1936,0.0,3.273672888326473e-08
1937,0.0,1.888667711114067e-08
1938,0.0,2.3337385357535823e-08
1939,0.0,2.5999884911698246e-08
1940,0.0,1.7750480196809804e-08
1941,2.9515025978810172e-09,1.1806010391524069e-08
1942,0.0,9.102635090130207e-09
1943,0.0,2.6129116648121453e-08
1944,0.0,1.6065930807940276e-08
1945,0.0,1.742803235060819e-08
1946,0.0,1.9489545977080525e-08
1947,0.0,2.1457568166738383e-08
1948,0.0,1.7395020535104777e-08
1949,0.0,3.8286334103077024e-08
1950,2.1270722960764488e-09,4.1477910883713776e-08
1951,2.1322803522849654e-09,1.8124383771578323e-08
1952,2.1089607837865287e-09,2.9525450528922192e-08
1953,0.0,1.0773827163745864e-08
1954,0.0,3.0294863506696856e-08
1955,0.0,2.815682265122632e-08
1956,0.0,4.098936656760088e-08
1957,0.0,2.9155623693100097e-08
1958,0.0,4.549733745307094e-08
1959,0.0,2.1702094343822864e-08
1960,0.0,2.906750040665429e-08
1961,0.0,2.91822690456911e-08
1962,0.0,4.5662087444497956e-08
1963,0.0,3.103705381590771e-08
1964,0.0,3.8937397306426647e-08
1965,5.472043373977442e-10,4.322914293197755e-08
1966,5.539074754423723e-10,4.3204781974282014e-08
1967,0.0,4.683818843886911e-08
1968,0.0,3.4134760795723196e-08
1969,4.5417578031781147e-10,3.951329219376021e-08
1970,9.197450023812337e-10,4.0008906410093914e-08
1971,0.0,3.0316545718278576e-08
1972,0.0,3.9502129567381417e-08
1973,0.0,2.3706776985932265e-08
1974,1.1251143350321513e-09,2.2502286256553816e-08
1975,0.0,4.16938057412608e-08
1976,0.0,3.428116102099921e-08
1977,0.0,3.290997696581144e-08
1978,5.940591352171509e-10,3.5643548557118265e-08
1979,0.0,2.808947208166046e-08
1980,0.0,3.752199617679253e-08
1981,0.0,3.985096341807548e-08
1982,0.0,4.345251625181845e-08
1983,0.0,3.0945049189767815e-08
1984,0.0,3.2474446243213606e-08
1985,0.0,3.128090142467954e-08
1986,0.0,3.956360572487938e-08
1987,0.0,2.810975807676641e-08
1988,0.0,2.998276826815527e-08
1989,0.0,2.689179900983163e-08
1990,0.0,3.7595690116631886e-08
1991,0.0,3.3996499837485317e-08
1992,0.0,2.4243753671271406e-08
1993,5.539207426075166e-10,2.9357799746776436e-08
1994,0.0,3.6924486579437144e-08
1995,0.0,2.9281235214284607e-08
1996,0.0,3.4163790019192675e-08
1997,0.0,4.6989967472654826e-08
1998,4.768129224785866e-10,2.43174582692518e-08
1999,0.0,3.564757022900267e-08
2000,0.0,3.35770380388567e-08
2001,0.0,3.066848108801423e-08
2002,0.0,3.2859162502063555e-08
2003,0.0,3.7502307037584615e-08
2004,0.0,2.95121012072741e-08
2005,4.5037495954858286e-10,2.477062288619436e-08
2006,0.0,2.7178073125355695e-08
2007,0.0,2.5964116190380082e-08
2008,0.0,2.682186917013496e-08
2009,4.76819250749827e-10,2.5271420511785436e-08
2010,0.0,3.3538931631937885e-08
2011,7.64794394481072e-10,2.4091024286576612e-08
2012,0.0,2.2127641940983267e-08
2013,0.0,1.9244962956577183e-08
2014,0.0,1.9272462736807938e-08
2015,2.2165753954528356e-10,2.0392493027543424e-08
2016,8.285360175719347e-10,1.7192121504194802e-08
2017,0.0,1.9370206771895937e-08
2018,5.162933414126769e-10,1.4972506789945328e-08
2019,0.0,8.418259866971312e-09
