year,soixante - dix voix
1905,9.1166336702031e-09
1906,1.3054011205326788e-08
1907,6.820427778109206e-09
1908,1.6274592784526476e-09
1909,3.0330327138727853e-09
1910,1.1796716936629537e-09
1911,1.1743620520476838e-09
1912,1.7243164673885758e-09
1913,1.1702200319874123e-09
1914,2.954637423613349e-09
1915,1.0390477811483834e-08
1916,7.256016232304319e-09
1917,8.442716747936174e-09
1918,1.2637696444883773e-09
1919,1.0134946215600849e-09
1920,1.6686753090411344e-09
1921,8.356959568800448e-10
1922,3.257554670454965e-09
1923,1.173141472854411e-09
1924,7.124528078605863e-09
1925,1.2185186193391928e-09
1926,1.2345703348515258e-09
1927,1.2342680211219204e-09
1928,0.0
1929,1.1108364006418014e-08
1930,2.325158732219279e-09
1931,0.0
1932,0.0
1933,3.806393422678411e-09
1934,3.982252749779036e-09
1935,0.0
1936,0.0
1937,1.3947590860041714e-09
1938,0.0
1939,3.388435088069741e-09
1940,0.0
1941,0.0
1942,0.0
1943,3.2113727232996325e-09
1944,0.0
1945,0.0
1946,3.079471788680621e-09
1947,7.900696985529976e-09
1948,8.422445851863358e-09
1949,7.571252069737966e-09
1950,1.5291593769006795e-08
1951,9.439247605769197e-09
1952,0.0
1953,2.3816522087827252e-09
1954,0.0
1955,2.0775652309623638e-09
1956,2.894067208103479e-09
1957,1.9557553354587753e-09
1958,9.148918289625385e-10
1959,2.5723245755671087e-09
1960,3.826682970498041e-09
1961,0.0
1962,0.0
1963,2.8528732709531823e-09
1964,4.697919386842386e-09
1965,3.0169315934358565e-09
1966,2.444229929565722e-09
1967,3.2591320753283526e-09
1968,1.4822802985037242e-09
1969,1.4978221996031493e-09
1970,1.0115754900397178e-09
1971,1.6998997764972046e-09
1972,5.087703591755144e-09
1973,2.4373125739884927e-09
1974,6.21929008293165e-10
1975,1.8946701985100844e-09
1976,6.311368316858079e-09
1977,6.494660920175477e-10
1978,6.543469655007073e-10
1979,1.2882890310095263e-09
1980,0.0
1981,2.0888477614278145e-09
1982,6.818714481937604e-10
1983,2.776772589641041e-09
1984,6.368131577616509e-10
1985,1.3216827632334116e-09
1986,9.216961416314007e-09
1987,1.3427359224493784e-09
1988,0.0
1989,0.0
1990,1.1939991217957413e-09
1991,2.5719699703330434e-09
1992,3.0175177911928586e-09
1993,1.8198214046805106e-09
1994,4.618696092251184e-09
1995,2.3715431840543033e-09
1996,1.1667063981590786e-09
1997,3.1405442690868313e-09
1998,2.6012800802277525e-09
1999,9.970285708149618e-10
2000,4.817352738939462e-09
2001,5.255213597621378e-09
2002,9.54669232555716e-10
2003,1.815172900876405e-09
2004,3.3576574853810826e-09
2005,3.433454853762896e-09
2006,8.974836984698698e-10
2007,8.726048217333471e-10
2008,3.2541866978874623e-09
2009,2.086278705348832e-09
2010,2.5884314691637655e-09
2011,2.9374986887376053e-09
2012,1.4998260411402953e-09
2013,3.0801944328473496e-10
2014,2.3951551852974262e-09
2015,4.167408196309452e-09
2016,1.8339904039876842e-09
2017,3.3468237070621853e-09
2018,1.718996278654572e-09
2019,1.982750852391746e-09
