year,aux_ADP ans_NOUN,aux_ADP vents_NOUN
1873,1.5563611732716254e-08,9.697327012503365e-07
1874,2.569081986036892e-08,9.356238122038008e-07
1875,3.71899266937703e-08,1.0853736451821305e-06
1876,3.5066884507273244e-08,1.1433013877848452e-06
1877,1.5462039648639347e-08,1.092856954709731e-06
1878,3.200716980344964e-08,1.060463992619276e-06
1879,3.2990356002571275e-08,9.145660104792341e-07
1880,2.1820677709172287e-08,1.0351985717527157e-06
1881,1.882577010947628e-08,9.391967781269273e-07
1882,1.6638462163598433e-08,9.477268338997646e-07
1883,2.0221884611260066e-08,9.358941124304465e-07
1884,2.2445769687351458e-08,9.235774243165906e-07
1885,2.9005360890899112e-08,8.559804358654333e-07
1886,2.1296431229611557e-08,8.621827469745824e-07
1887,2.219834327465975e-08,8.291734339138657e-07
1888,2.5362458577760094e-08,7.678484423845333e-07
1889,1.8795410117178335e-08,7.417921699115482e-07
1890,1.966316010015845e-08,8.520702499126287e-07
1891,2.995883363610119e-08,7.158249086813839e-07
1892,3.573051987615372e-08,8.067575478776234e-07
1893,2.155445777418663e-08,7.11912947481963e-07
1894,2.8987080291642542e-08,8.135287137278624e-07
1895,2.106515117894503e-08,7.09594663916846e-07
1896,2.0639601361338578e-08,6.604672604382245e-07
1897,3.146425364697336e-08,7.941810431510987e-07
1898,1.810673555535658e-08,6.07141497965813e-07
1899,1.9346524382513053e-08,6.704952468794545e-07
1900,1.9206897072798768e-08,6.753560197747532e-07
1901,1.956058603980182e-08,6.494114410671159e-07
1902,1.816805017540446e-08,6.373548169236187e-07
1903,2.052083747372535e-08,7.311898135853312e-07
1904,3.171028861714831e-08,6.438801056773968e-07
1905,3.302885742684225e-08,7.230223419973925e-07
1906,2.1091156710006942e-08,7.217290733940729e-07
1907,2.6228502036929058e-08,7.364551954935905e-07
1908,2.357466755142923e-08,6.910324321651728e-07
1909,1.8153245295859932e-08,7.178783816286227e-07
1910,3.580580976159098e-08,7.952096305885448e-07
1911,2.2345571171200618e-08,8.028444407059965e-07
1912,2.813087401909442e-08,7.01709042871812e-07
1913,2.1742257771961704e-08,6.745402814090085e-07
1914,2.7456649620560825e-08,7.35302450483033e-07
1915,5.772573496987121e-08,6.279145843279821e-07
1916,1.9777432136436346e-08,6.021129310695983e-07
1917,2.9609346086090227e-08,7.402336343886873e-07
1918,4.135095377222342e-08,6.053320280585694e-07
1919,3.222746869369075e-08,6.491532946739653e-07
1920,3.028892603396116e-08,6.443969038372188e-07
1921,4.013556204052193e-08,6.701881720694303e-07
1922,2.5822774307737717e-08,6.610630307601895e-07
1923,2.866306125781648e-08,7.006525732933255e-07
1924,1.2891624101563082e-08,7.70919126757974e-07
1925,2.859526304632709e-08,7.390775627058588e-07
1926,4.124071217859182e-08,7.735420304300078e-07
1927,2.8987985345452216e-08,7.124354786114395e-07
1928,3.1992915872081085e-08,7.91824639634342e-07
1929,3.899142186902793e-08,7.45293206261266e-07
1930,3.046045016219523e-08,7.520580105335739e-07
1931,2.5091785538222666e-08,7.230996246221366e-07
1932,3.835837791843488e-08,6.88258895653604e-07
1933,4.014731747048472e-08,6.98563340950642e-07
1934,2.7557634396657704e-08,8.303234935169712e-07
1935,2.393656828303392e-08,8.425672257672545e-07
1936,2.7886844389257703e-08,7.881064654213787e-07
1937,3.52551301485704e-08,6.925115116906966e-07
1938,4.408173026604345e-08,7.779128381457667e-07
1939,3.8235126176289214e-08,6.622323995841839e-07
1940,3.2965178364818826e-08,7.911642478930503e-07
1941,3.5418031174572207e-08,7.290211350152731e-07
1942,4.247896434605991e-08,1.0680425770459578e-06
1943,5.8064704155924574e-08,9.696805589598512e-07
1944,2.5705489292704442e-08,7.29393242693277e-07
1945,2.3963544037997053e-08,6.949427722169332e-07
1946,3.3410650246423756e-08,7.600922753425721e-07
1947,4.649139739854036e-08,6.639925338447483e-07
1948,4.348755133776194e-08,6.686210789474956e-07
1949,2.748762406579175e-08,7.991044936872527e-07
1950,3.403315673722318e-08,8.699725810856762e-07
1951,4.904244754744269e-08,7.942744528754986e-07
1952,2.8470970470095835e-08,8.256581214283187e-07
1953,2.908933460776808e-08,6.787511432904125e-07
1954,4.299915934424803e-08,8.2382477373244e-07
1955,5.255940260795455e-08,6.823336984318473e-07
1956,6.453644840753725e-08,6.584462028946803e-07
1957,3.622365363220581e-08,6.864824264596336e-07
1958,3.474342219478288e-08,7.800725585482837e-07
1959,1.7826720544178443e-08,7.045430043817191e-07
1960,2.629916601160076e-08,7.419133360997421e-07
1961,1.59807664878997e-08,6.552114220070848e-07
1962,2.2831043222648617e-08,6.532215257593066e-07
1963,2.4571002898987615e-08,7.80452638959872e-07
1964,1.5818317711246976e-08,6.990479572976938e-07
1965,3.17378508474242e-08,6.052079983831504e-07
1966,1.883285383197375e-08,6.807523043050878e-07
1967,2.9582014060558492e-08,6.754559729316156e-07
1968,3.099077011681217e-08,6.93923754013781e-07
1969,1.544197603120523e-08,5.917910286257211e-07
1970,2.2993624615441632e-08,6.585374316969705e-07
1971,3.185806496386334e-08,6.741577434077328e-07
1972,2.359867534718063e-08,7.505404728824772e-07
1973,2.095017431757995e-08,6.522120168384049e-07
1974,2.1939729255571194e-08,6.272512511618089e-07
1975,1.2565256390928425e-08,5.380214194161681e-07
1976,2.4568165224447824e-08,5.530694240363232e-07
1977,1.7042667277422652e-08,5.553559123683272e-07
1978,2.435642376674707e-08,6.02970019247806e-07
1979,1.6385525603013207e-08,5.219960268476598e-07
1980,1.4781391888263329e-08,5.832964706797839e-07
1981,1.7078983727270014e-08,5.762575816525839e-07
1982,3.6003513170790313e-08,5.288792177537971e-07
1983,1.7051353551345017e-08,5.462748360329783e-07
1984,1.565732282715615e-08,5.201710617797062e-07
1985,1.7445117905801055e-08,5.311737873991973e-07
1986,2.577628777089558e-08,5.389042274650535e-07
1987,1.527704190928958e-08,5.854162790086548e-07
1988,1.499138480021145e-08,5.21700172173567e-07
1989,2.1952489270837816e-08,4.878940500496753e-07
1990,2.1794604121438965e-08,5.405061580532333e-07
1991,1.817054207098323e-08,5.574253210127722e-07
1992,1.8733810502880033e-08,5.554023925213869e-07
1993,1.6617622111692043e-08,5.367492241781235e-07
1994,1.6352272202979634e-08,5.733845092059653e-07
1995,1.897857726529395e-08,6.018920242212289e-07
1996,2.3487605638194964e-08,5.967987330990354e-07
1997,1.3905193996244236e-08,4.5983038221564243e-07
1998,1.6211639364271946e-08,5.421362985202904e-07
1999,2.7421206777455964e-08,5.566505025811352e-07
2000,1.546311012567969e-08,5.230949033929733e-07
2001,1.664860438399529e-08,4.714183892140511e-07
2002,1.6210519815373914e-08,5.213653757607517e-07
2003,1.7501076365888935e-08,6.012869668836629e-07
2004,2.6869226871228946e-08,4.942175930722215e-07
2005,1.1709748948263154e-08,4.7244332446183535e-07
2006,1.564798118858235e-08,4.916760589779301e-07
2007,9.986198562517146e-09,5.068994330947874e-07
2008,1.3623806749407663e-08,5.087640464473964e-07
2009,1.5735035052699686e-08,6.007922470629978e-07
2010,8.502827775203059e-09,5.574075747638574e-07
2011,1.3766299045148145e-08,5.372680840221022e-07
2012,9.872332590310506e-09,5.855314846314741e-07
2013,1.0319762655530695e-08,5.589406439909794e-07
2014,6.063246668630562e-09,6.091397386498443e-07
2015,8.644643945121544e-09,6.592095238566742e-07
2016,1.3256576725240166e-08,7.038413754045791e-07
2017,1.8615523900145092e-08,5.655093993084392e-07
2018,3.872200171617379e-09,5.715367050740383e-07
2019,4.5917777913295765e-09,6.224410338262487e-07
