year,plus_ADV eu_VERB,plus_ADV vu_VERB
1854,1.0271828614349943e-06,1.766525912216821e-07
1855,9.579021025274415e-07,2.1811511885516666e-07
1856,1.029225245474663e-06,1.6877636710432853e-07
1857,1.1129840231660637e-06,1.6011350112421496e-07
1858,9.753096037456999e-07,2.358751771680545e-07
1859,1.0403309715911746e-06,2.026685024247854e-07
1860,9.364918014398427e-07,2.032269605933834e-07
1861,1.0096878213516902e-06,2.1551954887399916e-07
1862,9.415483646080247e-07,1.8252664801821084e-07
1863,9.734516197568155e-07,1.8779773824917356e-07
1864,1.0706627335821395e-06,2.5172320761157607e-07
1865,9.907906814987655e-07,2.7111423150927294e-07
1866,1.105467276829586e-06,2.3792847514414461e-07
1867,1.0472367648617364e-06,1.7955402142888488e-07
1868,9.138767040894891e-07,2.0747471296544973e-07
1869,1.0338410447729984e-06,1.7336492419417482e-07
1870,1.1043778158636997e-06,1.9610446599926945e-07
1871,1.0674283430489595e-06,1.4869648623516696e-07
1872,1.0679601700758212e-06,2.0621426699563017e-07
1873,9.691341347206617e-07,2.2148216771711304e-07
1874,1.093950913855224e-06,1.5533983344084845e-07
1875,1.0052723382614204e-06,1.4818755289525143e-07
1876,8.651847451801586e-07,2.2007493782894016e-07
1877,9.029831176121661e-07,1.8616296415530087e-07
1878,1.0417428484288394e-06,1.8238047516661027e-07
1879,9.243408953807375e-07,2.0038586967530136e-07
1880,1.019795718093519e-06,1.5531188068962365e-07
1881,9.55233531385602e-07,1.8198244333689217e-07
1882,9.284262318942638e-07,1.3377324137309188e-07
1883,1.0351077435188927e-06,2.2307266078769317e-07
1884,9.612070925868466e-07,2.1257464766222256e-07
1885,9.301052159571555e-07,1.837006209370884e-07
1886,9.62856802289025e-07,1.877958055729323e-07
1887,1.016553596855374e-06,1.9978509158136148e-07
1888,1.0614188568069949e-06,2.028996703984376e-07
1889,1.0387597058070241e-06,1.4096558231813106e-07
1890,9.294120104641479e-07,1.4681825177831342e-07
1891,1.0491966122572194e-06,1.6381746092974936e-07
1892,9.734999366628472e-07,2.181442368964781e-07
1893,9.915050895870081e-07,1.884475437918809e-07
1894,1.0271509154335945e-06,2.0227940922268317e-07
1895,1.0027011967395083e-06,2.0944779066667252e-07
1896,1.0490814474906074e-06,1.9342255086485238e-07
1897,1.0097694485011743e-06,1.6489599374835961e-07
1898,9.738029120853753e-07,2.0143743029166217e-07
1899,1.0143106692339643e-06,1.9401799988827406e-07
1900,1.0106980425916845e-06,1.9829822406336461e-07
1901,9.590276022208855e-07,1.5816131337942352e-07
1902,8.023403665902151e-07,1.8168050530675828e-07
1903,9.099371141019219e-07,1.5336625835971063e-07
1904,1.0088170938615804e-06,2.1928471483079193e-07
1905,9.862210390565451e-07,1.6772466437942057e-07
1906,9.064053188012622e-07,1.718157562891065e-07
1907,8.938261544244597e-07,1.5994243085515336e-07
1908,9.130272360380332e-07,1.5372647510503157e-07
1909,9.285660098612425e-07,1.4302557360679202e-07
1910,9.27744565615285e-07,1.7635697702189645e-07
1911,8.108250426630548e-07,1.697199394357085e-07
1912,8.882063298187859e-07,1.9639517745417834e-07
1913,9.248414016838069e-07,1.7818045705553232e-07
1914,8.123150223582343e-07,1.801424076575131e-07
1915,9.318582669948228e-07,2.674233030575124e-07
1916,1.0449076626173337e-06,2.120580120390514e-07
1917,1.0944492032649578e-06,1.754627874106518e-07
1918,1.010801156553498e-06,1.596606296061509e-07
1919,9.419628668183577e-07,1.7863226275949273e-07
1920,8.041710088946274e-07,1.6810353997698257e-07
1921,9.208461051457562e-07,1.4463947195508808e-07
1922,8.809254836705804e-07,1.9920425131658703e-07
1923,8.981091923487838e-07,2.0170301695543458e-07
1924,9.320644380750309e-07,1.4438619189149904e-07
1925,9.249467893823748e-07,1.935679279085889e-07
1926,8.816595595817489e-07,2.0508895204329747e-07
1927,1.0379928880865918e-06,2.3747848842958774e-07
1928,1.0786183111122227e-06,1.9767051639973943e-07
1929,9.580749065207783e-07,2.0609752482414478e-07
1930,8.717991022422211e-07,1.90115230225274e-07
1931,8.474179935546999e-07,1.6309660111346602e-07
1932,7.923745215521194e-07,1.6000923608316953e-07
1933,8.006522307368868e-07,1.3994207392897806e-07
1934,8.554848136554938e-07,2.1207397082889656e-07
1935,7.851194254726579e-07,1.4481624077689048e-07
1936,7.105082886482705e-07,1.7944577734851919e-07
1937,8.083497959887609e-07,1.6872098740350339e-07
1938,6.923424393789901e-07,1.8669908286028658e-07
1939,8.029376772356045e-07,1.7435218069294933e-07
1940,8.494872645314899e-07,1.9779106708028849e-07
1941,7.614876835759787e-07,1.6528414903405064e-07
1942,8.617161597612721e-07,1.9418955332639598e-07
1943,7.432282131958345e-07,1.683876433844489e-07
1944,8.354284091183217e-07,1.83151612986876e-07
1945,9.062576964424807e-07,2.330999393507227e-07
1946,7.684449769840285e-07,2.3665877790790546e-07
1947,7.915458581919665e-07,1.8000514501181897e-07
1948,7.153702199502732e-07,1.7177582378735679e-07
1949,7.735802682873327e-07,1.7866955204226542e-07
1950,6.806631063227542e-07,2.0100833353353664e-07
1951,8.347877837877604e-07,1.9297137043849943e-07
1952,7.634437793058169e-07,1.8031614956726116e-07
1953,7.767929446345079e-07,1.6807170766242052e-07
1954,7.036226179479854e-07,2.0326875471710082e-07
1955,6.128801715021837e-07,1.820807966623761e-07
1956,6.93330775902723e-07,1.7965551535326085e-07
1957,6.705793680339411e-07,2.2175944991431606e-07
1958,7.808997679603635e-07,1.7785323791486007e-07
1959,6.20834896380984e-07,2.0306958958826726e-07
1960,5.993441618556972e-07,2.0278041290566762e-07
1961,6.100484029047948e-07,1.6397656565914076e-07
1962,6.811260959693755e-07,1.7567219856573502e-07
1963,6.685899052172317e-07,1.4419298111079115e-07
1964,6.120471880421974e-07,1.7886867453853483e-07
1965,5.898862696085416e-07,1.7236936855624663e-07
1966,6.259154474719253e-07,1.429081351034256e-07
1967,6.97642462910153e-07,1.9967859543612576e-07
1968,6.108325578679796e-07,1.80554920348186e-07
1969,6.222207957762294e-07,1.4987800511789828e-07
1970,6.258864573283063e-07,1.6417448023275938e-07
1971,5.70875954508665e-07,1.8138543111945182e-07
1972,5.812456151943479e-07,1.318447715448201e-07
1973,5.34229457116453e-07,1.6098555022381333e-07
1974,4.98988185881899e-07,1.6314157846863964e-07
1975,4.86046985770372e-07,1.3536208598452504e-07
1976,5.302152885633404e-07,1.3655329667017213e-07
1977,4.871852183896408e-07,1.6219918563820102e-07
1978,5.150492938810203e-07,1.473266593166045e-07
1979,5.489151249093993e-07,1.4805492298819445e-07
1980,5.764742923020094e-07,1.415602497445434e-07
1981,5.256531494524097e-07,1.9166415654581215e-07
1982,5.79780703446886e-07,1.9243256588197255e-07
1983,5.658523036800034e-07,1.8503875764963595e-07
1984,5.369881819206057e-07,1.5831292898838e-07
1985,5.317753561939753e-07,1.8106830168562738e-07
1986,6.084403025852225e-07,1.9422132879753917e-07
1987,5.542510734812822e-07,1.9493505476475548e-07
1988,5.378908554121153e-07,1.5830902100333333e-07
1989,5.866802439413732e-07,1.9812121365703206e-07
1990,5.230704687164689e-07,1.5528655694652116e-07
1991,5.193257948121754e-07,1.7584395095582295e-07
1992,5.317095883583534e-07,1.9615401924966136e-07
1993,5.566903382714372e-07,2.0605851602795155e-07
1994,5.248551815384417e-07,1.6668768409999757e-07
1995,5.595969128080469e-07,1.816520978081826e-07
1996,5.439516144178924e-07,1.8149513891785318e-07
1997,5.259999511508795e-07,1.941932197269125e-07
1998,5.559638793783961e-07,2.2028757484804373e-07
1999,5.900129735891824e-07,2.1068626665510237e-07
2000,5.597646008936863e-07,1.939515783533352e-07
2001,5.331934858077148e-07,2.0504070619153936e-07
2002,5.910267759645649e-07,2.146798578905873e-07
2003,5.767021207248035e-07,2.2751399342268996e-07
2004,5.796705409011338e-07,2.1847765196980617e-07
2005,6.516925736832491e-07,2.2293561130481976e-07
2006,6.242721042326593e-07,2.520148711937509e-07
2007,7.114168170119228e-07,2.572444657289452e-07
2008,7.510123509746336e-07,2.4693150635357597e-07
2009,8.558905619793222e-07,2.837074646322435e-07
2010,1.012308871395362e-06,3.1885602425063553e-07
2011,9.647881142882397e-07,3.4415748473293206e-07
2012,1.13191401851509e-06,4.0748903984422213e-07
2013,1.2679362271228456e-06,4.440287000306853e-07
2014,1.3300164027896244e-06,4.7358287247334374e-07
2015,1.2559115702970303e-06,4.5018646233074833e-07
2016,1.2599961110026925e-06,4.2897451635326433e-07
2017,1.3410724477580516e-06,4.953238885718747e-07
2018,1.380826574859384e-06,5.302332510837005e-07
2019,1.3622274082081276e-06,4.834121796193358e-07
