year,les_DET idéaux_NOUN
1918,1.7918746664236096e-07
1919,1.500879260873944e-07
1920,1.6507465261383913e-07
1921,9.844571557948711e-08
1922,1.0845565512340727e-07
1923,8.811237162120733e-08
1924,1.8177190153068068e-07
1925,1.2537923321787048e-07
1926,1.7053592404892015e-07
1927,1.0368778990965666e-07
1928,1.473959372333411e-07
1929,2.640276299814559e-07
1930,1.3969793055679247e-07
1931,1.8134517176804366e-07
1932,1.665849591603319e-07
1933,2.28266183288639e-07
1934,2.91152385756277e-07
1935,1.6994962948047032e-07
1936,4.522518466387737e-07
1937,2.732272603722663e-07
1938,4.109972948640461e-07
1939,3.318808836638709e-07
1940,1.3617154053235936e-06
1941,2.302172052992546e-07
1942,3.610711871715466e-07
1943,2.758073538444705e-07
1944,4.145010041867181e-07
1945,4.836278968411989e-07
1946,4.705333189747307e-07
1947,5.543205077174207e-07
1948,4.837989955319699e-07
1949,6.734467596913873e-07
1950,7.40221171469102e-07
1951,6.34353401807175e-07
1952,6.506144138995751e-07
1953,5.710128618829913e-07
1954,9.352316823196816e-07
1955,6.982892344353786e-07
1956,8.197873242465903e-07
1957,9.26795429734284e-07
1958,7.370569008458006e-07
1959,8.518072149854561e-07
1960,7.543708591128961e-07
1961,1.0262431473506695e-06
1962,8.358698551091948e-07
1963,1.020343226798559e-06
1964,9.76476890457434e-07
1965,7.398202583885904e-07
1966,8.39169800315176e-07
1967,9.16056350774852e-07
1968,9.207402271727005e-07
1969,8.910928670502472e-07
1970,1.0296545127630452e-06
1971,9.403267569041418e-07
1972,8.587866027198743e-07
1973,9.75837089356446e-07
1974,9.265316762707698e-07
1975,8.92133222407665e-07
1976,1.0472894551583067e-06
1977,9.808349119566628e-07
1978,1.0645539916254165e-06
1979,1.0480884213848185e-06
1980,1.268357074479809e-06
1981,1.1234176398033924e-06
1982,1.1123844458893473e-06
1983,1.2472749446601483e-06
1984,1.1766188166006941e-06
1985,1.4972723931805376e-06
1986,1.2852176922706349e-06
1987,1.234384981785297e-06
1988,1.2520804304472222e-06
1989,1.4077033867465616e-06
1990,1.4667768937215442e-06
1991,1.3575153232636694e-06
1992,1.4942968675768498e-06
1993,1.3454734641982213e-06
1994,1.5054640485345772e-06
1995,1.5085257771829674e-06
1996,1.623847666110123e-06
1997,1.545873963948452e-06
1998,1.5739594445562943e-06
1999,1.6347609133049446e-06
2000,1.607279905613268e-06
2001,1.5772362473853718e-06
2002,1.6149182897606806e-06
2003,1.6942708782607951e-06
2004,1.6579634092295237e-06
2005,1.6713414225932866e-06
2006,1.7171600958931776e-06
2007,1.6912626321641255e-06
2008,1.5948369025409193e-06
2009,1.624046340964469e-06
2010,1.6160095555051157e-06
2011,1.256557212059306e-06
2012,1.1203395260395155e-06
2013,1.1134187047900923e-06
2014,9.677374563921148e-07
2015,1.0502134628609383e-06
2016,8.496637136090612e-07
2017,1.0817128526241504e-06
2018,1.021228243303085e-06
2019,8.765193939552773e-07
