year,leurs_DET oies_NOUN,leurs_DET voix_NOUN
1985,4.210890747202711e-09,9.01732178704151e-07
1986,5.395036861699509e-09,9.321425125108362e-07
1987,4.277571630240118e-09,8.87290596551793e-07
1988,2.99827696004229e-09,9.10276888532735e-07
1989,1.0976244357863152e-09,9.955453705856598e-07
1990,4.358920779878872e-09,8.8540578602192e-07
1991,2.9307325455363298e-09,8.827366571040329e-07
1992,3.30596661157756e-09,1.0424814007592431e-06
1993,6.647049133334804e-09,9.859789287247622e-07
1994,1.0549853213248639e-09,9.489592898148658e-07
1995,3.795715741716776e-09,1.017251797463814e-06
1996,1.067618438099771e-09,9.501804356659704e-07
1997,1.917957792585412e-09,9.258941346956817e-07
1998,2.86087753487152e-09,1.020856480238308e-06
1999,5.0272213059088244e-09,9.812221790639342e-07
2000,3.092622158362701e-09,9.635726598844485e-07
2001,4.8193329327261836e-09,1.064196304412235e-06
2002,4.381221607729913e-09,1.0024235024275185e-06
2003,3.333538334260311e-09,1.059231799160898e-06
2004,1.7619165015858584e-09,1.0271973138742396e-06
2005,4.5037495954858286e-10,1.0772969574190938e-06
2006,4.117890028965121e-09,1.0871229321196552e-06
2007,1.997239706952314e-09,1.186360414351384e-06
2008,2.1287198670449925e-09,1.0779837751329069e-06
2009,1.430457752249481e-09,1.1033597857590394e-06
2010,7.558068837454357e-09,1.2234624335860644e-06
2011,2.6767803529281764e-09,1.3510092742308188e-06
2012,2.382976926895708e-09,1.660254014268503e-06
2013,5.020424964641279e-09,1.823529999001039e-06
2014,8.445236510112863e-09,1.9036428966501262e-06
2015,9.309617077235544e-09,1.696788444860431e-06
2016,8.285359953674742e-09,1.7620890133684952e-06
2017,4.024978128569501e-09,1.6872205037543608e-06
2018,4.130346731301415e-09,1.8330994748794183e-06
2019,5.612172948588068e-09,1.6900293928756582e-06
