year,grands_ADJ airs_NOUN
1887,2.337355056170054e-07
1888,2.612333389606647e-07
1889,2.4935243914114835e-07
1890,2.2547089884028537e-07
1891,2.530565268443752e-07
1892,2.2190533854882233e-07
1893,2.407940939974651e-07
1894,1.8337479446017824e-07
1895,2.600041568712186e-07
1896,2.1347244683056488e-07
1897,1.7713209388148243e-07
1898,2.1841249520093697e-07
1899,1.9678179796756012e-07
1900,1.5988443635706062e-07
1901,1.4698383665745496e-07
1902,1.6645861933284323e-07
1903,2.0736845840474416e-07
1904,1.4189009789333795e-07
1905,1.6307998862430395e-07
1906,1.6409948955242726e-07
1907,1.5428530275585217e-07
1908,1.8123026279681653e-07
1909,1.9363461944976734e-07
1910,2.201790039180196e-07
1911,1.8887328678829363e-07
1912,1.7295278098572453e-07
1913,1.7022597376126214e-07
1914,2.2233189156395383e-07
1915,1.4372530188211385e-07
1916,1.6151568615896394e-07
1917,2.061687780496868e-07
1918,1.918224796781942e-07
1919,1.7679069230780442e-07
1920,1.809763432447653e-07
1921,2.1279420536757243e-07
1922,1.9920425131658703e-07
1923,1.8471749285708938e-07
1924,2.3591672970724176e-07
1925,2.2656246301266947e-07
1926,2.0397433786456531e-07
1927,2.675813846053643e-07
1928,2.4565989065195026e-07
1929,2.2169407998262614e-07
1930,2.016691951212124e-07
1931,1.4712910001435375e-07
1932,1.8412021063340944e-07
1933,2.064719240024715e-07
1934,1.4377896206951846e-07
1935,1.8311475002974476e-07
1936,2.133949692506576e-07
1937,1.561298716978854e-07
1938,1.8410604241125839e-07
1939,1.3611705185212486e-07
1940,9.128818589942966e-08
1941,2.095566884463551e-07
1942,1.8205270180260413e-07
1943,1.7129087837020052e-07
1944,2.217098398205053e-07
1945,2.2220741868750338e-07
1946,2.0603233963356615e-07
1947,2.0980732529096713e-07
1948,2.272224577382076e-07
1949,1.6688913717644027e-07
1950,1.744199238373767e-07
1951,2.260217115690466e-07
1952,1.9191543287888635e-07
1953,2.1978607378514425e-07
1954,1.9935973227802606e-07
1955,2.2337746941047953e-07
1956,2.4244772589554486e-07
1957,1.8995331174664898e-07
1958,2.33277262395859e-07
1959,1.5734018177226972e-07
1960,2.2285082934558886e-07
1961,2.36237411854745e-07
1962,2.2070008753871662e-07
1963,2.0368067055187566e-07
1964,2.0989691051909176e-07
1965,2.1122087900948827e-07
1966,2.1823954909905297e-07
1967,1.7502691207482712e-07
1968,2.2771477858896105e-07
1969,1.7531185392272164e-07
1970,1.8164963933031686e-07
1971,1.9268991025001014e-07
1972,2.195702819562939e-07
1973,1.5492102534153673e-07
1974,1.2995070619581384e-07
1975,1.4164470485411584e-07
1976,1.3769599149782152e-07
1977,1.5749775172935188e-07
1978,1.770296194081311e-07
1979,2.0481907370140107e-07
1980,1.6259531321338727e-07
1981,1.903990352047913e-07
1982,1.7877606239835586e-07
1983,2.2419372669446602e-07
1984,1.8208886842785432e-07
1985,1.8467763140961324e-07
1986,1.810334566698657e-07
1987,1.9799045958279748e-07
1988,2.044824896074715e-07
1989,1.5531385599842906e-07
1990,2.010552151432421e-07
1991,1.641210189973208e-07
1992,2.0552091939407546e-07
1993,1.678379817349196e-07
1994,1.8989736361163523e-07
1995,1.908702671471474e-07
1996,1.804275200356642e-07
1997,1.7069824309601245e-07
1998,1.8166572601785447e-07
1999,1.5447280077296455e-07
2000,1.7672125807166594e-07
2001,1.6429544302809518e-07
2002,2.2431854063142964e-07
2003,1.875115316352094e-07
2004,1.9028698261536192e-07
2005,1.8600485418573953e-07
2006,1.9848229726449063e-07
2007,2.3407649507589667e-07
2008,2.954663216314657e-07
2009,2.8418426722964796e-07
2010,3.40113103902695e-07
2011,3.793380187744333e-07
2012,4.6263795638878946e-07
2013,4.805662570106506e-07
2014,5.755753136327257e-07
2015,5.06930803112482e-07
2016,5.350271408133267e-07
2017,4.311757777486491e-07
2018,5.137118819220632e-07
2019,4.859631417275523e-07
