year,des_DET oeufs_NOUN,des_DET voeux_NOUN
1962,2.2894462370359747e-07,1.9723484445677286e-07
1963,2.4312360658029775e-07,2.146729687346749e-07
1964,2.5978543449767244e-07,1.9164500375534743e-07
1965,1.991823834757156e-07,1.9152151375934068e-07
1966,3.245897830517208e-07,1.2684481021096872e-07
1967,2.1989296644653322e-07,1.8045027805335678e-07
1968,2.371467519024506e-07,1.387847510248008e-07
1969,2.17096025600938e-07,1.167231724052975e-07
1970,2.8190184342413716e-07,1.6923308265859305e-07
1971,2.435600441330621e-07,1.639148731191753e-07
1972,2.575333692966808e-07,1.374879416982111e-07
1973,2.5195340136452415e-07,2.1722022736092583e-07
1974,3.3697175583213834e-07,1.4738998421748306e-07
1975,4.146534551274783e-07,1.981883599455614e-07
1976,3.051023210742798e-07,2.039729041225513e-07
1977,3.32038164352344e-07,1.851186326451426e-07
1978,2.875246191136327e-07,2.025741621114463e-07
1979,2.879171013825399e-07,2.3700491746936336e-07
1980,2.8994268230775333e-07,2.0807651734955357e-07
1981,2.966682748906102e-07,2.0178503334911113e-07
1982,2.8802810647654553e-07,1.663610676994054e-07
1983,3.0187210953158683e-07,1.648297538459076e-07
1984,3.6185814122902116e-07,1.780295617592742e-07
1985,3.495039306855574e-07,2.1836475028180757e-07
1986,3.3808899102538703e-07,1.8043400595857406e-07
1987,3.92314434272123e-07,2.5543214920986657e-07
1988,4.791246492885648e-07,2.1887421919331018e-07
1989,3.5453269475738125e-07,2.930657296840167e-07
1990,3.105731178898452e-07,2.740671378731463e-07
1991,3.258974621278554e-07,2.467676774031702e-07
1992,3.239847123914785e-07,2.56763410089178e-07
1993,3.5063184355976773e-07,2.9745545226944614e-07
1994,3.544750608597269e-07,2.59526401702459e-07
1995,3.486635747895761e-07,2.380455912387447e-07
1996,3.11210770931325e-07,2.2633510887715147e-07
1997,3.0927069716302213e-07,2.3782675984129753e-07
1998,2.746442513412717e-07,2.1838031649679124e-07
1999,2.929499086923304e-07,2.147994554724253e-07
2000,2.182507536918621e-07,1.449114384044492e-07
2001,1.9584016727747233e-07,1.7349599246152536e-07
2002,1.7262013241037266e-07,1.8751628694246847e-07
2003,1.6542684377895966e-07,1.0792330518150095e-07
2004,1.960132123279834e-07,9.250061286381062e-08
2005,1.481733629127291e-07,1.0718924103869654e-07
2006,1.5359729266251065e-07,1.0706513986491473e-07
2007,1.0944873732321447e-07,5.3126576249340474e-08
2008,1.3325786696327668e-07,9.536664824505436e-08
2009,1.0823797014225534e-07,7.915199784491733e-08
2010,8.408351298561101e-08,5.4796000292789415e-08
2011,1.0057046381795054e-07,2.2943831723409858e-08
2012,1.0451056176030704e-07,3.812763152422072e-08
2013,1.1491195317514524e-07,4.462600167176589e-08
2014,1.2862743994923598e-07,6.517990169818688e-08
2015,8.821969810224317e-08,6.982212619188743e-08
2016,7.27040379011612e-08,3.6248451906750745e-08
2017,7.320428646595545e-08,6.18840374499996e-08
2018,1.1797302801319631e-07,4.6208253667856525e-08
2019,1.0459049748501315e-07,5.459113916472802e-08
