year,pas_ADV eu_VERB,pas_ADV vu_VERB
1983,1.9389282897464e-05,4.969522251485614e-06
1984,1.980419438041281e-05,4.887404429609887e-06
1985,1.9112028894596733e-05,4.8581646296952385e-06
1986,2.1014267986174673e-05,5.2469731599558145e-06
1987,1.988154326681979e-05,4.641776286007371e-06
1988,2.0351704733911902e-05,4.80863627672079e-06
1989,2.106780266331043e-05,5.180238531465875e-06
1990,1.981619789148681e-05,4.88308114654501e-06
1991,2.0682180547737516e-05,5.149297066964209e-06
1992,1.9746537873288617e-05,4.971622729499359e-06
1993,2.0493405827437527e-05,5.117673936183564e-06
1994,2.0406581825227477e-05,5.068677182862302e-06
1995,2.0239298464730382e-05,5.192538992560003e-06
1996,2.0586352547979914e-05,4.8288379730365705e-06
1997,2.0445429981919006e-05,4.9862105697684456e-06
1998,2.0963556380593218e-05,5.090931608719984e-06
1999,2.029854840657208e-05,4.860865828959504e-06
2000,1.9715465896297246e-05,4.967193035554374e-06
2001,1.9777666238951497e-05,5.068185600975994e-06
2002,2.0048908481840044e-05,5.267980668577366e-06
2003,2.080669582937844e-05,5.396581855166005e-06
2004,2.0349694750620984e-05,5.1892843657697085e-06
2005,1.985883318411652e-05,5.234257969277678e-06
2006,2.0740164472954348e-05,5.6089779718604404e-06
2007,2.228320408903528e-05,6.3640045482316054e-06
2008,2.2800717488280497e-05,6.514308552141301e-06
2009,2.369410140090622e-05,7.2476527748222e-06
2010,2.7026710085920058e-05,8.938361133914441e-06
2011,2.6375082597951405e-05,9.465477887715679e-06
2012,3.016780647158157e-05,1.1531566087796818e-05
2013,3.1728530302643776e-05,1.2207163308630697e-05
2014,3.4291340853087604e-05,1.3147717254469171e-05
2015,3.265813575126231e-05,1.3219877473602537e-05
2016,3.281499812146649e-05,1.33620078486274e-05
2017,3.3377633371856064e-05,1.3280918210512027e-05
2018,3.522798579069786e-05,1.4872345673211385e-05
2019,3.4485528885852545e-05,1.453731420042459e-05
