year,anciennes_ADJ voies_NOUN
1919,7.734592305519428e-08
1920,5.982062978304725e-08
1921,6.966927618146102e-08
1922,6.713921302248238e-08
1923,6.794206797167135e-08
1924,6.832561161296269e-08
1925,1.0118323379160188e-07
1926,8.582526334066642e-08
1927,9.922810439988439e-08
1928,7.426926629250374e-08
1929,8.243900539994797e-08
1930,1.1448928205481934e-07
1931,9.010231849515549e-08
1932,1.1726704229886309e-07
1933,9.520649513206081e-08
1934,2.9235055620802086e-07
1935,1.5199721037362224e-07
1936,1.1639726338330547e-07
1937,1.1457917192814193e-07
1938,1.089077995564125e-07
1939,7.494084641734844e-08
1940,6.593035806190528e-08
1941,7.67390702094417e-08
1942,6.675266206457309e-08
1943,9.580676163523094e-08
1944,9.318240046241044e-08
1945,6.535512087069151e-08
1946,7.795818568467894e-08
1947,6.914105465938292e-08
1948,6.196975887995393e-08
1949,8.344456858822014e-08
1950,7.976521065877762e-08
1951,1.0234945602149992e-07
1952,6.115986295185394e-08
1953,7.97263197682696e-08
1954,5.863521690407936e-08
1955,4.6928040120519654e-08
1956,5.4943193106282706e-08
1957,6.979679767482594e-08
1958,7.279574276708445e-08
1959,1.147110708643595e-07
1960,5.259833507631484e-08
1961,6.183861955832981e-08
1962,4.94672605100277e-08
1963,7.888584718784841e-08
1964,5.840609418328313e-08
1965,8.208065338521919e-08
1966,7.588532147106974e-08
1967,4.733122205280438e-08
1968,7.365922272128955e-08
1969,6.903471927444116e-08
1970,7.403947321904525e-08
1971,6.114692840952785e-08
1972,7.336109719702222e-08
1973,7.553088954281861e-08
1974,6.413151720785493e-08
1975,6.168398769546002e-08
1976,4.913633233627479e-08
1977,8.22749470774653e-08
1978,5.465343932975486e-08
1979,4.8571377031514373e-08
1980,6.765329191305014e-08
1981,5.8827610782685724e-08
1982,7.014477398925578e-08
1983,4.2944150235868506e-08
1984,5.393077834314752e-08
1985,5.9554023490449026e-08
1986,4.975422929209827e-08
1987,4.277571863386953e-08
1988,3.5979322410284453e-08
1989,5.1039537485308983e-08
1990,5.6121104874407024e-08
1991,4.8650161232899336e-08
1992,5.0691487063492247e-08
1993,3.6558769622718756e-08
1994,5.6969206241319625e-08
1995,6.398492047310356e-08
1996,6.245567529816753e-08
1997,7.384137745702901e-08
1998,6.293930643330725e-08
1999,5.94126134956241e-08
2000,6.052702872239024e-08
2001,4.9507691946004684e-08
2002,7.053766787334936e-08
2003,5.1669843514901004e-08
2004,4.360743180442661e-08
2005,4.90908692585279e-08
2006,5.92976152624658e-08
2007,5.432492145018841e-08
2008,5.8326924845530925e-08
2009,7.10460670294566e-08
2010,4.865506753048976e-08
2011,5.047642914757233e-08
2012,6.127654750276434e-08
2013,4.6578389145679466e-08
2014,4.677361431504323e-08
2015,5.275449446728864e-08
2016,6.649001393910225e-08
2017,5.333096156356909e-08
2018,4.8789720652475665e-08
2019,6.14788075448125e-08
