year,mieux_ADV eu_VERB,mieux_ADV vu_VERB
1985,4.210890747202711e-09,6.015557829641693e-08
1986,2.3977941854269602e-09,4.615753823600244e-08
1987,1.2221633705067347e-09,6.477466030219148e-08
1988,5.996553809062277e-10,4.9771397669928774e-08
1989,2.7440609784434855e-09,5.1588347815823e-08
1990,0.0,5.0127589190651634e-08
1991,1.7584396161396398e-09,4.4547135757966316e-08
1992,3.30596661157756e-09,3.636563050690711e-08
1993,5.539207426075166e-10,4.985286850001103e-08
1994,1.5824779264761446e-09,4.641935547056164e-08
1995,1.626735190995987e-09,6.073145186746842e-08
1996,2.6690460952494277e-09,5.071187558769452e-08
1997,0.0,4.219507232505748e-08
1998,2.86087753487152e-09,5.054216956068558e-08
1999,2.7421207526856506e-09,4.707307255102933e-08
2000,1.7672125984802278e-09,5.6992607966321884e-08
2001,3.066848330846028e-09,4.731708713734406e-08
2002,1.3143663935011318e-09,6.265146623718465e-08
2003,2.5001538617175356e-09,4.3752692135967663e-08
2004,1.3214374039449694e-09,4.845270495934528e-08
2005,2.251874686720612e-09,5.089237120614598e-08
2006,1.6471559671771274e-09,4.323784352777693e-08
2007,3.1955835755326234e-09,3.83470037945699e-08
2008,1.2772318758180745e-09,4.6831836186811415e-08
2009,3.337734755248789e-09,5.8171949035568105e-08
2010,2.3618964561933353e-09,5.007220593711281e-08
2011,1.1471915639660324e-09,4.168129308368407e-08
2012,3.4042526575461807e-09,5.685102166808065e-08
2013,1.9523875849358774e-09,5.4109026592641385e-08
2014,3.031623174720721e-09,5.6518118185522326e-08
2015,1.994917786518613e-09,1.0085418011840375e-07
2016,3.72841224560716e-09,8.016085928375105e-08
2017,7.54683426862357e-10,5.634969468815143e-08
2018,2.581466596041082e-09,5.756670873324765e-08
2019,5.867272001580659e-09,9.489674113183355e-08
