year,ces_DET idéaux_NOUN
1927,2.3413372129965637e-08
1928,7.998228745975666e-09
1929,4.79037471912136e-08
1930,2.6259009633378128e-08
1931,2.5091785538222666e-08
1932,1.8631212128639163e-08
1933,2.8676655050574595e-08
1934,4.67281626725935e-08
1935,3.231436807027421e-08
1936,4.4861444781219006e-08
1937,4.406891518371481e-08
1938,6.871563584809337e-08
1939,5.6587987629086456e-08
1940,1.0650288295721566e-07
1941,6.198155277914452e-08
1942,5.158160010232393e-08
1943,4.645176376882887e-08
1944,7.390327816381159e-08
1945,6.099811411530709e-08
1946,4.733175451576699e-08
1947,8.940652929112503e-08
1948,9.784698828951832e-08
1949,7.951776659353982e-08
1950,9.359118013918533e-08
1951,6.503455018957993e-08
1952,9.27942713779828e-08
1953,6.679772779349946e-08
1954,9.674810463877748e-08
1955,7.69619834528612e-08
1956,7.76181625639083e-08
1957,7.333081342153491e-08
1958,6.535072127888952e-08
1959,8.603330048373437e-08
1960,6.36716679380811e-08
1961,8.754680536071646e-08
1962,9.068997286476588e-08
1963,8.27654798030153e-08
1964,9.430151148848154e-08
1965,9.521355259778375e-08
1966,9.859553440350055e-08
1967,9.367637332502454e-08
1968,8.893003666798904e-08
1969,8.265999174028593e-08
1970,1.025515663499732e-07
1971,9.506035691941861e-08
1972,9.234264375379553e-08
1973,9.151918334282527e-08
1974,7.538266100226565e-08
1975,9.081253526943556e-08
1976,7.82753200034847e-08
1977,7.874887453240831e-08
1978,1.1049499804016705e-07
1979,1.0357992863418986e-07
1980,1.250733152602379e-07
1981,1.214505482849404e-07
1982,1.3966880096916157e-07
1983,1.338846971066232e-07
1984,1.1829977353272625e-07
1985,1.552014028405324e-07
1986,1.2528474879758278e-07
1987,1.4299311779097934e-07
1988,1.3971970069803774e-07
1989,1.2458037268459066e-07
1990,1.5147249143865338e-07
1991,1.389167225696042e-07
1992,1.179128030770471e-07
1993,1.622987735316883e-07
1994,1.677426677559879e-07
1995,1.6484250231485476e-07
1996,1.4572991702266336e-07
1997,1.5008019182971566e-07
1998,1.592555189944278e-07
1999,2.0108885401270982e-07
2000,1.5949093956635352e-07
2001,2.0153573743186826e-07
2002,1.7700134335996154e-07
2003,1.7459406720377046e-07
2004,1.607748760790173e-07
2005,2.1212660072933431e-07
2006,1.9312903809520776e-07
2007,1.6696924198811303e-07
2008,1.5411930931463758e-07
2009,2.0312500126351551e-07
2010,1.955650361651351e-07
2011,1.4798770919810522e-07
2012,1.2391479664586313e-07
2013,1.3834059942041677e-07
2014,1.087053504988944e-07
2015,1.1747849448795478e-07
2016,1.0584547283087886e-07
2017,1.4590545838188973e-07
2018,1.2623371858921928e-07
2019,1.1913113162620448e-07
