year,ses_DET oeufs_NOUN,ses_DET voeux_NOUN
1900,3.6856476093305446e-08,7.52702709050368e-08
1901,2.4590450786732276e-08,5.756401266765465e-08
1902,3.0934789674308405e-08,5.892340571023169e-08
1903,2.8081145186931167e-08,9.180374416217774e-08
1904,3.9772227289347484e-08,6.66453514597265e-08
1905,3.044847735056422e-08,7.328278039953062e-08
1906,3.240836221607424e-08,6.584556055955204e-08
1907,3.599990411329301e-08,6.377125494338998e-08
1908,3.3397444809679655e-08,8.300247555936835e-08
1909,3.850688656825696e-08,7.426327863768734e-08
1910,3.420256600161764e-08,1.507050484406136e-07
1911,3.2454281040372734e-08,7.501727594672047e-08
1912,3.854971808436858e-08,9.012298940458408e-08
1913,4.4014814126747126e-08,9.38629148850012e-08
1914,3.415339328016742e-08,9.509376153182814e-08
1915,4.712304846332671e-08,1.0720493603955106e-07
1916,2.8567400889301098e-08,9.668966627351949e-08
1917,3.618920063619413e-08,8.992467859236797e-08
1918,2.6418664589300533e-08,1.0567466457445107e-07
1919,4.143531701084058e-08,1.1878124328568163e-07
1920,6.284952558388568e-08,8.40517748734726e-08
1921,3.634918815942356e-08,9.61738908511478e-08
1922,3.762747063928984e-08,9.591315830448366e-08
1923,4.0340601970001444e-08,1.0934426342146253e-07
1924,4.1253197746726755e-08,1.0055467214442615e-07
1925,7.258797296572084e-08,1.1438104774441626e-07
1926,3.678225690695314e-08,1.058883185578452e-07
1927,1.4493991917774451e-07,1.1372209618443208e-07
1928,3.770593604013328e-08,1.5082374626995687e-07
1929,1.3034275525569683e-07,1.2588659559220616e-07
1930,5.461873797685257e-08,1.1133819610709139e-07
1931,7.413481917240006e-08,1.1291302826066385e-07
1932,4.38381477785299e-08,1.4576183549053212e-07
1933,5.735331098932761e-08,1.3076554550295327e-07
1934,7.66821095510295e-08,1.1262685717383647e-07
1935,5.385727686046948e-08,1.0771455727365264e-07
1936,4.9711331051582874e-08,1.2852198061352738e-07
1937,3.903246770242674e-08,9.065605155456069e-08
1938,2.722695080503712e-08,1.3224518147225695e-07
1939,7.799965739963e-08,2.17175519345858e-07
1940,4.3108308034334186e-08,1.4453962648985907e-07
1941,8.559357667081713e-08,1.0035108788386538e-07
1942,9.102635334379272e-08,1.4260795921927638e-07
1943,4.064529335323641e-08,2.2354910811372974e-07
1944,5.462416652335378e-08,1.8636480092482088e-07
1945,7.406913615781718e-08,1.4378126422798232e-07
1946,5.0115975369635635e-08,1.4199525999458729e-07
1947,4.8875572700168846e-08,1.4781880031122796e-07
1948,1.5111924422939182e-07,1.2611390487471397e-07
1949,7.362756315743013e-08,1.070053919915992e-07
1950,4.1477910883713776e-08,1.1911605213299481e-07
1951,6.610068936652169e-08,1.3859822223238893e-07
1952,1.02284600345115e-07,1.3181005331652784e-07
1953,6.24881977273617e-08,1.4005975801367754e-07
1954,4.1044653453781166e-08,1.4072452669822155e-07
1955,7.790054246115119e-08,1.3233706885884544e-07
1956,3.924513802822105e-08,1.3168923596040827e-07
1957,6.272876690305296e-08,1.316420559227538e-07
1958,7.693186110380168e-08,1.3070145010729561e-07
1959,3.100299217351221e-08,1.643158538122691e-07
1960,4.083291771372899e-08,1.605633325185707e-07
1961,3.265634873628187e-08,2.112240384266606e-07
1962,3.868593267952747e-08,1.9089289349238925e-07
1963,3.620989685870768e-08,1.4160656869321997e-07
1964,4.441296730384181e-08,1.3141371713043526e-07
1965,2.3529786674636455e-08,1.565004383863311e-07
1966,2.880318916709257e-08,1.523245516388272e-07
1967,3.056808001167255e-08,1.9129702089060174e-07
1968,3.2338192984537883e-08,1.194716591212952e-07
1969,2.7704722072030563e-08,1.3352767946894772e-07
1970,3.081145827366072e-08,1.9544580642794074e-07
1971,4.419021948365298e-08,1.418197761449136e-07
1972,5.797065866230966e-08,1.6416469461599803e-07
1973,4.686223320504723e-08,2.0178325632613792e-07
1974,4.2191788784951e-08,1.400767355441701e-07
1975,5.9399392515757654e-08,1.9704606080139797e-07
1976,6.970503108050252e-08,2.096864331058157e-07
1977,6.81706687766237e-08,2.3154520167878445e-07
1978,5.287126392250485e-08,2.4950483012986524e-07
1979,5.500854882711792e-08,3.002062216594936e-07
1980,7.78865623107805e-08,2.399133598451897e-07
1981,5.503227940018007e-08,2.732637438551677e-07
1982,5.648826939541607e-08,2.6630185434584064e-07
1983,7.01000100189475e-08,3.1450273896282965e-07
1984,6.842829797237826e-08,2.829916010416156e-07
1985,4.7522909385477874e-08,3.1822303370176996e-07
1986,6.414099584794997e-08,3.255005616153994e-07
1987,8.310711008263638e-08,3.4098356938017105e-07
1988,1.0613900491840411e-07,3.681883951056619e-07
1989,6.530865059861668e-08,4.0502342724124674e-07
1990,6.810813402147176e-08,4.5659696068511835e-07
1991,8.909426851833047e-08,4.1850861376424575e-07
1992,8.871009926636475e-08,4.31428616165519e-07
1993,6.480872372094382e-08,5.10161028977052e-07
1994,6.962903131846332e-08,4.6735850300905213e-07
1995,9.868860217920883e-08,4.6958422816878453e-07
1996,7.526710232852452e-08,4.7669162261954057e-07
1997,6.712852496093547e-08,4.718176080942271e-07
1998,5.531029856342684e-08,4.3723745912771506e-07
1999,5.484241394348999e-08,3.976075131362222e-07
2000,4.108769169341997e-08,3.238417063400334e-07
2001,3.417345140199757e-08,3.088754310098807e-07
2002,3.154479494282825e-08,3.040567653211923e-07
2003,2.6668306674082487e-08,2.4126482411901407e-07
2004,3.171449841632423e-08,2.0438231351782576e-07
2005,3.87322452999328e-08,2.409506021372465e-07
2006,3.829637512664519e-08,2.359550901331886e-07
2007,2.1170741604237264e-08,1.6736868602151844e-07
2008,4.12971665753048e-08,2.022283829283822e-07
2009,3.099325018851573e-08,1.9311180254888427e-07
2010,1.5588516699693855e-08,8.550065155876752e-08
2011,2.1414243683848255e-08,5.009403111766453e-08
2012,1.838296517786553e-08,5.7872294512151257e-08
2013,2.370756352343406e-08,7.251725420154287e-08
2014,2.2953719730489652e-08,1.1953257117447436e-07
2015,1.1969507343612129e-08,8.001837148441382e-08
2016,1.5120782237421082e-08,6.504007699081882e-08
2017,2.4652991342799524e-08,5.182159412697729e-08
2018,1.7037679655995674e-08,7.021589465416866e-08
2019,1.68365186237196e-08,8.545808927173937e-08
