year,mes_DET allées_NOUN,mes_DET vallées_NOUN
1904,1.5048950530172078e-08,1.6123875568041512e-09
1905,4.64468330463319e-09,6.708986699521802e-09
1906,2.674975946304059e-08,1.0288369045596824e-09
1907,1.0285686968813934e-08,0.0
1908,6.875944480455587e-09,4.4202499438483756e-09
1909,1.0451869036920414e-08,0.0
1910,2.2979847136284093e-08,0.0
1911,1.9685383989553884e-08,5.320374141248863e-10
1912,2.135862686714063e-08,4.688478938419394e-09
1913,1.6969567084856862e-08,1.060597942803554e-09
1914,1.4732836284281348e-08,0.0
1915,2.1205371236732162e-08,0.0
1916,1.4283700444650549e-08,7.69122365795738e-09
1917,2.631941953268324e-08,5.483212106582869e-09
1918,1.4932290071101306e-08,0.0
1919,1.1970202606903513e-08,4.603924352863942e-09
1920,1.817335615328375e-08,0.0
1921,2.0446417503539038e-08,2.2718242842501013e-09
1922,1.475587119159627e-08,1.4755870969551665e-09
1923,1.6985516992917837e-08,2.1231896241147297e-09
1924,2.4494086758863887e-08,1.289162443462999e-09
1925,8.798542339150117e-09,0.0
1926,1.114613823460786e-08,4.458455382660986e-09
1927,2.564321655018631e-08,0.0
1928,2.3994686904060814e-08,1.1426041224282812e-09
1929,1.893869061575515e-08,1.1140406375176326e-09
1930,2.100720719599991e-08,1.0503603542488804e-09
1931,1.596749932275543e-08,4.5621426636444085e-09
1932,9.863582950409011e-09,2.1919073223131136e-09
1933,5.735331320977366e-09,1.1470662197865522e-09
1934,1.5576054224197833e-08,2.3963160344919743e-09
1935,3.4708022234042346e-08,0.0
1936,2.424942913137329e-08,4.849885826274658e-09
1937,1.2591118370153254e-08,1.2591118148108649e-09
1938,2.074434313215079e-08,0.0
1939,2.141167065872196e-08,3.058810094103137e-09
1940,1.5214697057785997e-08,2.5357829169792012e-09
1941,8.854508237732261e-09,0.0
1942,1.8205270180260413e-08,6.068423541449874e-09
1943,4.935499875458049e-08,2.9032352077962287e-09
1944,2.2492303131116387e-08,3.2131861615880553e-09
1945,4.7927088075994106e-08,0.0
1946,5.0115975369635635e-08,1.5313215584455975e-08
1947,2.264965415221809e-08,0.0
1948,2.1743775890925576e-08,6.523132700664291e-09
1949,2.0615717133409817e-08,0.0
1950,1.595304155443955e-08,1.0635361480382244e-09
1951,4.157946653648992e-08,3.1984206394497505e-09
1952,2.6362009464264702e-08,6.326882129314981e-09
1953,4.417269172662941e-08,1.0773827385790469e-09
1954,2.052232517257835e-08,9.772536113672459e-10
1955,2.9095383435873146e-08,2.815682353940474e-09
1956,2.5291310157271596e-08,6.976913269340912e-09
1957,2.1204090594473257e-08,0.0
1958,2.4816730004317833e-08,3.3088973783179654e-09
1959,1.7826719656000023e-08,0.0
1960,4.083291726963978e-08,1.7302083321624195e-08
1961,2.9182268324046134e-08,4.16889545107324e-09
1962,3.0441390297397675e-08,1.331810839388936e-08
1963,2.9743844720542256e-08,1.939815863494232e-09
1964,4.5629762857046785e-08,1.1559539991878864e-08
1965,2.0246560539227687e-08,4.924839203113152e-09
1966,3.4342264143560897e-08,2.769537488234164e-09
1967,2.1200442290592036e-08,2.465167847631733e-09
1968,3.278733617939622e-08,5.838840522187638e-09
1969,1.6350328091441213e-08,4.087581828571274e-09
1970,2.2533753002429435e-08,2.2993624781975086e-09
1971,1.798439086542203e-08,3.5968783507200897e-09
1972,2.3085660272315067e-08,1.0260293725750103e-09
1973,2.3706776597354207e-08,1.102640756478479e-09
1974,2.3627400924652875e-08,2.2502286700643026e-09
1975,2.2845920710778955e-08,5.711480177694739e-10
1976,2.2854107717407146e-08,1.7140580066410394e-09
1977,1.82180240893004e-08,1.1753563677885381e-09
1978,2.8514837713267127e-08,2.3762365408686037e-09
1979,2.7504275523781985e-08,5.851973350345929e-10
1980,1.8760997255728995e-08,2.2740602734216964e-09
1981,2.6567308353264707e-08,3.795329828193417e-09
1982,2.545075850068912e-08,4.345251713999687e-09
1983,2.6524328289312393e-08,3.157658134966823e-09
1984,2.7255339596354844e-08,5.799008495621649e-10
1985,2.165600965220449e-08,4.210890747202711e-09
1986,3.057187486499302e-08,3.5966913891627428e-09
1987,1.8943532076320935e-08,1.8332451112712533e-09
1988,2.15875938236465e-08,1.1993107618124554e-09
1989,3.292873429483478e-08,1.0976244357863152e-09
1990,3.432650208523569e-08,1.089730194969718e-09
1991,3.8685671555072076e-08,2.9307325455363298e-09
1992,2.8100714644097025e-08,3.30596661157756e-09
1993,2.5480354381990367e-08,1.661762283333701e-09
1994,2.7957110182441625e-08,2.162719958676007e-08
1995,2.928123493672885e-08,1.626735190995987e-09
1996,2.3487604750016544e-08,5.338092190498855e-10
1997,1.2946214877906925e-08,2.876936688878118e-09
1998,2.4794271191730388e-08,2.86087753487152e-09
1999,3.0620348590026936e-08,1.3710603763428253e-09
2000,2.6066385050427243e-08,2.2090156370779823e-09
2001,2.7601634533525043e-08,4.381211837767296e-09
2002,3.023042915994978e-08,4.81934359086722e-09
2003,2.7084998799331572e-08,5.000307723435071e-09
2004,2.819066424741834e-08,1.7619165015858584e-09
2005,2.0266872180485507e-08,4.5037495954858286e-10
2006,3.294311934354255e-08,6.58862386870851e-09
2007,2.8360803844273974e-08,3.994479469415779e-10
2008,3.831695882805519e-08,4.257439734089985e-09
2009,3.528462633184404e-08,1.430457752249481e-09
2010,5.479599884949948e-08,9.447586046817946e-10
2011,6.041875599827051e-08,3.059177577924288e-09
2012,6.604250257780109e-08,2.7234021704458655e-09
2013,8.534722439890174e-08,4.462600067256517e-09
2014,9.289759583808177e-08,3.681256854903836e-09
2015,8.134831630535189e-08,3.103205470367243e-09
2016,7.767524845547769e-08,4.349814286541687e-09
2017,9.056200522827851e-08,2.0124890642847504e-09
2018,2.163269048338634e-07,4.130346731301415e-09
2019,8.035611154255662e-08,5.612172948588068e-09
