year,auras_VERB eu_VERB,auras_VERB vu_VERB
1889,1.1277245803853475e-08,2.5687061366852504e-08
1890,5.243509182406569e-09,1.7041404731799048e-08
1891,8.92390783491237e-09,2.42220359325529e-08
1892,1.002961980134387e-08,2.005923960268774e-08
1893,9.23762488724833e-09,2.6481190573690583e-08
1894,2.520615716150587e-09,3.654892921645114e-08
1895,3.0093072478365457e-09,3.49079627426363e-08
1896,5.897029087265082e-09,3.2433661090180976e-08
1897,3.4960281336537946e-09,2.0976168357833558e-08
1898,7.355861253444118e-09,1.7540900287826844e-08
1899,5.527578395003729e-09,3.040167939616367e-08
1900,2.07642125715779e-09,2.4397950326715545e-08
1901,5.029864968975062e-09,2.5708198236884527e-08
1902,8.347482705062248e-09,2.1114219705964388e-08
1903,6.480264325148255e-09,1.2420506401156217e-08
1904,3.2247751136083025e-09,1.9886112312406112e-08
1905,7.2250627702885595e-09,1.2901897328276846e-08
1906,5.658602919567102e-09,1.8519063615940468e-08
1907,6.1714118260169926e-09,2.1599941391059474e-08
1908,3.437972351250096e-09,3.241516921548282e-08
1909,4.400786846048277e-09,3.960708028216686e-08
1910,3.206490406526541e-09,2.8323999146095957e-08
1911,5.852411444351446e-09,2.8197982615552064e-08
1912,2.6047106693738442e-09,1.5628263128064646e-08
1913,1.0075680734189518e-08,2.1742257771961704e-08
1914,1.0045115850232378e-08,1.339348720819089e-08
1915,5.890381071793627e-09,2.9451904026700504e-08
1916,5.493730803607377e-09,2.6369908923129515e-08
1917,4.386569774084137e-09,1.6449636319748606e-08
1918,9.189101035644853e-09,2.067547733020092e-08
1919,4.603924352863942e-09,1.4732557396257562e-08
1920,7.572231730534895e-09,1.741613253614105e-08
1921,5.300923255902035e-09,2.120369302360814e-08
1922,1.696925089333945e-08,1.696925089333945e-08
1923,4.246379248229459e-09,1.9108707505210987e-08
1924,2.578324886925998e-09,2.9650736976805092e-08
1925,4.399271169575059e-09,1.8696901804560184e-08
1926,3.343841648018042e-09,3.566764306128789e-08
1927,7.804457524684949e-09,1.7838759802657478e-08
1928,7.998228745975666e-09,2.170947865920425e-08
1929,7.798284684668033e-09,2.6736975300423182e-08
1930,7.352522590764465e-09,3.361153133596417e-08
1931,2.2810713318222042e-09,1.9389105432310316e-08
1932,6.575722188983946e-09,1.753525857850491e-08
1933,3.4411986593596566e-09,2.6382522833046096e-08
1934,5.990790086229936e-09,2.6359476379411717e-08
1935,1.196828414151696e-08,3.590485420090772e-08
1936,1.2124714565686645e-09,2.182448710641438e-08
1937,1.2591118148108649e-09,1.2591118370153254e-08
1938,3.8895642262559704e-09,3.5006078036303734e-08
1939,1.5294050470515685e-09,1.8352860564618823e-08
1940,2.7893612752905028e-08,1.2678914806940611e-08
1941,5.9030051957620344e-09,3.5418032950929046e-08
1942,1.517105907566929e-08,1.517105907566929e-08
1943,8.709705845433291e-09,3.4838823381733164e-08
1944,6.4263723231761105e-09,2.8918675454292497e-08
1945,6.535512131478072e-09,1.089252066321933e-08
1946,5.568441707737293e-09,1.9489545977080525e-08
1947,1.3112957830685446e-08,2.3841742802233057e-08
1948,9.784699273041042e-09,2.391815279167986e-08
1949,1.570721330779179e-08,1.2762110479513922e-08
1950,9.571825110299415e-09,3.509669355139522e-08
1951,2.0256663901818683e-08,1.8124383771578323e-08
1952,5.272402070488624e-09,1.370824520563474e-08
1953,6.464296653518886e-09,2.477980309834038e-08
1954,4.886268278880834e-09,2.052232517257835e-08
1955,6.569925492527773e-09,2.440258128899586e-08
1956,3.488456634670456e-09,2.1802854632824165e-08
1957,1.1485549400447326e-08,1.9437083054185678e-08
1958,9.926692356998501e-09,2.5643954515430778e-08
1959,6.975672928177801e-09,1.4726420971555854e-08
1960,1.038124963770315e-08,1.4533750203327145e-08
1961,9.03260666262895e-09,2.640300600376122e-08
1962,8.244543714397423e-09,2.4099433559854333e-08
1963,1.2285501505004959e-08,1.939815952312074e-08
1964,6.6923653285755336e-09,2.6161064425878067e-08
1965,4.924839203113152e-09,1.6963333848707407e-08
1966,7.754704434148607e-09,2.1602390987141007e-08
1967,1.035370456037299e-08,1.873527466500491e-08
1968,8.084548142051062e-09,2.0660513300185812e-08
1969,6.358460868938209e-09,1.7712855182594467e-08
1970,5.518470125309705e-09,1.1496812390987543e-08
1971,6.166076982339064e-09,2.4664307929356255e-08
1972,6.156176013405457e-09,1.2825367434743384e-08
1973,3.859242703185828e-09,2.0950174928202614e-08
1974,3.937900228123681e-09,1.7439271360331077e-08
1975,2.2845920710778955e-09,1.1994108817248161e-08
1976,6.2848797277581525e-09,1.542652228181396e-08
1977,8.815172591880582e-09,1.9981058585472056e-08
1978,3.5643548113029055e-09,1.6633656230169436e-08
1979,6.437170796402825e-09,2.2822696621460636e-08
1980,6.822181042309694e-09,9.664756106531058e-09
1981,6.958104314946922e-09,1.3916208629893845e-08
1982,3.7245013739806154e-09,2.0484757001781873e-08
1983,8.841442245000053e-09,1.6419821946556112e-08
1984,2.3196033982486597e-09,1.739702604197646e-08
1985,6.617113967877231e-09,2.1054452403745927e-08
1986,5.395036861699509e-09,9.591176741707841e-09
1987,6.110816741511371e-09,8.555143260480236e-09
1988,4.197587610832443e-09,1.5591039570495013e-08
1989,6.036934507847036e-09,3.567279449612215e-08
1990,8.172976073694826e-09,1.7980548605578406e-08
1991,9.37834432335194e-09,1.4653663171770859e-08
1992,8.815910668147353e-09,1.3774860363469088e-08
1993,9.416652346772025e-09,1.4955860550003308e-08
1994,8.439882570598911e-09,1.5297286992677073e-08
1995,7.0491861237087505e-09,2.2232049090575856e-08
1996,6.939520069693117e-09,2.7224270837677977e-08
1997,5.274384040632185e-09,1.7741109914481967e-08
1998,7.152193948201102e-09,1.716526476513991e-08
1999,5.941261704833778e-09,1.3710603319339043e-08
2000,3.97622823555821e-09,1.5463109903635086e-08
2001,7.0099388516098315e-09,3.3735329196815655e-08
2002,8.762443215459825e-09,3.1106672793157486e-08
2003,9.167230530238157e-09,1.5000923170305214e-08
2004,7.488145215006625e-09,2.2904915297772277e-08
2005,5.854874363109275e-09,1.4862373554080932e-08
2006,8.64756888319107e-09,2.5530917824312382e-08
2007,1.7176262190332636e-08,2.3966876483427768e-08
2008,1.1495087548496485e-08,3.15050527888161e-08
2009,1.8119131084404216e-08,3.576144536054926e-08
2010,2.220182793166714e-08,3.4011311100812236e-08
2011,1.9502257586623273e-08,3.594533737327765e-08
2012,1.9063815415165664e-08,5.310634065835984e-08
2013,2.3149738126448938e-08,4.3231437985014054e-08
2014,3.2265134564113396e-08,3.7678745457014884e-08
2015,2.7263876489769245e-08,5.984753670418286e-08
2016,2.9620162322885335e-08,5.861892304892535e-08
2017,2.8174847344075715e-08,5.7355936888825454e-08
2018,3.639868140226099e-08,4.362678751590465e-08
2019,2.9081260066732284e-08,4.3621891876455265e-08
