year,quelques_DET ans_NOUN,quelques_DET vents_NOUN
1908,5.991894691526056e-08,1.964555629285769e-09
1909,3.300590289967431e-08,6.0510818578052294e-09
1910,3.7409055186898854e-08,0.0
1911,2.128149745317387e-08,1.5961122423746588e-09
1912,2.6047105361470813e-08,1.510732161591477e-08
1913,3.4469432752537443e-08,1.590896969716482e-09
1914,2.6117300322425763e-08,2.0090231700464756e-09
1915,1.4136914527895783e-08,5.890381071793627e-09
1916,3.625862321499085e-08,0.0
1917,3.3995917192441993e-08,3.289927441585405e-09
1918,2.5270027848023346e-08,2.2972752589112133e-09
1919,2.2098836149897494e-08,0.0
1920,3.407504101105019e-08,2.2716695191604686e-09
1921,3.104826579169995e-08,3.0290990271630847e-09
1922,3.2462917132214386e-08,4.426761179843197e-09
1923,3.927900760203329e-08,2.1231896241147297e-09
1924,3.351822286390416e-08,6.4458122173149945e-09
1925,5.2791253146722283e-08,6.598906754362588e-09
1926,4.6813780962828844e-08,1.1146138456652466e-09
1927,6.912519356916391e-08,8.919379901328739e-09
1928,5.8272810354864646e-08,1.1426041224282812e-09
1929,6.015819509208598e-08,2.2280812750352652e-09
1930,6.72230648923744e-08,5.251801771244402e-09
1931,6.158892773555635e-08,0.0
1932,5.150982262946968e-08,1.0959536611565568e-09
1933,5.964744387298992e-08,0.0
1934,6.11060571031885e-08,7.188948103475923e-09
1935,3.2314367182095793e-08,2.393656828303392e-09
1936,4.7286387694356335e-08,1.2124714565686645e-09
1937,4.5328027109547975e-08,6.295559185076627e-09
1938,6.871563829058402e-08,6.482607339819424e-09
1939,5.199977159975333e-08,1.5294050470515685e-09
1940,2.5357829613881222e-08,2.5357829169792012e-09
1941,4.427253941230447e-08,2.9515025978810172e-09
1942,5.765002475399683e-08,0.0
1943,3.774205836748479e-08,5.806470415592457e-09
1944,2.5705489292704442e-08,0.0
1945,3.485606603348401e-08,0.0
1946,1.3921104269343232e-08,8.352662561605939e-09
1947,2.8610090296865565e-08,3.5762612871081956e-09
1948,2.5005341797168512e-08,0.0
1949,1.47255123650325e-08,1.9634016634739737e-09
1950,1.914365110877725e-08,4.2541445921528975e-09
1951,2.1322803078760444e-08,6.396841278899501e-09
1952,3.690681360524195e-08,3.163441175679793e-09
1953,1.939288907237824e-08,3.232148326759443e-09
1954,1.8567819282111486e-08,7.818028668893362e-09
1955,2.0648337706319353e-08,4.6928039232341234e-09
1956,3.750090726839517e-08,1.744228317335228e-09
1957,3.710716001137371e-08,6.184526224473075e-09
1958,2.481672983778438e-08,2.4816730892496253e-09
1959,3.642851353902188e-08,7.750747599288843e-09
1960,3.045166674375821e-08,2.7683333403416555e-09
1961,3.821487437605242e-08,2.779263652552544e-09
1962,3.741754373010053e-08,2.536782617301725e-09
1963,2.90972388405919e-08,1.2932106496776896e-09
1964,3.3461826975944575e-08,1.8251904432275978e-09
1965,3.3379464525751246e-08,3.830430195250756e-09
1966,3.323444852654234e-08,1.3293779521639237e-08
1967,3.451234892315469e-08,2.465167847631733e-09
1968,4.626158478515663e-08,4.9405572410954335e-09
1969,5.0867688172751e-08,4.995933444718048e-09
1970,3.6329927954881214e-08,3.6789800095249348e-09
1971,4.830093669472291e-08,8.735275613958038e-09
1972,3.642404422521395e-08,6.156176013405457e-09
1973,4.465695235822409e-08,5.513203782392395e-10
1974,3.600365872102884e-08,5.625571675160757e-10
1975,3.369773260430975e-08,1.7134440533084216e-09
1976,2.399681336973103e-08,2.856763492431469e-09
1977,1.82180240893004e-08,5.289103821581875e-09
1978,1.9009891771837317e-08,2.9702956760857546e-09
1979,2.4578287849408298e-08,5.851973128301324e-09
1980,3.183684260665842e-08,3.979605422976817e-09
1981,2.9097527054489092e-08,4.427884725544118e-09
1982,2.9796011546956436e-08,3.1037510339615437e-09
1983,1.5156758848000607e-08,8.209910751233451e-09
1984,1.5077422255149742e-08,2.8995041922996734e-09
1985,2.285912037436333e-08,4.812446441349039e-09
1986,3.2969669661042644e-08,7.1933827783254856e-09
1987,2.3832186002437084e-08,3.0554083707556856e-09
1988,2.2786904585458956e-08,1.798966087207532e-09
1989,1.7013178421620978e-08,5.488121956886971e-09
1990,2.942271454253742e-08,1.1987032033644596e-08
1991,2.9307326343541718e-08,5.8614650910726596e-09
1992,2.3141765059797592e-08,5.5099441120809445e-09
1993,3.268132309219851e-08,7.2009697094088665e-09
1994,1.9517228500021133e-08,7.384897138251745e-09
1995,2.4943273557731516e-08,6.506940763983948e-09
1996,3.469759835006414e-08,6.939519847648512e-09
1997,3.06873251254558e-08,2.8769365778558154e-09
1998,2.6224710625299963e-08,5.721754847698435e-09
1999,3.244842794458691e-08,6.855301576402795e-09
2000,2.3415566707818414e-08,2.6508187866980393e-09
2001,1.883921035839009e-08,2.6287270138425356e-09
2002,1.840113017514966e-08,7.448076377869484e-09
2003,2.291807565946158e-08,5.8336921959778465e-09
2004,1.4976290207968646e-08,6.607186797680242e-09
2005,2.5220997068586826e-08,5.854874252086972e-09
2006,2.635449503074483e-08,7.412201852297073e-09
2007,3.2355283563489934e-08,5.192823504529542e-09
2008,2.000996635054264e-08,7.237647536850744e-09
2009,1.7165492360859957e-08,1.430457752249481e-09
2010,1.5588516810716158e-08,5.668551850135373e-09
2011,1.3001504706178224e-08,4.97116342534909e-09
2012,1.9063814638009546e-08,4.425528388196653e-09
2013,1.7292575871241667e-08,4.183687618564136e-09
2014,2.187099648609525e-08,5.630157673408576e-09
2015,2.1057465660057062e-08,5.763096139199675e-09
2016,2.1127669169729302e-08,8.28536009245262e-09
2017,1.6854595330517697e-08,4.779661388898404e-09
2018,1.626323964387666e-08,7.2281069463109304e-09
2019,2.2448692738041842e-08,3.8264816870636764e-09
