year,ils_PRON ont_VERB,ils_PRON vont_VERB
1846,8.678302947373595e-05,4.082929194737517e-06
1847,8.400161823374219e-05,4.07673769586836e-06
1848,8.913220699469093e-05,4.37257801877422e-06
1849,8.199843978218269e-05,3.884696809564048e-06
1850,8.547685320081655e-05,4.30015006713802e-06
1851,8.470434841001406e-05,3.8329014842020115e-06
1852,8.203547440643888e-05,3.943437491216173e-06
1853,8.77862057677703e-05,4.41206333334776e-06
1854,8.090740448096767e-05,4.031315995689511e-06
1855,7.944325261632912e-05,4.094832604550902e-06
1856,7.998291584954131e-05,4.179544816906855e-06
1857,8.086805792117957e-05,4.119017432913097e-06
1858,7.828902562323492e-05,4.139560530802555e-06
1859,8.252681982412469e-05,3.7895954392297426e-06
1860,8.315415834658779e-05,4.27234340349969e-06
1861,8.276941116491798e-05,4.210412384964002e-06
1862,8.240038914664183e-05,4.139830878102657e-06
1863,8.302158494188916e-05,4.22694768076326e-06
1864,8.401226477872115e-05,4.180043902124453e-06
1865,7.91517086327076e-05,4.410783731145784e-06
1866,8.03254333732184e-05,4.041864599457767e-06
1867,7.93677299952833e-05,3.886131480612676e-06
1868,7.974290747370105e-05,3.927693910554808e-06
1869,8.09692337497836e-05,4.504069693211932e-06
1870,8.242408330261242e-05,4.3011099251089036e-06
1871,9.273668729292694e-05,4.32281922257971e-06
1872,8.768702173256315e-05,4.36496958400312e-06
1873,7.918226583569776e-05,3.677202585095074e-06
1874,7.655386252736207e-05,3.8942501987548894e-06
1875,8.010309829842299e-05,4.2047503256981145e-06
1876,8.40523025544826e-05,3.9800915487830935e-06
1877,8.036921099119354e-05,4.0955851545732e-06
1878,8.037302177399397e-05,4.212868361719302e-06
1879,8.543341755284928e-05,4.341897408721707e-06
1880,7.975008156790864e-05,3.871886690376414e-06
1881,8.394829637836665e-05,4.16537602632161e-06
1882,7.899742558947764e-05,4.091065193279064e-06
1883,8.078895916696638e-05,3.969808631154592e-06
1884,8.297078784380574e-05,4.252153075867682e-06
1885,8.321702625835314e-05,3.937638780371344e-06
1886,8.092579264484812e-05,3.966298777413613e-06
1887,8.383074055018369e-05,4.04140439513867e-06
1888,8.264293683168944e-05,3.988246589869959e-06
1889,8.535183405911084e-05,4.365547169982165e-06
1890,8.552950021112338e-05,4.19611819779675e-06
1891,8.345383503183257e-05,3.8328186064973124e-06
1892,8.444250306638423e-05,4.1861126192088705e-06
1893,8.31349279906135e-05,4.034994617541088e-06
1894,8.333344521815889e-05,4.11553537560394e-06
1895,8.49882526381407e-05,4.16668683556054e-06
1896,8.417478056799155e-05,4.209299163449032e-06
1897,8.492318556818645e-05,4.192320488982659e-06
1898,8.368933413294144e-05,4.566858365251392e-06
1899,8.433094990323298e-05,4.259551928953442e-06
1900,8.407689165323973e-05,4.1460940565229976e-06
1901,8.242272269853856e-05,3.9545917616123916e-06
1902,7.420862857543398e-05,3.523619739098649e-06
1903,8.242409967351705e-05,4.087966658516962e-06
1904,8.335398706549313e-05,3.850918915304646e-06
1905,8.367344889848027e-05,4.0253920587929315e-06
1906,8.329823322128505e-05,4.056189482071204e-06
1907,8.319577318616211e-05,4.039703526359517e-06
1908,8.317584615724627e-05,4.3023767375416355e-06
1909,8.133149094646797e-05,3.922751375284861e-06
1910,8.202309436455835e-05,4.367774408819969e-06
1911,7.98960572865326e-05,4.337169002610608e-06
1912,8.129562047543004e-05,4.295167855161708e-06
1913,8.117816469166428e-05,4.226482928970654e-06
1914,8.695520591572858e-05,4.3234177837803145e-06
1915,0.00011588381676119752,4.7770988658157876e-06
1916,0.00011181170702911913,5.447583703244163e-06
1917,0.00010581173773971386,5.858263875779812e-06
1918,0.00010230341285932809,5.394002187131264e-06
1919,9.548630805511493e-05,4.9123871121992124e-06
1920,8.309464101330377e-05,4.3055709966211e-06
1921,7.929499588499311e-05,3.7954609979351517e-06
1922,8.049475036386866e-05,4.172960188952857e-06
1923,7.52585783629911e-05,3.882252144649101e-06
1924,7.413715320581105e-05,4.176886250206735e-06
1925,7.409582576656248e-05,4.241997203280334e-06
1926,7.12661803845549e-05,4.091747541679069e-06
1927,7.235289376694709e-05,4.379415599942149e-06
1928,6.936635509191547e-05,3.7031799138276256e-06
1929,7.009209366515279e-05,4.05287994453829e-06
1930,7.049073246889748e-05,3.946203833038453e-06
1931,6.930351082701236e-05,3.7614867096635862e-06
1932,6.71907291689422e-05,3.5465061500872253e-06
1933,6.627175025641918e-05,3.491669531285879e-06
1934,6.655648030573502e-05,3.811340775428107e-06
1935,6.62492420815397e-05,3.7987333598721307e-06
1936,6.77286534482846e-05,3.747749246940657e-06
1937,6.619025043619331e-05,3.5292903248773655e-06
1938,6.779121758881956e-05,3.6704522017316776e-06
1939,6.696958735119551e-05,3.6277486969993333e-06
1940,6.702327846141998e-05,3.395413273210579e-06
1941,6.993880379013717e-05,4.49808999292145e-06
1942,7.303044367290568e-05,4.6180703066056594e-06
1943,7.285958963620942e-05,4.494208042160608e-06
1944,7.53749209252419e-05,4.765155040331592e-06
1945,7.636963891854975e-05,5.17612568273762e-06
1946,7.24788369552698e-05,4.958697331858275e-06
1947,7.136906242521945e-05,4.724241193798662e-06
1948,7.001169615250546e-05,4.520530978879833e-06
1949,6.818894144089427e-05,4.013193006358051e-06
1950,6.801420022384264e-05,4.2796694970093085e-06
1951,6.698238939861767e-05,4.374373247628682e-06
1952,6.398903315130156e-05,3.879433393194631e-06
1953,6.694317744404543e-05,4.197483121970436e-06
1954,6.58131448290078e-05,4.382982410788827e-06
1955,6.330498763418291e-05,4.048012783641752e-06
1956,6.497512185887899e-05,4.081494125784957e-06
1957,6.3163452068693e-05,3.696579824463697e-06
1958,6.468977153417654e-05,4.2974304506060435e-06
1959,6.393591866071802e-05,3.997060730398516e-06
1960,6.314083839242812e-05,4.330365527493996e-06
1961,6.607282557524741e-05,4.373866318019282e-06
1962,6.815700362494681e-05,4.803397700925416e-06
1963,6.632683471252676e-05,4.9614026238486986e-06
1964,6.905547343194485e-05,4.729676902570645e-06
1965,6.695537740597501e-05,4.503491709328955e-06
1966,6.63974424242042e-05,4.754187784783426e-06
1967,6.923769069544505e-05,4.9830902071335e-06
1968,7.070611536619253e-05,5.26977828485542e-06
1969,7.398705020023044e-05,4.976858349436952e-06
1970,6.807124736951664e-05,4.8640714567227405e-06
1971,6.596417551918421e-05,5.0186728230983135e-06
1972,6.573154496436473e-05,4.720248170997365e-06
1973,6.475478403444868e-05,4.809719030163251e-06
1974,6.560598194482736e-05,4.721542381957988e-06
1975,6.172111170599237e-05,4.656569785765896e-06
1976,6.429831591958646e-05,4.87706643070851e-06
1977,6.465223850682378e-05,4.808382868759509e-06
1978,6.412808943423443e-05,5.046532464803022e-06
1979,6.519800626847427e-05,5.033867410020321e-06
1980,6.55480835121125e-05,5.2263588941059425e-06
1981,6.462750752689317e-05,5.450726121125626e-06
1982,6.687342283839826e-05,5.612202812699252e-06
1983,6.396152093657292e-05,5.1861374004147365e-06
1984,6.606462557101622e-05,5.51775644908048e-06
1985,6.49981047899928e-05,5.515665293387428e-06
1986,6.66670712234918e-05,5.651001401929534e-06
1987,6.505209057650063e-05,5.274245950204204e-06
1988,6.685437983833253e-05,5.233192496234551e-06
1989,7.077317604853306e-05,5.984797553537646e-06
1990,6.851951002317946e-05,5.974445912215742e-06
1991,6.873974780319259e-05,5.957007260803948e-06
1992,6.694747389701661e-05,5.978840590614709e-06
1993,6.89780899847392e-05,6.109745754656615e-06
1994,7.033639849396423e-05,6.23285336587287e-06
1995,6.879029751871713e-05,6.105137345002731e-06
1996,6.651849980698898e-05,5.870300128663075e-06
1997,7.048782572383061e-05,6.162398221931653e-06
1998,7.158487642300315e-05,6.4050279888761e-06
1999,7.010551598796155e-05,6.0669419781334e-06
2000,7.373385233222507e-05,6.7622393089550314e-06
2001,7.1178919824888e-05,6.705006398988189e-06
2002,7.184721107478254e-05,6.599871994694695e-06
2003,7.421456393785775e-05,6.742498044332024e-06
2004,7.428195931424852e-05,6.758271410944872e-06
2005,7.419161738653202e-05,6.951537670829566e-06
2006,7.437609383487143e-05,7.151951422201819e-06
2007,7.412914965243544e-05,7.69656321608636e-06
2008,7.432595702994149e-05,7.888184200055548e-06
2009,7.475906022591516e-05,8.143119202941307e-06
2010,7.869366891100071e-05,9.755105111253215e-06
2011,7.837650991859846e-05,1.0435237527417485e-05
2012,8.379670180147514e-05,1.182977803182439e-05
2013,8.419113510171883e-05,1.2123211035941495e-05
2014,8.517064270563424e-05,1.2721340681309812e-05
2015,7.945137258502655e-05,1.1771345270972233e-05
2016,8.181296288967133e-05,1.1821137832157547e-05
2017,8.666130088386126e-05,1.2655034424824407e-05
2018,8.45902759465389e-05,1.3392390883382177e-05
2019,8.214359331759624e-05,1.2640144632314332e-05
