year,quelques_DET yeux_NOUN,quelques_DET vieux_ADJ
1840,2.8026629905752998e-08,4.554327261985236e-07
1841,2.5040138851295524e-08,5.951848578433783e-07
1842,7.647422251011449e-08,5.299529668434388e-07
1843,3.1306629344474146e-08,5.398916691490285e-07
1844,3.9517641825526084e-08,5.735546757534848e-07
1845,5.1896119845906696e-08,6.132670584690914e-07
1846,2.6930706553685013e-08,5.901337161162701e-07
1847,1.4561703842730367e-08,5.220640488801109e-07
1848,3.459445352405055e-08,4.7466807018281543e-07
1849,6.535943475327599e-08,5.840452423910847e-07
1850,1.4935791270431764e-08,5.112114180860772e-07
1851,1.676854055610022e-08,4.817730605566339e-07
1852,3.255272873481374e-08,4.7006139425320725e-07
1853,2.20961471342207e-08,5.201552681910471e-07
1854,2.1821791262865986e-08,4.1773143166778937e-07
1855,3.3964397516683675e-08,4.988520920790052e-07
1856,3.4169448159815374e-08,4.757836773450208e-07
1857,3.7099468830348314e-08,5.438001231539147e-07
1858,2.9851424443450014e-08,5.916454277610228e-07
1859,1.476730293603623e-08,5.616667415608845e-07
1860,2.4259074749011234e-08,5.584164277649961e-07
1861,2.5937800796071997e-08,4.6027806632764623e-07
1862,5.82820236516568e-08,5.742360578153693e-07
1863,4.345320192555846e-08,4.959658355119245e-07
1864,2.685047595374357e-08,4.7515754530991217e-07
1865,2.3063536858103362e-08,4.688016872478329e-07
1866,1.6056522000873485e-08,4.5493482048186706e-07
1867,2.91168689159349e-08,5.449707458637931e-07
1868,2.1241458370013788e-08,4.3026304297200113e-07
1869,3.857980201971145e-08,4.331681608960025e-07
1870,4.587239077480376e-08,5.303995198602252e-07
1871,3.080141297573391e-08,4.960089761141262e-07
1872,3.205089882385437e-08,4.529457200419529e-07
1873,2.0352414864532875e-08,4.399713198210975e-07
1874,2.0911131493051016e-08,4.803585795798426e-07
1875,6.75140180983469e-08,5.040665342903594e-07
1876,4.897272098958183e-08,4.1354742563726177e-07
1877,2.1646855308254942e-08,4.7499387179072983e-07
1878,1.8117265909722846e-08,4.939974651563261e-07
1879,1.7717042943843353e-08,5.816077859321922e-07
1880,2.759673911612026e-08,4.960995276803715e-07
1881,2.719278008322945e-08,4.741305268396445e-07
1882,5.2577541653775484e-08,5.3642405717369e-07
1883,3.349249588779912e-08,4.5183274721694033e-07
1884,3.630933420595284e-08,4.720213233611048e-07
1885,1.9336907408629145e-08,4.267010815794947e-07
1886,2.7749894160322697e-08,3.9946942287372167e-07
1887,3.3297514079322355e-08,3.9761150461004036e-07
1888,2.0924028287794272e-08,4.1277402118566897e-07
1889,2.0048437576747347e-08,4.0973993264969977e-07
1890,3.277193122430688e-08,4.653614418259622e-07
1891,1.9122660788184476e-08,4.0476298224234597e-07
1892,1.3163875989263829e-08,3.754839035252644e-07
1893,1.7243566574620672e-08,4.156931119325691e-07
1894,1.9534772022211655e-08,3.8313358885488924e-07
1895,1.4444675011660024e-08,3.725522521591529e-07
1896,1.4152869876049579e-08,3.8153776316107724e-07
1897,2.2724182091593548e-08,4.6963311817194153e-07
1898,4.0174319315688933e-08,4.300349836228179e-07
1899,3.8693050541382945e-08,3.819556759765419e-07
1900,1.557315876254961e-08,4.5006430227090277e-07
1901,1.7883964531506535e-08,4.023892046234323e-07
1902,2.356936334990678e-08,3.4028267847929783e-07
1903,1.9980814780495848e-08,3.8773581678697155e-07
1904,1.5048950530172078e-08,3.950349523051955e-07
1905,3.4577086083231734e-08,4.391805887848932e-07
1906,2.2119994169678137e-08,4.2079430073727053e-07
1907,2.9314207949937554e-08,4.057703328896878e-07
1908,1.8172138682714944e-08,3.9340227786510695e-07
1909,3.3005902677629706e-08,4.2412583667328363e-07
1910,2.7255168788542505e-08,3.799691228323354e-07
1911,1.9685383989553884e-08,4.4371919116770187e-07
1912,4.48010239462171e-08,4.1831651742541e-07
1913,4.2954218182345016e-08,4.3855724385366557e-07
1914,2.3438603280467873e-08,3.924291895884835e-07
1915,4.005458986711119e-08,4.1586088883605044e-07
1916,1.3184954017475548e-08,4.3839973784542963e-07
1917,3.070598708632133e-08,4.200140608645597e-07
1918,2.2972752589112133e-08,4.29590460981899e-07
1919,2.2098835428252528e-08,4.6499634720476024e-07
1920,1.514446346106979e-08,4.04357173522385e-07
1921,2.2718242898012164e-08,4.1953020257778917e-07
1922,2.4347187377316004e-08,3.733235391933931e-07
1923,2.5478274601198336e-08,3.662502194856643e-07
1924,3.222906019839655e-08,3.8417039860405566e-07
1925,2.5295809003011982e-08,4.608236601200133e-07
1926,2.452150527076924e-08,3.9680252328366805e-07
1927,1.6723837648058293e-08,4.4262422704832716e-07
1928,3.085031030636287e-08,3.9419842678967143e-07
1929,2.2280812084218837e-08,3.9548442032355524e-07
1930,1.995684684175103e-08,3.655254090517701e-07
1931,1.4826963656844327e-08,4.0489016583933335e-07
1932,1.8631212572728373e-08,3.320739629941727e-07
1933,1.0323596200123575e-08,3.980319824847811e-07
1934,1.7972370258689807e-08,3.6064555075654425e-07
1935,2.752705263731059e-08,3.662295000594895e-07
1936,2.667437204451062e-08,3.3342965011229353e-07
1937,1.76275650742852e-08,3.349237438499131e-07
1938,1.685477846180561e-08,4.148868590903021e-07
1939,3.8235126176289214e-08,3.532925632043771e-07
1940,2.7893612752905028e-08,3.245802027151967e-07
1941,1.4757512545315876e-08,3.010532800828969e-07
1942,1.517105907566929e-08,3.853448902191303e-07
1943,3.193558839598154e-08,4.4419499900527626e-07
1944,2.5705489292704442e-08,4.434196938518653e-07
1945,5.446260242791823e-08,4.0520174238167783e-07
1946,2.5057986796639398e-08,3.2436173569294624e-07
1947,2.26496545963073e-08,3.957729077797012e-07
1948,2.609253013652335e-08,3.22895058246786e-07
1949,3.043272556180199e-08,3.750097086197002e-07
1950,2.6588404367089424e-08,3.456492478903783e-07
1951,2.6653505291740487e-08,3.2730504173628105e-07
1952,2.741649041126948e-08,3.648502158171141e-07
1953,1.7238123040108633e-08,3.1028623492801444e-07
1954,2.3454086006680086e-08,3.3031173174435935e-07
1955,1.970977647758332e-08,3.500831624592138e-07
1956,3.0523996219500305e-08,3.9506772253616873e-07
1957,1.943708272111877e-08,2.685851505646042e-07
1958,2.4816731114540858e-08,2.614028904446286e-07
1959,1.8601795659378695e-08,2.619752841326317e-07
1960,2.4915000340630655e-08,2.5814708592974966e-07
1961,3.265634829219266e-08,3.105827239835435e-07
1962,2.09284568564172e-08,2.847538542738448e-07
1963,2.909724061694874e-08,3.485202775266316e-07
1964,1.8251904654320583e-08,3.285342984327144e-07
1965,1.586892572902343e-08,2.801686136422177e-07
1966,1.0524241922382771e-08,3.245897737258474e-07
1967,2.317257785655613e-08,3.086390165663033e-07
1968,9.881114815257774e-09,3.2607679223417563e-07
1969,1.2262746373892242e-08,3.0929371774846004e-07
1970,1.8394900186402552e-08,3.081145649730388e-07
1971,1.2332154297745035e-08,2.445877154144682e-07
1972,1.641647029426707e-08,2.919053532224325e-07
1973,1.709093155888297e-08,2.5912058099208934e-07
1974,1.3501371631807757e-08,2.6608952730100555e-07
1975,1.1422960355389478e-08,2.404533141486809e-07
1976,9.141642887122714e-09,2.1825672646968997e-07
1977,9.990529126202574e-09,2.3800966886255992e-07
1978,1.0693064433908717e-08,3.1366322517101253e-07
1979,1.3459538927840242e-08,2.5280525406401466e-07
1980,1.591842130332921e-08,2.5355772592661197e-07
1981,1.4548763971333756e-08,2.460638750534372e-07
1982,1.551875572491923e-08,2.768546067954958e-07
1983,1.326216381158929e-08,2.8229463211459915e-07
1984,1.681712458179163e-08,2.603754900576405e-07
1985,1.5640450601317468e-08,2.478409957262784e-07
1986,1.3187867742292525e-08,2.493706006134744e-07
1987,1.4054878705316298e-08,2.3709969276808351e-07
1988,8.994830658082265e-09,2.482573204787286e-07
1989,8.780995708335126e-09,2.601369963883826e-07
1990,1.4166492978695544e-08,2.435547052925813e-07
1991,8.20605094986604e-09,2.5614602350287896e-07
1992,1.487684975209902e-08,2.7659920043277e-07
1993,6.647049133334804e-09,2.415094417784758e-07
1994,1.1604838756618108e-08,2.4897653005950815e-07
1995,1.3556126665648094e-08,2.543129369314556e-07
1996,5.3380921904988554e-09,2.765131661419673e-07
1997,9.58978896292706e-09,2.330318693566369e-07
1998,1.0966696883940585e-08,2.474659126505685e-07
1999,1.0968482844209149e-08,2.723840015761425e-07
2000,1.192868515076384e-08,2.6994172230843105e-07
2001,7.448060113102173e-09,2.3877604071742553e-07
2002,1.3143664823189738e-08,2.3877656474269315e-07
2003,7.500461141063397e-09,2.391813715973967e-07
2004,9.250061522303454e-09,2.4050160796207365e-07
2005,1.3961624190095279e-08,2.4185136027199405e-07
2006,6.588623757686207e-09,2.3142540683807056e-07
2007,1.3581230029480196e-08,2.3687263350780086e-07
2008,6.811903568992861e-09,2.9206035279116804e-07
2009,6.198650037703146e-09,2.9896566644538325e-07
2010,2.1257068327784623e-08,3.316102787920272e-07
2011,1.7590270517953144e-08,3.4836384799064035e-07
2012,2.0765941743938754e-08,4.2280817780238067e-07
2013,1.7571487820333687e-08,4.359402474563012e-07
2014,2.1221363555312678e-08,4.339552077681219e-07
2015,2.3052384001687187e-08,4.705789535819349e-07
2016,2.754882189037744e-08,4.7599394648045745e-07
2017,1.5596790081673362e-08,3.6954331861238643e-07
2018,2.2975053859397576e-08,4.083880362770742e-07
2019,2.0918100140931983e-08,3.941276105479119e-07
