year,certains_DET airs_NOUN,certains_DET verres_NOUN
2001,4.2935875743665974e-08,1.5772362083055214e-08
2002,3.724038233343663e-08,1.0076809386916352e-08
2003,3.625222833036901e-08,8.750538071922165e-09
2004,4.228599514988218e-08,5.7262286579096155e-09
2005,3.0175122844866564e-08,1.0808998585076779e-08
2006,5.229720256849646e-08,1.3589036562677848e-08
2007,3.674921078555826e-08,8.78785511027047e-09
2008,4.129716479894796e-08,6.811903263681529e-09
2009,3.623826394516527e-08,8.105927484791664e-09
2010,2.881513760932819e-08,1.1809482836078189e-08
2011,2.5620612076338034e-08,7.265546608792306e-09
2012,3.23403994695326e-08,1.3276585275612263e-08
2013,2.6775599737405287e-08,4.183687396519531e-09
2014,2.8367331372791682e-08,3.2481677902929107e-09
2015,4.167161793411367e-08,7.536356427806368e-09
2016,3.3762842743811916e-08,7.249690320287883e-09
2017,2.414986899346161e-08,4.2765392616050946e-09
2018,4.233605266357188e-08,5.937373259712331e-09
2019,2.8826161957429264e-08,5.101975453225549e-09
