year,vos_DET oies_NOUN,vos_DET voix_NOUN
1862,1.3553959066214816e-09,9.48777130194145e-08
1863,9.989241656072068e-10,1.1138004207822405e-07
1864,0.0,9.92508684127813e-08
1865,1.4120533631256649e-09,1.2473137633861597e-07
1866,4.865612801552288e-09,6.325296642017975e-08
1867,4.367530337390235e-09,1.077324132126023e-07
1868,1.4819622196071691e-09,1.778354707937524e-07
1869,9.767038289254515e-10,1.1915786968241804e-07
1870,0.0,1.0435968977873245e-07
1871,2.1242354542039266e-09,8.603153234254535e-08
1872,1.8142017887967654e-09,1.0824737395331852e-07
1873,5.986004469882289e-10,8.559986597322933e-08
1874,2.9873046258899194e-09,8.065722489902782e-08
1875,1.1443054281912168e-09,9.669381045851466e-08
1876,6.04601479992084e-10,1.0701445951610822e-07
1877,1.1132669008873108e-08,1.1751150574834668e-07
1878,6.039088673581716e-10,1.014566883839052e-07
1879,4.887460214320072e-09,1.1790997689331562e-07
1880,1.2835692508872398e-09,1.0140196771146748e-07
1881,1.3945015142624584e-09,1.1783537656739895e-07
1882,7.986462158271479e-09,6.85504641939616e-08
1883,3.159669414998234e-09,8.720687577623565e-08
1884,0.0,1.6306191241710621e-07
1885,3.86738152613475e-09,7.219111908263187e-08
1886,6.4534639854230136e-09,5.6790482427793165e-08
1887,1.3057849246322917e-09,8.357023295602062e-08
1888,0.0,6.08699020077097e-08
1889,1.2530273485467092e-09,6.703696264764858e-08
1890,3.2771931834929546e-09,1.1666807897547926e-07
1891,4.461953917456185e-09,9.433845737927271e-08
1892,1.2537024751679837e-09,7.710270377714323e-08
1893,1.847525021858587e-09,7.513268340808565e-08
1894,3.780923574225881e-09,9.578339987825757e-08
1895,0.0,1.0352016932557717e-07
1896,0.0,6.486731896071518e-08
1897,3.4960281336537946e-09,7.57472786716562e-08
1898,5.6583548957434e-10,8.091447334379609e-08
1899,9.39688327150634e-09,8.236091986191241e-08
1900,1.5573159428683425e-09,7.163653159558692e-08
1901,2.794369402536745e-09,9.109644327764954e-08
1902,4.910283735171106e-09,6.28516339529206e-08
1903,5.400220270956879e-10,7.506306198834523e-08
1904,0.0,7.47072910201041e-08
1905,1.0321518084666081e-09,8.876505708244053e-08
1906,5.144184633820714e-09,1.2911903279899661e-07
1907,1.5428529565042481e-09,9.35997497286678e-08
1908,9.822778146428846e-10,9.233411568665417e-08
1909,0.0,1.3807468679516433e-07
1910,0.0,1.1703689928310723e-07
1911,3.7242617878519013e-09,9.895895802802812e-08
1912,1.0418842455450772e-09,1.1929574816882393e-07
1913,6.363587878865928e-09,1.2992324593952276e-07
1914,4.68772043404897e-09,1.0045115228507484e-07
1915,3.534228465440492e-09,8.246533389488775e-08
1916,0.0,7.141850666414484e-08
1917,1.0966424435210342e-09,8.224818093260922e-08
1918,0.0,7.69587238380609e-08
1919,5.524709134618888e-09,9.760319624740887e-08
1920,3.786115865267448e-09,9.238122800070414e-08
1921,2.2718242842501013e-09,8.708659304801358e-08
1922,0.0,7.968170673278152e-08
1923,0.0,8.386599059662103e-08
1924,3.867487219366694e-09,9.0241374373079e-08
1925,0.0,1.0448269005536304e-07
1926,1.1146138456652466e-09,6.01891469997895e-08
1927,6.689535148041159e-09,5.9090893622659735e-08
1928,0.0,7.084145314806278e-08
1929,1.1140406375176326e-09,1.281146753129292e-07
1930,1.0503603542488804e-09,5.041729578270093e-08
1931,1.1405356659111021e-09,7.527535483831116e-08
1932,1.4247397928102146e-08,4.1646239012926856e-08
1933,0.0,7.570637095000166e-08
1934,0.0,6.709685074213212e-08
1935,1.196828414151696e-09,5.146362269670135e-08
1936,1.2124714565686645e-09,4.1224028635156174e-08
1937,1.2591118148108649e-09,5.791914292618827e-08
1938,1.2965214457594243e-09,6.87156370693387e-08
1939,3.058810094103137e-09,5.8117392676138024e-08
1940,0.0,7.607348972982209e-08
1941,2.9515025978810172e-09,1.4167211981330752e-07
1942,3.034211770724937e-09,1.0619741308559583e-07
1943,1.4516175816936538e-08,7.838735216481041e-08
1944,1.2852744646352221e-08,1.188878862024012e-07
1945,0.0,9.803268019581424e-08
1946,0.0,1.0023194718655759e-07
1947,2.3841741914054637e-09,7.510148769540592e-08
1948,4.348755133776194e-09,1.1632920049464701e-07
1949,0.0,4.221313587571274e-08
1950,0.0,7.019338599256741e-08
1951,1.0661401761424827e-09,8.74234951098174e-08
1952,0.0,5.9050901057844385e-08
1953,1.0773827385790469e-09,5.817866954860307e-08
1954,0.0,5.5703454071576175e-08
1955,2.815682353940474e-09,4.786660090516648e-08
1956,3.488456634670456e-09,1.4913151824558213e-07
1957,0.0,6.00782563697777e-08
1958,2.4816730892496253e-09,1.21601980040964e-07
1959,0.0,8.603330003964516e-08
1960,6.2287499602575735e-09,6.436375143969997e-08
1961,6.948159270159238e-10,6.114380135535669e-08
1962,2.5367825617905737e-09,1.331810899896091e-07
1963,0.0,1.4354638810942788e-07
1964,3.041984220075733e-09,8.213357061137572e-08
1965,2.188817349590977e-09,6.073968095154925e-08
1966,5.539074754423723e-10,5.2621209167824645e-08
1967,2.465167847631733e-09,1.0501614777780333e-07
1968,2.245707841908029e-09,1.4417444216263675e-07
1969,3.6334062425424918e-09,7.720987915682542e-08
1970,2.2993624781975086e-09,8.645603344348274e-08
1971,5.138397485282553e-10,7.96451621321026e-08
1972,0.0,6.053573109454646e-08
1973,2.205281512956958e-09,7.49795683319121e-08
1974,2.812785782069227e-09,4.894247362940973e-08
1975,1.7134440533084216e-09,5.882824627434502e-08
1976,1.7140580066410394e-09,5.827797355806297e-08
1977,1.1753563677885381e-09,6.053085366275468e-08
1978,1.7821774056514528e-09,7.960392522932125e-08
1979,2.3407893401383717e-09,4.915657503268278e-08
1980,1.7055452605774235e-09,4.093308503261284e-08
1981,1.2018544381930951e-08,6.76833775692387e-08
1982,3.1037510339615437e-09,6.331652313562586e-08
1983,4.4207211225000265e-09,4.3575682062702015e-08
1984,1.739702604197646e-09,4.6392067631906286e-08
1985,1.8046674155058895e-09,3.7296459254321235e-08
1986,1.7983456945813714e-09,6.054430423674262e-08
1987,6.110816852533674e-10,6.110816752613601e-08
1988,0.0,4.2575532877009437e-08
1989,1.0976244357863152e-09,4.170972722761235e-08
1990,5.44865097484859e-10,4.41340715084948e-08
1991,1.1722930404189924e-09,3.985796337424574e-08
1992,5.509944167592096e-10,7.54862325980099e-08
1993,1.1078414852150331e-09,5.262247215753746e-08
1994,1.0549853213248639e-09,5.7496698735448604e-08
1995,1.0844901643380922e-09,4.337960679556829e-08
1996,1.6014276571496566e-09,5.711758799264999e-08
1997,9.58978896292706e-10,5.418230730747098e-08
1998,1.43043876743576e-09,5.1972610326522783e-08
1999,1.8280804647829996e-09,7.632235998755732e-08
2000,1.7672125984802278e-09,5.12491649118374e-08
2001,8.762423564512289e-10,5.301266359225565e-08
2002,2.1906108038649563e-09,5.476526787617786e-08
2003,2.083461403401543e-09,4.291930455480042e-08
2004,8.809582507929292e-10,5.594085017435191e-08
2005,1.3511248786457486e-09,7.431187065698452e-08
2006,1.2353669198716943e-09,4.1178897403071346e-08
2007,3.994479469415779e-10,6.950393971472124e-08
2008,3.405951742863067e-09,5.023778770762988e-08
2009,4.76819250749827e-10,5.149647863689211e-08
2010,2.8342759250676863e-09,7.085689662789108e-08
2011,1.1471915639660324e-09,6.730190749149045e-08
2012,2.382976926895708e-09,9.123397326504801e-08
2013,4.741512515948898e-09,8.3952660379083e-08
2014,3.4647122948427977e-09,8.683435104295256e-08
2015,4.211493376260478e-09,8.112666072257468e-08
2016,5.799752234025846e-09,9.27960346341905e-08
2017,2.264050280587071e-09,1.0867441258000099e-07
2018,4.904786798931582e-09,8.596283829209739e-08
2019,1.2499840273960672e-08,1.4234511974686725e-07
