year,nouveaux_ADJ airs_NOUN,nouveaux_ADJ verres_NOUN
1842,9.391571076378114e-09,0.0
1843,1.4176587015413133e-08,1.1813822142769936e-09
1844,1.4270259640625227e-08,3.2931368743049916e-09
1845,8.928364714222425e-09,5.022205151750114e-09
1846,2.1076203893244383e-08,3.278520765981341e-08
1847,7.550513103637968e-09,8.629157832729106e-09
1848,8.04522137798358e-09,1.0458788002321029e-08
1849,5.865590679832167e-09,5.02764896381791e-09
1850,2.0366988096043315e-08,6.788996032014438e-10
1851,1.3543821175687754e-08,3.2247193804124663e-09
1852,2.99485096721952e-08,4.557382027314816e-09
1853,2.508211416341055e-08,5.971931837933653e-09
1854,1.8184826089395756e-08,2.0782657816909023e-09
1855,1.963566731433275e-08,1.5920811335945473e-09
1856,1.1907535402144731e-08,2.0708756931497874e-09
1857,2.4895696171256532e-08,5.3696598834029885e-09
1858,6.8511463169329545e-09,9.787352261980686e-09
1859,1.9350258284589472e-08,1.5276520048956854e-09
1860,1.2816115280145368e-08,9.154367819341758e-10
1861,1.744906619194353e-08,5.187560159214399e-09
1862,4.9697850279528666e-09,8.132375328706587e-09
1863,8.990317601487163e-09,1.9978483312144135e-09
1864,8.151037178549814e-09,4.794727948009836e-10
1865,1.3649848362717876e-08,9.41368871743009e-10
1866,8.75810357570117e-09,3.8924903300596725e-09
1867,1.8925964795357686e-08,1.455843445796745e-08
1868,1.877152122631287e-08,1.975949626142892e-09
1869,3.906815315701806e-09,3.4184635122613827e-09
1870,8.027668307875047e-09,6.880858549607183e-09
1871,2.1242354542039266e-09,5.310588635509816e-09
1872,2.2979889990892843e-08,2.4189357183956872e-09
1873,1.1373408881354408e-08,5.387403856360606e-09
1874,8.364453130127458e-09,2.987304514867617e-09
1875,1.0870901512305409e-08,1.1443054281912168e-09
1876,1.934724735974669e-08,1.209202959984168e-09
1877,1.793596660082386e-08,1.2369632207409609e-08
1878,3.140326082506917e-08,2.4156354694326865e-09
1879,8.55305515301552e-09,5.498392741110081e-09
1880,1.1552122813895949e-08,3.2089231272180996e-09
1881,1.8128519629900808e-08,7.669758383954672e-09
1882,2.2628309892525067e-08,6.655385131892899e-10
1883,1.0110942583185789e-08,8.215140678835553e-09
1884,1.7824581810543805e-08,1.5183903023796574e-08
1885,8.379326565943757e-09,5.156508553483263e-09
1886,1.097088819790315e-08,5.80811748696064e-09
1887,3.264462256069578e-09,1.4363633837888301e-08
1888,1.7119660356001987e-08,1.2047167707862627e-08
1889,1.2530273707511697e-08,2.5687061366852504e-08
1890,1.1142456735058204e-08,1.8352281472289178e-08
1891,1.0198752065093686e-08,1.0198752065093686e-08
1892,2.5074049059270465e-08,5.829716598348966e-08
1893,2.463366621796581e-09,8.621783287310336e-09
1894,1.1342770278588432e-08,8.82215478448245e-09
1895,1.5648397910794642e-08,1.5648397688750038e-08
1896,1.533227589334274e-08,3.0074847667815874e-08
1897,7.574727511894253e-09,3.72909664259069e-08
1898,7.921697076085366e-09,1.1316709569442196e-08
1899,9.39688327150634e-09,1.6029977345510815e-08
1900,8.824790675987515e-09,1.142031669232324e-08
1901,1.3412973842719111e-08,1.2854099229464566e-08
1902,2.455141867585553e-09,1.276673788908056e-08
1903,3.7801539676252105e-09,8.100330628479924e-09
1904,5.912087708281888e-09,3.70849146946739e-08
1905,1.7030504784187883e-08,9.28936660926638e-09
1906,2.1605574884731027e-08,9.259531807970234e-09
1907,6.1714121590839e-09,1.0285686413702422e-08
1908,1.4243027868232616e-08,2.9959473568652584e-08
1909,4.400786846048277e-09,1.4852655494390632e-08
1910,2.618633776485524e-08,1.2291546447329438e-08
1911,1.8089271303090015e-08,1.8621310271527136e-08
1912,1.8753915753677575e-08,1.458637982620914e-08
1913,2.0681660439780813e-08,2.1211958300959566e-08
1914,1.4732836284281348e-08,5.357394972094198e-09
1915,2.4739600590351074e-08,1.8849218963445935e-08
1916,3.2962386153911893e-09,4.834483235960363e-08
1917,2.1932848870420685e-09,2.5222776423028392e-08
1918,3.44591288836682e-09,1.6080926812378493e-08
1919,5.524709134618888e-09,7.366278809151083e-09
1920,1.590168707821249e-08,1.514446346106979e-09
1921,1.5902768879527684e-08,5.300923255902035e-09
1922,1.4018077365562931e-08,1.1804696775641332e-08
1923,1.2739137300599168e-08,2.866306036963806e-08
1924,1.5469949321555987e-08,3.867487330388997e-09
1925,7.698724768800957e-09,9.898360353588487e-09
1926,6.687683296036084e-09,1.114613823460786e-08
1927,1.1149224654616319e-08,1.0034302277972529e-08
1928,7.998228745975666e-09,6.85562484559199e-09
1929,2.4508893359254103e-08,1.67106100068537e-08
1930,5.2518016602221e-09,1.5755405202710904e-08
1931,2.0529641986399838e-08,9.124285327288817e-09
1932,4.38381475564853e-09,1.3151444044900984e-08
1933,9.176529758292418e-09,5.735331320977366e-09
1934,1.1981580172459871e-08,1.1981580172459871e-08
1935,1.4361940969820353e-08,8.377798899061872e-09
1936,8.487299751891442e-09,1.333718602225531e-08
1937,0.0,5.0364472592434595e-09
1938,7.779128452511941e-09,1.1668693011834819e-08
1939,4.588215141154706e-09,1.070583532936098e-08
1940,1.5214697057785997e-08,1.2678914584896006e-08
1941,5.9030051957620344e-09,5.9030051957620344e-09
1942,9.102635090130207e-09,6.068423541449874e-09
1943,5.806470415592457e-09,8.709705845433291e-09
1944,6.4263723231761105e-09,1.2852744646352221e-08
1945,1.089252066321933e-08,1.742803235060819e-08
1946,4.1763312808029696e-09,5.568441707737293e-09
1947,9.536696765621855e-09,1.549713202209091e-08
1948,1.3046265401328583e-08,2.3918153901902883e-08
1949,8.835307596655184e-09,2.846932367628341e-08
1950,8.508289184305795e-09,1.4889506294579746e-08
1951,1.4925962799061665e-08,2.4521223607187892e-08
1952,7.381362632230548e-09,1.5817206211465873e-08
1953,1.0773827163745864e-08,2.477980309834038e-08
1954,7.818028668893362e-09,5.86352189024808e-09
1955,7.508486277174597e-09,2.440258128899586e-08
1956,8.72114114258693e-09,1.2209597999301991e-08
1957,4.417518795207798e-09,1.1485549400447326e-08
1958,9.099467845885556e-09,2.2335056470978998e-08
1959,2.557746836551189e-08,2.325224379706725e-08
1960,1.1073333361366622e-08,1.7994166157109248e-08
1961,9.03260666262895e-09,1.32015025577914e-08
1962,1.712328223657522e-08,1.0781325887609938e-08
1963,6.466053248388448e-10,1.2285500616826539e-08
1964,3.041984220075733e-09,1.3384730435106462e-08
1965,1.2859301978807025e-07,1.860494780459021e-08
1966,1.606331601067268e-08,2.8803189500159476e-08
1967,1.3804939413830652e-08,2.4158644418292852e-08
1968,1.976223043542724e-08,2.066051305038563e-08
1969,9.991866833924945e-09,1.3625273659334525e-08
1970,1.4256047370375668e-08,7.817832520240486e-09
1971,1.284599360218408e-08,7.707596338946132e-09
1972,1.0773308634082213e-08,1.2825366713098418e-08
1973,8.821125663249774e-09,7.718485295349353e-09
1974,1.1813700240281833e-08,1.462648602235106e-08
1975,6.282628195464213e-09,1.0851811893530794e-08
1976,1.0855701004786056e-08,7.998937512354587e-09
1977,1.1753563455840776e-08,8.22749424145286e-09
1978,1.2475241506493262e-08,9.504946274496717e-09
1979,9.363157360553487e-09,5.266776126333639e-09
1980,1.2507331226263574e-08,1.1938816213419301e-08
1981,9.488324403950088e-09,4.427884725544118e-09
1982,8.690503427999374e-09,1.924325632174373e-08
1983,5.052252838311233e-09,2.7787390166622572e-08
1984,3.073474585946201e-08,6.378909400694965e-09
1985,3.8499571752836914e-08,8.421781494405423e-09
1986,3.237022094815245e-08,2.0381250576129162e-08
1987,1.099947066762752e-08,1.2221634038134255e-08
1988,1.0793796745289796e-08,5.99655392008458e-09
1989,1.0427432250992297e-08,1.4817930216182162e-08
1990,8.172976073694826e-09,7.083246433836621e-09
1991,3.458264519196064e-08,7.6199047072123e-09
1992,9.91789939064347e-09,3.30596661157756e-09
1993,1.0524494165053966e-08,8.308811416668505e-09
1994,8.967375009216738e-09,1.4769794220992338e-08
1995,1.7894087434022765e-08,7.591430983833192e-09
1996,2.1352368317906212e-08,5.871901409548741e-09
1997,1.0548768192286673e-08,5.753873377756236e-09
1998,1.859570408768718e-08,7.152193948201102e-09
1999,1.6452723627935484e-08,4.570201106446348e-09
2000,9.719668847552043e-09,5.3016377954406835e-09
2001,6.571817756650944e-09,5.257454110951798e-09
2002,1.1829297652532489e-08,8.762443215459825e-09
2003,1.0833999919412918e-08,9.167230530238157e-09
2004,1.673820693159911e-08,1.0131019578807354e-08
2005,1.0358624180639708e-08,1.0808999029165989e-08
2006,2.26483944376632e-08,1.1118302722934459e-08
2007,7.589511158423434e-09,1.4380126422963713e-08
2008,1.3198063086861112e-08,1.3623807137985722e-08
2009,1.3350939020995156e-08,1.3350939465084366e-08
2010,8.97520635589899e-09,1.369900015646408e-08
2011,8.795135286732148e-09,1.4531093661673822e-08
2012,1.4978711604385353e-08,1.7361688586792212e-08
2013,9.204112250138508e-09,2.119735104111342e-08
2014,1.2559581735738234e-08,1.9489007255235613e-08
2015,1.1304534197620342e-08,2.3939014326401775e-08
2016,1.4085112631789798e-08,3.024156569608749e-08
2017,9.05620051172562e-09,2.3898307915937167e-08
2018,1.058401366549333e-08,2.1426172835958823e-08
2019,1.020395146156261e-08,2.448948244193616e-08
