year,elles_PRON ont_VERB,elles_PRON vont_VERB
1937,2.5378657028340967e-05,1.079058847608394e-06
1938,2.486468929419061e-05,1.15001452627439e-06
1939,2.4588244741607923e-05,1.1011716196662746e-06
1940,2.2860083390696673e-05,1.1081371269483498e-06
1941,2.42259334299888e-05,1.0743469829321839e-06
1942,2.4325275262526702e-05,1.1347952124651783e-06
1943,2.4700724225112936e-05,1.216455530084204e-06
1944,2.4587301140854834e-05,1.114975589189271e-06
1945,2.4198822757171e-05,1.1807491944182402e-06
1946,2.330253619220457e-05,1.2208808186642273e-06
1947,2.3147947558754822e-05,1.286261948507672e-06
1948,2.3990995487110922e-05,1.208953904097143e-06
1949,2.6094588974956423e-05,1.1417180871831079e-06
1950,2.312446713403915e-05,1.0890609871694323e-06
1951,2.3600078293384286e-05,1.2068706780610228e-06
1952,2.3280818368220935e-05,1.1588739425860695e-06
1953,2.333934253329062e-05,1.1517221594203875e-06
1954,2.3157978830568027e-05,1.2587026390065148e-06
1955,2.293748775628046e-05,1.1919721885078616e-06
1956,2.3620340471097734e-05,1.090142689008644e-06
1957,2.2613279725192115e-05,1.0902436429205409e-06
1958,2.3285538645723136e-05,1.141569583751334e-06
1959,2.234153089375468e-05,1.1416851748435874e-06
1960,2.2580602035304764e-05,1.1986883237113943e-06
1961,2.2507867015519878e-05,1.1728492950169311e-06
1962,2.2688349417876452e-05,1.1910194359643356e-06
1963,2.3049540686770342e-05,1.3248942707377864e-06
1964,2.246809572170605e-05,1.3232630919901567e-06
1965,2.3249618607223965e-05,1.3050823213234253e-06
1966,2.3091848106560064e-05,1.3432256480427895e-06
1967,2.2620873096457217e-05,1.254277378848201e-06
1968,2.25823905566358e-05,1.4170416875458614e-06
1969,2.3401407815981656e-05,1.216282726090867e-06
1970,2.293706165801268e-05,1.2922417056415725e-06
1971,2.1931194169155788e-05,1.377604405661259e-06
1972,2.2269454802881228e-05,1.3174216917377635e-06
1973,2.1648146230290877e-05,1.2752040277064225e-06
1974,2.1962794562568888e-05,1.3028824241700931e-06
1975,2.1392349026427837e-05,1.1891301880950778e-06
1976,2.2237618395593017e-05,1.352391791442642e-06
1977,2.2999961402092595e-05,1.329915733094822e-06
1978,2.1629692582791904e-05,1.2938608051626943e-06
1979,2.206428098361357e-05,1.2880193196451728e-06
1980,2.219880752818426e-05,1.3274826642373228e-06
1981,2.2504407297674334e-05,1.4340020584313606e-06
1982,2.3181917640613392e-05,1.4128275438451965e-06
1983,2.281092201883439e-05,1.4070523661757761e-06
1984,2.3301575765799498e-05,1.4671491044282448e-06
1985,2.243742983409902e-05,1.477421051276906e-06
1986,2.2412782072933624e-05,1.5393838452837372e-06
1987,2.2677240849588998e-05,1.419542797975737e-06
1988,2.2144073682284215e-05,1.4931418945707264e-06
1989,2.3164266622188734e-05,1.4658774603049096e-06
1990,2.311045273017953e-05,1.5844676681808778e-06
1991,2.281809838677873e-05,1.5497713832246518e-06
1992,2.3040934138407465e-05,1.6320454960805364e-06
1993,2.2935642391530564e-05,1.5199585163827578e-06
1994,2.3525118194811512e-05,1.5471360370611364e-06
1995,2.308933744643582e-05,1.6007074350454786e-06
1996,2.3093120944395196e-05,1.6873709114406665e-06
1997,2.3985021471162327e-05,1.7017080153891584e-06
1998,2.3485420570068527e-05,1.564900003359071e-06
1999,2.3986242922546808e-05,1.6457294123028987e-06
2000,2.3996978598006535e-05,1.6417404822277604e-06
2001,2.3787790269125253e-05,1.759932729328284e-06
2002,2.3567903554067016e-05,1.661359249283123e-06
2003,2.4190653675759677e-05,1.7559412981427158e-06
2004,2.431356733723078e-05,1.718749501833372e-06
2005,2.3441116354661062e-05,1.7659202171671495e-06
2006,2.3154895643529017e-05,1.6928646004998882e-06
2007,2.269343667649082e-05,1.7827362626121612e-06
2008,2.2657241970591713e-05,1.8515605120228429e-06
2009,2.1552230009547202e-05,1.9058464886256843e-06
2010,2.2362436538969632e-05,2.10586688353942e-06
2011,2.096569187415298e-05,2.0389418864397157e-06
2012,2.03496010726667e-05,2.1603387381219363e-06
2013,2.024765353780822e-05,2.0753880107804434e-06
2014,1.899117114589899e-05,2.171508469928085e-06
2015,1.8724742403719574e-05,2.025063338351174e-06
2016,1.945319672813639e-05,2.1254020339256385e-06
2017,1.918304587888997e-05,2.1322321686056966e-06
2018,1.8729057501332136e-05,2.205605142080458e-06
2019,1.8932155398942996e-05,2.2173185243445914e-06
