year,ses_DET oies_NOUN,ses_DET voix_NOUN
1845,1.339254718235594e-08,2.1986098569515278e-07
1846,1.5807152919933287e-08,1.5865699287687107e-07
1847,7.011190739092399e-09,1.4130245951093912e-07
1848,1.045878850192139e-08,2.0113054421955212e-07
1849,1.5920887719289567e-08,2.5054449315220495e-07
1850,8.146795238417326e-09,2.1181667086977995e-07
1851,1.870337307252612e-08,1.2834383444904063e-07
1852,1.3672145193766028e-08,1.7773788374420008e-07
1853,1.2541057081705276e-08,1.570618044510752e-07
1854,2.0782657927931325e-08,2.35363594391913e-07
1855,1.3798036491152743e-08,2.4995673442163024e-07
1856,2.174419400091665e-08,2.681784042612989e-07
1857,1.4644527368545823e-08,4.2176237879942846e-07
1858,7.34051397444091e-09,1.947683050396165e-07
1859,2.6479302084325695e-08,1.9197493195122206e-07
1860,2.380135608048839e-08,3.821948661442143e-07
1861,2.5466203590340797e-08,2.1882071155054916e-07
1862,1.3553958982948089e-08,4.6761157923569385e-07
1863,2.2975255475898848e-08,2.2675577976416506e-07
1864,1.821996631345968e-08,2.852863014712881e-07
1865,2.7299698113214532e-08,3.1724132210086964e-07
1866,7.784980660119345e-09,6.237715659551668e-07
1867,5.338092634588065e-09,7.012312863707848e-07
1868,1.1361710683388537e-08,4.920114340389858e-07
1869,1.9534076356464425e-08,2.4564101774871006e-07
1870,7.454262984651905e-09,2.488577104386991e-07
1871,2.230447138096281e-08,1.370131839095734e-07
1872,3.205089793567595e-08,2.177042125461881e-07
1873,8.979006871356887e-09,2.639828018402568e-07
1874,3.226288780577846e-08,3.3218825645775496e-07
1875,3.2612703648737806e-08,3.4157516459742965e-07
1876,5.441413541973361e-09,2.7146607450845295e-07
1877,2.22653372405901e-08,3.315061363196037e-07
1878,1.509772218355465e-08,2.693433569511683e-07
1879,7.94212251520321e-09,2.79196163965878e-07
1880,1.3477476912271413e-08,2.0729643335215542e-07
1881,2.6495528548942104e-08,1.4851441609842198e-07
1882,1.5972924316542958e-08,1.76367705329028e-07
1883,1.7062215640351042e-08,2.0411465140313112e-07
1884,1.8484752395409032e-08,2.2247718156620522e-07
1885,1.933690724209569e-08,2.539580399307795e-07
1886,3.033128009866104e-08,2.1490035351234837e-07
1887,1.828098916689669e-08,2.5723962959744995e-07
1888,2.9800888867725916e-08,2.4094335948632306e-07
1889,1.50363277384713e-08,2.694008767178957e-07
1890,2.3595790488162294e-08,5.879284934451334e-07
1891,1.5298128430707436e-08,3.301846076553261e-07
1892,2.570090096298827e-08,2.8647100869250153e-07
1893,1.539604177480669e-08,3.1161588331940493e-07
1894,1.5753848003896564e-08,6.427570156120055e-07
1895,1.865770427045277e-08,3.8458945361696806e-07
1896,1.1794058174530164e-08,2.588795728897253e-07
1897,1.5149455578900017e-08,2.28407172286893e-07
1898,1.4711722506888236e-08,3.072486745026026e-07
1899,3.8693048765026106e-08,2.520575765885269e-07
1900,2.855079306307573e-08,2.829124090553137e-07
1901,7.824234593556412e-09,2.760837150006523e-07
1902,2.160524809058373e-08,2.4502316975372196e-07
1903,1.7820727560291516e-08,5.93484234201469e-07
1904,2.0961038238453966e-08,2.0477322237866247e-07
1905,7.225062881310862e-09,2.668112406567502e-07
1906,3.806696469155213e-08,2.9064643136678114e-07
1907,4.525702124169584e-08,3.157705878997774e-07
1908,2.1610112144188065e-08,4.5233893875007425e-07
1909,2.2003934396774838e-08,6.568174484300471e-07
1910,2.672075316567657e-08,5.418968687109782e-07
1911,3.724261865567513e-08,5.618315039868094e-07
1912,1.8753916364300238e-08,3.5424064304123704e-07
1913,2.227255713194154e-08,4.221179779051454e-07
1914,3.281404303834279e-08,3.7434797306445944e-07
1915,7.068456930880984e-09,3.369297889577183e-07
1916,2.966614687238689e-08,3.1534017397305547e-07
1917,1.315970976634162e-08,2.0836206093832743e-07
1918,1.9526840588923733e-08,2.641866618802169e-07
1919,1.012863304339362e-08,3.5450215829513354e-07
1920,1.2872793941909322e-08,8.40517731859336e-07
1921,1.7417319808643583e-08,6.073343659096508e-07
1922,2.7298360905092522e-08,2.0731999272882717e-07
1923,2.7601466001669905e-08,2.282428868127795e-07
1924,2.7072411756812187e-08,3.313147476369238e-07
1925,1.8696901804560184e-08,3.200469729236488e-07
1926,1.7833821197577038e-08,3.410718427687698e-07
1927,7.246995892273844e-08,2.6423663612717974e-07
1928,2.5137291359556002e-08,2.650841595119857e-07
1929,2.2280811862174232e-08,8.009952194854009e-07
1930,1.3654685049324655e-08,2.730936778938542e-07
1931,2.167017854048936e-08,2.4179356650222417e-07
1932,7.6716757391182e-09,2.783722249377618e-07
1933,1.8353059516584835e-08,2.8561949605432346e-07
1934,1.9170528275935794e-08,1.9050713007118247e-07
1935,2.752705263731059e-08,2.297910492998767e-07
1936,2.9099314957647948e-08,1.7702083887627396e-07
1937,2.5182236740306507e-08,1.7123920725836683e-07
1938,1.1668692678767911e-08,2.3078081401450845e-07
1939,2.141167065872196e-08,1.6670515456951307e-07
1940,2.028626333583361e-08,2.3836359286377728e-07
1941,1.1806010391524069e-08,2.0955668489364143e-07
1942,6.068423541449874e-09,2.427369429902626e-07
1943,3.4838823381733164e-08,2.6709764888721566e-07
1944,6.4263723231761105e-09,2.1528347460275654e-07
1945,1.5249527862692958e-08,2.592419745539587e-07
1946,2.3665877257883494e-08,3.4941972781865616e-07
1947,3.457052732969146e-08,2.9325342221220296e-07
1948,1.522064252412747e-08,4.2509082209818416e-07
1949,2.1597417965146803e-08,4.093692540507732e-07
1950,2.4461330738745346e-08,2.775829441858946e-07
1951,1.9190522948520083e-08,2.548074951036483e-07
1952,2.5307528517259925e-08,5.188043257220443e-07
1953,2.693456835345387e-08,3.048993155729818e-07
1954,1.3681550115052232e-08,3.5376580065360486e-07
1955,1.220129064449793e-08,3.256805944928942e-07
1956,1.2209597999301991e-08,4.517551230875938e-07
1957,3.180613461495341e-08,3.012747790132053e-07
1958,2.1507833736222892e-08,4.5745507581962386e-07
1959,1.5501495198577686e-08,2.456987093779617e-07
1960,2.4914999841030294e-08,4.4293334611200663e-07
1961,1.876002997391879e-08,3.5921982988185164e-07
1962,1.2683912586908264e-08,4.0778779109018615e-07
1963,1.6165133231993423e-08,2.916190013912967e-07
1964,1.946869854219102e-08,2.768205464853679e-07
1965,2.0246559984116175e-08,4.42141116607786e-07
1966,5.095948907296588e-08,3.279132307909549e-07
1967,1.972134178185314e-08,2.682102646645035e-07
1968,1.886394726535734e-08,3.5976240431168094e-07
1969,4.587175481129968e-08,3.4244854507647915e-07
1970,1.7935028046034418e-08,4.258419465941188e-07
1971,3.596878228595557e-08,3.627708702325094e-07
1972,2.0007572487656944e-08,3.4474585675070557e-07
1973,2.5360738176161135e-08,3.3189486536855384e-07
1974,1.0688586016271984e-08,3.622868098851484e-07
1975,1.4278700888326057e-08,2.3988217190407113e-07
1976,1.3712464053128315e-08,2.725352438170958e-07
1977,1.116588582705802e-08,4.1431313313466944e-07
1978,2.1386128423728223e-08,3.5821764621246643e-07
1979,2.8089471748593553e-08,3.1425096302939437e-07
1980,2.6720207435548815e-08,2.979018911553055e-07
1981,1.4548763582755697e-08,3.5802610853785666e-07
1982,3.2279010242497463e-08,4.028668829647586e-07
1983,2.273513821648976e-08,3.669198544997698e-07
1984,2.7835240168361253e-08,2.922700268470635e-07
1985,1.9851341903631692e-08,2.851374634182946e-07
1986,1.498621315931814e-08,4.2141232903247783e-07
1987,1.2221633483022742e-08,3.996474287060181e-07
1988,1.5591039570495013e-08,4.7672603598059027e-07
1989,1.8659615408367358e-08,2.7275968350615187e-07
1990,1.471135746555774e-08,2.680736403970485e-07
1991,1.4653663171770859e-08,2.5438758877172063e-07
1992,2.5345743781546304e-08,5.069148656389189e-07
1993,1.0524494165053966e-08,3.151809118140392e-07
1994,2.479215582829042e-08,3.5975000134413904e-07
1995,2.1689803730851054e-08,2.792562225906181e-07
1996,2.028475121207407e-08,2.6263414820704156e-07
1997,1.1507746866534774e-08,3.164630277829872e-07
1998,1.6211639697338853e-08,3.0277621698715507e-07
1999,1.7366764665238676e-08,3.0209028167860197e-07
2000,1.1928684817696933e-08,2.8142861863145185e-07
2001,1.401987734239718e-08,2.7075889041938694e-07
2002,1.9715496790695397e-08,2.8697001797084454e-07
2003,1.5417615628621206e-08,3.083523028024615e-07
2004,1.673820673731008e-08,2.9864484307751127e-07
2005,2.7022498017004182e-08,2.7292723148164555e-07
2006,1.4412614379732958e-08,2.750750516256062e-07
2007,1.477957436990529e-08,2.959909388700055e-07
2008,1.830699147831183e-08,2.822682452219283e-07
2009,2.0026408975581944e-08,2.4222418160135817e-07
2010,2.8815136610127468e-08,2.5508481815705863e-07
2011,2.7532598423363197e-08,2.3746865251972338e-07
2012,4.765953676155732e-08,3.0910614734480646e-07
2013,4.0442312609911824e-08,2.7751794506869487e-07
2014,5.543539623176219e-08,2.470772941798316e-07
2015,4.189327339199078e-08,2.2875057315019376e-07
2016,4.0391132216655024e-08,2.506321532536049e-07
2017,2.3646747338013085e-08,3.509277748392492e-07
2018,5.3436360447634e-08,2.0057996508171527e-07
2019,3.4693431849586176e-08,2.71170004673138e-07
