year,quelques_DET allées_NOUN,quelques_DET vallées_NOUN
1868,3.754304245262574e-08,1.8573926041653976e-07
1869,2.539429999615095e-08,1.0841412334539058e-07
1870,2.0069171213776826e-08,1.4793845615201917e-07
1871,6.054071111094572e-08,9.240424092560318e-08
1872,2.3584623920491765e-08,1.1610891226254694e-07
1873,2.573981916498269e-08,1.472557045190115e-07
1874,1.0156835539287812e-08,1.0336074085515179e-07
1875,3.89063856687244e-08,1.310229675866026e-07
1876,1.5719638923883394e-08,1.656607997446713e-07
1877,3.154256233983688e-08,1.719378914799563e-07
1878,1.509772123986508e-08,1.2682086625304123e-07
1879,3.299035788995042e-08,1.5090033866904662e-07
1880,2.631317030932223e-08,1.0011839979284787e-07
1881,2.5798277791810875e-08,1.1644087827278327e-07
1882,2.7952617998039386e-08,9.317539362285743e-08
1883,2.4013488364449387e-08,1.1374810160447169e-07
1884,3.49889939244008e-08,1.0364664415618563e-07
1885,1.6114088952079442e-08,1.1795513232826238e-07
1886,1.936039151217983e-08,1.1422630841195769e-07
1887,2.2851236569643163e-08,1.1621485884738547e-07
1888,1.1413106904001324e-08,8.81345476599904e-08
1889,2.192797854405626e-08,1.522428181299773e-07
1890,1.900772012009e-08,1.0618105994453231e-07
1891,2.4859458491732767e-08,1.287592410470495e-07
1892,1.1283322720601063e-08,1.3226561090817768e-07
1893,2.6481190629201734e-08,9.422377278411886e-08
1894,4.0960006941759275e-08,1.1531816745957713e-07
1895,2.2870734639468537e-08,6.801034646564119e-08
1896,1.0614652268259306e-08,1.043774151554544e-07
1897,1.3401441401050818e-08,1.0604618649878716e-07
1898,1.2448380437568574e-08,1.0750874501752605e-07
1899,2.04520400615138e-08,1.2271224214543963e-07
1900,1.5054054447460885e-08,1.0485927548486984e-07
1901,1.7883964975595745e-08,9.668518119454461e-08
1902,1.6203935970793282e-08,1.1735578109295375e-07
1903,2.2680924471885078e-08,1.1502469110524771e-07
1904,1.7736262236667244e-08,1.1824175683017302e-07
1905,1.961088502699937e-08,1.0476341183451865e-07
1906,2.263441140071265e-08,1.188306599786415e-07
1907,3.702847339859261e-08,1.2239967328575574e-07
1908,3.585313956833147e-08,1.2180244768345005e-07
1909,3.300590023513905e-08,1.155206517111651e-07
1910,1.81701124146727e-08,1.1383040998680372e-07
1911,4.30950310992273e-08,1.0055506960426897e-07
1912,3.1256526866751955e-08,1.0835596064850961e-07
1913,2.0151360580200617e-08,9.386291965896021e-08
1914,4.085013749488553e-08,8.973636367315407e-08
1915,2.4739600590351074e-08,8.128725959011263e-08
1916,4.8344833913915863e-08,7.361599418942433e-08
1917,2.0836207093033465e-08,9.102132469962498e-08
1918,1.8378202071289707e-08,7.006689184407833e-08
1919,8.287063479883727e-09,9.299927117289997e-08
1920,3.710393414735336e-08,6.815008424254643e-08
1921,4.619376059444846e-08,6.739744939920911e-08
1922,1.9920426197472807e-08,7.377935717922668e-08
1923,1.4862327368803108e-08,7.112684974330818e-08
1924,3.222906019839655e-08,9.410885848382122e-08
1925,1.3197813508725176e-08,8.028670195336929e-08
1926,2.3406890314880968e-08,9.808601753036328e-08
1927,1.1149224654616319e-08,7.135503743427307e-08
1928,2.0566874314731365e-08,9.369353914934209e-08
1929,2.2280812528308047e-08,8.355304803586705e-08
1930,1.575540586884472e-08,9.033099246380516e-08
1931,2.3951248984133144e-08,9.466445849426464e-08
1932,2.6302888755935783e-08,8.329247525029615e-08
1933,2.7529588830788043e-08,7.914757005345052e-08
1934,3.2350264689284813e-08,1.0423974927675772e-07
1935,2.752705352548901e-08,8.61716449307437e-08
1936,1.091224355320719e-08,8.972288556563512e-08
1937,2.7700460369928237e-08,9.56925009232279e-08
1938,3.5006078036303734e-08,8.686693497850229e-08
1939,1.5294050470515685e-08,1.391758663871201e-07
1940,1.5214697723919812e-08,7.100192078723921e-08
1941,1.1806010391524069e-08,9.149658097840074e-08
1942,2.730790527039062e-08,1.0012898599143227e-07
1943,2.322588166236983e-08,1.016132318287788e-07
1944,4.498460803858961e-08,8.354284197764628e-08
1945,2.832055301382752e-08,6.535511953842388e-08
1946,2.227376683094917e-08,8.77029542323271e-08
1947,3.2186353138285995e-08,7.867775098091556e-08
1948,1.8482209318548826e-08,8.697510178734547e-08
1949,3.2396127447320566e-08,1.2369430635317258e-07
1950,1.8080114516649815e-08,8.720996502731282e-08
1951,7.462981455041984e-09,9.59526187394033e-08
1952,1.898064760919027e-08,1.0861147847762709e-07
1953,1.723812381726475e-08,6.787511552808212e-08
1954,2.052232517257835e-08,1.1042965919472181e-07
1955,3.191106623390283e-08,6.945349495524056e-08
1956,2.5291310157271596e-08,8.8955642851829e-08
1957,2.2087593976038988e-08,9.541840384486022e-08
1958,2.647117886001027e-08,9.016745705636708e-08
1959,1.550149542062229e-08,9.998464900462523e-08
1960,2.629916601160076e-08,8.30500019866065e-08
1961,2.1539293348915578e-08,9.935868083843502e-08
1962,2.219684747117867e-08,6.97615170075494e-08
1963,3.16836610281257e-08,8.211887347897573e-08
1964,1.52099203787337e-08,7.300761861728233e-08
1965,3.119064762024948e-08,7.879742236482912e-08
1966,2.9357095865378824e-08,5.594465646296953e-08
1967,2.662381115570156e-08,8.135053786162416e-08
1968,2.1109655135020944e-08,5.344784970162664e-08
1969,2.3617139688347777e-08,5.768032573794102e-08
1970,1.4715919705032832e-08,6.668151608657524e-08
1971,1.3873672988218289e-08,5.5494692396962364e-08
1972,1.692948464748767e-08,6.412683406509245e-08
1973,2.0950173595934984e-08,4.9618833097841986e-08
1974,2.025205791955642e-08,5.7380830975617414e-08
1975,2.1132476657470534e-08,5.311676609665028e-08
1976,3.142439708447853e-08,4.570821543481429e-08
1977,2.644551744257484e-08,4.4663543530276684e-08
1978,1.841583363582089e-08,6.83168023263292e-08
1979,2.1067103284089228e-08,5.67641408322217e-08
1980,1.5918422358041084e-08,6.879032321549516e-08
1981,1.8344094465660987e-08,5.186950741142837e-08
1982,1.4898005717967067e-08,5.028076910384982e-08
1983,1.1367568553133367e-08,4.6733339642557326e-08
1984,1.2177917618760858e-08,5.9149886322273915e-08
1985,1.082800415996843e-08,4.932757424747081e-08
1986,1.3187868130870584e-08,6.054430246038578e-08
1987,1.7110287964250404e-08,3.7887063097929996e-08
1988,1.2592763221075387e-08,6.176450262351807e-08
1989,2.4147737032187422e-08,4.719784918449932e-08
1990,2.1794604121438965e-08,6.538381458476294e-08
1991,1.2309077312977479e-08,4.6891723393116536e-08
1992,1.9284805363728452e-08,5.344645714888685e-08
1993,2.437251223064152e-08,3.9882293578763495e-08
1994,2.3737170007365194e-08,3.375953006035104e-08
1995,2.982348029645365e-08,3.68726640331829e-08
1996,1.6548085346457242e-08,4.590759239420095e-08
1997,2.157702505556358e-08,4.4592518566588524e-08
1998,1.76420777986408e-08,4.7681291803769454e-08
1999,1.4624643551730543e-08,4.067478931446544e-08
2000,1.0161472774328217e-08,3.269343418210724e-08
2001,9.200544492937723e-09,3.8554662018519537e-08
2002,1.840113100781693e-08,2.9792307010279018e-08
2003,2.2501383201145586e-08,2.8751768632595542e-08
2004,2.55477893285061e-08,3.2154975349030224e-08
2005,1.1709748837240852e-08,2.477062333028357e-08
2006,2.0589450144825605e-08,2.8001651830589225e-08
2007,1.4380125756829898e-08,3.11569408606438e-08
2008,2.0435711123312217e-08,2.2990173487169585e-08
2009,3.0039612131105287e-08,3.147007165971161e-08
2010,2.7397998980660532e-08,1.6060896446123962e-08
2011,2.715020097632248e-08,4.359327918090905e-08
2012,4.4255285658323373e-08,2.791487263564818e-08
2013,3.737427523020642e-08,2.677560084762831e-08
2014,4.5907438073200524e-08,2.2953718759044506e-08
2015,3.7016807397094453e-08,2.3495698553421818e-08
2016,4.453381108326937e-08,3.6662717084468e-08
2017,4.075290505056728e-08,1.735771881783421e-08
2018,5.911558864646338e-08,2.529837428433268e-08
2019,4.897896488387232e-08,3.035675488760603e-08
