year,les_DET yeux_NOUN,les_DET vieux_NOUN
1877,8.399103944611852e-05,3.1851802750892944e-07
1878,7.783841533637315e-05,2.874606166436422e-07
1879,8.255775628640549e-05,3.030225343980675e-07
1880,7.843057574064005e-05,3.6068294750890573e-07
1881,8.09208345344814e-05,4.085889466765025e-07
1882,8.345586707037e-05,3.27444938719168e-07
1883,7.672056949559192e-05,3.8547966862978456e-07
1884,7.999078206921695e-05,3.8355859199867837e-07
1885,7.592507631670742e-05,3.6611210529891025e-07
1886,7.549068118350988e-05,3.897892284498994e-07
1887,7.707787062827265e-05,3.558264030090186e-07
1888,7.691546306887176e-05,4.7364390365345344e-07
1889,7.488404730793263e-05,4.7615040388304664e-07
1890,7.16217475655867e-05,4.633951331545205e-07
1891,7.14715824869927e-05,4.640432056390864e-07
1892,7.144975575101853e-05,4.1121439986469e-07
1893,7.031310201455199e-05,3.812059877206231e-07
1894,6.984815377109044e-05,5.072739064360121e-07
1895,7.112738217074366e-05,4.014415910802427e-07
1896,7.044944459266844e-05,6.722613061782567e-07
1897,6.884611707391741e-05,6.671586896267456e-07
1898,6.837385967628506e-05,6.020489555780273e-07
1899,7.045451070553099e-05,5.654712698088815e-07
1900,6.963849637031672e-05,4.993793045748873e-07
1901,6.706654335175699e-05,6.03583803826524e-07
1902,5.7952152701545856e-05,4.944655895844363e-07
1903,6.513421521958662e-05,4.935801287686559e-07
1904,6.0124858009658055e-05,5.234884881133439e-07
1905,6.228416691556049e-05,5.124633801756318e-07
1906,6.377296722348547e-05,4.984714760958298e-07
1907,6.141326525721524e-05,5.765127397694414e-07
1908,6.458034749812214e-05,5.667742999371228e-07
1909,6.717691326230124e-05,5.500983508710533e-07
1910,6.658811821580457e-05,7.34820728709451e-07
1911,6.24734284428996e-05,5.926896764485434e-07
1912,6.25526474777871e-05,5.527195945376207e-07
1913,6.287966948548274e-05,6.851462757140325e-07
1914,6.244579503800196e-05,5.839560657250331e-07
1915,6.146730197542638e-05,6.821060976047733e-07
1916,6.669279355264734e-05,8.075784565519939e-07
1917,6.632822646679415e-05,8.279650698383989e-07
1918,6.494626632047584e-05,8.810050440288819e-07
1919,6.5563562884563e-05,7.154498415928856e-07
1920,6.473122607530968e-05,6.224374455854331e-07
1921,6.642511243626359e-05,6.709454309916651e-07
1922,7.062307281557878e-05,7.134463730906759e-07
1923,6.934443149475555e-05,6.358952928664507e-07
1924,6.705578175569826e-05,6.832561032510398e-07
1925,7.215354935397045e-05,6.103988745564948e-07
1926,6.793683110117854e-05,6.654244710802004e-07
1927,7.906138125690632e-05,6.734131905439256e-07
1928,6.573972859769128e-05,6.50141738667287e-07
1929,6.69271057631704e-05,6.350031636070952e-07
1930,5.9882092728003045e-05,6.60676652275427e-07
1931,5.649871422974684e-05,6.47824241362116e-07
1932,5.6748479892121395e-05,6.192138216620791e-07
1933,5.341887481336016e-05,6.079451000395864e-07
1934,5.376853982852481e-05,6.026734933328726e-07
1935,5.556874475587392e-05,5.708871499976453e-07
1936,5.466063953463163e-05,6.316976395304152e-07
1937,5.427023643278517e-05,6.547381494748095e-07
1938,5.6257363667100435e-05,6.962320320269555e-07
1939,5.375093974180345e-05,6.622323729388313e-07
1940,4.318945343584346e-05,6.948045312427098e-07
1941,5.9903695046159555e-05,8.943052769438964e-07
1942,5.98346550759743e-05,6.007739283830915e-07
1943,6.347052908495243e-05,7.374217487754464e-07
1944,6.66125638417725e-05,6.297844699076904e-07
1945,6.836145803390536e-05,6.79693258565095e-07
1946,6.637861179115134e-05,6.709972319995927e-07
1947,6.748524469912809e-05,6.258457383445659e-07
1948,6.530090445266978e-05,6.805801824327773e-07
1949,5.644779662361543e-05,5.900021915472564e-07
1950,6.450240493904857e-05,6.455664536275663e-07
1951,6.14917671555304e-05,5.703850032290347e-07
1952,5.801645852443471e-05,5.493842749615396e-07
1953,5.524926473299274e-05,6.097986204878225e-07
1954,6.163831540106912e-05,5.883066842571338e-07
1955,5.435393336483685e-05,5.781534557769419e-07
1956,6.056222332517791e-05,6.139683659256434e-07
1957,5.449274522106862e-05,5.106651919106753e-07
1958,5.624629261546943e-05,6.452349774477284e-07
1959,5.4422652056018705e-05,5.968075917905935e-07
1960,5.847758120580693e-05,6.069570845923522e-07
1961,6.0468440324257244e-05,6.295032175529514e-07
1962,6.054538835087442e-05,5.910703508860138e-07
1963,5.883267772333056e-05,8.496394148238551e-07
1964,5.8592266896084766e-05,6.637609266668676e-07
1965,5.662087437485752e-05,6.911190855163341e-07
1966,6.185484744491987e-05,7.38358665763883e-07
1967,6.165976401462103e-05,6.838375323781065e-07
1968,6.026357323207776e-05,7.096436926978811e-07
1969,5.605664523500309e-05,6.612799618999077e-07
1970,5.0586896350068855e-05,6.424418903527851e-07
1971,5.2598178626794834e-05,6.690193510294762e-07
1972,5.0103579724236624e-05,5.981751307615468e-07
1973,4.798417080564832e-05,6.466988131670348e-07
1974,4.225254247103294e-05,6.716932512418339e-07
1975,4.050410507261404e-05,7.185042010249276e-07
1976,4.190871823084308e-05,6.31916083904116e-07
1977,4.175512412984972e-05,7.105029276033292e-07
1978,4.649879224416509e-05,8.132669346849752e-07
1979,4.845902003580704e-05,7.888460338278946e-07
1980,4.641186342269066e-05,7.90235926473315e-07
1981,4.859919636146515e-05,8.014470962436349e-07
1982,4.81720808238606e-05,8.113205582915839e-07
1983,4.9551863867236534e-05,7.647847919400874e-07
1984,4.831617752643069e-05,7.776470276610326e-07
1985,4.769435213347606e-05,7.844287921443538e-07
1986,4.964093250237056e-05,7.882748529475236e-07
1987,4.6814357347102487e-05,7.180209702362106e-07
1988,4.728402632281359e-05,6.698150727402208e-07
1989,4.927235977447708e-05,7.156511179218228e-07
1990,4.505543870436668e-05,6.587419112413784e-07
1991,4.573349792735826e-05,7.684380936012758e-07
1992,4.7047210955497576e-05,7.091298233063981e-07
1993,4.831961268791929e-05,7.178812770902709e-07
1994,4.775760294251086e-05,7.221374458410423e-07
1995,4.967344671058527e-05,7.060030746686152e-07
1996,4.583125905810448e-05,7.030267639152044e-07
1997,4.6466365120068076e-05,6.473107445614801e-07
1998,4.892625133834372e-05,7.037759015560141e-07
1999,4.736236405733507e-05,6.238324536944617e-07
2000,4.753625125886174e-05,7.108612889439314e-07
2001,4.7990040002332535e-05,7.036226110646027e-07
2002,5.195164976612432e-05,7.890580144831461e-07
2003,5.528590031644853e-05,7.27961438018454e-07
2004,5.297818597682635e-05,6.519091183543324e-07
2005,5.459625299408799e-05,7.512254147634678e-07
2006,5.898342010368651e-05,7.173363932855281e-07
2007,8.397953433814109e-05,7.309897669394161e-07
2008,8.946285424826783e-05,7.595272522031848e-07
2009,0.00010409154720036895,7.524207559228557e-07
2010,0.0001373334152958705,8.153266994881392e-07
2011,0.00015790594443387818,7.460569457773403e-07
2012,0.00019461126157693798,8.483397557768058e-07
2013,0.00021537344764510635,8.911254436583249e-07
2014,0.00023152636549639283,9.510635354814667e-07
2015,0.00023226097437145654,8.360922265637782e-07
2016,0.00023763904755469412,8.028514031366285e-07
2017,0.00024444798691547476,7.599662030788323e-07
2018,0.0002697570835152874,8.389766568139834e-07
2019,0.00025312073648819933,6.918279020773355e-07
