year,ces_DET oeufs_NOUN,ces_DET voeux_NOUN
1875,3.089624645014055e-08,3.3184858139190254e-08
1876,1.7533442697725832e-08,3.083467525755168e-08
1877,1.6699003513309663e-08,2.5357746014087468e-08
1878,2.8987626299326053e-08,3.7442348665983616e-08
1879,2.382636854481035e-08,2.077170524472649e-08
1880,1.9253539207397807e-08,3.0805662021293756e-08
1881,6.275256814181063e-09,1.6734018393194106e-08
1882,2.8618155623050257e-08,2.7287078596671677e-08
1883,2.274962085380139e-08,2.401348719871521e-08
1884,1.5183903023796574e-08,2.706695756415911e-08
1885,1.289127143921931e-08,1.8047779493102212e-08
1886,1.936039151217983e-08,1.742435196128156e-08
1887,2.154545120092166e-08,4.831404210037249e-08
1888,1.4583414031932307e-08,2.3460274389819347e-08
1889,1.8795410006156033e-08,3.069917031695013e-08
1890,2.1629475988049762e-08,4.4569828716589655e-08
1891,3.250852198544152e-08,2.8046569067186056e-08
1892,2.5074048615181255e-08,2.3820347694325505e-08
1893,9.976634818276153e-08,3.325544883914233e-08
1894,1.575384822594117e-08,2.142523358727999e-08
1895,1.083350587016696e-08,2.347259675516966e-08
1896,1.0024949259612725e-08,4.36380135915293e-08
1897,2.097616846885586e-08,1.8645483823576114e-08
1898,1.9238406756549864e-08,1.527755855157409e-08
1899,1.1607914629507832e-08,1.713549302451156e-08
1900,1.557315965072803e-08,2.906989671203064e-08
1901,2.235495610847238e-08,2.850256791697703e-08
1902,2.0623193042190735e-08,2.7006560543441083e-08
1903,2.2140903555012414e-08,2.8081145408975772e-08
1904,2.2573424907079698e-08,2.6873126834914274e-08
1905,3.0448477628119974e-08,3.044847912692106e-08
1906,9.773950315761226e-09,2.5206504439267974e-08
1907,2.7257069490360664e-08,2.982849051091918e-08
1908,2.0136694756089923e-08,3.388858438313491e-08
1909,3.575639284658649e-08,3.96070820585237e-08
1910,2.2979848468551722e-08,3.0996074040778865e-08
1911,5.7460039837309296e-08,2.7665946422672505e-08
1912,1.82329742415277e-08,3.5424063848932263e-08
1913,3.234823831022027e-08,3.34088352538231e-08
1914,4.3528834758888024e-08,2.9465672679584998e-08
1915,2.1205370792642952e-08,1.4136913861761968e-08
1916,2.6369908034951095e-08,1.7579939504130948e-08
1917,2.6319419199616334e-08,3.3995916304263574e-08
1918,1.2635013924011673e-08,3.5607768289480646e-08
1919,1.381177239245801e-08,4.051453217357448e-08
1920,2.953170463726451e-08,3.9375606331049084e-08
1921,1.817459427400081e-08,2.423279182872662e-08
1922,2.5084981203349344e-08,3.762747108337905e-08
1923,4.777176787484905e-08,3.078624999375279e-08
1924,2.836157397823058e-08,3.867487219366694e-08
1925,4.3992711695750586e-08,2.6395627239494956e-08
1926,3.9011484376239025e-08,2.8979959765251806e-08
1927,6.02058146670359e-08,4.236705619664605e-08
1928,2.2852082448565625e-08,3.999114417396754e-08
1929,1.0694789942533589e-07,3.007909765706529e-08
1930,7.247486522032887e-08,4.6215854476727714e-08
1931,6.044838940510999e-08,3.763767697506637e-08
1932,2.9590748518160126e-08,2.6302887423668153e-08
1933,4.932384722877714e-08,3.0970787712192305e-08
1934,5.751158482780738e-08,4.7926318913482646e-08
1935,4.667630548738089e-08,3.4708024010399185e-08
1936,5.45612155455899e-08,4.607391623778767e-08
1937,4.9105360555579125e-08,3.273690740712709e-08
1938,4.019216603978748e-08,3.759912092782258e-08
1939,6.576441702321745e-08,3.364691014695609e-08
1940,4.817987697691706e-08,2.5357828725702802e-08
1941,5.6078550692006957e-08,4.132103548215582e-08
1942,3.944475457373642e-08,3.034211770724937e-08
1943,1.7419411246777372e-08,2.032264689866281e-08
1944,1.2852744646352221e-08,6.4263723231761105e-09
1945,4.1391576388605245e-08,4.7927089408261736e-08
1946,3.201853981948943e-08,3.3410650246423756e-08
1947,2.3841741469965427e-08,3.457052510924541e-08
1948,6.305694988384403e-08,3.370285295289932e-08
1949,4.123143415579733e-08,3.043272567282429e-08
1950,2.658840281277719e-08,3.616023036556726e-08
1951,3.411648574758175e-08,3.6248766654978226e-08
1952,4.007025555807786e-08,3.796129455224673e-08
1953,4.955960619668076e-08,3.124409930777006e-08
1954,3.615838295445428e-08,3.713563767604455e-08
1955,5.255940527248981e-08,2.7218263642936336e-08
1956,2.3547082506070183e-08,2.1802853744645745e-08
1957,4.417518850718949e-08,2.2087594420128198e-08
1958,4.053399216275011e-08,3.060730024984082e-08
1959,4.185403779111141e-08,4.262911501573541e-08
1960,2.6991250623442653e-08,2.4915000784719865e-08
1961,4.168895617606694e-08,2.918226815751268e-08
1962,2.2196847582200974e-08,3.741754373010053e-08
1963,4.138274078968607e-08,4.073613479871341e-08
1964,4.1370985692790185e-08,2.6769460814701773e-08
1965,2.462419568249885e-08,2.1340968658911663e-08
1966,4.154306143533404e-08,1.9386761529460728e-08
1967,2.5144711202074177e-08,3.401931619739784e-08
1968,2.4253645314331607e-08,2.2906220920049236e-08
1969,1.5441976364272136e-08,2.4525491415516854e-08
1970,3.173120166621857e-08,3.403056539341698e-08
1971,2.8261185391897925e-08,1.9012070473500842e-08
1972,2.9241836674298582e-08,2.1546616046919098e-08
1973,2.4809417631388442e-08,3.58358259178182e-08
1974,3.937900050487997e-08,2.5877630260850992e-08
1975,4.1693803520814754e-08,2.798625242661501e-08
1976,3.1995751326174826e-08,3.7709278810638125e-08
1977,3.584837049430689e-08,3.761140376923322e-08
1978,3.2673252658987906e-08,2.613860239364385e-08
1979,2.574868185334367e-08,4.213420823351299e-08
1980,3.752199351225727e-08,3.2973874741770715e-08
1981,3.289285732677172e-08,3.0362638181458124e-08
1982,2.9796010991844923e-08,3.7245013739806154e-08
1983,3.220811262139023e-08,3.599730291625747e-08
1984,4.1752861612565084e-08,2.609553817478627e-08
1985,2.8874678204005022e-08,4.0304238391186686e-08
1986,2.8174081290188724e-08,3.1770773123440676e-08
1987,2.0776776743502978e-08,4.827545296848257e-08
1988,3.7778288497491985e-08,2.818380284708155e-08
1989,2.8538236107600312e-08,2.798942233539492e-08
1990,2.0160008162850573e-08,4.5223804256977473e-08
1991,3.458264430378222e-08,2.4032007939212008e-08
1992,2.8651709449434293e-08,4.573253509221331e-08
1993,1.99411469559152e-08,3.489700617365088e-08
1994,3.4287023831236496e-08,4.272690468098972e-08
1995,1.8978578264494672e-08,4.337960718414635e-08
1996,2.6690460508405067e-08,3.629902511903538e-08
1997,1.8700088588730068e-08,4.075660253732849e-08
1998,1.3827574751879013e-08,4.100590977884622e-08
1999,2.193696624352981e-08,3.244842705640849e-08
2000,9.277865808954289e-09,2.87172046142814e-08
2001,1.0953029372373635e-08,3.50496939804934e-08
2002,7.009954394732176e-09,5.5203392079761215e-08
2003,5.416999848684156e-09,2.0001229561472655e-08
2004,7.48814499296202e-09,1.1011977996133737e-08
2005,7.205999352777326e-09,1.5312748846696422e-08
2006,7.41220168576362e-09,7.412201963319376e-09
2007,7.988959105365012e-09,1.2782333996819162e-08
2008,6.3861593790903726e-09,1.0643599057669206e-08
2009,7.1522885392028e-09,1.1920480824656465e-08
2010,1.8895172648747405e-09,1.8895172648747405e-09
2011,5.35356059483405e-09,3.823972000160936e-09
2012,3.744677901096338e-09,3.7446779566074895e-09
2013,2.5102125378317908e-09,5.578250084070646e-09
2014,6.063246571486047e-09,8.445236426846137e-09
2015,5.763096111444099e-09,6.871383739781578e-09
2016,2.2784741315895474e-09,4.349814120008233e-09
2017,3.0187335409159743e-09,1.7609279867603078e-09
2018,6.453666490102705e-09,1.0842160280688518e-08
2019,7.397864654201669e-09,6.632567994824257e-09
