year,six_DET oies_NOUN,six_DET voix_NOUN
1899,2.2110313580014918e-09,1.2879257482723006e-07
1900,3.114631885736685e-09,1.0070643097215282e-07
1901,9.500856101851696e-09,1.212756370883028e-07
1902,9.820567692386817e-10,9.771464704044774e-08
1903,1.0800440541913758e-09,8.31633950593158e-08
1904,2.1498500757388683e-09,9.513086851598018e-08
1905,6.708986699521802e-09,1.1921353637589505e-07
1906,3.0865106026567446e-09,1.3169111934274724e-07
1907,6.1714118260169926e-09,1.4142819448892396e-07
1908,7.367083831866239e-09,9.871892103774371e-08
1909,2.7504918342913243e-09,9.626721081401612e-08
1910,5.344150677544235e-10,1.1650248743499958e-07
1911,2.128149656499545e-09,1.111958185529005e-07
1912,1.0418842455450772e-09,1.7191090218027227e-07
1913,0.0,1.3681712790480915e-07
1914,2.678697486047099e-09,1.2388975234589594e-07
1915,1.1780761921542648e-09,8.010918151057922e-08
1916,0.0,7.691223347094933e-08
1917,7.676497326691845e-09,6.250861661616369e-08
1918,3.44591288836682e-09,8.614782132099208e-08
1919,9.207848372660976e-10,1.28909874774763e-07
1920,7.572231730534895e-10,2.4079696014922547e-07
1921,4.543648568500203e-09,2.0143507573067154e-07
1922,2.951174193910333e-09,9.443757720273283e-08
1923,4.246379248229459e-09,6.688047582414924e-08
1924,1.289162443462999e-09,1.4696451611229122e-07
1925,2.1996355847875293e-09,1.4187649521879564e-07
1926,1.1146138456652466e-09,1.437851857577499e-07
1927,2.2298449753321847e-09,1.1818178080602593e-07
1928,0.0,1.1997343341008104e-07
1929,1.1140406375176326e-09,1.414831638513192e-07
1930,6.302162347537887e-09,1.848634241241598e-07
1931,5.7026783295555106e-09,9.694553426697894e-08
1932,3.2878609834696704e-09,1.402820652973702e-07
1933,0.0,1.2847141306338017e-07
1934,0.0,1.294010658625666e-07
1935,2.393656828303392e-09,7.300653148689662e-08
1936,3.6374143697059935e-09,1.5398387764875565e-07
1937,7.554670666820584e-09,8.939694140508436e-08
1938,1.2965214457594243e-09,8.557041297763135e-08
1939,1.5294050470515685e-09,1.0552894469384455e-07
1940,0.0,6.593035606350384e-08
1941,5.9030051957620344e-09,9.739958528598436e-08
1942,1.2136847082899749e-08,9.102635090130207e-08
1943,1.1612940831184915e-08,6.387117679196308e-08
1944,6.4263723231761105e-09,9.639558129492798e-08
1945,2.178504043826024e-09,2.4399245690531757e-07
1946,8.352662561605939e-09,2.004639041430778e-07
1947,1.1920870957027319e-09,1.0728783683688903e-07
1948,3.2615663503321457e-09,1.467704917601509e-07
1949,7.853606653895895e-09,1.3645641017134835e-07
1950,1.0635361480382244e-09,1.6591163820578458e-07
1951,2.1322803522849654e-09,1.2153998185659987e-07
1952,6.326882129314981e-09,1.402458984500754e-07
1953,1.0773827385790469e-09,1.1851210102165055e-07
1954,1.9545072227344917e-09,1.2411120664523878e-07
1955,0.0,9.291751990048169e-08
1956,0.0,9.50604464033944e-08
1957,0.0,1.0336993772064318e-07
1958,2.4816730892496253e-09,8.437688558959877e-08
1959,1.5501495642666896e-09,7.595732753884477e-08
1960,2.076250060767393e-09,2.0139624773429787e-07
1961,2.08444772553662e-09,8.754681024569777e-08
1962,2.5367825617905737e-09,9.512934306954435e-08
1963,1.939815863494232e-09,1.5777169437569682e-07
1964,4.867174663303331e-09,9.186791943838202e-08
1965,1.0944086747954884e-09,1.2530978787950176e-07
1966,1.1078149508847446e-09,1.0247288129150434e-07
1967,4.437302081328198e-09,1.198071565844394e-07
1968,4.0422742653145605e-09,1.5899612493264215e-07
1969,1.3625273131978588e-09,1.289859281605743e-07
1970,4.5987250119061684e-10,1.1956685030956038e-07
1971,6.679916619845017e-09,9.403267187124698e-08
1972,3.0780880067027283e-09,1.615996323423019e-07
1973,1.102640756478479e-09,1.0364823310737847e-07
1974,1.6876715580593782e-09,7.988311523376979e-08
1975,1.1422960355389478e-09,1.325063432311424e-07
1976,1.7140580066410394e-09,5.999203267492703e-08
1977,3.526069047854463e-09,6.817067088604745e-08
1978,1.7821774056514528e-09,8.138610496644105e-08
1979,1.7555920051037788e-09,6.90532871994165e-08
1980,3.411090521154847e-09,8.755132197002524e-08
1981,2.5302198114474095e-09,8.096703674187467e-08
1982,2.483000915987077e-09,9.187103577890099e-08
1983,2.5261264191556165e-09,1.023081210860255e-07
1984,1.739702604197646e-09,1.0206254996703024e-07
1985,1.8046674155058895e-09,8.241314342072315e-08
1986,1.7983456945813714e-09,9.051672966720048e-08
1987,0.0,1.3871553794508884e-07
1988,2.398621523624911e-09,8.754968616742076e-08
1989,3.292873196336643e-09,1.5476503811839848e-07
1990,2.724325487424295e-09,1.6454925561015799e-07
1991,2.344586136349136e-09,1.817054251507244e-07
1992,3.3059665005552574e-09,1.2617771716350035e-07
1993,0.0,1.6728405860533258e-07
1994,2.6374632478010085e-09,1.5086290217070086e-07
1995,3.253470381991974e-09,1.328500391917231e-07
1996,0.0,1.9163750386574918e-07
1997,2.8769365778558154e-09,1.529571298508614e-07
1998,1.43043876743576e-09,1.8691067082965418e-07
1999,1.8280804647829996e-09,1.1791119094994862e-07
2000,1.3254094488601709e-09,2.0676387268991903e-07
2001,1.9277332619083154e-08,1.485230732845011e-07
2002,3.0668549366730247e-09,1.5027589106431094e-07
2003,1.2500768753476166e-09,1.3625837591568768e-07
2004,1.7619165015858584e-09,1.418342771286607e-07
2005,2.251874686720612e-09,1.3060873804704443e-07
2006,4.1178899179428186e-09,1.2600743770629919e-07
2007,2.3966877371606188e-09,1.1544046008005182e-07
2008,8.514879357157668e-10,1.0856470955555864e-07
2009,4.76819250749827e-10,7.86751739312308e-08
2010,9.447586046817946e-10,6.896737714257029e-08
2011,1.911985902935953e-09,5.582999085262941e-08
2012,3.744677901096338e-09,6.536165209070077e-08
2013,3.068037435216553e-09,7.056486195367029e-08
2014,5.4136128913029324e-09,6.366409177616106e-08
2015,2.881548111233201e-09,9.376113929704388e-08
2016,1.6570720351438695e-09,4.9505026966656374e-08
2017,2.0124891197959016e-09,6.263872553979866e-08
2018,7.744400065679002e-09,5.421079934952999e-08
2019,3.316284080678855e-09,5.484623732954219e-08
