year,mes_DET airs_NOUN
1916,1.2086208478478966e-08
1917,1.864292187292449e-08
1918,1.8378202071289707e-08
1919,1.2890987832747669e-08
1920,1.2872794385998532e-08
1921,3.634918854800162e-08
1922,2.87739485571592e-08
1923,2.7601466001669905e-08
1924,1.675911143195208e-08
1925,2.859526304632709e-08
1926,3.343841470382358e-08
1927,3.4562596340492746e-08
1928,2.5137291359556002e-08
1929,2.4508894691521732e-08
1930,2.6259009189288918e-08
1931,1.8248570654577634e-08
1932,2.082311922890767e-08
1933,1.261772819560747e-08
1934,1.1981580172459871e-09
1935,1.196828414151696e-08
1936,1.8187071404440758e-08
1937,1.510934133364117e-08
1938,1.5558256905023882e-08
1939,6.117620188206274e-09
1940,2.028626333583361e-08
1941,5.9030051957620344e-09
1942,6.37184480734021e-08
1943,1.1612940831184915e-08
1944,1.927911696952833e-08
1945,1.3071024262956144e-08
1946,9.744772988540262e-09
1947,2.3841741692010032e-08
1948,2.2830963786191205e-08
1949,1.2762110479513922e-08
1950,2.3397795700930146e-08
1951,1.2793681780642885e-08
1952,1.7926166329118587e-08
1953,2.693456835345387e-08
1954,2.14995790059902e-08
1955,1.595553333899602e-08
1956,2.0058624983221307e-08
1957,1.9437083054185678e-08
1958,2.7298403371123214e-08
1959,2.1702094343822864e-08
1960,3.114374991231017e-08
1961,1.9454845512356655e-08
1962,3.044139235131027e-08
1963,2.0044765847160306e-08
1964,2.068549243006146e-08
1965,2.2435377389218303e-08
1966,1.2185964348709888e-08
1967,1.5284040699725665e-08
1968,2.290622133638287e-08
1969,1.7712854627482955e-08
1970,2.299362514279757e-08
1971,2.9288864888954436e-08
1972,2.3598675014113724e-08
1973,1.5436970424165253e-08
1974,1.1813700295792984e-08
1975,1.4278700888326057e-08
1976,1.8854638628162945e-08
1977,1.410427652448476e-08
1978,2.1386128423728223e-08
1979,2.6919078188747392e-08
1980,1.762396628635088e-08
1981,1.771153890217647e-08
1982,1.7381006189864934e-08
1983,1.3893695083311286e-08
1984,9.278413259927731e-09
1985,2.045289804186723e-08
1986,1.8582905048081244e-08
1987,1.8332450224534114e-08
1988,1.2592763276586538e-08
1989,1.481792966107065e-08
1990,1.7435683119515488e-08
1991,1.4653663449326615e-08
1992,2.4794748032519465e-08
1993,1.2186256725943423e-08
1994,1.4242301560329906e-08
1995,1.3013881861034804e-08
1996,1.4946657245218375e-08
1997,1.2466725429760572e-08
1998,1.5734826774860267e-08
1999,1.919484465817689e-08
2000,2.2973763780242962e-08
2001,1.3581756164171566e-08
2002,1.6648641576466616e-08
2003,2.333476845084448e-08
2004,1.805964444656638e-08
2005,1.7114248795913056e-08
2006,1.4824404093172205e-08
2007,2.5964116190380082e-08
2008,2.256442965808958e-08
2009,2.8132335794239793e-08
2010,3.5900827866086615e-08
2011,3.862211614413802e-08
2012,3.7106354211502435e-08
2013,3.988448804559397e-08
2014,5.954974247046607e-08
2015,4.832134492538387e-08
2016,5.054069562859809e-08
2017,4.578412787781261e-08
2018,4.904786887749424e-08
2019,4.336679171323965e-08
