year,ayons_VERB eu_VERB,ayons_VERB vu_VERB
1863,1.9528967243331863e-07,1.3835099821335461e-07
1864,2.152832792035042e-07,1.294576605914699e-07
1865,2.1604415678666555e-07,1.1955384593420604e-07
1866,2.243047561023559e-07,1.6202490371597378e-07
1867,2.0236224429481808e-07,1.232614152968381e-07
1868,2.2723421011505707e-07,1.3288261868638074e-07
1869,2.3440891538939468e-07,1.1671610877783678e-07
1870,1.9266403228357376e-07,1.0091925872757201e-07
1871,3.3775344832065457e-07,1.2426777118434984e-07
1872,2.50359846631909e-07,1.4755508459529665e-07
1873,2.3824297556984675e-07,1.4067110498672264e-07
1874,2.2882753114572552e-07,1.3442870283597586e-07
1875,2.2828893975201936e-07,1.6420783310877596e-07
1876,2.194703370150819e-07,1.3180311952964985e-07
1877,1.7193788437452895e-07,1.7441180943933432e-07
1878,2.3250491665294248e-07,1.539967655617147e-07
1879,2.3765275614096026e-07,9.652733723441997e-08
1880,2.5607207021494105e-07,1.4568510664503265e-07
1881,2.405515147074766e-07,1.296886438240108e-07
1882,1.6771571154095e-07,1.2046247377384134e-07
1883,2.395029525814607e-07,1.1438003610919623e-07
1884,2.237975280650062e-07,1.4391699210136721e-07
1885,2.5524718694214243e-07,1.3858117142717674e-07
1886,2.426502305752365e-07,1.064821546492567e-07
1887,2.3569417351154698e-07,1.0315700649243809e-07
1888,2.5362459155076067e-07,1.1730136861842766e-07
1889,2.41834271719199e-07,1.1339897554307754e-07
1890,2.497221203157096e-07,1.1470176275452104e-07
1891,2.1672347827461635e-07,9.816298529585765e-08
1892,2.33815512729052e-07,7.898325549149376e-08
1893,2.53110925996225e-07,9.976634629538239e-08
1894,2.186634162626433e-07,8.318031774479095e-08
1895,2.6301344746570976e-07,1.0893692348190598e-07
1896,2.1642095759943913e-07,7.548197089590758e-08
1897,2.150057270000616e-07,7.341659369330955e-08
1898,2.1784666159874178e-07,8.091447512015293e-08
1899,2.4652999286445265e-07,9.009952606220395e-08
1900,1.9310718357701262e-07,8.92861109491605e-08
1901,2.777603356207692e-07,1.0227392266415336e-07
1902,1.8855490679925424e-07,8.887613489605428e-08
1903,1.852275488545274e-07,7.182293160212794e-08
1904,2.12297692314678e-07,9.244355680948502e-08
1905,2.1107504721840087e-07,8.102392001774206e-08
1906,1.9753667857003165e-07,7.150416792001124e-08
1907,1.6971382876818097e-07,6.47998277258921e-08
1908,2.0529606103991682e-07,9.184297766751115e-08
1909,1.7548137520861928e-07,7.096268461737054e-08
1910,2.1643809589022567e-07,8.176550636562752e-08
1911,2.0111014009671635e-07,8.086968961151797e-08
1912,2.078559049323303e-07,5.886645837449578e-08
1913,2.1954377871225006e-07,8.219634395345565e-08
1914,2.0090230634650652e-07,7.567320636781005e-08
1915,3.4164210660492245e-07,9.89584023614043e-08
1916,2.7358780130271043e-07,9.119593613604593e-08
1917,2.324882046877974e-07,1.0527767813073297e-07
1918,2.848621249995631e-07,9.418828739171659e-08
1919,2.2559228796126263e-07,9.668240608107226e-08
1920,2.2716695013969002e-07,7.2693424613135e-08
1921,2.2188149273461022e-07,9.314479143540666e-08
1922,2.0805778433441446e-07,7.377935418162451e-08
1923,1.9639503534563119e-07,1.0509788950230359e-07
1924,2.062659945067935e-07,8.895220560134476e-08
1925,2.1006519546062918e-07,9.678396395429445e-08
1926,2.4298580569848127e-07,8.359603498320212e-08
1927,2.062606654362753e-07,9.030872405446644e-08
1928,1.9538531148555194e-07,6.969884935870141e-08
1929,2.2392217147171323e-07,8.243900850857244e-08
1930,1.6700730043339718e-07,6.827342247106571e-08
1931,2.0073427720035397e-07,8.55401722787974e-08
1932,1.6220114673615171e-07,6.904507898752854e-08
1933,1.950012631368736e-07,8.717703536831323e-08
1934,2.0129054689732584e-07,7.188948103475923e-08
1935,1.5080037485404318e-07,9.574627313213568e-08
1936,1.4549657123552606e-07,6.911087524485993e-08
1937,1.9768054926316836e-07,6.421470288842102e-08
1938,1.78919961513202e-07,6.612259539906518e-08
1939,2.003520620519339e-07,1.1470537941704606e-07
1940,2.0032685199566913e-07,8.875240098404902e-08
1941,1.3872062254449702e-07,9.149658097840074e-08
1942,1.7598428314613557e-07,7.282108072104165e-08
1943,1.800005833274554e-07,7.83873517207212e-08
1944,1.767252371109862e-07,5.1410978585408884e-08
1945,3.289541155027109e-07,8.278315277721049e-08
1946,1.8515068234137289e-07,1.0301616981678308e-07
1947,2.205361084861579e-07,1.0371157799227149e-07
1948,1.6851426209996134e-07,9.458542393758762e-08
1949,1.4823682192854903e-07,7.460926099156495e-08
1950,1.6059395591128123e-07,6.38121662177582e-08
1951,1.7697927034987515e-07,8.529121231504178e-08
1952,1.5289965915599169e-07,7.170466886918803e-08
1953,1.4867882214275596e-07,8.726799904934524e-08
1954,1.807919147722714e-07,4.88626810124515e-08
1955,1.8677359037155838e-07,8.165478959654138e-08
1956,1.8663243395167228e-07,5.5815306154727296e-08
1957,1.8465229345565604e-07,5.566073824070372e-08
1958,1.505548254954192e-07,6.86596237642334e-08
1959,1.5501495909120422e-07,5.425523497137874e-08
1960,1.27343326994378e-07,6.782416761552668e-08
1961,1.5494394745019235e-07,8.337791257417848e-08
1962,1.464991896682477e-07,6.215117309693596e-08
1963,1.6035812677728245e-07,6.660035012373555e-08
1964,1.825190452109382e-07,7.118242706383171e-08
1965,1.3734829451550468e-07,5.8003660541317004e-08
1966,1.25183092336556e-07,4.486650695412209e-08
1967,1.3804940124373388e-07,5.768492528090974e-08
1968,1.5854698176553939e-07,5.569355820966848e-08
1969,1.7440349608932593e-07,4.5871754394966047e-08
1970,1.535974121225081e-07,4.7826741678136386e-08
1971,1.5723496460395836e-07,6.166077071156906e-08
1972,1.431311034139071e-07,6.10487447261221e-08
1973,1.356248162664997e-07,4.520827090459534e-08
1974,1.2601280729995779e-07,4.725480096112733e-08
1975,1.1308731018289109e-07,3.940921189382607e-08
1976,1.3369653117933922e-07,4.056603941648973e-08
1977,1.1988635151283233e-07,3.702372453062708e-08
1978,1.2891082690202893e-07,4.217819693508318e-08
1979,1.2581742225847847e-07,4.447499790671827e-08
1980,1.3189549008529866e-07,3.979605622816962e-08
1981,1.2777610436387477e-07,4.491140259688109e-08
1982,1.0242379033797988e-07,3.662426451001011e-08
1983,1.1304415892254838e-07,3.789189761960188e-08
1984,1.1250076425994848e-07,3.827345551599137e-08
1985,1.263267250806166e-07,2.8273122509858695e-08
1986,1.3667427367636265e-07,3.6566362382473017e-08
1987,1.0449496556930171e-07,2.627651163322753e-08
1988,1.1573348501769942e-07,1.2592763276586538e-08
1989,1.1744581485118033e-07,3.677041959804228e-08
1990,1.1333194294138593e-07,1.7980548605578406e-08
1991,1.0726481036726909e-07,3.106576684785978e-08
1992,1.1736180738353141e-07,2.2039776226279173e-08
1993,1.05798861227413e-07,3.489700617365088e-08
1994,1.2712573038697883e-07,2.2682185019107237e-08
1995,9.651962784573698e-08,2.76544991351102e-08
1996,8.594328448907618e-08,1.868332333287981e-08
1997,8.678758689484312e-08,2.4453962410575514e-08
1998,8.630313885760188e-08,2.193339376788117e-08
1999,9.87163417676129e-08,3.244842972094375e-08
2000,9.719668980778806e-08,3.269343196166119e-08
2001,9.857726723794258e-08,3.110660529159759e-08
2002,9.594874939011788e-08,2.3658596859377212e-08
2003,1.1167353619612186e-07,2.416815370054337e-08
2004,9.954828072977762e-08,2.5547789661573006e-08
2005,9.592986316420138e-08,2.477062288619436e-08
2006,1.0047651244349254e-07,4.076710879985512e-08
2007,1.1264432231428145e-07,2.676301313897511e-08
2008,1.0260429661457238e-07,2.9802077250451475e-08
2009,1.2349619282758795e-07,3.051643204798893e-08
2010,1.2659765502576192e-07,2.0784689525044087e-08
2011,1.498997050930484e-07,3.288615957330876e-08
2012,1.657871138149858e-07,4.153188370992211e-08
2013,1.6344272069090948e-07,4.462599889620833e-08
2014,1.769168704868207e-07,4.2659269894329555e-08
2015,1.8441907911892486e-07,7.115207267816004e-08
2016,1.8207079222065659e-07,5.364770672144914e-08
2017,1.7307405641986406e-07,3.0438897624662786e-08
2018,1.6366499266950996e-07,4.8531575203014654e-08
2019,1.62497926226024e-07,6.938686425428386e-08
