year,avez_VERB eu_VERB,avez_VERB vu_VERB
1859,2.2069480110076256e-06,3.1209931421471993e-06
1860,2.5174510938086314e-06,3.2745174394221976e-06
1861,2.549450073274784e-06,3.300231355751748e-06
1862,2.8196752737130737e-06,3.488788934191689e-06
1863,2.4833254883560585e-06,3.546180778357666e-06
1864,2.533534143367433e-06,3.7629024518537335e-06
1865,2.6226537102047587e-06,3.96551649828325e-06
1866,2.5053041099454276e-06,3.1436725294042844e-06
1867,2.414758910163073e-06,3.2586629004072165e-06
1868,2.146869292118936e-06,2.936261125796591e-06
1869,2.454456762279733e-06,3.0951744065532694e-06
1870,2.2523342977365246e-06,2.9673701646970585e-06
1871,2.555455239416915e-06,2.7360151761968154e-06
1872,2.6076127142005134e-06,3.6404983347892994e-06
1873,2.2633082608081168e-06,3.245611651436775e-06
1874,2.4071700863714796e-06,2.8313672828517156e-06
1875,2.570109927546582e-06,3.3030376016540686e-06
1876,2.3156237602961482e-06,2.899064156736131e-06
1877,2.49186246037425e-06,3.1814693102205638e-06
1878,2.0538941498671193e-06,2.7030960154661443e-06
1879,2.3618651994183892e-06,2.961189920824836e-06
1880,2.452258968332899e-06,2.7667335871228715e-06
1881,2.448047325742664e-06,2.9870222988392925e-06
1882,2.6847824301512446e-06,2.6621539745974587e-06
1883,2.396925310677034e-06,2.4670698621775955e-06
1884,2.034643102888367e-06,2.5225083390978398e-06
1885,1.8421626464260044e-06,2.368126615692745e-06
1886,1.8463359765519272e-06,2.2083752355683828e-06
1887,1.9162393982696813e-06,2.183925289500621e-06
1888,1.7962961464945693e-06,2.080355670841527e-06
1889,1.9515900930855423e-06,2.0543384380289353e-06
1890,1.9617277757788543e-06,2.2219369384401944e-06
1891,1.7707583310766495e-06,2.259660959680332e-06
1892,1.833539840845333e-06,2.2221877316042082e-06
1893,1.7582278815098107e-06,2.092629983962979e-06
1894,1.7852261180451023e-06,2.177811893488979e-06
1895,1.7748893696989398e-06,2.0625791421480244e-06
1896,1.6081197600215091e-06,1.9395329218241386e-06
1897,1.7054790077963844e-06,2.028861672442872e-06
1898,2.094722958645434e-06,1.9894775959983235e-06
1899,1.8451056575941038e-06,2.240880348836072e-06
1900,1.674633722359431e-06,1.9388583041290985e-06
1901,1.5654057961000944e-06,1.9208496269129682e-06
1902,1.4779953971810755e-06,1.4244733392843045e-06
1903,1.5271823485818459e-06,1.6524674038009834e-06
1904,1.777926058821322e-06,1.8440339317749022e-06
1905,1.8042013607555418e-06,1.8171032252212171e-06
1906,1.6060143934737425e-06,1.8086952877638396e-06
1907,1.6318241478074924e-06,1.7557666751599754e-06
1908,1.7268444025830831e-06,1.8167228290622006e-06
1909,1.852181185313384e-06,2.0227116692694835e-06
1910,1.85548913123057e-06,2.017416818489437e-06
1911,1.6285665651594172e-06,1.6807061911094934e-06
1912,1.7717242144499323e-06,1.970724042621441e-06
1913,1.5304428870877018e-06,1.8857431314245332e-06
1914,1.4920344710844802e-06,1.7880305449580192e-06
1915,1.4325406709758681e-06,1.6870051240402972e-06
1916,1.582194499860634e-06,1.69866166288557e-06
1917,1.5484591813219595e-06,1.9246074316470185e-06
1918,1.5276880276360316e-06,1.7734964785631746e-06
1919,1.5082455320225563e-06,1.752253524500702e-06
1920,1.6931510344875278e-06,1.7022376823661034e-06
1921,1.564529611641774e-06,1.9416524992266204e-06
1922,1.6954495549725834e-06,1.7906249922816642e-06
1923,1.766493824106874e-06,1.7686169258013251e-06
1924,1.8525264522395446e-06,1.8254539781992207e-06
1925,1.857592224041582e-06,1.99396959033038e-06
1926,1.6786084415798541e-06,1.947230430232594e-06
1927,2.238764409412397e-06,2.2053166048863204e-06
1928,1.7196191492985236e-06,1.4488219903796562e-06
1929,2.0721156488434644e-06,1.9629396774689667e-06
1930,1.7246917423108243e-06,1.6942312868195586e-06
1931,1.6115768630697858e-06,1.6207011412916472e-06
1932,1.6362588439733372e-06,1.5365270655820495e-06
1933,1.5405099702547886e-06,1.510686161054764e-06
1934,1.6055317928476143e-06,1.5839649449844728e-06
1935,1.6181120372493751e-06,1.6576072994212154e-06
1936,1.416166696799337e-06,1.4258664577937452e-06
1937,1.4832337456027744e-06,1.4542741837431095e-06
1938,1.4871101257085684e-06,1.561011799822154e-06
1939,1.4605818705604179e-06,1.4315231737782597e-06
1940,1.1132086683574016e-06,1.0701004384827684e-06
1941,1.7207260043505812e-06,1.5082177924341522e-06
1942,1.514071641395276e-06,1.520140131106018e-06
1943,1.5387146277134889e-06,1.692586124590889e-06
1944,1.84436885319883e-06,1.7897447150971857e-06
1945,1.7950873143490753e-06,1.625164031793247e-06
1946,1.5661241832276573e-06,1.6482587170685292e-06
1947,2.2768863345845602e-06,1.858463747339556e-06
1948,1.6057778111644438e-06,1.8308259086552425e-06
1949,1.5245814211084507e-06,1.4372100167747703e-06
1950,1.7644064200794674e-06,1.926063987411908e-06
1951,1.888134306682332e-06,2.0970976493117632e-06
1952,1.4984166227804963e-06,1.58593854848732e-06
1953,1.5201870837699971e-06,1.4544666555593722e-06
1954,1.557742280056118e-06,1.546015255371458e-06
1955,1.6171402421605308e-06,1.5946147868817206e-06
1956,1.6081785361166112e-06,1.8576031379780034e-06
1957,1.6044429003159166e-06,1.5858893220865866e-06
1958,1.5609723504894646e-06,1.784322876119404e-06
1959,1.6888880054466426e-06,1.6385081380576594e-06
1960,1.5668766764065367e-06,1.7094458826250047e-06
1961,1.6084989056253107e-06,1.8704445210460108e-06
1962,1.8442409555063932e-06,1.890537191684416e-06
1963,1.620392936274584e-06,1.7574732282810146e-06
1964,2.0551644865918206e-06,2.0326538106019143e-06
1965,1.570476456436154e-06,1.562268380439491e-06
1966,1.531000293653051e-06,1.5908223076621653e-06
1967,1.698993628451717e-06,1.790204805729445e-06
1968,1.642061647544324e-06,1.693712874839548e-06
1969,1.5750815691717435e-06,1.723597051750403e-06
1970,1.5741435390737024e-06,1.4269843404690619e-06
1971,1.5980416492311633e-06,1.4505695844491129e-06
1972,1.357949827252014e-06,1.4179726122165448e-06
1973,1.3060779338047723e-06,1.356248162664997e-06
1974,1.2623783050003112e-06,1.161680529548903e-06
1975,1.2285394177524722e-06,1.0383471362729324e-06
1976,1.1849854217871325e-06,1.1227079994569067e-06
1977,1.1248160944887786e-06,1.1124748198199086e-06
1978,1.2142568266426679e-06,1.2445539141481277e-06
1979,1.4916680584065034e-06,1.44660782552819e-06
1980,1.3144068589099334e-06,1.2854126225647633e-06
1981,1.345444388789474e-06,1.3675837635673815e-06
1982,1.2222571967868134e-06,1.2104629831810598e-06
1983,1.2933767266076757e-06,1.2036991847708123e-06
1984,1.220691274284036e-06,1.27984117170854e-06
1985,1.0581367178019718e-06,1.156190251094813e-06
1986,1.2978060794921475e-06,1.4302842146207695e-06
1987,1.1421116141718812e-06,1.2325517673161812e-06
1988,1.1387455742806196e-06,1.3798070312986965e-06
1989,1.4230701026463066e-06,1.5937506532281986e-06
1990,1.1333194152030046e-06,1.43571958233224e-06
1991,1.206875708703592e-06,1.321760350947443e-06
1992,1.031461579259485e-06,1.3345085108085186e-06
1993,1.2153020634286804e-06,1.2873117611889029e-06
1994,1.3588211231763125e-06,1.3271715033624787e-06
1995,1.0514131645322777e-06,1.2921700545120984e-06
1996,1.09964696548559e-06,1.0777607712952886e-06
1997,1.0898795608227374e-06,1.1896132718902663e-06
1998,1.0661536862244247e-06,1.1872641607624246e-06
1999,1.1768267995648785e-06,1.215673478327517e-06
2000,9.450169500269112e-07,1.1186456276846002e-06
2001,1.0931123597401893e-06,1.1303526434858213e-06
2002,1.049740717462555e-06,1.1776722885770141e-06
2003,1.1121517218271038e-06,1.2000738252027077e-06
2004,9.981256425817264e-07,1.2536036138044437e-06
2005,1.0691901479731314e-06,1.2223176781844813e-06
2006,1.181010816253547e-06,1.3708455526284524e-06
2007,1.5163044508881285e-06,1.617364773665031e-06
2008,1.4603018598791095e-06,1.754916638674331e-06
2009,1.6278609109576792e-06,1.9416079339862335e-06
2010,1.97690746972512e-06,2.5267568162234966e-06
2011,2.227463710369193e-06,3.2010468657972524e-06
2012,2.707061867113225e-06,4.085103228135267e-06
2013,3.035683675989276e-06,4.458695457287831e-06
2014,3.1468248380406294e-06,4.385676220408641e-06
2015,3.217580797354458e-06,4.540211193670984e-06
2016,3.2928091968642548e-06,4.458973762666574e-06
2017,2.8154722713225055e-06,4.196291229163762e-06
2018,3.226317176086013e-06,4.6334744183695875e-06
2019,3.3479163903393783e-06,4.4022394831699785e-06
