year,nos_DET allées_NOUN,nos_DET vallées_NOUN
1844,9.330554162634286e-09,1.2349262590305443e-07
1845,9.48638767539478e-09,1.6852288420299288e-07
1846,5.854501328173001e-09,1.4928977765116258e-07
1847,1.1865092020002521e-08,1.898414705436835e-07
1848,4.02261068899179e-09,2.1883002432332432e-07
1849,2.76520690789539e-08,2.497065736406512e-07
1850,1.2899092460827433e-08,1.8058729445158406e-07
1851,7.094382858952031e-09,2.4636855622262033e-07
1852,7.812654523320361e-09,1.731805083782234e-07
1853,6.569124799682413e-09,1.4631233402617738e-07
1854,5.7152309551611324e-09,2.13022239514693e-07
1855,6.8990182455763716e-09,1.9901013814660473e-07
1856,5.694908100650764e-09,1.8016618230642933e-07
1857,1.9526035899275485e-08,2.186916063240396e-07
1858,1.0276719919488642e-08,1.8400222051573323e-07
1859,1.5785737161877478e-08,1.6651406964385274e-07
1860,2.4716793944890014e-08,2.6593438481881115e-07
1861,2.1221836732365773e-08,1.6458713503197941e-07
1862,4.789065499721801e-08,2.3267629961631897e-07
1863,1.748117206545885e-08,2.592208345753022e-07
1864,1.9178912680217763e-08,3.054241588529294e-07
1865,3.153585703685735e-08,2.4475590953976223e-07
1866,9.731225603104576e-09,3.1042611547960064e-07
1867,1.6984840200962026e-08,3.6347557141880316e-07
1868,1.0373735648272486e-08,3.4381524105508987e-07
1869,2.1975836927978776e-08,2.5198957775973696e-07
1870,2.064257564882155e-08,2.9931735934241033e-07
1871,1.4869648623516696e-08,1.99678128254277e-07
1872,7.256807155187062e-09,3.271610473642994e-07
1873,1.1972009161809183e-08,3.8430148197043934e-07
1874,1.6728906260254917e-08,2.0911132048162528e-07
1875,2.345826111138649e-08,2.2943324518021058e-07
1876,3.567148709748835e-08,2.412359811909681e-07
1877,2.1028373708986692e-08,2.6161770394494965e-07
1878,2.0532902267333952e-08,2.0351729068668334e-07
1879,1.3440515367335593e-08,1.826688214023875e-07
1880,2.4387814878679137e-08,2.618481393934502e-07
1881,1.9523021421719022e-08,2.670470374277478e-07
1882,2.3959386696859042e-08,2.535701701944504e-07
1883,1.8326082540376376e-08,2.350794106042997e-07
1884,1.8484751507230612e-08,2.079534509036307e-07
1885,1.4824961758197475e-08,1.7274304348058322e-07
1886,1.4197620856748472e-08,1.88441144854945e-07
1887,1.2404957061562527e-08,2.278594712912252e-07
1888,1.2047167707862627e-08,1.236419857608695e-07
1889,2.756660211211681e-08,2.1740023781191553e-07
1890,2.818386235503567e-08,1.6779228673158286e-07
1891,6.3742202627281586e-09,1.6572971750505872e-07
1892,2.3820347250236296e-08,2.469793742854165e-07
1893,1.0469308087124318e-08,1.7366734605950285e-07
1894,1.6384001710889606e-08,1.8337479157359837e-07
1895,7.824199066419624e-09,1.5347467452464514e-07
1896,2.0049898630247753e-08,1.5509186512829842e-07
1897,7.57472740087195e-09,1.4799852154911974e-07
1898,1.4145886684246989e-08,2.1954417372960222e-07
1899,1.713549302451156e-08,2.5537412895459966e-07
1900,1.972600216504361e-08,1.9570269660373896e-07
1901,1.3412973842719111e-08,1.6039680172941218e-07
1902,2.8970675469697227e-08,1.369969212516864e-07
1903,7.560308601384236e-09,2.1168862973652836e-07
1904,1.1824175416563776e-08,2.0746053941422815e-07
1905,7.225062603755106e-09,1.924963111687994e-07
1906,1.0802787109298606e-08,1.6101297606319065e-07
1907,1.1828539925318182e-08,1.8977091897909304e-07
1908,3.781769564170645e-08,1.9891126035176399e-07
1909,1.1552065082298668e-08,1.771316702758874e-07
1910,1.1757131268552712e-08,2.2338549632294757e-07
1911,1.2236860191805476e-08,1.5163065825163358e-07
1912,1.041884239993962e-08,1.4169626066928842e-07
1913,1.6969566696278804e-08,1.3893833133993283e-07
1914,1.8750882013751635e-08,1.6340054287411476e-07
1915,1.295883844676382e-08,2.627109960684493e-07
1916,2.8567400889301098e-08,1.6481193299000552e-07
1917,3.180263030699848e-08,2.3029491136306035e-07
1918,2.6418664589300533e-08,1.5621472382321144e-07
1919,2.854432917809291e-08,2.1822601131704644e-07
1920,1.1358347151713133e-08,1.4538684922627e-07
1921,9.087297137000405e-09,1.2797943171882764e-07
1922,1.5493664740073854e-08,1.2616269778886746e-07
1923,2.3355084977083607e-08,1.2102181434769932e-07
1924,2.5783248869259978e-08,1.2504875668284399e-07
1925,2.969508017258704e-08,1.4297631856230453e-07
1926,1.4489979882625903e-08,1.4267057224515156e-07
1927,2.6758140592164636e-08,1.0814748208076708e-07
1928,9.140832757381645e-09,8.912312121633903e-08
1929,1.559656914729146e-08,8.355304714768863e-08
1930,1.7856125467119455e-08,1.1869072180648033e-07
1931,1.4826963656844327e-08,1.0264820904382077e-07
1932,2.1919072779041926e-08,1.2603467114402633e-07
1933,1.032359597807897e-08,1.1011835865382125e-07
1934,1.7972370258689807e-08,9.345632889790068e-08
1935,1.4361940969820353e-08,8.377798987879714e-08
1936,1.2124714565686645e-08,1.0306007247606885e-07
1937,2.5182236296217297e-09,1.0072894862656057e-07
1938,2.074434313215079e-08,9.464606531839337e-08
1939,1.2235240376412548e-08,1.8505801691048873e-07
1940,1.0143131667916805e-08,1.0396709937410265e-07
1941,1.1806010391524069e-08,2.4497472184137337e-07
1942,3.3376328811840494e-08,6.341502647444486e-07
1943,1.4516175816936538e-08,1.916135241586403e-07
1944,9.639558484764166e-09,2.956131321951716e-07
1945,2.6142049414090707e-08,1.4160275974006709e-07
1946,3.062642850437669e-08,9.048717952708785e-08
1947,1.5497132244135514e-08,1.0132740646540128e-07
1948,1.5220643190261285e-08,8.4800725552725e-08
1949,2.945102517415421e-08,1.3449301317081108e-07
1950,1.3825970146541522e-08,8.508289117692414e-08
1951,1.9190522948520083e-08,7.56959492864695e-08
1952,2.31985678444957e-08,1.0228460101124881e-07
1953,1.939289007157896e-08,7.972632076747033e-08
1954,2.052232517257835e-08,1.3583825220209178e-07
1955,3.003394466460918e-08,9.479464102568613e-08
1956,6.104799332717903e-09,7.936238688444064e-08
1957,2.5621609722747962e-08,6.272876762469792e-08
1958,1.7371711014124713e-08,7.610464014540241e-08
1959,2.5577467255288866e-08,5.2705086517335076e-08
1960,1.6610000264094538e-08,8.166583242985581e-08
1961,1.9454845900934714e-08,6.67023318245974e-08
1962,1.5220695814832652e-08,7.990865286133797e-08
1963,1.4871922138226523e-08,6.142750619275716e-08
1964,1.5818317988802733e-08,5.5972510071278236e-08
1965,1.2038495200705768e-08,5.690924942403086e-08
1966,2.160239198634173e-08,5.372902645017774e-08
1967,2.0707409342790584e-08,6.310829214761782e-08
1968,2.0211371576372983e-08,6.557467457923849e-08
1969,2.407131582948807e-08,7.630153303628262e-08
1970,1.8854772326770686e-08,5.702419159092642e-08
1971,2.003974985953505e-08,7.347908637100886e-08
1972,2.5137719461554298e-08,4.9762424847443754e-08
1973,2.0950174151046497e-08,7.112033195699752e-08
1974,9.563471847773286e-09,3.712877472139553e-08
1975,1.1422959911300268e-08,4.397839603598186e-08
1976,2.2282755141045385e-08,8.284614105846799e-08
1977,1.0578207476630297e-08,6.75829934793093e-08
1978,1.9603952239322098e-08,1.2712865726793865e-07
1979,1.053355236368958e-08,1.0767630842511977e-07
1980,1.4781391444174119e-08,6.253666051669882e-08
1981,2.656730796468665e-08,3.479052068655619e-08
1982,1.3656504593839713e-08,5.214301990186243e-08
1983,1.4525227021167098e-08,3.6628833299801045e-08
1984,1.8556827463545034e-08,3.711365287317747e-08
1985,1.6242006184441493e-08,3.84995711977254e-08
1986,2.0980699177997053e-08,3.956360572487938e-08
1987,1.5888123539031795e-08,5.0108697302597704e-08
1988,7.195864348830128e-09,2.4585871005733395e-08
1989,1.975724017722058e-08,3.841685691785557e-08
1990,2.1794603066727092e-08,4.7948129633379466e-08
1991,2.5204299980430278e-08,5.451162571334933e-08
1992,1.5427844002324775e-08,5.399745156564606e-08
1993,3.046564123199147e-08,3.822053074031828e-08
1994,1.793475057354499e-08,4.8529326002189066e-08
1995,2.7654498857554444e-08,5.314001627620968e-08
1996,1.441284891434691e-08,4.4306164959095895e-08
1997,2.1577025277608186e-08,8.343116264519779e-08
1998,1.4304387896402204e-08,4.434360012517402e-08
1999,1.919484465817689e-08,6.078367545403474e-08
2000,1.9881142176991773e-08,4.0645890431179055e-08
2001,1.401987803628657e-08,5.169829878082233e-08
2002,2.0153619217921914e-08,2.9354184027940988e-08
2003,1.750107658793354e-08,4.250261265159594e-08
2004,1.9381081628466745e-08,2.510731073046557e-08
2005,1.5312748402607212e-08,2.5220997845742943e-08
2006,2.6354496140967854e-08,5.8474035558031545e-08
2007,2.0771292963406296e-08,3.7548105791263e-08
2008,2.724761327677072e-08,3.703972692448154e-08
2009,1.5735035496788896e-08,2.241050389706345e-08
2010,2.172944801870358e-08,2.2674207234008037e-08
2011,3.2503760349911204e-08,3.5180541868573556e-08
2012,3.540422777170704e-08,3.0297848813143347e-08
2013,3.876883680753451e-08,2.6496687732802116e-08
2014,4.5041261165224e-08,3.313131005655556e-08
2015,4.012001542097465e-08,4.499648015299229e-08
2016,3.5627047090258657e-08,5.654758183926134e-08
2017,3.320606956069838e-08,1.962176790493153e-08
2018,4.259420127716851e-08,3.0461307531925996e-08
2019,2.9591458616806676e-08,4.1070901846129715e-08
