year,aux_ADP iles_NOUN,aux_ADP villes_NOUN
1936,1.3252312900391416e-06,1.1397231940435404e-06
1937,1.1508282140582082e-06,1.38880031563815e-06
1938,9.827632705405875e-07,1.186317120982494e-06
1939,1.5309345098302174e-06,1.2219946157188133e-06
1940,1.2476051773901986e-06,1.2526767108056447e-06
1941,1.8092710778461196e-06,1.2927581214405848e-06
1942,1.3775321696662957e-06,1.159068926170903e-06
1943,1.0596808586171846e-06,1.0771003084997233e-06
1944,1.1792393532772394e-06,1.153533785824834e-06
1945,9.84683832250255e-07,1.056574430169377e-06
1946,9.605562079073593e-07,1.2250572041239138e-06
1947,8.43997646438055e-07,1.3136800216528854e-06
1948,1.326370261400811e-06,1.1241532167360901e-06
1949,9.817008227441804e-07,1.2830830087295908e-06
1950,9.146410953064787e-07,1.198605239949302e-06
1951,1.1269101973798712e-06,1.0906614029693174e-06
1952,1.1029865116807258e-06,1.140947802014125e-06
1953,1.147412604485254e-06,1.305787824534832e-06
1954,1.1678180444896213e-06,1.1648862958679729e-06
1955,1.1835251845226935e-06,1.0727749621963767e-06
1956,1.0700840507027465e-06,9.889774865712297e-07
1957,7.589297261745287e-07,1.029281873066168e-06
1958,9.777791920573264e-07,1.0505748893052669e-06
1959,2.5709230482284795e-06,1.0417005160689996e-06
1960,6.415612696653028e-07,1.0408933714955992e-06
1961,6.81614410025233e-07,1.0985039935462737e-06
1962,8.599692598032505e-07,9.798322917475843e-07
1963,7.442427027992693e-07,1.1742352636900932e-06
1964,7.945662472419457e-07,1.1529120218511935e-06
1965,8.268257518651012e-07,1.308365547458834e-06
1966,8.419393860981117e-07,1.2329980627612258e-06
1967,9.096468933655899e-07,1.2059600891234368e-06
1968,6.561958676432056e-07,1.4134485137873298e-06
1969,6.104122467487372e-07,1.561456333121214e-06
1970,9.4963669283743e-07,1.3823767375242824e-06
1971,5.534054201561389e-07,1.3632168425203872e-06
1972,7.084733066875515e-07,1.398991056333898e-06
1973,6.919070558719653e-07,1.369479861068612e-06
1974,6.863197712370095e-07,1.526217571878874e-06
1975,9.943686949398511e-07,1.4330104036730518e-06
1976,6.17632265109691e-07,1.3163965562057456e-06
1977,7.839626867678362e-07,1.3645887424473813e-06
1978,7.669303219159929e-07,1.2891083533972392e-06
1979,6.934588563378696e-07,1.1914617861208399e-06
1980,8.038803046561682e-07,1.1751206550059123e-06
1981,6.39513066613695e-07,1.0759759181411255e-06
1982,7.132420325461908e-07,1.1608029755194593e-06
1983,6.473198892464893e-07,1.142440646084708e-06
1984,7.817063516490919e-07,1.2102530932978084e-06
1985,7.892412163812423e-07,1.2819154520116172e-06
1986,5.371058897640779e-07,1.0646205961251098e-06
1987,1.2887712936837659e-06,1.0370056404696015e-06
1988,6.64418171092418e-07,1.2430856477507746e-06
1989,5.521050919776727e-07,1.26501214303687e-06
1990,4.4460992021377876e-07,1.1698253405967307e-06
1991,6.752407770704849e-07,1.1564670305830305e-06
1992,4.804671458469301e-07,1.1934539054792026e-06
1993,8.641163876110802e-07,1.2385667673697753e-06
1994,3.9983942978771836e-07,1.2522676220427797e-06
1995,4.918163029610234e-07,1.2520438588126126e-06
1996,3.955526373111695e-07,1.1775830977001078e-06
1997,2.939270228319302e-07,1.2390006967066824e-06
1998,3.413980463884414e-07,1.1824960708395338e-06
1999,3.5099146181161167e-07,1.1548898743996006e-06
2000,4.369433237449982e-07,1.2370488384760847e-06
2001,2.7338762009776474e-07,1.2052714044585855e-06
2002,2.7908380983987513e-07,1.286764760521919e-06
2003,2.3418106431805086e-07,1.3329986394694515e-06
2004,3.250735942650351e-07,1.196341298026482e-06
2005,2.1888223533661488e-07,1.0912585528544128e-06
2006,1.9354083063971572e-07,1.086299359798204e-06
2007,2.1610133704719203e-07,1.0900934217517033e-06
2008,1.6987183604211253e-07,1.0434984849538864e-06
2009,2.908597358519671e-07,9.665125926261453e-07
2010,1.2990431086379317e-07,8.446141848139632e-07
2011,1.904338002844952e-07,7.789430838123224e-07
2012,6.774463059966429e-08,6.815314077535106e-07
2013,9.706155190691845e-08,6.719002345612068e-07
2014,1.1000461376531323e-07,7.139472737449637e-07
2015,7.469859140962765e-08,6.758338297885302e-07
2016,9.321030391973295e-08,6.671786341172492e-07
2017,7.244960703589598e-08,7.70783294967714e-07
2018,5.214562681654655e-08,5.857347735727103e-07
2019,4.821366744733879e-08,6.974400381665191e-07
