year,ses_DET allées_NOUN,ses_DET vallées_NOUN
1862,1.5225614202751814e-07,2.0556836966001413e-07
1863,1.4784078183893712e-07,2.3274933758088423e-07
1864,1.3617027005974336e-07,2.435721895288623e-07
1865,1.4308806406404528e-07,2.207510010343583e-07
1866,1.7613518998871314e-07,1.7370238519776038e-07
1867,1.4267265768808102e-07,2.571990158628523e-07
1868,1.1806298694239103e-07,1.7338957492007978e-07
1869,1.2501808743792253e-07,1.7922515116453042e-07
1870,9.17447806614291e-08,1.3991079450548227e-07
1871,1.1683294687259149e-07,1.0833600727622184e-07
1872,1.3183199154553904e-07,1.3485566041637753e-07
1873,1.2271309124400887e-07,1.7419272868579583e-07
1874,1.3861092496014749e-07,1.457804635895954e-07
1875,1.52764769723035e-07,1.499040109820271e-07
1876,1.4208134224702462e-07,2.6662926533305153e-07
1877,1.3977683588350942e-07,1.9358474290243066e-07
1878,1.1897004492666952e-07,1.6728276275301823e-07
1879,1.44791011735812e-07,1.3379421659465152e-07
1880,1.0717803511361979e-07,1.6558043935965827e-07
1881,1.694319369249797e-07,2.0429447467051887e-07
1882,1.7636770621720643e-07,2.1297232888350948e-07
1883,1.4281706217644796e-07,1.687263528893368e-07
1884,1.3665512099692023e-07,1.868280223860097e-07
1885,1.5791807239651234e-07,1.61140898180534e-07
1886,1.5488312854472497e-07,1.613365983033077e-07
1887,1.5212394544050767e-07,1.5930575614220288e-07
1888,1.4012758553505478e-07,1.3188479086601035e-07
1889,1.553753854466322e-07,1.5850795564986697e-07
1890,1.6975860628321016e-07,1.6975861205636988e-07
1891,1.3640831308947554e-07,1.281218215964941e-07
1892,1.2975820884442157e-07,1.592202125699771e-07
1893,1.7428318788148545e-07,1.570396226391324e-07
1894,1.8652555766607293e-07,1.9975879084199732e-07
1895,1.739379520415696e-07,1.558821169922453e-07
1896,1.9519166327697235e-07,1.745520545881618e-07
1897,1.8995085637740772e-07,1.7538407504069653e-07
1898,1.5390725049968523e-07,1.7144815367409194e-07
1899,1.9180697208298625e-07,1.4095324551988142e-07
1900,1.7753401237996513e-07,1.526169590704285e-07
1901,1.3412973864923572e-07,1.637500557372107e-07
1902,1.232481241508765e-07,1.198109269573422e-07
1903,1.7550716391312449e-07,1.7388709316890072e-07
1904,1.5801398767223418e-07,1.8273725910233907e-07
1905,2.146875761610545e-07,1.4553339999778814e-07
1906,1.4095065736796641e-07,1.5175343737183766e-07
1907,1.902852098112362e-07,1.4605675602297197e-07
1908,1.8712391813835438e-07,1.7779228955738802e-07
1909,2.365422933081618e-07,1.5072694514728369e-07
1910,2.014744735490126e-07,1.496362249664429e-07
1911,1.8674512691774225e-07,1.8780920640892873e-07
1912,1.6409676284467878e-07,1.5784546469888028e-07
1913,1.962106166430999e-07,1.686350745710996e-07
1914,2.0625970753584966e-07,1.794727252368844e-07
1915,1.3901298934193562e-07,1.7553335052156172e-07
1916,1.856881133299737e-07,1.911818401367782e-07
1917,1.677862926374729e-07,2.33584840358958e-07
1918,1.6655245183017087e-07,1.6080926990014177e-07
1919,1.9888952795810155e-07,1.7494911963567006e-07
1920,1.8779134869362224e-07,1.3857184022469937e-07
1921,2.453570218108325e-07,1.7644501998370643e-07
1922,1.8666176604398288e-07,1.3944297450052545e-07
1923,1.8471750085069516e-07,1.316377633564514e-07
1924,2.2044677505661525e-07,1.4825368288562402e-07
1925,1.8146993996381866e-07,1.6497266686066325e-07
1926,2.1289124862988729e-07,1.3821211553022295e-07
1927,2.408232515627162e-07,1.3156085287846508e-07
1928,2.845084248193075e-07,1.5882197057504044e-07
1929,1.9718519173039795e-07,1.270006322329209e-07
1930,1.9011521779077611e-07,1.5125188568276826e-07
1931,1.9959373709355077e-07,1.6423713766755554e-07
1932,2.169988313482918e-07,1.6768091670726903e-07
1933,2.0417778046066815e-07,1.6058927254647415e-07
1934,2.0009238888007985e-07,1.725347527070653e-07
1935,1.8550841129894025e-07,1.567845275829427e-07
1936,2.2915710307103154e-07,1.6489611143200023e-07
1937,2.0397611910638602e-07,1.3976141299831824e-07
1938,2.2040864688932515e-07,1.5428605004697005e-07
1939,2.2635195140452424e-07,1.5599932101650893e-07
1940,1.2678914229624638e-07,1.0143131845552489e-07
1941,2.0955668178501696e-07,1.2396310467011062e-07
1942,1.8508691823626577e-07,1.2440268903901597e-07
1943,2.032264636575576e-07,1.335488235554294e-07
1944,2.3134939830526946e-07,1.285274464635222e-07
1945,2.5270647263653245e-07,1.568522947081874e-07
1946,2.2552189271607403e-07,1.113688359311027e-07
1947,2.24112374880292e-07,1.1801662491706111e-07
1948,1.913452187807252e-07,8.914947979832277e-08
1949,1.4234662315537605e-07,1.1191389548415032e-07
1950,1.914365119759509e-07,1.1167129243538909e-07
1951,2.1322804144574548e-07,1.19407697507512e-07
1952,1.5922654372779732e-07,1.075569970865331e-07
1953,2.262503691063955e-07,1.0558351193346027e-07
1954,1.9447346844003732e-07,1.1140691125177682e-07
1955,2.3933300319356476e-07,8.634759085524024e-08
1956,1.7616706138312566e-07,1.0901427049958556e-07
1957,2.1999244115278316e-07,1.0690395857437807e-07
1958,1.8943436863594343e-07,1.2077475358696077e-07
1959,1.5889033422311627e-07,8.990867428337879e-08
1960,1.9724375266427785e-07,8.927874972641803e-08
1961,2.0219143248567661e-07,8.82416197889313e-08
1962,1.9913742654864564e-07,8.307962673370639e-08
1963,2.1014673290409291e-07,8.405869222904983e-08
1964,2.0381294429938634e-07,8.456715816507199e-08
1965,2.0191840466310396e-07,7.223097364672526e-08
1966,2.0549967949534675e-07,1.0302678987716973e-07
1967,1.5333343439394298e-07,6.803863161763957e-08
1968,1.8100405352328153e-07,9.970943426473866e-08
1969,1.6168658145687687e-07,9.401438916256666e-08
1970,1.6601397856419453e-07,6.530189225473215e-08
1971,1.6905328070748737e-07,7.039604488223716e-08
1972,1.5339138581538236e-07,7.900426479690026e-08
1973,1.5161310473743583e-07,7.93901351325843e-08
1974,1.5132788444560674e-07,8.157079145476587e-08
1975,1.2051222908482373e-07,8.852794586289292e-08
1976,1.456949290101761e-07,6.970502924863453e-08
1977,1.445688342371909e-07,5.8180140927177604e-08
1978,1.4970290385107887e-07,8.435639387016636e-08
1979,1.6151446402545844e-07,7.841644567019301e-08
1980,1.64300853811028e-07,7.504398796820411e-08
1981,1.840734960012469e-07,6.958104270538001e-08
1982,1.887080625095905e-07,6.952402498150434e-08
1983,1.8188110573191807e-07,7.010001112917053e-08
1984,1.8788787237156157e-07,7.654691103198275e-08
1985,1.5941229492000275e-07,6.73742480694628e-08
1986,1.8343125862685383e-07,7.373217331130277e-08
1987,2.0104587683533737e-07,6.233033222891038e-08
1988,1.7989661627026976e-07,6.896036786052662e-08
1989,1.8494971154581208e-07,6.256459395004299e-08
1990,1.9124764349953693e-07,6.211462122429623e-08
1991,1.916699075010797e-07,6.916528860756443e-08
1992,2.2094875795630742e-07,7.658822398504128e-08
1993,2.2544574385108263e-07,7.256361850283e-08
1994,2.0466715788813872e-07,8.123387074121524e-08
1995,1.9195475253752647e-07,6.506941063744165e-08
1996,1.6654847900809955e-07,5.978663186745337e-08
1997,1.7357517378968623e-07,5.657975621353728e-08
1998,1.9978460841230117e-07,7.009150171377598e-08
1999,1.8417911018531186e-07,7.723639650070169e-08
2000,1.9439339027371716e-07,7.02466982360761e-08
2001,1.8663961576237398e-07,7.053750716856655e-08
2002,2.0197431549462408e-07,7.14139106738898e-08
2003,2.008456787550017e-07,6.417061149122105e-08
2004,1.9381081273195377e-07,5.814324613440114e-08
2005,1.7879885305660537e-07,5.4495370438445434e-08
2006,2.0301197167782448e-07,5.559151428080611e-08
2007,2.380709744898013e-07,6.990338763390724e-08
2008,2.7332763874454713e-07,8.642602700170698e-08
2009,3.137470550029775e-07,9.393339017726987e-08
2010,3.401131092317655e-07,8.124923989161204e-08
2011,3.999874689242233e-07,1.1013039080687292e-07
2012,4.735315499715398e-07,1.2493607903785175e-07
2013,4.482123827642681e-07,8.869417911228084e-08
2014,5.268528298074671e-07,9.636230835496917e-08
2015,4.834350928462072e-07,1.1481860529016785e-07
2016,4.658443693017489e-07,1.3256576147924193e-07
2017,4.3394296511678476e-07,8.628546876998655e-08
2018,6.087098576301742e-07,8.957689390243218e-08
2019,4.647899789489429e-07,9.13253646039891e-08
