year,aurais_VERB eu_VERB,aurais_VERB vu_VERB
1919,9.484083562938395e-08,5.1563951330990676e-08
1920,9.692456615084666e-08,4.316171953178127e-08
1921,9.541661682987979e-08,3.862101038976107e-08
1922,1.0476668421688373e-07,5.902348476638508e-08
1923,1.242065934548009e-07,4.671016995416721e-08
1924,9.797634703545555e-08,4.1253198190815965e-08
1925,7.368779364469447e-08,4.8391981977147225e-08
1926,1.1591983906100722e-07,6.13037585139864e-08
1927,1.3267577969600097e-07,6.13207333799437e-08
1928,8.6837914636817e-08,4.798937425221084e-08
1929,1.3925507857948105e-07,5.124586976990031e-08
1930,1.0713675635543041e-07,5.566909777598994e-08
1931,8.211856794559935e-08,3.307553342324354e-08
1932,7.233294496700182e-08,5.589363638591749e-08
1933,7.341223806633934e-08,5.6206243215228824e-08
1934,5.870974462141021e-08,4.912448048344231e-08
1935,9.095896302824258e-08,5.6250936353308134e-08
1936,8.366053094732706e-08,4.00115567344983e-08
1937,7.80649358489427e-08,3.5255130370615007e-08
1938,6.741911562357927e-08,2.852347158466273e-08
1939,6.72938256229827e-08,6.423501019980904e-08
1940,5.0715659227762444e-08,2.2822046474857416e-08
1941,5.9030050181263505e-08,3.836953510472085e-08
1942,7.282108072104165e-08,3.034211815133858e-08
1943,7.548411673496958e-08,3.193558839598154e-08
1944,5.1410978585408884e-08,2.5705489292704442e-08
1945,8.06046500656521e-08,4.357008265287732e-08
1946,1.0997672461598995e-07,5.8468636154884734e-08
1947,9.298279479708071e-08,5.8412268799656886e-08
1948,7.284165093324191e-08,4.1313175103141475e-08
1949,7.755436826073492e-08,5.890204946013e-08
1950,9.678178969352302e-08,3.722376362702562e-08
1951,1.0554787621686046e-07,6.716683031982029e-08
1952,5.9050901057844385e-08,6.432330224015459e-08
1953,8.619061730996691e-08,4.3095308654983455e-08
1954,1.0945240092041786e-07,6.449873524161376e-08
1955,6.569925403709931e-08,4.598947711542678e-08
1956,9.331621697583614e-08,6.715278999536167e-08
1957,6.184526313290917e-08,6.361226922990681e-08
1958,8.768578396711746e-08,6.948684472263267e-08
1959,9.068374851040062e-08,3.4878365084978213e-08
1960,7.405292024031951e-08,6.920833328649678e-08
1961,8.685199048841241e-08,6.044898270829435e-08
1962,8.43480236767391e-08,6.278536801573864e-08
1963,7.241979460559378e-08,5.560805860227447e-08
1964,1.0768624036927577e-07,7.057403195176448e-08
1965,6.402290608775729e-08,5.1984411442163037e-08
1966,6.037591759877614e-08,4.652822838124848e-08
1967,8.23366050894947e-08,5.324762497593838e-08
1968,8.084548852593798e-08,5.88375463905777e-08
1969,8.220581548812333e-08,3.8150766101807676e-08
1970,7.128024037683645e-08,4.598724956395017e-08
1971,5.1897814046242274e-08,4.059333846839763e-08
1972,6.925698414761428e-08,5.0788454331041066e-08
1973,7.387693301552645e-08,4.134902908958793e-08
1974,5.963106275430619e-08,3.31908722728258e-08
1975,4.683413834527528e-08,3.712462159910501e-08
1976,4.2280099421532213e-08,4.1137393935741784e-08
1977,5.582942819160053e-08,3.6436048844734614e-08
1978,5.0495025050167897e-08,4.990096869050831e-08
1979,7.432006299268323e-08,5.442335293537326e-08
1980,5.969408078954075e-08,4.150160037852402e-08
1981,6.641827354769703e-08,5.186950602364959e-08
1982,6.145427278170246e-08,4.717701784784367e-08
1983,5.873243935639039e-08,4.9890996223211914e-08
1984,4.465236713713239e-08,5.741018327398706e-08
1985,5.414002401948892e-08,3.7296459254321235e-08
1986,4.975423095743281e-08,4.6756987615026446e-08
1987,6.233032934233051e-08,4.5831125561335284e-08
1988,8.09534768109188e-08,5.217001941559829e-08
1989,5.7625282323670035e-08,4.50026007570159e-08
1990,5.1762185648840386e-08,3.432650075296806e-08
1991,6.154538567670897e-08,4.6891720728581276e-08
1992,5.3997453619558655e-08,5.0691486563891885e-08
1993,5.594599628011565e-08,4.6529343933343625e-08
1994,3.639699386326356e-08,6.593658241627054e-08
1995,6.886512693426994e-08,6.073145186746842e-08
1996,7.046281780276331e-08,3.896807143632941e-08
1997,6.712852496093547e-08,4.027711497656128e-08
1998,5.769436484115431e-08,5.149579607177657e-08
1999,6.124069784618769e-08,5.621347298756518e-08
2000,7.378112343303656e-08,4.0204085394179856e-08
2001,6.790878614992835e-08,4.906957329353645e-08
2002,6.878517666564221e-08,5.345090059449831e-08
2003,6.667076490884938e-08,5.54200738633881e-08
2004,7.620288755560978e-08,6.386947148939726e-08
2005,6.440362199100491e-08,4.593824698417848e-08
2006,8.894642178347567e-08,6.382729367260254e-08
2007,1.1144597777956733e-07,7.589510886418793e-08
2008,1.2772319735177007e-07,9.153495028613179e-08
2009,1.0680751216796125e-07,8.773474036161133e-08
2010,1.483271034885547e-07,1.445480677375599e-07
2011,1.3154463829323504e-07,1.3842777946138085e-07
2012,1.8757432940219587e-07,1.8314879923764238e-07
2013,2.2675587274534337e-07,2.2006196331858519e-07
2014,2.3408462368479377e-07,2.2000922683673707e-07
2015,2.3673025850712293e-07,2.2010593170307402e-07
2016,2.3841123208967474e-07,2.2453326664617634e-07
2017,2.2741126315395377e-07,2.432596204471338e-07
2018,2.700214167816739e-07,2.9635236842295853e-07
2019,2.5076209908547753e-07,2.658129290011857e-07
