year,moins_ADV eu_VERB,moins_ADV vu_VERB
1844,2.1405388395123737e-07,6.366730787021879e-08
1845,2.8347557190500083e-07,7.477505192809986e-08
1846,2.4881632043616264e-07,3.2785209214125643e-08
1847,2.119536901545871e-07,3.182001862001016e-08
1848,2.083712473677224e-07,3.620349886546137e-08
1849,3.083624733335455e-07,6.116972883773997e-08
1850,2.2200016758233687e-07,6.44954596396019e-08
1851,2.27665182706005e-07,5.3530342825069965e-08
1852,2.565154773037648e-07,4.557381672043448e-08
1853,2.1558673779509263e-07,4.837264810930719e-08
1854,2.909572174303321e-07,3.16935526711859e-08
1855,2.3456661324416928e-07,5.041590256382733e-08
1856,2.2520772802181455e-07,3.36517302912398e-08
1857,2.2259681031755463e-07,5.174399575480493e-08
1858,1.972151437712455e-07,4.697928801533635e-08
1859,2.75995802212492e-07,6.874434177461808e-08
1860,1.9590346767017763e-07,4.8060432078500526e-08
1861,1.9995685818230413e-07,5.2818794671338765e-08
1862,2.4306766022164084e-07,7.90647618487128e-08
1863,2.2575686386971938e-07,4.4951587341302e-08
1864,2.459695451761945e-07,5.897515364949868e-08
1865,2.2969400959027553e-07,3.153585836912498e-08
1866,2.5057906327674573e-07,4.962925004292629e-08
1867,2.2371460772774299e-07,4.31900204489466e-08
1868,2.287161748881772e-07,4.791677810089823e-08
1869,2.4466430659231264e-07,4.49283774628384e-08
1870,2.0126510946738563e-07,3.268407766654491e-08
1871,2.3897649725768133e-07,4.6733180880664804e-08
1872,1.5844028666833765e-07,5.805445724149649e-08
1873,1.8077733443533361e-07,3.6514627765882324e-08
1874,1.7206873792474653e-07,6.094101223652615e-08
1875,2.2943324040625157e-07,4.63443683429432e-08
1876,2.0616910489934526e-07,3.627608791134662e-08
1877,2.3440452423528768e-07,4.0201303619369355e-08
1878,1.7634138771427388e-07,2.6571990829893366e-08
1879,1.9488747682316898e-07,2.6881030734671185e-08
1880,2.3425138806487666e-07,6.032775701214632e-08
1881,2.29395496376128e-07,5.0899306103247e-08
1882,2.016581674979534e-07,2.6621540527571597e-08
1883,1.8262889511788671e-07,3.791603475633565e-08
1884,2.3171956797796156e-07,4.8192386969958534e-08
1885,1.8627886788635806e-07,3.480643329112354e-08
1886,2.3038866459046403e-07,5.8726520535401505e-08
1887,1.6975204175651015e-07,4.0479331886444925e-08
1888,1.7183066347570275e-07,6.213802095089704e-08
1889,2.2491840923066775e-07,4.761503902273034e-08
1890,2.169501982507427e-07,4.391439034634459e-08
1891,1.9313887378302752e-07,2.995883363610119e-08
1892,2.1250257020710706e-07,4.137218212463267e-08
1893,2.087703165898347e-07,4.6803965148001225e-08
1894,2.0227940922268317e-07,5.5453547531669756e-08
1895,2.0704034398022486e-07,2.6481902892783182e-08
1896,1.9990928024071764e-07,5.838058569906934e-08
1897,2.0684832691131305e-07,3.612562338162206e-08
1898,1.8672571400202287e-07,3.621347133275776e-08
1899,1.7301320553997357e-07,2.8743407654019393e-08
1900,2.1075675249448977e-07,5.1391424449320766e-08
1901,2.095777063004789e-07,4.694540578498163e-08
1902,1.551649688735779e-07,4.959386856739911e-08
1903,1.981880899393218e-07,3.7801541452608944e-08
1904,1.6983815953608428e-07,3.2247751136083025e-08
1905,1.9817315433101612e-07,4.5930754311029887e-08
1906,1.5072460257670173e-07,4.372556716703002e-08
1907,1.8874234797294775e-07,3.394276504309346e-08
1908,1.7189861978295085e-07,6.041008759893884e-08
1909,1.6612970910045988e-07,2.6954818821423032e-08
1910,1.7689139042431634e-07,3.4202564336283103e-08
1911,1.7610437907933374e-07,4.203095471666529e-08
1912,1.755574885464739e-07,4.4801023335594437e-08
1913,1.5802909558715328e-07,4.2423916823963737e-08
1914,1.5938249475766497e-07,4.553785615257766e-08
1915,1.5314989809667168e-07,4.5944972271172446e-08
1916,1.6261444102383393e-07,3.186363883855847e-08
1917,1.4366015932409937e-07,5.592876561877347e-08
1918,1.6540381864160736e-07,3.101321510712296e-08
1919,1.7218675907315628e-07,4.4197673076951105e-08
1920,1.3630017292598495e-07,3.710393414735336e-08
1921,1.6584317563683726e-07,4.1650110915725236e-08
1922,1.9330191491917503e-07,4.131644004701229e-08
1923,1.7516313732812705e-07,4.777176698667063e-08
1924,1.4825367600224126e-07,2.707241186783449e-08
1925,1.9906701709260233e-07,2.859526304632709e-08
1926,1.515874856750088e-07,4.0126099776216506e-08
1927,1.438250052387957e-07,6.243566019747959e-08
1928,1.3711249380321533e-07,4.34189573184085e-08
1929,1.570797252270495e-07,2.785101571589621e-08
1930,1.680576531271072e-07,3.571225093423891e-08
1931,1.6879927500212943e-07,3.763767608688795e-08
1932,1.5562541477720515e-07,3.287861005674131e-08
1933,1.3650088703798247e-07,2.408838994938378e-08
1934,1.4497712186312128e-07,4.7926320689839486e-08
1935,1.579813471153102e-07,4.4282650435434334e-08
1936,1.3458432590596203e-07,3.758661648589623e-08
1937,1.3346584637474734e-07,3.021868266728234e-08
1938,1.335417039172171e-07,4.537825049055755e-08
1939,1.3152883582279173e-07,2.9058696782158222e-08
1940,1.4200384157447843e-07,4.057252667166722e-08
1941,1.4167213180371618e-07,3.246652724442356e-08
1942,1.2136847260535433e-07,2.1239483061208375e-08
1943,1.2774235358392616e-07,1.1612940831184915e-08
1944,1.5101974781828176e-07,2.2492303131116387e-08
1945,1.7428033061150927e-07,5.010559434026618e-08
1946,1.531321487391324e-07,5.0115975369635635e-08
1947,1.4305045681339834e-07,2.0265479960812627e-08
1948,1.108932536908469e-07,2.9354097819123126e-08
1949,1.1878579897484087e-07,3.043272656100271e-08
1950,1.414503145724666e-07,2.4461330738745346e-08
1951,1.0661401717015906e-07,4.584402901741669e-08
1952,1.539541329975691e-07,2.5307528517259925e-08
1953,1.4975620388213429e-07,1.723812381726475e-08
1954,1.5245156248511194e-07,3.127211556375187e-08
1955,1.1075017170014689e-07,1.3139850985055546e-08
1956,1.5349209547821374e-07,3.1396108823855684e-08
1957,1.3164206791316246e-07,3.799066305987253e-08
1958,1.0257581806172311e-07,3.557064687242928e-08
1959,1.2633718426968699e-07,2.712761748568937e-08
1960,1.2111458147501253e-07,3.3220000972278285e-08
1961,1.3687873945400497e-07,3.960450811746341e-08
1962,1.4015724048022093e-07,3.868593267952747e-08
1963,1.0281024742653244e-07,3.7503109950876024e-08
1964,1.192457830256899e-07,2.798625509115027e-08
1965,1.1983775038970634e-07,2.4624196015565758e-08
1966,1.539862779509349e-07,2.1048483844765542e-08
1967,1.4396579217645922e-07,3.9442685562107727e-08
1968,1.3025105261021963e-07,3.054162789339898e-08
1969,1.3988614000481903e-07,2.952142530432411e-08
1970,1.2232608526119293e-07,3.954903604608262e-08
1971,1.3205681170802563e-07,2.8261185391897925e-08
1972,1.4620918875607458e-07,2.1033601527165047e-08
1973,1.1246935827102789e-07,2.3706776985932265e-08
1974,1.2094979240373505e-07,2.193973003272731e-08
1975,1.1480074846303978e-07,3.198428899509054e-08
1976,1.1369918695436354e-07,3.485251554025126e-08
1977,1.1400956623219827e-07,3.467301112891619e-08
1978,1.3544548949084856e-07,4.099008066305032e-08
1979,1.4337334164338245e-07,3.101546042216796e-08
1980,1.0574380127081895e-07,2.8994268319593175e-08
1981,1.1259478327474426e-07,3.479052068655619e-08
1982,1.1732179672208076e-07,3.47620137119975e-08
1983,9.978199244642383e-08,3.8523428003145455e-08
1984,1.1540026889633737e-07,2.4935737030773453e-08
1985,1.1489716200685507e-07,3.609334697785016e-08
1986,1.342764761602666e-07,3.7765257587807355e-08
1987,1.2588282061187783e-07,3.238733015109574e-08
1988,1.2652728287321224e-07,3.7778288941581195e-08
1989,1.081160050375729e-07,2.8538234886354985e-08
1990,1.394854649561239e-07,4.6858399826987807e-08
1991,1.324691112358778e-07,3.04796188288492e-08
1992,1.2066777799191186e-07,3.581463658974826e-08
1993,1.3183313285480835e-07,2.9357799746776436e-08
1994,1.2554325223845808e-07,3.6924486579437144e-08
1995,1.3447677815747738e-07,3.7957157417167764e-08
1996,1.233099311548358e-07,3.3629980578098184e-08
1997,1.2370827562335762e-07,3.883864607701071e-08
1998,1.2444817798495933e-07,4.243635132183954e-08
1999,1.375630489519608e-07,4.0217770447270595e-08
2000,1.4226061750832741e-07,4.63893314872621e-08
2001,1.253026624681297e-07,3.811654281093979e-08
2002,1.1522612197722992e-07,3.1544793444027164e-08
2003,1.4292545813532342e-07,3.4585461605729506e-08
2004,1.2906038193705172e-07,3.744072429867629e-08
2005,1.360132415584303e-07,3.2426996199319547e-08
2006,1.3794931419397471e-07,3.9943532925690306e-08
2007,1.6936593283389811e-07,3.754810862233171e-08
2008,1.3581232849446678e-07,4.2148652568130274e-08
2009,1.4781396373564348e-07,4.4344190541778516e-08
2010,1.591918277199511e-07,5.5268380094730674e-08
2011,1.9311057997128955e-07,4.665245967316878e-08
2012,1.8008496738275426e-07,5.582974438311794e-08
2013,2.0165373371128226e-07,5.4387939485422976e-08
2014,2.1351289092308434e-07,5.3919585241146706e-08
2015,2.0658482924318378e-07,5.3862780902136365e-08
2016,2.444181177452265e-07,5.323343899021893e-08
2017,2.2766282370412227e-07,5.106690892375809e-08
2018,2.398182630258816e-07,5.627597587931632e-08
2019,2.438744388655323e-07,5.408093883829679e-08
