year,nos_DET airs_NOUN,nos_DET verres_NOUN
1865,2.8241066374334878e-08,7.43681400905416e-08
1866,3.2113044667880786e-08,1.0363755453823842e-07
1867,1.8925964795357686e-08,1.3442287283282894e-07
1868,2.7663294210888978e-08,4.5940829807022965e-08
1869,4.102156014873515e-08,9.815873214247262e-08
1870,1.3188312220080434e-08,9.17447802173399e-08
1871,1.6993883855676017e-08,9.983906323896008e-08
1872,3.4469832321804006e-08,1.003858356440901e-07
1873,2.7535620894525437e-08,5.986004625313512e-08
1874,2.509335778055899e-08,1.0933534921875321e-07
1875,1.94531928343622e-08,6.579756473001908e-08
1876,3.0834675479596285e-08,3.3857683767735125e-08
1877,3.834585893258691e-08,4.45306744811802e-08
1878,5.4955707762260886e-08,5.978697847908165e-08
1879,4.4598075343849075e-08,8.186495625839285e-08
1880,2.3104245627791897e-08,9.56259107454116e-08
1881,4.671580100534811e-08,6.763332521808607e-08
1882,1.3976308999019693e-08,6.256062046183786e-08
1883,3.6652167523243406e-08,8.97346108530428e-08
1884,2.772712726084592e-08,7.723985273599965e-08
1885,2.707166935067562e-08,6.896830506697427e-08
1886,2.774989482645651e-08,7.55055243883973e-08
1887,2.3504128421336645e-08,6.267767738155072e-08
1888,2.346027505595316e-08,7.355112852103218e-08
1889,4.322944491264025e-08,1.4096558176301954e-07
1890,1.7696843102044113e-08,7.799720247447794e-08
1891,1.9122660899206778e-08,8.286485930764087e-08
1892,1.817868566789116e-08,1.0593785582102555e-07
1893,2.894455697344256e-08,6.527921669885473e-08
1894,4.2220313245522334e-08,8.507077842168087e-08
1895,2.8889349357186234e-08,1.1074250449993883e-07
1896,2.8895442705234586e-08,1.1794057663827573e-07
1897,2.097616802476665e-08,1.0895954449807732e-07
1898,1.2448381103702388e-08,1.1882545347674522e-07
1899,8.844125432005967e-09,9.507435017042098e-08
1900,1.5573159761750333e-08,1.0485927615100366e-07
1901,2.4590450786732276e-08,8.718432575882673e-08
1902,2.356936334990678e-08,7.070809004972034e-08
1903,2.1060859722865644e-08,7.722314876446035e-08
1904,1.8811189050893518e-08,7.094505516391791e-08
1905,2.5287720029076866e-08,9.857049754202762e-08
1906,2.006231891726884e-08,7.510509103525465e-08
1907,1.5942813902380948e-08,8.63997655642379e-08
1908,3.14328898465277e-08,8.3002478001859e-08
1909,1.870334465081669e-08,9.24165233229246e-08
1910,1.4963622119168463e-08,1.07417427841483e-07
1911,1.7025197585063268e-08,9.204247453098446e-08
1912,2.344239469209697e-08,1.2502610857723084e-07
1913,1.909076252637476e-08,9.916590848479956e-08
1914,4.754688076591407e-08,1.071478967773487e-07
1915,2.1205371680821372e-08,8.717763932963862e-08
1916,2.307367052978293e-08,1.0547963413820582e-07
1917,4.496233962925089e-08,9.540789136508465e-08
1918,2.5270027848023346e-08,5.743188236095875e-08
1919,3.4069039145379065e-08,1.1601888794121606e-07
1920,2.953170330499688e-08,1.18126816328612e-07
1921,3.7863738422405646e-08,9.99602658424692e-08
1922,3.6889677090812256e-08,1.158335862783133e-07
1923,2.653987030143412e-08,9.342034257286969e-08
1924,5.156649840465377e-08,1.0055466848069017e-07
1925,2.969508017258704e-08,1.0338287514954914e-07
1926,1.0031524944054127e-08,8.136681373116517e-08
1927,1.8953683067479687e-08,1.1706686242618503e-07
1928,2.2852082337543322e-08,1.0397697414177287e-07
1929,1.7824650200282122e-08,9.580749749105166e-08
1930,2.625900974440043e-08,1.050360378673787e-07
1931,3.5356604755065746e-08,8.211856972195619e-08
1932,1.53433514782364e-08,1.0959536589361107e-07
1933,2.408839039347299e-08,1.204419532996326e-07
1934,2.6359476379411717e-08,8.866369149984621e-08
1935,2.393656917121234e-08,1.0173041431471574e-07
1936,2.9099314957647948e-08,8.366053227959469e-08
1937,1.6368453259474336e-08,7.302848592516398e-08
1938,1.2965214124527336e-08,5.704694316932546e-08
1939,2.2941076593951948e-08,1.085877601170182e-07
1940,1.0143131667916805e-08,7.607348861959906e-08
1941,1.0920559567750843e-07,1.5642964301676443e-07
1942,4.5513175450651033e-08,1.1226583529477807e-07
1943,2.6129116648121453e-08,9.290352687152392e-08
1944,3.213186161588055e-08,1.1567470536988367e-07
1945,2.6142049414090707e-08,1.2635323365373097e-07
1946,2.227376683094917e-08,1.1136883504292427e-07
1947,1.668921911779364e-08,7.748565900023152e-08
1948,1.8482209318548826e-08,8.806229501168161e-08
1949,1.0798709482173763e-08,8.73713774662832e-08
1950,1.8080114516649815e-08,1.2868787280240213e-07
1951,2.1322804077961166e-08,9.062191708153478e-08
1952,2.319856839960721e-08,7.59225908808503e-08
1953,1.4005975934594517e-08,9.05001482642831e-08
1954,2.6385848173049453e-08,1.0456613819265215e-07
1955,7.508486277174597e-09,9.1040396110742e-08
1956,2.3547081839936368e-08,8.721141853129666e-08
1957,2.6505112771246786e-08,7.686483061153382e-08
1958,1.4062814024384807e-08,8.437688103768437e-08
1959,2.402731746897757e-08,6.820657816319908e-08
1960,1.6610000486139143e-08,1.1696208601641445e-07
1961,1.0422239238305764e-08,9.171569992361128e-08
1962,1.6489086374082973e-08,1.3571786672272879e-07
1963,1.939815952312074e-08,8.535190154645989e-08
1964,6.692365273064382e-09,1.0525265081717805e-07
1965,2.1340969214023175e-08,1.0944086969999489e-07
1966,2.1602391320207914e-08,9.527208921777941e-08
1967,3.1061113570096666e-08,1.267096219059738e-07
1968,3.278733495815089e-08,9.926029187479202e-08
1969,1.907538335621517e-08,7.630152754067865e-08
1970,2.4373242757391722e-08,9.427386449267772e-08
1971,3.185806363159571e-08,9.557419522465693e-08
1972,3.026786604687359e-08,9.029058789522537e-08
1973,3.69384653975402e-08,7.056900686031042e-08
1974,1.518904385600095e-08,5.625571697365217e-08
1975,1.1994108817248161e-08,8.452990751806055e-08
1976,1.656922776760439e-08,6.627691084837295e-08
1977,1.8218024422367307e-08,7.16967374359001e-08
1978,2.8514838157356337e-08,7.960392123251836e-08
1979,2.1067103284089228e-08,8.192762535053077e-08
1980,2.0466542682839872e-08,8.982537846868865e-08
1981,1.4548763749289151e-08,7.021360204362281e-08
1982,1.9864007771985825e-08,7.13862733370263e-08
1983,2.2103606056589342e-08,9.34666770646686e-08
1984,2.145633182237816e-08,1.0380225257122788e-07
1985,1.6843562988810845e-08,9.384270915901993e-08
1986,1.7983456501724504e-08,9.351397478596368e-08
1987,1.588812459374367e-08,8.677359986108968e-08
1988,1.739000587974715e-08,8.695003095304799e-08
1989,1.3720305114262032e-08,9.00052015140318e-08
1990,2.2339469218923824e-08,8.227462955368026e-08
1991,1.9928982464278988e-08,6.506226069014076e-08
1992,1.2672871640972971e-08,7.548623415232214e-08
1993,1.4955860494492157e-08,9.749005203119054e-08
1994,1.1077346151466827e-08,1.0075110079554861e-07
1995,2.006306776269895e-08,8.567471976306251e-08
1996,1.921713232988509e-08,9.021375468876158e-08
1997,1.1507746533467866e-08,9.973380232786155e-08
1998,2.193339376788117e-08,8.773357684788152e-08
1999,1.736676483177213e-08,9.96303820000044e-08
2000,1.9439339027371716e-08,9.410407120213904e-08
2001,1.095302959441824e-08,7.929993106614575e-08
2002,1.3143664545633982e-08,1.0164434005588419e-07
2003,9.167230530238157e-09,1.0083953538853052e-07
2004,4.625030919358508e-08,1.1056026227862503e-07
2005,1.7564622978305522e-08,1.0854036247565091e-07
2006,1.6059770735488144e-08,1.1900701957223703e-07
2007,2.1570189912001325e-08,1.4739629050630754e-07
2008,2.6396125840655316e-08,1.3879253568660488e-07
2009,2.574823909640145e-08,1.578271753288618e-07
2010,2.3618965894200983e-08,2.3524488668158483e-07
2011,2.3708625951357476e-08,2.978874231729378e-07
2012,2.6212745751763578e-08,3.5540399778710707e-07
2013,2.6217775839221247e-08,4.0302856874063764e-07
2014,2.8583876265919628e-08,4.6881887705296776e-07
2015,3.125371372814101e-08,4.621559739348413e-07
2016,3.0655832650161585e-08,5.211491647116873e-07
2017,2.213738048428837e-08,5.665156468381838e-07
2018,3.536609383125722e-08,6.639532479368881e-07
2019,3.775461876465158e-08,6.137676429318617e-07
