year,diverses_ADJ allées_NOUN,diverses_ADJ vallées_NOUN
1871,4.248470908407853e-09,2.2304472935275044e-08
1872,6.047339295989218e-10,2.4794090336399677e-08
1873,6.584604861359367e-09,3.71132280463371e-08
1874,1.0156835372754358e-08,1.7923827755339516e-08
1875,1.2587359599081083e-08,2.4030413214859436e-08
1876,3.627608879952504e-09,3.748529309177684e-08
1877,1.1751150275074451e-08,3.710889728836264e-08
1878,3.0195443923020093e-09,2.536417298415472e-08
1879,8.55305515301552e-09,2.3215436684154156e-08
1880,5.776061406947974e-09,2.8238524407697696e-08
1881,8.367009307619355e-09,4.811030152040985e-08
1882,7.320923423037584e-09,3.5939081044489285e-08
1883,2.401348808689363e-08,4.107570461542309e-08
1884,3.300848483434038e-09,1.5844072720483382e-08
1885,2.5782542767416317e-09,2.6427105837001363e-08
1886,5.162771099520569e-09,3.226731948302586e-08
1887,9.793386546164129e-09,2.8074376601239237e-08
1888,8.242799331981132e-09,1.4583413587843097e-08
1889,1.0650732740202784e-08,2.8819629349641218e-08
1890,7.209825181320184e-09,3.9326319978272295e-08
1891,4.461953917456185e-09,3.505821055682645e-08
1892,6.268512375839919e-09,3.384996816180319e-08
1893,3.695050043717174e-09,3.94138659487453e-08
1894,5.041231432301174e-09,2.142523314319078e-08
1895,1.3240951446391591e-08,3.370423939941247e-08
1896,5.897029087265082e-09,1.592197840238896e-08
1897,1.2236098356765979e-08,3.379494017963225e-08
1898,1.640922953072277e-08,3.055511754723739e-08
1899,7.185851913504848e-09,3.537650172802387e-08
1900,3.633737311048435e-09,1.972600216504361e-08
1901,6.706486921359556e-09,1.8442838367604963e-08
1902,1.0802624572647801e-08,3.2407871941586563e-08
1903,5.940242076007962e-09,1.8900770726304472e-08
1904,4.299700151477737e-09,2.9022976022474722e-08
1905,1.0321518084666081e-09,3.096455358786443e-08
1906,1.4403716441790948e-08,2.1605574218597212e-08
1907,4.114274698707732e-09,1.542852956504248e-08
1908,1.1296195090437777e-08,3.929111258571538e-08
1909,1.4852655993990993e-08,3.245580160182726e-08
1910,4.275320542035388e-09,3.5271394693836555e-08
1911,1.5961122423746588e-09,2.606983251496331e-08
1912,6.772247651554153e-09,1.82329742415277e-08
1913,3.181793939432964e-09,2.333315407554437e-08
1914,1.2723813114234872e-08,3.4153391226254826e-08
1915,8.246533234057551e-09,3.416420923940677e-08
1916,7.69122365795738e-09,4.1752354462687435e-08
1917,1.4256351654751143e-08,3.3995917192441993e-08
1918,0.0,2.2972752589112133e-08
1919,9.207848372660976e-10,3.222746869369075e-08
1920,7.572231730534895e-10,2.1959472462640406e-08
1921,2.2718242842501013e-09,2.499006690470651e-08
1922,3.6889677978990676e-09,3.172512208493572e-08
1923,6.369568872344189e-09,1.0615948120573648e-08
1924,6.445812328337297e-09,1.804827398643738e-08
1925,1.4297631523163545e-08,2.74954441437103e-08
1926,7.802296586589819e-09,4.346993875969929e-08
1927,6.689535148041159e-09,1.8953683067479687e-08
1928,2.2852082448565625e-09,1.5996457491951332e-08
1929,3.342121912552898e-09,1.5596569369336066e-08
1930,0.0,3.2561171536826805e-08
1931,2.2810713318222042e-09,3.079446386777818e-08
1932,1.0959536611565568e-09,1.9727165678773417e-08
1933,4.588264879146209e-09,0.0
1934,1.1981580172459871e-09,7.188948103475923e-09
1935,1.196828414151696e-09,1.3165112555668657e-08
1936,7.274828739411987e-09,1.33371855781661e-08
1937,5.0364472592434595e-09,1.2591118370153254e-08
1938,2.5930428915188486e-09,2.852347158466273e-08
1939,3.058810094103137e-09,1.8352860564618823e-08
1940,2.5357829169792012e-09,2.028626333583361e-08
1941,2.9515025978810172e-09,1.7709016475464523e-08
1942,3.034211770724937e-09,3.034211815133858e-08
1943,0.0,1.7419411690866582e-08
1944,0.0,1.6065930807940276e-08
1945,2.178504043826024e-09,2.178504043826024e-09
1946,1.1136883415474585e-08,1.9489545977080525e-08
1947,7.152522574216391e-09,9.536696765621855e-09
1948,5.435944139264848e-09,2.0656587551570738e-08
1949,3.9268033269479474e-09,2.1597418964347526e-08
1950,4.2541445921528975e-09,1.1698897850465073e-08
1951,5.330700769690111e-09,1.5992101864981123e-08
1952,0.0,2.319856839960721e-08
1953,4.3095309543161875e-09,2.0470272588113403e-08
1954,1.9545072227344917e-09,1.9545073115523337e-08
1955,7.508486277174597e-09,2.1586897602787758e-08
1956,2.616342476002842e-09,1.9186511934776718e-08
1957,1.7670075402875796e-09,1.767007518083119e-08
1958,5.790570245522986e-09,1.7371711180658167e-08
1959,6.200598257066758e-09,1.6276571201956358e-08
1960,0.0,1.6610000486139143e-08
1961,2.08444772553662e-09,2.153929301584867e-08
1962,6.341956293454132e-09,1.9025868880362395e-08
1963,5.1728425987107585e-09,1.0992290633282664e-08
1964,5.475571551727398e-09,1.764350798794112e-08
1965,3.2832261354087677e-09,2.134096988015699e-08
1966,5.539074976468328e-09,1.1078149952936656e-08
1967,4.930335695263466e-09,1.873527466500491e-08
1968,8.533690198930799e-09,7.635406973349745e-09
1969,6.358460868938209e-09,1.2262746373892242e-08
1970,3.219107425067591e-09,1.103694025061941e-08
1971,3.083038491169532e-09,9.24911525146399e-09
1972,5.130146973897354e-09,1.2312352026810913e-08
1973,1.0475087464101307e-08,9.37244681864513e-09
1974,2.2502286700643026e-09,8.438357568252286e-09
1975,2.2845920710778955e-09,1.9419033492340532e-08
1976,4.570821499072508e-09,9.141642998145016e-09
1977,1.7630346071939584e-09,1.7630345183761165e-08
1978,2.3762365408686037e-09,6.534650598410963e-09
1979,4.681578680276743e-09,8.192762912528906e-09
1980,3.97960553399912e-09,5.6851505725319385e-09
1981,3.795329828193417e-09,6.958104314946922e-09
1982,1.8622506869903077e-09,9.932003663948308e-09
1983,1.89459470334441e-09,5.68378455412244e-09
1984,3.479405208395292e-09,5.799008384599347e-09
1985,4.210890747202711e-09,1.4437339324047116e-08
1986,7.1933827783254856e-09,2.997242676272549e-09
1987,3.6664902225425067e-09,6.110816741511371e-09
1988,1.1993107618124554e-09,6.596209356501959e-09
1989,8.232182935330457e-09,6.036934507847036e-09
1990,3.2691906959314565e-09,6.538381391862913e-09
1991,4.10302547493302e-09,8.7921980806982e-09
1992,4.4079553340736766e-09,7.162927584403178e-09
1993,3.877445031719162e-09,5.539207315052863e-09
1994,1.5824779264761446e-09,5.274926717646622e-09
1995,4.880205572987961e-09,5.4224509327127635e-09
1996,3.736664311304594e-09,8.540947504798169e-09
1997,8.151320507465698e-09,4.794894259418925e-09
1998,3.337690568372409e-09,1.0013071261028017e-08
1999,3.1991407301035224e-09,7.312321859131998e-09
2000,4.418031274155965e-09,1.2370488633450805e-08
2001,7.0099388516098315e-09,8.762423675534592e-09
2002,3.9430991805033955e-09,1.752488598683044e-09
2003,1.6667691671301554e-09,5.8336921959778465e-09
2004,2.642874807889939e-09,6.166707589017051e-09
2005,1.8014998381943315e-09,7.205999352777326e-09
2006,4.529678854225949e-09,2.8825228870488218e-09
2007,1.997239706952314e-09,4.393927444112933e-09
2008,3.8316958494988285e-09,4.6831836186811415e-09
2009,4.291373478793048e-09,5.721831008997924e-09
2010,3.3066551718974324e-09,9.447586046817946e-10
2011,4.206369030868018e-09,7.64794394481072e-10
2012,3.744677901096338e-09,3.4042526575461807e-09
2013,4.741512515948898e-09,3.0680376017500066e-09
2014,4.114345752981308e-09,2.3819897165822113e-09
2015,5.098123256885856e-09,3.989835573037226e-09
2016,5.59261792432153e-09,5.799752234025846e-09
2017,4.528100561174142e-09,2.5156112748447867e-09
2018,3.3559066636712487e-09,3.0977600484760615e-09
2019,3.5713827450933877e-09,3.3162841361900064e-09
