year,pouvez_VERB ôter_VERB,pouvez_VERB voter_VERB
1854,8.313063126763609e-09,5.7152309551611324e-09
1855,9.021793090369101e-09,5.306937111981824e-10
1856,4.659470143053568e-09,1.5531567143511893e-09
1857,1.0739319655783675e-08,2.9289055625270066e-09
1858,1.3212924976357954e-08,0.0
1859,1.5276520048956854e-09,1.018434669930457e-09
1860,6.408057640072684e-09,1.373155145145688e-09
1861,7.073945429425521e-09,0.0
1862,9.487771457372673e-09,9.035972858839614e-09
1863,1.6981710260211003e-08,3.995696662428827e-09
1864,4.794728170054441e-09,1.2466292886870178e-08
1865,1.882737743486018e-09,6.118897832863013e-09
1866,4.379051787850585e-09,5.352174259343201e-09
1867,2.91168689159349e-09,6.79393608038481e-09
1868,5.433861360870651e-09,9.87974813071446e-10
1869,3.906815315701806e-09,8.30198221279943e-09
1870,4.587239033071455e-09,1.4335121534259088e-08
1871,4.248470908407853e-09,4.885741589077952e-08
1872,1.8142017887967654e-09,3.3260366905096816e-08
1873,7.183205141814142e-09,3.7711828326791874e-08
1874,1.1949218281515073e-09,2.9873046258899194e-08
1875,5.721527251978387e-09,4.1194994082616176e-08
1876,4.836811839936672e-09,2.2370254981751714e-08
1877,1.2369631985365004e-09,1.1132669008873108e-08
1878,6.039088673581716e-10,3.0195443923020093e-09
1879,6.10932526790009e-10,2.3215436684154156e-08
1880,1.2835692508872398e-09,1.2193908105473383e-08
1881,4.8807553554297556e-09,2.370652651961791e-08
1882,2.6621540527571597e-09,2.3959387362992857e-08
1883,4.423537092179686e-09,2.338155447034751e-08
1884,5.941527270181268e-09,7.2618666635548834e-09
1885,3.2228177904158883e-09,2.1915161241281567e-08
1886,8.38950331427668e-09,2.0651084398082276e-08
1887,1.9586774424595887e-09,1.697520346510828e-08
1888,6.340614699951175e-09,1.4583413587843097e-08
1889,6.265136853755848e-09,1.4409814674820609e-08
1890,1.3108772956016423e-09,2.3595791986963377e-08
1891,4.461953917456185e-09,1.9122660788184476e-08
1892,0.0,1.5044429702015805e-08
1893,7.390100087434348e-09,3.0176241949675386e-08
1894,4.411077725308132e-09,1.6384001710889606e-08
1895,7.824199066419624e-09,9.027921521465032e-09
1896,5.89702897624278e-10,5.307326134129653e-09
1897,4.078699600285063e-09,1.2236098356765979e-08
1898,3.960848538042683e-09,2.1501747937691107e-08
1899,7.738609753005221e-09,9.949641111006713e-09
1900,8.824790675987515e-09,1.453494924419374e-08
1901,0.0,2.0119459875900247e-08
1902,3.928227076954727e-09,1.3748794991386148e-08
1903,0.0,1.2420506401156217e-08
1904,2.6873125946735854e-09,1.4511488011237361e-08
1905,1.5482277682110634e-09,1.4966200723165457e-08
1906,1.5432553013283723e-09,6.173021205313489e-09
1907,1.5428529565042481e-09,8.742834012309686e-09
1908,0.0,1.1787333775714615e-08
1909,0.0,8.251475058784763e-09
1910,3.740905363258662e-09,7.481810726517324e-09
1911,1.5961122423746588e-09,5.3203743632934675e-09
1912,1.5628263128064646e-09,6.251305251225858e-09
1913,2.6514948014977335e-09,2.121195885607108e-09
1914,2.0090231700464756e-09,1.4732836284281348e-08
1915,0.0,4.712304768617059e-09
1916,0.0,7.69122365795738e-09
1917,0.0,1.0966424213165737e-08
1918,2.2972752589112133e-09,1.4932290071101306e-08
1919,2.762354567309444e-09,5.524709134618888e-09
1920,7.572231730534895e-10,6.057785384427916e-09
1921,7.572747429129834e-10,5.300923255902035e-09
1922,2.951174193910333e-09,6.640141769764796e-09
1923,1.0615948120573648e-09,8.492758496458919e-09
1924,2.578324886925998e-09,2.1915761649893284e-08
1925,2.1996355847875293e-09,4.399271169575059e-09
1926,2.229227691330493e-09,2.229227691330493e-09
1927,1.1149224876660924e-09,6.689535148041159e-09
1928,3.4278122562625413e-09,0.0
1929,2.2280812750352652e-09,5.570202965543558e-09
1930,2.100720708497761e-09,1.0503603542488804e-09
1931,7.983749661377715e-09,4.5621426636444085e-09
1932,4.383814644626227e-09,5.4797681947604815e-09
1933,3.4411986593596566e-09,0.0
1934,1.1981580172459871e-09,3.5944740517379614e-09
1935,0.0,0.0
1936,0.0,8.487299751891442e-09
1937,2.5182236296217297e-09,2.5182236296217297e-09
1938,3.8895642262559704e-09,2.5930428915188486e-09
1939,0.0,3.058810094103137e-09
1940,0.0,0.0
1941,0.0,2.9515025978810172e-09
1942,3.034211770724937e-09,0.0
1943,2.9032352077962287e-09,2.9032352077962287e-09
1944,3.2131861615880553e-09,6.4263723231761105e-09
1945,2.178504043826024e-09,0.0
1946,0.0,9.744772988540262e-09
1947,1.1920870957027319e-09,7.152522574216391e-09
1948,0.0,9.784699273041042e-09
1949,1.9634016634739737e-09,1.668891336237266e-08
1950,5.317680518146517e-09,1.0635361036293034e-08
1951,2.1322803522849654e-09,1.4925962688039363e-08
1952,1.0544803918932644e-09,5.272402070488624e-09
1953,2.1547654771580937e-09,4.3095309543161875e-09
1954,2.9317608341017376e-09,2.9317608341017376e-09
1955,9.385607846468247e-10,2.815682353940474e-09
1956,8.72114158667614e-10,6.104799332717903e-09
1957,4.417518795207798e-09,2.6505113659425206e-09
1958,8.272243445794913e-10,4.1361216673863055e-09
1959,2.325224457422337e-09,1.3176271629333769e-08
1960,1.3841666701708277e-09,4.844583401109048e-09
1961,2.779263708063695e-09,4.86371165564492e-09
1962,6.976152100435229e-09,2.5367825617905737e-09
1963,3.2330267352165265e-09,6.466053248388448e-10
1964,4.867174663303331e-09,6.083968440151466e-09
1965,2.188817349590977e-09,2.73602163147757e-09
1966,1.1078149508847446e-09,2.215629901769489e-09
1967,2.9582012395223956e-09,1.9721342336964653e-09
1968,4.042274071025531e-09,4.940557296606585e-09
1969,3.6334062425424918e-09,5.450109252791435e-09
1970,2.2993624781975086e-09,5.978342709767048e-09
1971,3.083038491169532e-09,4.624557625731995e-09
1972,2.0520587451500205e-09,1.0260293725750103e-09
1973,4.9618833486420044e-09,6.064523994098181e-09
1974,2.2502286700643026e-09,5.625571675160757e-10
1975,3.998036124386317e-09,1.1422960355389478e-09
1976,5.713526873840635e-10,1.7140580066410394e-09
1977,0.0,4.11374712072643e-09
1978,5.940591352171509e-10,4.752473081737207e-09
1979,5.851973350345929e-10,1.7555920051037788e-09
1980,5.6851505725319385e-09,2.8425752862659692e-09
1981,1.0120879245789638e-08,3.795329828193417e-09
1982,2.483000915987077e-09,6.2075020679230875e-09
1983,6.315316047889041e-10,4.4207211225000265e-09
1984,2.3196033982486597e-09,5.219107812592938e-09
1985,3.0077789148208467e-09,1.2031116103372597e-09
1986,2.997242676272549e-09,6.593933843390687e-09
1987,3.0554083707556856e-09,3.6664902225425067e-09
1988,0.0,1.798966087207532e-09
1989,1.0976244357863152e-09,2.7440609784434855e-09
1990,2.724325431913144e-09,5.44865097484859e-10
1991,1.1722930404189924e-09,4.68917216167597e-09
1992,0.0,0.0
1993,1.661762283333701e-09,1.661762283333701e-09
1994,4.2199412852994556e-09,1.5824779264761446e-09
1995,4.337960657352369e-09,5.4224509327127635e-09
1996,1.6014276571496566e-09,2.135236876199542e-09
1997,1.438468344439059e-09,1.917957792585412e-09
1998,2.86087753487152e-09,2.3840645013706308e-09
1999,1.8280804647829996e-09,7.312321859131998e-09
2000,2.2090156370779823e-09,4.4180314962005696e-10
2001,1.7524847129024579e-09,3.943090742808408e-09
2002,1.3143663935011318e-09,9.63868718173444e-09
2003,2.083461403401543e-09,4.583615265119079e-09
2004,4.404791253964646e-10,5.285749615779878e-09
2005,2.702249757291497e-09,4.954124666056714e-09
2006,1.6471559671771274e-09,2.4707338397433887e-09
2007,3.994479413904628e-09,1.1983438241713884e-08
2008,2.9802078582719105e-09,4.6831836186811415e-09
2009,2.384096253749135e-09,5.245011536203492e-09
2010,5.668551850135373e-09,4.723792912386671e-09
2011,8.030340836739924e-09,3.4415748029203996e-09
2012,6.468080293586809e-09,4.085103366691101e-09
2013,9.761937924679387e-09,4.183687618564136e-09
2014,7.795602385840539e-09,4.980523993225461e-09
2015,1.773260294157808e-08,4.43315073539452e-09
2016,1.1392370602436586e-08,3.314144070287739e-09
2017,7.54683426862357e-09,6.5405894034142875e-09
2018,1.0842160058643913e-08,5.6792268665617485e-09
2019,1.3520234709574197e-08,6.12237061048404e-09
