year,trois_DET ans_NOUN,trois_DET vents_NOUN
1842,2.238548006516794e-05,6.708265054555795e-09
1843,2.2683129827782977e-05,4.134837805480629e-09
1844,2.318697545433679e-05,7.1351298203126134e-09
1845,2.1413566400951822e-05,6.138250796539069e-09
1846,2.2437375776007684e-05,1.7563504428608212e-08
1847,2.2942233385947475e-05,1.0786447290911383e-08
1848,2.399246011464129e-05,8.04522137798358e-09
1849,2.2808766573234607e-05,4.1897072478036534e-09
1850,2.3167448205185792e-05,6.788996032014438e-10
1851,2.4214417294388113e-05,3.8696632564949596e-09
1852,2.2298618773675116e-05,2.213585426069642e-08
1853,2.2237085147480684e-05,1.4332636411040767e-08
1854,2.141912614206376e-05,1.6626126475571823e-08
1855,2.3691758997301804e-05,1.0613874223963649e-08
1856,2.2106079882178165e-05,7.765783904822854e-09
1857,2.161092913866014e-05,7.322263684272912e-09
1858,2.193443492615188e-05,6.361778659424999e-09
1859,2.1087199911562493e-05,1.629495471888731e-08
1860,2.104177292494569e-05,1.373155145145688e-09
1861,2.051019737336901e-05,3.7727710400226044e-09
1862,2.2135422227620438e-05,2.2589932147099034e-09
1863,2.3288418901756813e-05,1.4983863039219614e-09
1864,2.312832930329023e-05,3.835782358407869e-09
1865,2.2560845991392853e-05,9.41368871743009e-10
1866,2.119947566825431e-05,3.4059290943133647e-09
1867,2.270048128139024e-05,1.0190904120577216e-08
1868,2.237170212993078e-05,2.9639244392143382e-09
1869,2.2142363320654113e-05,1.0255390314739543e-08
1870,2.3080692812982306e-05,7.454263428741115e-09
1871,2.110427908519341e-05,3.18635318130589e-09
1872,2.2592858954340045e-05,7.861540751719076e-09
1873,2.293477791681653e-05,5.986004469882289e-10
1874,2.4774911025815527e-05,2.9873046258899194e-09
1875,2.381757360581105e-05,5.721527140956084e-10
1876,2.354560041339937e-05,1.209202959984168e-09
1877,2.3249342348208302e-05,1.8554447978047506e-09
1878,2.304455892954138e-05,4.22736201599605e-09
1879,2.5270002311117423e-05,1.832797580370027e-09
1880,2.438589001485525e-05,1.9253538763308597e-09
1881,2.4694529884072836e-05,2.7890030285249168e-09
1882,2.5368331648678577e-05,5.989846840748214e-09
1883,2.5234384679606592e-05,1.8958017378167824e-09
1884,2.6099149067704275e-05,0.0
1885,2.59469069305851e-05,6.445635691854079e-10
1886,2.535694977723324e-05,7.744156427236248e-09
1887,2.574420284418011e-05,1.0446279397058333e-08
1888,2.613855019717448e-05,1.268122939990235e-09
1889,2.535500766498444e-05,2.5060546970934183e-09
1890,2.684217861315119e-05,1.9663159989136147e-09
1891,2.418952783500572e-05,9.561330394092238e-09
1892,2.4509883246537356e-05,8.775916882086676e-09
1893,2.524519766211597e-05,9.23762488724833e-09
1894,2.5070673700611223e-05,0.0
1895,2.583430057256919e-05,1.2037228991346183e-09
1896,2.653898934568133e-05,8.845543852942228e-09
1897,2.5237243789888453e-05,1.7480140668268973e-09
1898,2.6292112238479604e-05,2.8291773368493978e-09
1899,2.762849510418164e-05,0.0
1900,2.6809194423549343e-05,1.038210628578895e-09
1901,2.6167034434365632e-05,0.0
1902,2.3879693230810517e-05,1.4730852093691738e-09
1903,2.6142466367673478e-05,2.7001101354784396e-09
1904,2.649851501246303e-05,5.374625189347171e-10
1905,2.6482950715944753e-05,1.0837593933388234e-08
1906,2.6181327143603994e-05,5.144184522798412e-10
1907,2.5561474330970668e-05,2.571421631181181e-09
1908,2.555199364451255e-05,1.964555629285769e-09
1909,2.5955841465474805e-05,2.7504918342913243e-09
1910,2.5955471642191696e-05,3.206490406526541e-09
1911,2.5373928224325937e-05,0.0
1912,2.6378425786788284e-05,4.167536982180309e-09
1913,3.145574316931743e-05,7.42418571064718e-09
1914,3.0512372518387565e-05,0.0
1915,2.3767686400333332e-05,0.0
1916,2.2189180413079157e-05,0.0
1917,3.0912156830709137e-05,0.0
1918,2.9761200266875676e-05,1.1486376294556067e-09
1919,2.5794866019168694e-05,1.8415696745321952e-09
1920,2.347846157135791e-05,0.0
1921,2.324984893675719e-05,6.815472630705699e-09
1922,2.4451953322568443e-05,0.0
1923,2.3331730176323617e-05,3.1847844361720945e-09
1924,2.347435952287924e-05,3.867487330388997e-09
1925,2.392103704096371e-05,2.1996355847875293e-09
1926,2.3410234689436038e-05,5.57306911730393e-09
1927,2.3821433273951698e-05,0.0
1928,2.3230283773045812e-05,0.0
1929,2.4733930899856205e-05,0.0
1930,2.3167798985923582e-05,0.0
1931,2.3871410689935146e-05,0.0
1932,2.4644709128551767e-05,0.0
1933,2.4466921672683384e-05,0.0
1934,2.255652350413584e-05,0.0
1935,2.3047324020808446e-05,0.0
1936,2.2615017769567203e-05,0.0
1937,2.2642607177658647e-05,7.554670666820584e-09
1938,2.1637645772898395e-05,2.5930428915188486e-09
1939,2.0906966142320016e-05,0.0
1940,2.1067284592390934e-05,2.5357829169792012e-09
1941,2.1129806668795936e-05,0.0
1942,2.195859110543097e-05,1.2136847082899749e-08
1943,2.144039217455429e-05,0.0
1944,2.175648410229769e-05,3.2131861615880553e-09
1945,2.2120530275060446e-05,2.178504043826024e-09
1946,2.2322490394799388e-05,0.0
1947,2.2332559410642716e-05,0.0
1948,2.2080804683355382e-05,3.2615663503321457e-09
1949,2.4222486786129593e-05,3.9268033269479474e-09
1950,2.2786261808960262e-05,3.190608444114673e-09
1951,2.2842054136162915e-05,2.1322803522849654e-09
1952,2.1641100829583593e-05,0.0
1953,2.1768518763565226e-05,2.1547654771580937e-09
1954,2.1434103132378368e-05,2.9317608341017376e-09
1955,2.1927595184934034e-05,2.815682353940474e-09
1956,2.211071011970489e-05,5.232684952005684e-09
1957,2.1420548364403658e-05,3.5340151360863103e-09
1958,2.2601422870138776e-05,8.272243445794913e-10
1959,2.264458544232184e-05,1.5501495642666896e-09
1960,2.1691275833291e-05,4.152500121534786e-09
1961,2.222299212917278e-05,2.779263652552544e-09
1962,2.2427060230256757e-05,0.0
1963,2.2090624383963586e-05,1.2932106496776896e-09
1964,2.2542928491020575e-05,3.6503808864551957e-09
1965,2.1709785301027296e-05,3.830430195250756e-09
1966,2.1010263935750118e-05,5.539074754423723e-10
1967,2.188625296639657e-05,2.9582012395223956e-09
1968,2.198817458065605e-05,0.0
1969,2.206431292961497e-05,4.541757803178115e-09
1970,2.254478999930143e-05,2.759235007143701e-09
1971,2.213673053574894e-05,1.0276794970565106e-09
1972,2.2983057874625956e-05,1.5390440588625154e-09
1973,2.248119187697739e-05,2.7566018911961976e-09
1974,2.3857486326051003e-05,5.06301445213353e-09
1975,2.4234380816778867e-05,6.282628195464213e-09
1976,2.3469454731639416e-05,2.285410749536254e-09
1977,2.24357902425254e-05,5.289103655048422e-09
1978,2.2778008883506118e-05,1.7821774056514528e-09
1979,2.1723696363551426e-05,0.0
1980,2.14853218949429e-05,5.685150794576543e-09
1981,2.1374032144194643e-05,6.325549528618524e-10
1982,2.168156379411812e-05,3.7245013739806154e-09
1983,2.2520416564475454e-05,2.5261264191556165e-09
1984,2.4002676809686818e-05,3.479405208395292e-09
1985,2.4357596544177795e-05,6.617113967877231e-09
1986,2.3507974674430443e-05,3.596691222629289e-09
1987,2.3487535941058013e-05,0.0
1988,2.3617427359567955e-05,2.9982769045311386e-09
1989,2.493528404556855e-05,0.0
1990,2.4277009401885152e-05,2.724325431913144e-09
1991,2.3243054897648108e-05,4.10302547493302e-09
1992,2.3078401454768027e-05,3.856960972825618e-09
1993,2.323420642369456e-05,3.323524566667402e-09
1994,2.415863696114684e-05,7.384897138251745e-09
1995,2.363537896599155e-05,1.0844901643380922e-09
1996,2.3839920118007285e-05,2.135236876199542e-09
1997,2.3756305495226115e-05,4.79489448146353e-10
1998,2.488343511686253e-05,1.43043876743576e-09
1999,2.3606003765053174e-05,3.6561608462992723e-09
2000,2.3897574692455237e-05,1.1486881668076876e-08
2001,2.34429886631915e-05,3.066848330846028e-09
2002,2.281039201079693e-05,4.38122149670761e-10
2003,2.3260180682882492e-05,2.083461403401543e-09
2004,2.3878372530816705e-05,1.7619165015858584e-09
2005,2.3451924221262743e-05,4.5037495954858286e-10
2006,2.3848759155953303e-05,3.7061009261485367e-09
2007,2.281766421674547e-05,3.994479469415779e-10
2008,2.3765879859638517e-05,4.257439734089985e-09
2009,2.2844409841127344e-05,1.430457752249481e-09
2010,2.3019516333988577e-05,9.447586046817946e-10
2011,2.1793580572193605e-05,7.64794394481072e-10
2012,2.2037430767340993e-05,2.7234022259570168e-09
2013,2.248676253202575e-05,5.020424964641279e-09
2014,2.405809539141046e-05,3.681256854903836e-09
2015,2.3099153622752056e-05,3.103205470367243e-09
2016,2.1769990212305856e-05,1.86420612280358e-09
2017,2.261559814087377e-05,1.7609279590047322e-09
2018,2.1504907977032417e-05,2.323319980845895e-09
2019,2.2133900984044885e-05,2.2958890344426663e-09
