year,des_DET airs_NOUN,des_DET verres_NOUN
1867,1.8125251433076528e-06,9.82209021671565e-07
1868,1.8361512310605121e-06,1.3317900489084877e-06
1869,1.8352264561372067e-06,9.391007065318036e-07
1870,1.6852369242315035e-06,9.254754615994898e-07
1871,1.6154811071089625e-06,7.158673724916298e-07
1872,1.7216775152206765e-06,1.0836832267102636e-06
1873,1.4905151246580317e-06,1.3085405328183697e-06
1874,1.5283050114334173e-06,8.197163774426031e-07
1875,1.6964327826940462e-06,1.0750749446231112e-06
1876,1.6547942500722002e-06,9.48619738316836e-07
1877,1.775042161256124e-06,1.4670383201575987e-06
1878,2.2719050463138046e-06,9.34850898914874e-07
1879,1.9769776749001267e-06,1.0031512225339156e-06
1880,1.8605336293830987e-06,8.850209809452281e-07
1881,2.2563035102507456e-06,9.454720082402446e-07
1882,2.0159161078225907e-06,1.0282569817832155e-06
1883,1.9097042383009466e-06,1.0945094670589128e-06
1884,2.049826843375513e-06,9.942155827502575e-07
1885,2.0587360900492513e-06,1.0532169092414279e-06
1886,2.0889863341366777e-06,1.0770831107009826e-06
1887,1.9893632776657455e-06,1.0629089324254437e-06
1888,2.0581634512240043e-06,1.0436652289058657e-06
1889,2.110724487636162e-06,1.2517743641637935e-06
1890,1.797868172559447e-06,1.0703313115811852e-06
1891,1.9721835933239618e-06,9.835421757031781e-07
1892,1.9024934863054455e-06,1.0292897698604975e-06
1893,1.771160555996687e-06,1.0438516273580944e-06
1894,1.973011842792971e-06,1.0107669439207712e-06
1895,1.8687797744831869e-06,9.720062683626907e-07
1896,1.832206883989329e-06,1.0596961317332898e-06
1897,1.7724862146906162e-06,1.1327131161920079e-06
1898,1.9317623554115926e-06,8.900592494143211e-07
1899,1.8849042131563465e-06,8.374281357248492e-07
1900,1.7197959465420354e-06,1.1420317083121745e-06
1901,1.697858832194754e-06,8.886094704507741e-07
1902,1.5025468886875615e-06,1.0508007779463924e-06
1903,1.870096280498501e-06,9.941805068081067e-07
1904,1.856932946964207e-06,9.35184779393694e-07
1905,1.7293703589160714e-06,8.762968732867193e-07
1906,1.7901761788507997e-06,9.491020467322642e-07
1907,1.8930806122696708e-06,8.470263219706453e-07
1908,1.9910771698050667e-06,9.891537757766855e-07
1909,1.9539492637221656e-06,8.807074713956808e-07
1910,2.117352416952656e-06,1.0784495607651934e-06
1911,1.8514902437871683e-06,8.885024822546939e-07
1912,1.9066481815599445e-06,7.652640023891877e-07
1913,1.987030294969827e-06,9.789318546893355e-07
1914,1.9387073528776e-06,9.261596609633216e-07
1915,1.7188132179768445e-06,9.035844588112241e-07
1916,1.5734045568649435e-06,8.647132361261356e-07
1917,2.125293070420753e-06,8.13708710190042e-07
1918,1.8584956933409558e-06,8.453972935029697e-07
1919,1.9336481642540093e-06,8.729040370525354e-07
1920,2.0429882034989078e-06,8.92008877428907e-07
1921,2.077961921642668e-06,9.087296763965469e-07
1922,2.112302823320533e-06,8.292799416054208e-07
1923,2.002167809322941e-06,8.821853043627925e-07
1924,2.0665274149678226e-06,8.005698735047417e-07
1925,1.995069361271362e-06,9.447435100895518e-07
1926,1.9528033785576326e-06,7.278428286738858e-07
1927,2.2019718510790653e-06,9.153513840232108e-07
1928,1.9058636606672508e-06,9.106554710314185e-07
1929,1.8192283608442494e-06,8.210479212067412e-07
1930,1.874893225561891e-06,9.76835124788522e-07
1931,1.7290520730739445e-06,8.474180059891978e-07
1932,1.6537940901173442e-06,9.206010513906904e-07
1933,1.699952134615046e-06,8.155640696116961e-07
1934,1.6235040618539642e-06,9.070056279369965e-07
1935,1.728220176744344e-06,1.0256819997778166e-06
1936,1.613799465616239e-06,1.086374396663814e-06
1937,1.412723467097976e-06,7.290257286740598e-07
1938,1.6271343916685055e-06,9.205302387016445e-07
1939,1.3443470656682166e-06,8.595256080212721e-07
1940,1.1943537816527794e-06,7.658064129500985e-07
1941,1.9391372134691665e-06,9.2086880343345e-07
1942,1.7264664702310029e-06,1.0316319887238024e-06
1943,1.8087155417845224e-06,9.754870138323213e-07
1944,1.6547909247321968e-06,8.322152069695221e-07
1945,2.017294706391226e-06,1.054395953659082e-06
1946,1.994894326173835e-06,9.271455372328319e-07
1947,1.7106449430315251e-06,8.845286529890473e-07
1948,1.6373062763364032e-06,8.458328784044511e-07
1949,1.3449301121681856e-06,7.313671286368617e-07
1950,1.5346826263140656e-06,8.699725526639668e-07
1951,1.6279961059240122e-06,8.848963553020894e-07
1952,1.3159915042137982e-06,7.834789546024012e-07
1953,1.482478598546777e-06,8.479002140404646e-07
1954,1.4434036259558525e-06,9.401179994483755e-07
1955,1.4857417180991206e-06,9.291751865703191e-07
1956,1.5837592748368934e-06,9.052544704957199e-07
1957,1.4542471866718643e-06,9.488830592374597e-07
1958,1.4451609189336523e-06,9.860513969783824e-07
1959,1.4098610190416139e-06,8.518071723528919e-07
1960,1.589023288062208e-06,8.519545708907117e-07
1961,1.523731381958271e-06,8.671303000085118e-07
1962,1.473870621993001e-06,9.2529145234721e-07
1963,1.5369808146203923e-06,9.291718257031789e-07
1964,1.3475989479871942e-06,8.80958637594631e-07
1965,1.4292977166263654e-06,9.986479341250742e-07
1966,1.5282307277431073e-06,8.78497262490896e-07
1967,1.6181360944500511e-06,9.693040041724998e-07
1968,2.097042171911312e-06,9.027745697665068e-07
1969,1.4783421935504748e-06,7.898116862747884e-07
1970,1.4587156158540893e-06,6.608367950633465e-07
1971,1.6298996303731883e-06,8.642784532497672e-07
1972,1.8858419466027954e-06,7.525925234119768e-07
1973,1.3132451233133224e-06,8.429688449496098e-07
1974,1.145366347543586e-06,8.145828047645409e-07
1975,1.1337287730839307e-06,8.275934888501979e-07
1976,1.1575604990099464e-06,6.14204131110796e-07
1977,1.258219027633345e-06,7.539911184295534e-07
1978,1.4584151575292026e-06,6.712868021452323e-07
1979,1.350635496777386e-06,6.583470124610358e-07
1980,1.4366375644669915e-06,6.958624165775973e-07
1981,1.3580955080527701e-06,6.464711628240138e-07
1982,1.34144127628133e-06,7.424172796532957e-07
1983,1.448733495834631e-06,7.723631370026851e-07
1984,1.5378970346091592e-06,6.953011251198404e-07
1985,1.3378601231295306e-06,7.212654278276887e-07
1986,1.3973145307488721e-06,7.415178622238727e-07
1987,1.3749338148016932e-06,6.074152238966235e-07
1988,1.4745526311088497e-06,7.423733858757942e-07
1989,1.519112231562758e-06,6.711973252748749e-07
1990,1.4259120142412485e-06,7.159527335431903e-07
1991,1.5468406875385199e-06,6.652762820635871e-07
1992,1.4750120396200828e-06,6.341945599785959e-07
1993,1.5094340302113096e-06,6.514108203958813e-07
1994,1.4279226512314835e-06,5.844618566896997e-07
1995,1.5356380274056391e-06,6.127369172048702e-07
1996,1.4364806446565126e-06,5.663716038384337e-07
1997,1.5046378480931821e-06,6.190209038692274e-07
1998,1.5181723362900357e-06,6.436974526735639e-07
1999,1.483944361169165e-06,6.028095285159907e-07
2000,1.5511708930660006e-06,5.862727991967631e-07
2001,1.461572207261952e-06,6.414093931539355e-07
2002,1.4852341188031914e-06,5.932174023115522e-07
2003,1.6688526542907312e-06,6.779583401339551e-07
2004,1.5126053316549815e-06,6.144684068232209e-07
2005,1.5173132119628008e-06,6.818676805409041e-07
2006,1.7262194660361274e-06,7.486323614358525e-07
2007,1.7240173413313187e-06,8.276561622722056e-07
2008,1.8873230338556368e-06,8.548938872365852e-07
2009,1.874853296612855e-06,9.550689412662905e-07
2010,2.043512857596852e-06,1.1370170192037676e-06
2011,2.4079550904332336e-06,1.3884841862932262e-06
2012,2.680848986358342e-06,1.738211423685243e-06
2013,2.5431241930107262e-06,1.6160190376979244e-06
2014,3.0353045374909016e-06,1.721528974485409e-06
2015,2.8527324644755936e-06,1.6677513698937219e-06
2016,2.913132703952215e-06,1.7117553738899005e-06
2017,2.350335766010403e-06,1.5923819702834408e-06
2018,2.7027957258951574e-06,1.7473948190627198e-06
2019,2.7494544951878197e-06,1.6436014433907076e-06
