year,aviez_VERB eu_VERB,aviez_VERB vu_VERB
1851,1.9154833807988325e-07,1.5607642467330152e-07
1852,1.5560203792119864e-07,2.4023913169912703e-07
1853,1.8035234461422078e-07,2.1200358446549217e-07
1854,2.0159177438472398e-07,2.0107221132548148e-07
1855,1.931725108761384e-07,2.069705544727185e-07
1856,2.2106597441506892e-07,2.091584434538163e-07
1857,1.6206610098379315e-07,2.4114655161611154e-07
1858,2.7551396897251834e-07,2.549605255808274e-07
1859,1.6804172275897145e-07,2.164173622531962e-07
1860,2.0688871416041366e-07,2.4579478008490696e-07
1861,1.7543385411045165e-07,2.7211109454583493e-07
1862,1.9653239746730833e-07,2.832777283856558e-07
1863,2.1227138802260015e-07,2.5422619387427403e-07
1864,2.3638008883608563e-07,1.879533328974503e-07
1865,2.2686990064357815e-07,2.3204742660709599e-07
1866,1.6494428223268187e-07,2.413343906937371e-07
1867,1.6984840556233394e-07,2.115825736836996e-07
1868,1.9067914536208264e-07,1.867272345634774e-07
1869,1.8264361756337166e-07,2.3392057357796148e-07
1870,1.9725128197478625e-07,1.9037041454339487e-07
1871,1.8162212711558823e-07,2.432249459616287e-07
1872,1.8202491958163591e-07,2.8845809652011667e-07
1873,1.7958014097985142e-07,1.9274934004442912e-07
1874,2.359970636689468e-07,2.3539959670415556e-07
1875,2.1284080276018358e-07,2.288610829737081e-07
1876,1.650562069244188e-07,2.4184058133869257e-07
1877,1.9667714923343738e-07,2.430632548566791e-07
1878,1.3406777554791915e-07,1.7392575557551027e-07
1879,1.6128618085531343e-07,1.9122188632536563e-07
1880,1.9510252968757413e-07,2.2334104698984447e-07
1881,1.6803743108084745e-07,2.4682677235432493e-07
1882,2.1363786117944983e-07,1.9300617282169696e-07
1883,2.1991299092860572e-07,1.7946922525879927e-07
1884,1.2147123129579995e-07,2.145551576404614e-07
1885,1.3987029490181158e-07,1.5662894270462857e-07
1886,1.4068551479340385e-07,1.6779006273281993e-07
1887,1.325371670191089e-07,1.8933882017790893e-07
1888,1.6866034968643362e-07,1.8895032383170474e-07
1889,1.7103823779507366e-07,1.5349584714385855e-07
1890,9.962667490981403e-08,1.6451510020942806e-07
1891,1.1282369172249673e-07,1.5808065256806003e-07
1892,1.2662394510698505e-07,2.005923960268774e-07
1893,1.570396221950432e-07,2.075386333899587e-07
1894,1.0964678409663975e-07,1.8526525025208684e-07
1895,1.1254809351157746e-07,1.4685419102988817e-07
1896,1.0673622341528244e-07,1.9578136800646462e-07
1897,1.1420358703162492e-07,1.689746937927339e-07
1898,1.2448380459773034e-07,2.0313494530910248e-07
1899,1.4537531001224124e-07,1.9954558183599147e-07
1900,1.0278284889864153e-07,1.9933644068714784e-07
1901,1.1456914705831878e-07,2.011945952062888e-07
1902,8.691202424415678e-08,1.713689101734417e-07
1903,1.1556471690710168e-07,1.8684761471376987e-07
1904,1.6553845227917918e-07,1.6392607449233765e-07
1905,1.2643859292893467e-07,1.31083282894906e-07
1906,1.4455159202952927e-07,1.394074047311733e-07
1907,1.0028544750184665e-07,1.6097099830858497e-07
1908,1.1492650742184196e-07,1.6502266930729093e-07
1909,1.0891947255231571e-07,2.02436197582756e-07
1910,1.2184663944481144e-07,1.7582256361947657e-07
1911,1.43650098038961e-07,1.7025197962539096e-07
1912,1.4065437881072285e-07,1.6565959981562628e-07
1913,1.0818099127618552e-07,1.4212012899861293e-07
1914,8.571831955350717e-08,1.620611982389164e-07
1915,1.1780761610680202e-07,2.544644530644291e-07
1916,1.3075079152713442e-07,2.3403293880619458e-07
1917,1.1295416868506436e-07,2.489378232439776e-07
1918,8.614782132099208e-08,2.2628161389093293e-07
1919,9.760319130691641e-08,1.9981031584848097e-07
1920,1.1888403861348706e-07,2.0142135781497927e-07
1921,7.421292735898533e-08,1.8023138181888498e-07
1922,1.328028389480096e-07,2.1838688724074018e-07
1923,1.0828266994167279e-07,2.2718128889209765e-07
1924,1.46964524105897e-07,1.4825367600224126e-07
1925,1.4737558728938893e-07,1.9906701709260233e-07
1926,1.3263904463656218e-07,1.7387975503879716e-07
1927,1.4605484466301277e-07,2.4416803512394836e-07
1928,1.3596988424069423e-07,2.2052259396332374e-07
1929,1.4259720160225697e-07,1.8381670940925687e-07
1930,1.2709359964446776e-07,2.2582747760679922e-07
1931,1.3572373802617221e-07,1.7336142832391488e-07
1932,1.2713061892100086e-07,1.6548899850477028e-07
1933,1.6403046743107552e-07,1.4797154790358036e-07
1934,9.70508011732818e-08,1.9889422731012019e-07
1935,1.3643844454236387e-07,1.3404478238498996e-07
1936,1.0184760412812466e-07,1.260970350358548e-07
1937,1.2213384081860568e-07,1.3220673622527102e-07
1938,1.0242519721259669e-07,1.4650692037321278e-07
1939,1.0858775567612611e-07,1.2847002039961808e-07
1940,8.114505334333444e-08,1.141102288215734e-07
1941,9.149658097840074e-08,1.888961662643851e-07
1942,1.5777901296587515e-07,1.4867637787574495e-07
1943,1.219358836124229e-07,1.9741999324196513e-07
1944,1.5101974781828176e-07,2.1528347815547022e-07
1945,1.4160276862185128e-07,2.3092142953373695e-07
1946,1.3642682006320683e-07,2.2691399692575942e-07
1947,1.776209757053948e-07,1.8596558959416143e-07
1948,1.44596114637352e-07,1.8373489751866146e-07
1949,9.718838356320703e-08,1.462734218193873e-07
1950,1.3719616731577844e-07,2.0100833353353664e-07
1951,1.6418559312114667e-07,2.462783754708653e-07
1952,1.1072044259208269e-07,1.6238998057360732e-07
1953,1.0666089167443715e-07,1.7345861635931215e-07
1954,1.4365627976076212e-07,2.237910763369655e-07
1955,1.4078412391427264e-07,1.520468515536777e-07
1956,1.3866615233837365e-07,1.718064908118322e-07
1957,1.404770983981507e-07,1.581471735789819e-07
1958,1.5551817966752424e-07,1.993610680983693e-07
1959,1.4106360879395652e-07,1.852428681559104e-07
1960,1.3980083224396367e-07,1.972437502217872e-07
1961,1.3479429128437914e-07,1.7856768863566685e-07
1962,1.420598181312016e-07,1.5918310225515597e-07
1963,1.131559344003108e-07,1.687639894498716e-07
1964,1.703511145478842e-07,2.1172209585529345e-07
1965,1.2530979631719674e-07,1.5376441808712116e-07
1966,1.1465884597328113e-07,1.910980813590868e-07
1967,1.385424326372231e-07,1.5629163385710854e-07
1968,1.3114934915847698e-07,1.6483495812735782e-07
1969,1.1626899976135974e-07,1.2262745485713822e-07
1970,1.0485093326906281e-07,1.2324582598921552e-07
1971,1.3616752880807326e-07,1.330844980884649e-07
1972,9.593374983296599e-08,1.446701389795635e-07
1973,1.080587921364895e-07,1.0585351617464767e-07
1974,9.225937702694864e-08,1.0294796481957746e-07
1975,9.138368284311582e-08,8.281646302066292e-08
1976,9.998672112487839e-08,1.1255647791585943e-07
1977,9.696690028704325e-08,9.461619043804603e-08
1978,1.0574252939932194e-07,1.3544548949084856e-07
1979,1.269878282528225e-07,1.217210439108385e-07
1980,1.193881615790815e-07,1.1995668103281787e-07
1981,1.1892033313642969e-07,1.0437156561238226e-07
1982,8.566352960315271e-08,1.2973680441064062e-07
1983,1.023081210860255e-07,1.168333483292372e-07
1984,1.0206255041111945e-07,1.0786155968389721e-07
1985,9.143648327381015e-08,1.040691515186154e-07
1986,9.950846191486562e-08,1.7144228081633628e-07
1987,9.655090593696514e-08,1.1121686327442148e-07
1988,1.3012521549171652e-07,1.2532797200037749e-07
1989,1.2512919056462124e-07,1.0427432073356613e-07
1990,9.753085095098868e-08,1.0461410226980661e-07
1991,9.378344145716255e-08,8.850812349692205e-08
1992,7.769020982095753e-08,1.195657830521668e-07
1993,1.052449434268965e-07,1.0192141530751542e-07
1994,9.600366723816478e-08,1.2659823767080525e-07
1995,9.706187142910494e-08,1.1170248370717673e-07
1996,9.074756945892659e-08,1.040927983808615e-07
1997,8.534912154800622e-08,9.158248559515414e-08
1998,7.199874829666442e-08,1.0537565486856693e-07
1999,9.780230669775847e-08,9.734528561011757e-08
2000,7.908276700163697e-08,9.631308728330623e-08
2001,8.674799545360656e-08,9.200545036947005e-08
2002,7.00995457236786e-08,8.061447687168766e-08
2003,6.750415337819504e-08,1.1417368739330414e-07
2004,8.94172629273271e-08,9.602445061318576e-08
2005,9.097573894223387e-08,1.0493736368744067e-07
2006,1.0665334571058338e-07,1.2230132995227905e-07
2007,1.2622555800589907e-07,1.37809536226996e-07
2008,1.2559446815885167e-07,1.3623807149087952e-07
2009,1.4495304867523373e-07,1.320789380088172e-07
2010,1.5777469286604173e-07,2.064297603965315e-07
2011,1.7781469807687245e-07,2.389982398653956e-07
2012,2.0799984667974059e-07,2.975316988340637e-07
2013,2.3428650308687793e-07,3.452936709891219e-07
2014,2.468607647188037e-07,3.5534955600269313e-07
2015,2.724171110912721e-07,3.8102930943750835e-07
2016,2.7610963115876075e-07,3.985258274497028e-07
2017,2.2942374755530182e-07,2.757109882622899e-07
2018,2.594373995634669e-07,3.9393182760250056e-07
2019,2.5943546688722563e-07,3.4514863500589854e-07
