year,trois_DET airs_NOUN,trois_DET verres_NOUN
1902,1.2766737556013652e-08,1.1195447502387879e-07
1903,1.296052865029651e-08,1.0692436358539226e-07
1904,9.13686282189019e-09,8.868131384787148e-08
1905,2.3223415190898322e-08,1.2695467388468273e-07
1906,1.286046086290682e-08,1.2037391794450514e-07
1907,1.0799971361663552e-08,1.4245676593915846e-07
1908,2.0136695866312948e-08,8.398475070947597e-08
1909,2.035363966257364e-08,9.791750643639574e-08
1910,1.2825961404061559e-08,1.405511687035954e-07
1911,1.1704822999725195e-08,8.885025137850278e-08
1912,8.335073853338315e-09,9.220675423193825e-08
1913,1.803016558277193e-08,9.333261591359943e-08
1914,3.013534694007447e-08,1.1786269232816338e-07
1915,9.424609315189514e-09,9.660224975505116e-08
1916,1.098746182925936e-08,8.570220710879539e-08
1917,2.0836207093033465e-08,1.1076088957118202e-07
1918,6.89182577673364e-09,6.432370724951397e-08
1919,3.038589924120316e-08,9.299927150596687e-08
1920,1.514446301698058e-08,9.616734608641764e-08
1921,2.6504615391331754e-08,1.1813486189282685e-07
1922,1.2542490324118916e-08,1.0402888994676118e-07
1923,2.0170301873179142e-08,9.554352953244916e-08
1924,1.5469949321555987e-08,1.0055466848069017e-07
1925,2.5295809669145797e-08,1.0558250651548917e-07
1926,2.5636118672345276e-08,9.47421785468805e-08
1927,2.787306219165231e-08,1.2487131595406709e-07
1928,1.599645738092903e-08,9.712135051742621e-08
1929,3.0079096546842266e-08,1.0583386034213049e-07
1930,1.6805765667982087e-08,9.558279256971502e-08
1931,1.596749932275543e-08,1.1861571103111146e-07
1932,1.6439305028370654e-08,1.5672137587685597e-07
1933,1.7205993074753678e-08,1.261772872851452e-07
1934,2.875579241390369e-08,9.70508011732818e-08
1935,1.3165112555668657e-08,9.694309888175212e-08
1936,3.8799086166108054e-08,8.487299929527126e-08
1937,7.554670666820584e-09,8.561960651576328e-08
1938,1.815129979654273e-08,1.0112867254719049e-07
1939,7.647025235257843e-09,9.635251885242724e-08
1940,2.5357829391836617e-08,8.114505645195891e-08
1941,2.9515025978810172e-08,1.2396310555828904e-07
1942,1.517105863158008e-08,1.3957374278561474e-07
1943,1.4516176038981143e-08,1.1612940742367073e-07
1944,1.6065930807940276e-08,1.6387249957006134e-07
1945,1.089252066321933e-08,1.3724575742557477e-07
1946,1.8097434661967782e-08,1.447794799602775e-07
1947,7.152522574216391e-09,1.0013531936969855e-07
1948,2.283096534050344e-08,1.0219574386738373e-07
1949,1.1780409536754632e-08,9.817008439494401e-08
1950,7.444752814222966e-09,1.1486190354403902e-07
1951,9.595261474260042e-09,1.396643574125278e-07
1952,2.003512733494972e-08,1.0861148069807314e-07
1953,1.2928593307037772e-08,1.1527995580351558e-07
1954,2.149957989416862e-08,1.211794478095385e-07
1955,1.595553333899602e-08,1.3233706486204255e-07
1956,2.616342431593921e-08,1.0029312935699863e-07
1957,1.7670074847764283e-08,1.3429256728869632e-07
1958,2.3162281925781514e-08,1.464187129318617e-07
1959,2.0927019450667217e-08,1.209116624600881e-07
1960,1.2457499920515147e-08,1.4464542008596482e-07
1961,1.528595028332802e-08,9.935867950616739e-08
1962,2.980719426837197e-08,1.655250634335914e-07
1963,2.392439757414877e-08,1.3708033197445957e-07
1964,1.7643507821407667e-08,1.5696638810958063e-07
1965,1.969935559120728e-08,9.959118685287649e-08
1966,1.8832854831174473e-08,1.323838836331248e-07
1967,3.5498416095514074e-08,1.3361209338924596e-07
1968,4.042274323601269e-08,1.2441221941550396e-07
1969,2.0892085200729937e-08,1.226274581878073e-07
1970,1.4256047398131244e-08,7.174011074084774e-08
1971,2.3636628876388954e-08,8.478355861818443e-08
1972,6.976999489261004e-08,8.823852759576312e-08
1973,1.3783009289447534e-08,1.356248171546781e-07
1974,1.0688586071783135e-08,1.0182284926329999e-07
1975,1.2565256835017635e-08,1.2508141367106873e-07
1976,1.0855701004786056e-08,7.770396570627724e-08
1977,2.7033196681180982e-08,8.756404712428889e-08
1978,2.4950484345254154e-08,8.554451491615822e-08
1979,9.363157360553487e-09,9.597236505509699e-08
1980,1.0233271230397634e-08,8.072913937340331e-08
1981,1.581387426563552e-08,1.1196222948761658e-07
1982,2.0484757445871082e-08,1.4153105931669074e-07
1983,1.894594880980094e-08,1.4714685914185566e-07
1984,2.0296529013030806e-08,1.2351887868078393e-07
1985,1.7445117794778753e-08,1.2031116014554755e-07
1986,2.3378494251602433e-08,1.3667426523866766e-07
1987,1.8943531576720574e-08,9.471766304613993e-08
1988,1.1393452181707175e-08,9.894313945935096e-08
1989,1.7013178643665583e-08,1.0207907408243955e-07
1990,2.3974063900755738e-08,1.1060761195835767e-07
1991,3.165191153620128e-08,1.0667866501279377e-07
1992,1.5978837863972473e-08,1.2397374238304337e-07
1993,1.7725463929973984e-08,1.113380658779306e-07
1994,1.1077345929422222e-08,1.0549853568520007e-07
1995,3.5788176366846614e-08,1.1712494130122764e-07
1996,2.2953797085278893e-08,7.419948278020172e-08
1997,1.917957748176491e-08,9.829533986760453e-08
1998,1.7642078242730008e-08,1.192032321739589e-07
1999,2.4222066408174925e-08,9.323210115042002e-08
2000,1.855573217302009e-08,9.454587224233535e-08
2001,2.9792239869541604e-08,1.0164411312629795e-07
2002,1.5772397665703153e-08,1.213598332938659e-07
2003,2.291807654764e-08,1.2750783828785472e-07
2004,2.1583477477493673e-08,1.127626589880748e-07
2005,1.3511248564412881e-08,1.2880723687658246e-07
2006,2.1413028072903018e-08,1.593623344398054e-07
2007,1.2382886022122008e-08,1.5418690813007174e-07
2008,2.5118894686482207e-08,1.847728849924124e-07
2009,1.764231316592202e-08,1.897740595779851e-07
2010,2.361896572766753e-08,2.801209149083661e-07
2011,1.5295888000643743e-08,3.292439796354074e-07
2012,1.6680839043381468e-08,4.071486117140921e-07
2013,1.1156499835074385e-08,4.063755305594441e-07
2014,1.450848315098785e-08,4.350379398943005e-07
2015,1.3077794874805093e-08,4.209276731614864e-07
2016,1.3463710424321818e-08,4.2048202075761765e-07
2017,8.301517390174595e-09,4.3243359826306005e-07
2018,1.4198067277426674e-08,4.726665547849507e-07
2019,1.3520235098152256e-08,4.451473571975839e-07
