year,grandes_ADJ allées_NOUN,grandes_ADJ vallées_NOUN
1931,7.413481739604322e-08,2.874149913623114e-07
1932,7.233294496700182e-08,3.254982345879398e-07
1933,5.6206243215228824e-08,2.3170737506461592e-07
1934,6.82950087593781e-08,2.564058263487823e-07
1935,5.146362269670135e-08,1.7832743992585165e-07
1936,5.2136272188363364e-08,3.297922432921041e-07
1937,5.0364473480613015e-08,2.8581837341334904e-07
1938,7.001215607260747e-08,2.917173276273388e-07
1939,3.8235125288110794e-08,2.783517061288876e-07
1940,4.564409294971483e-08,3.448664642746735e-07
1941,2.066051862925633e-08,4.3682237560460635e-07
1942,3.6410540360520827e-08,7.342792400777398e-07
1943,3.193558839598154e-08,6.88066734255699e-07
1944,5.462416652335378e-08,2.8276036800889415e-07
1945,3.0499055725385915e-08,4.1609428080846556e-07
1946,3.7586982415405146e-08,3.410670501580171e-07
1947,5.006765846360395e-08,4.172304954863648e-07
1948,4.240036233227329e-08,3.500747993712139e-07
1949,3.239612667016445e-08,3.455587034295604e-07
1950,4.892266147749069e-08,3.6798351743527746e-07
1951,4.264560615752089e-08,2.9958539471408585e-07
1952,4.5342655852209646e-08,4.565900155739655e-07
1953,5.4946518446286063e-08,3.382981788035977e-07
1954,3.615838295445428e-08,4.2901433516817633e-07
1955,2.2525458831523792e-08,2.871996116482478e-07
1956,4.273359266449006e-08,4.7006952286210435e-07
1957,4.682570065028813e-08,3.5870252190761676e-07
1958,2.2335056470978998e-08,4.3098387436657504e-07
1959,4.8829711829512235e-08,2.7980200911770226e-07
1960,3.8064584373387333e-08,4.256312422512565e-07
1961,3.821487482014163e-08,3.043293759219523e-07
1962,5.45408234131628e-08,3.5197857073399064e-07
1963,4.4615767080813384e-08,4.4163144252706843e-07
1964,4.076258619534201e-08,3.711220699642581e-07
1965,4.2134733035936733e-08,2.774326048893272e-07
1966,3.9881339120029224e-08,2.4815054189275543e-07
1967,4.338695447358987e-08,2.7116846013086615e-07
1968,3.09907690621003e-08,2.5960383709389134e-07
1969,3.4971535001204757e-08,2.602427287001774e-07
1970,3.954903604608262e-08,2.0050441662533558e-07
1971,2.6719666479380066e-08,2.2095109386555123e-07
1972,6.976999600283307e-08,2.1700520846934523e-07
1973,6.726108381371887e-08,2.0729646621475695e-07
1974,3.712877472139553e-08,2.238977572233125e-07
1975,2.798625331479343e-08,1.913345926141119e-07
1976,3.313845553520878e-08,2.06829668059072e-07
1977,3.526069036752233e-08,2.421234057692345e-07
1978,5.524750079644036e-08,2.53663245075586e-07
1979,3.160065631391262e-08,1.972115057924384e-07
1980,3.1268328370970266e-08,2.4332445036634454e-07
1981,2.909752794266751e-08,1.998873671027468e-07
1982,3.5382761609525915e-08,1.5642905282220454e-07
1983,3.220811350956865e-08,2.3240363589138724e-07
1984,3.76935567203418e-08,3.090871416588925e-07
1985,5.654624501971739e-08,1.221158214548268e-07
1986,2.937297871596911e-08,2.038125046510686e-07
1987,3.849814689260711e-08,1.417709540874057e-07
1988,3.418035632307692e-08,1.505135003299074e-07
1989,4.225854155492925e-08,1.5476504700018268e-07
1990,3.160217687536715e-08,1.9996548417111626e-07
1991,2.8135033858234237e-08,1.6705175198694633e-07
1992,4.0773585396891576e-08,1.74114234141598e-07
1993,2.9357799746776436e-08,1.9387225336231495e-07
1994,4.167192102499939e-08,1.09190978037077e-07
1995,2.3858783393393423e-08,1.29596571696311e-07
1996,2.7224270837677977e-08,1.3185088221234764e-07
1997,5.801822311468641e-08,1.7021875464706682e-07
1998,2.6701524546979272e-08,1.292163034349869e-07
1999,3.290544725587097e-08,1.0785674930957612e-07
2000,3.932047931698435e-08,1.0868357236404336e-07
2001,4.425023902854264e-08,1.1566399393814208e-07
2002,2.8477940006155222e-08,1.5202839165340265e-07
2003,3.4585461605729506e-08,1.1375699671134498e-07
2004,3.744072429867629e-08,8.98577425800795e-08
2005,3.557962102718193e-08,1.1484561213137567e-07
2006,3.911995349881181e-08,9.924114863224531e-08
2007,4.5537067450140967e-08,7.469676432947381e-08
2008,4.725757918322415e-08,1.1026768476085635e-07
2009,5.292693572300777e-08,1.1205252548052158e-07
2010,7.274640978494062e-08,1.3037669077675673e-07
2011,6.00363634362111e-08,9.21577267831708e-08
2012,7.046803318644379e-08,7.285100878107187e-08
2013,6.024509957569535e-08,5.968727379013217e-08
2014,6.128210117140043e-08,6.82115199879263e-08
2015,1.2634480128781433e-07,5.1646207310795944e-08
2016,9.673158274381422e-08,7.291117043450868e-08
2017,5.458876728425821e-08,4.8551299869359354e-08
2018,6.944145525267231e-08,4.8789722484343656e-08
2019,1.1402915589542317e-07,4.795856867190196e-08
