year,avais_VERB eu_VERB,avais_VERB vu_VERB
1868,1.9710097376446356e-07,4.3915480318901245e-07
1869,2.2659529008706158e-07,5.318152602740156e-07
1870,2.1846726383500936e-07,4.7133880798355676e-07
1871,2.2623108009156567e-07,4.822014716410195e-07
1872,2.648734493959637e-07,5.708688490813074e-07
1873,2.603912037102418e-07,3.76519693645605e-07
1874,2.945482435734448e-07,4.887230034000822e-07
1875,2.1913449188559753e-07,5.664311970576819e-07
1876,2.73884467105745e-07,4.794489996129414e-07
1877,1.94203224168632e-07,4.669535940138303e-07
1878,2.5424563432352443e-07,3.949564018057572e-07
1879,2.7614149189503223e-07,4.7469455921600456e-07
1880,2.400274468072894e-07,3.9854825217844336e-07
1881,2.635607927459205e-07,5.055068186265999e-07
1882,2.715397044994461e-07,4.918329636893759e-07
1883,2.2244073250021756e-07,4.771100634570757e-07
1884,2.1587548815205082e-07,5.221942274147295e-07
1885,1.9659188410514616e-07,4.312130386097124e-07
1886,2.458769756685797e-07,4.104402933080564e-07
1887,2.448346663186385e-07,4.498429007071536e-07
1888,2.2001933075443958e-07,4.4954958866583183e-07
1889,2.518584949484648e-07,4.015952583813487e-07
1890,2.457894936469529e-07,4.4504284346658096e-07
1891,2.1672347827461635e-07,4.0986233784678916e-07
1892,2.60143252717171e-07,3.8927461787352513e-07
1893,2.2355051498834655e-07,4.3170498997824325e-07
1894,2.476504903370369e-07,4.417379102505947e-07
1895,2.6301344746570976e-07,3.894043629770749e-07
1896,2.5652076374171884e-07,5.136312211106997e-07
1897,2.0043894721766264e-07,4.0553925373387756e-07
1898,2.540601258260722e-07,3.7062224578221503e-07
1899,1.9788730298841983e-07,4.2728180460471776e-07
1900,2.211388618889032e-07,4.0645946342010575e-07
1901,2.0566558589507622e-07,3.1017501100905065e-07
1902,2.170345396734774e-07,2.8823365028074477e-07
1903,1.7172700950141007e-07,3.04032397480114e-07
1904,2.079979992686276e-07,3.0420378038797935e-07
1905,2.0333391148597002e-07,3.7363895444286754e-07
1906,1.7798878104713367e-07,3.7346779890867765e-07
1907,1.9439947607224894e-07,2.8285637654335005e-07
1908,1.7582772215973819e-07,3.560757022569305e-07
1909,1.6447940254238347e-07,4.1642445580691856e-07
1910,2.062842128225384e-07,4.483742372940469e-07
1911,2.11218846857264e-07,3.4476025234653207e-07
1912,2.0212554829868168e-07,4.01646389036614e-07
1913,1.8984702876423398e-07,4.396178496790526e-07
1914,1.553644608520699e-07,3.7970536936882127e-07
1915,1.5668413766434242e-07,3.7816246845068235e-07
1916,1.648119365427192e-07,3.3072259952859895e-07
1917,1.7436614996313438e-07,3.6079535448152456e-07
1918,1.7689019671252026e-07,3.847935943213088e-07
1919,1.6113735057388112e-07,5.533917146749445e-07
1920,1.915774561211947e-07,4.4449001279645017e-07
1921,1.885614153707138e-07,3.3395815535186557e-07
1922,2.257648219483599e-07,4.3382260628277436e-07
1923,2.717682718866854e-07,4.3525386672627064e-07
1924,2.552541502609529e-07,5.478940465764026e-07
1925,2.188637466815635e-07,4.7402147629327374e-07
1926,2.831119161328388e-07,5.874014732398791e-07
1927,2.5197249442499015e-07,6.488849066954572e-07
1928,2.570859294337424e-07,4.936050004289427e-07
1929,2.707118653688667e-07,5.035463459535094e-07
1930,2.4578432089583657e-07,4.873672310168331e-07
1931,1.9503160331169056e-07,4.2770088271026907e-07
1932,2.564531484949839e-07,4.219421612106089e-07
1933,2.213837859699197e-07,4.645618219001335e-07
1934,1.941016023465636e-07,4.481111091081402e-07
1935,2.1901959712522512e-07,4.4641700469583157e-07
1936,1.7217094239185826e-07,2.994804617628688e-07
1937,1.9768054926316836e-07,3.4499663570386474e-07
1938,1.892921375201695e-07,3.474677612302912e-07
1939,1.4682288451695058e-07,3.3188089787472563e-07
1940,1.0396709626547818e-07,2.3582781238928874e-07
1941,1.9479917057196872e-07,4.988039563613711e-07
1942,2.0632640485018783e-07,4.09618593266714e-07
1943,1.9741999324196513e-07,4.1225939639844e-07
1944,2.249230277584502e-07,5.07683409978199e-07
1945,1.808158316407571e-07,5.250194590189494e-07
1946,2.0464023009481025e-07,5.011597750126384e-07
1947,3.1709515724287485e-07,5.495521691045724e-07
1948,1.8482209895864798e-07,4.848861863138154e-07
1949,2.1204738231972442e-07,4.761249101647991e-07
1950,1.9356357938704605e-07,3.881906991409778e-07
1951,2.9851923954993254e-07,6.183612981658371e-07
1952,2.3409464233736799e-07,4.281190513211186e-07
1953,2.0578009696237132e-07,4.600424290401861e-07
1954,3.303117068753636e-07,6.332603561531869e-07
1955,1.8771216048207862e-07,4.7678886971880274e-07
1956,2.1977277242513082e-07,4.98849317409622e-07
1957,1.546131613849866e-07,4.0817874946696975e-07
1958,2.547851067902229e-07,4.7317232088062156e-07
1959,2.3329751286382816e-07,4.6039443191148166e-07
1960,2.387687629834545e-07,5.342883468983928e-07
1961,2.244255483674351e-07,4.84981512727245e-07
1962,1.9977161969109147e-07,4.699389819506905e-07
1963,2.0497388675266848e-07,4.597363840730395e-07
1964,2.2389004072920216e-07,4.721159427845123e-07
1965,2.0082399032617104e-07,4.027423869956692e-07
1966,2.0605358486136538e-07,4.5198851239547366e-07
1967,2.03129829401405e-07,4.6493065042341186e-07
1968,2.0570684000631445e-07,4.7609009357074683e-07
1969,1.6849921280481794e-07,3.855952286357933e-07
1970,1.7107257122006558e-07,3.711170961651078e-07
1971,1.5466576996914227e-07,3.6482623499978217e-07
1972,1.559564708486505e-07,3.421807832637569e-07
1973,1.6043422590428236e-07,3.335488258926489e-07
1974,1.3838906909313664e-07,3.229078231470339e-07
1975,1.2165452289991663e-07,3.1184680437945644e-07
1976,1.4112411861333385e-07,3.068163891839504e-07
1977,1.3927973441241193e-07,3.3732726478774566e-07
1978,1.5267319497525023e-07,3.724750854416925e-07
1979,1.5156611254951713e-07,3.7862267276977946e-07
1980,1.6998600926854124e-07,3.5702746004062647e-07
1981,1.4865041464418027e-07,3.377843427188054e-07
1982,1.7877606239835586e-07,3.240316175379121e-07
1983,1.572513639302997e-07,3.214495905012882e-07
1984,1.5599333380578173e-07,3.7809536479471717e-07
1985,1.1910805142179015e-07,3.591288191273634e-07
1986,1.6484834475249954e-07,3.296966895049991e-07
1987,1.6254773527180078e-07,3.5076089943686384e-07
1988,2.560528571393661e-07,3.4300288120903133e-07
1989,2.0690220026153838e-07,3.7209468928267597e-07
1990,1.5910060824353423e-07,3.225601403755718e-07
1991,1.600180041805288e-07,3.2120829018822405e-07
1992,1.7356323667172546e-07,3.4547349514468806e-07
1993,1.8500952592148678e-07,3.65033770322043e-07
1994,1.593027860735674e-07,3.681898874674516e-07
1995,1.8382108635250916e-07,3.8987420225566893e-07
1996,1.7615704450690828e-07,3.3523218689879286e-07
1997,1.3425704992187093e-07,3.433144399878074e-07
1998,1.9597011657879193e-07,3.7382133655228245e-07
1999,1.6498425736699573e-07,3.359097888733231e-07
2000,1.8732453099801205e-07,3.556515366653912e-07
2001,1.901445898511156e-07,3.4217262623315037e-07
2002,2.1292736107625387e-07,4.223497569455503e-07
2003,2.0084569030132116e-07,4.17525683360509e-07
2004,2.356563300054404e-07,4.171337195657543e-07
2005,2.211341012525736e-07,3.886735839842004e-07
2006,2.3060184162204678e-07,4.426731550211116e-07
2007,3.1516444209955807e-07,5.18882870892412e-07
2008,3.235654162381252e-07,6.088138775339758e-07
2009,3.285284719822812e-07,5.583553388532891e-07
2010,4.076633501881588e-07,7.860391519898258e-07
2011,4.458751448055409e-07,9.468154757996672e-07
2012,5.225527957009035e-07,1.2823819588447805e-06
2013,6.501450684481824e-07,1.4826988490312942e-06
2014,6.732369115525216e-07,1.5147288650041446e-06
2015,6.6652421537583e-07,1.4649347122031031e-06
2016,6.381798698384955e-07,1.4619517969549634e-06
2017,6.648760972893797e-07,1.3911330825067125e-06
2018,7.749563337711152e-07,1.7275175423492328e-06
2019,6.96164534019772e-07,1.5555923482679646e-06
