year,aux_ADP allées_NOUN,aux_ADP vallées_NOUN
1994,1.0708100672829346e-07,1.102459696866731e-07
1995,1.1332921867612811e-07,1.0302656860972093e-07
1996,1.0249137227802407e-07,9.341661666439904e-08
1997,1.0500818736769446e-07,1.0261074212536414e-07
1998,9.05944526063962e-08,9.870027462000053e-08
1999,8.957594410663461e-08,1.0282952578322124e-07
2000,8.747702417988279e-08,1.0294013552680781e-07
2001,1.0120599469587432e-07,1.2092144352493506e-07
2002,1.2311232211459355e-07,8.5433821239711e-08
2003,1.1250692111275384e-07,9.750599527791337e-08
2004,1.021911539000886e-07,7.311953220678902e-08
2005,7.746449182111093e-08,8.106749505021327e-08
2006,8.029885201210618e-08,8.565211029321063e-08
2007,1.0026143260066789e-07,8.06884820347964e-08
2008,1.0601024919010271e-07,8.600027809335664e-08
2009,9.965522251853542e-08,7.343016328320573e-08
2010,1.1006437938831937e-07,7.841496341143284e-08
2011,1.4339894627291017e-07,8.68041638568684e-08
2012,1.4229776867935584e-07,8.03403622517962e-08
2013,1.3722495406653934e-07,6.414987774316927e-08
2014,1.5742787007333447e-07,7.903874599257676e-08
2015,1.3210789417961166e-07,7.536356305681835e-08
2016,1.512078173782072e-07,9.051755855971066e-08
2017,1.247743252053013e-07,1.1043533909571579e-07
2018,1.3604329673899684e-07,6.711813371751418e-08
2019,1.313758704046819e-07,8.163160858387641e-08
