year,pas_ADV omis_VERB,pas_ADV vomi_VERB
1897,1.415891404121794e-07,8.740070001067579e-09
1898,1.1995712156931404e-07,1.584339415217073e-08
1899,1.1442087100022036e-07,1.4371703827009696e-08
1900,1.2769990576089185e-07,6.748368974740515e-09
1901,1.1624577211932774e-07,1.4530721514915967e-08
1902,1.1195447058298669e-07,1.178468167495339e-08
1903,1.1070451222394695e-07,1.674068350610014e-08
1904,1.8327472162127378e-07,1.289910045443321e-08
1905,9.650619148260375e-08,2.631987072732045e-08
1906,1.1625856899399878e-07,8.745113966313056e-09
1907,1.3114249952650425e-07,1.337139288182243e-08
1908,1.075594227017973e-07,2.1118973236866623e-08
1909,1.402750768875194e-07,1.7053048750881317e-08
1910,1.1276157607653658e-07,2.6186338430989053e-08
1911,1.3354139127841336e-07,7.980561100850991e-09
1912,1.734737224978744e-07,3.646594803896619e-09
1913,1.3257474051897589e-07,9.015082902408267e-09
1914,1.25898779401723e-07,4.68772043404897e-09
1915,1.0249262771822032e-07,2.3561523843085297e-09
1916,9.888715624128963e-08,2.197492410260793e-09
1917,1.4037023277069238e-07,5.483212106582869e-09
1918,1.4013379256994085e-07,0.0
1919,1.445632165086863e-07,4.603924352863942e-09
1920,1.0752569323813077e-07,0.0
1921,1.2343578248419362e-07,4.543648568500203e-09
1922,1.3354063810311345e-07,2.951174193910333e-09
1923,1.592392209204263e-07,5.307974060286824e-09
1924,1.1731378180002139e-07,3.867487219366694e-09
1925,1.4297631878434913e-07,4.399271169575059e-09
1926,1.2037828867050848e-07,0.0
1927,1.4828468408722983e-07,2.2298449753321847e-09
1928,1.8510186805542617e-07,3.4278122562625413e-09
1929,1.6599204855083372e-07,8.912325100141061e-09
1930,1.3339575843929197e-07,3.1510811737689437e-09
1931,1.4712910001435375e-07,9.124285327288817e-09
1932,1.6987281981073465e-07,8.767629289252454e-09
1933,1.7894232939852373e-07,1.1470662197865522e-09
1934,1.845163382085957e-07,5.990790086229936e-09
1935,1.4481624077689048e-07,4.787313656606784e-09
1936,1.5155893606788595e-07,6.0623572828433225e-09
1937,1.561298716978854e-07,5.0364472592434595e-09
1938,1.3224519079813035e-07,6.482607339819424e-09
1939,1.4376406909377693e-07,7.647025235257843e-09
1940,1.8511215671423997e-07,0.0
1941,1.2986610897769424e-07,2.9515025978810172e-09
1942,1.9115533689273434e-07,9.102635090130207e-09
1943,1.6258117341294565e-07,0.0
1944,1.4780655988033686e-07,0.0
1945,1.4378126422798232e-07,4.357008087652048e-09
1946,1.2946627236942732e-07,4.1763312808029696e-09
1947,1.692763618166282e-07,2.3841741914054637e-09
1948,1.4568330186648382e-07,6.523132700664291e-09
1949,1.2860280662607693e-07,3.9268033269479474e-09
1950,1.2868787280240213e-07,3.190608444114673e-09
1951,1.5352418358816067e-07,2.1322803522849654e-09
1952,1.2970109253274131e-07,5.272402070488624e-09
1953,1.3682760879873967e-07,0.0
1954,1.7101937999086658e-07,9.772536113672459e-10
1955,1.389069979040869e-07,9.385607846468247e-10
1956,1.3256135389383417e-07,4.360570571293465e-09
1957,1.5903067662748072e-07,3.534015080575159e-09
1958,1.4890038357862068e-07,1.6544486891589827e-09
1959,1.1161076685084481e-07,1.5501495642666896e-09
1960,1.3980083224396367e-07,1.3841666701708277e-09
1961,1.1117055009890464e-07,6.948159270159238e-10
1962,1.2683912586908264e-07,1.9025869768540815e-09
1963,1.0668988181805616e-07,6.466053248388448e-10
1964,1.1437860791829735e-07,3.041984220075733e-09
1965,1.313290454163507e-07,4.377634699181954e-09
1966,1.2407527094637771e-07,6.092982118843793e-09
1967,1.5678466525059775e-07,1.9721342336964653e-09
1968,1.3204763149587961e-07,3.5931326802796093e-09
1969,1.3080261851428077e-07,2.7250546263957176e-09
1970,1.7153244868950424e-07,5.518470125309705e-09
1971,1.1253090548279943e-07,4.624557625731995e-09
1972,1.205584538865878e-07,4.6171320100540925e-09
1973,1.2239311786288454e-07,3.859242703185828e-09
1974,1.2826303930069116e-07,3.937900228123681e-09
1975,9.766630881813398e-08,1.7134440533084216e-09
1976,1.331251695546598e-07,3.4281160132820787e-09
1977,1.0930813942877649e-07,5.876781838942691e-10
1978,1.0633658575898153e-07,2.970295565063452e-09
1979,1.223062469080105e-07,1.1703946700691858e-09
1980,1.0176420062180114e-07,2.8425752862659692e-09
1981,1.1449244396999347e-07,1.2651099057237047e-09
1982,1.191840439673797e-07,2.483000915987077e-09
1983,1.2314866637552768e-07,1.89459470334441e-09
1984,1.0380225035078183e-07,2.3196033982486597e-09
1985,9.985826210368032e-08,1.8046674155058895e-09
1986,8.572114040816814e-08,1.7983456945813714e-09
1987,1.1732768712136021e-07,2.4443267410134695e-09
1988,1.163331404541168e-07,3.597932174415064e-09
1989,9.49445109199587e-08,3.2928733073589456e-09
1990,9.044760673759811e-08,4.358920779878872e-09
1991,1.1019554335689463e-07,1.7584396161396398e-09
1992,1.0854589760356248e-07,1.1019888335184191e-09
1993,1.0801454664033372e-07,2.7696036575264316e-09
1994,1.0444354359151475e-07,3.164955852952289e-09
1995,8.675921492340422e-08,3.795715741716776e-09
1996,9.608565676444414e-08,2.135236876199542e-09
1997,8.822605934710737e-08,1.917957792585412e-09
1998,8.582632915477006e-08,1.9072516899143466e-09
1999,9.643124343483578e-08,1.8280804647829996e-09
2000,7.157211001640462e-08,4.859834756842929e-09
2001,9.331981232207909e-08,2.190605918883648e-09
2002,1.209217117548178e-07,3.066854992184176e-09
2003,1.0500645686306598e-07,7.083769126836614e-09
2004,1.0307211795179683e-07,4.845270407116686e-09
2005,9.277724188905268e-08,5.404499514582994e-09
2006,8.400495232763205e-08,4.529678854225949e-09
2007,8.628075676142544e-08,5.192823504529542e-09
2008,8.727751321657706e-08,3.405951742863067e-09
2009,8.582746602314728e-08,3.814554005998616e-09
2010,8.691779385117115e-08,1.2754241218715379e-08
2011,7.342026009382607e-08,9.177532511728259e-09
2012,6.365952742726222e-08,1.6680838044180746e-08
2013,7.112269173603636e-08,1.7013663367038134e-08
2014,7.427477299870588e-08,1.1043770342666903e-08
2015,7.602853457910896e-08,1.7510945582444037e-08
2016,7.933232382129063e-08,2.1541936234825698e-08
2017,6.766994431472995e-08,2.7671724467381864e-08
2018,7.408809210573963e-08,2.0393587263356494e-08
2019,7.040726046625423e-08,2.1683396411731337e-08
