year,autres_ADJ ans_NOUN,autres_ADJ vents_NOUN
1973,2.756601946707349e-09,1.984753300598996e-08
1974,3.937900283634832e-09,1.9689501695729916e-08
1975,4.569184142155791e-09,1.770558810676448e-08
1976,1.7140580066410394e-09,1.3712464830284432e-08
1977,0.0,1.116588582705802e-08
1978,1.1881182704343018e-09,2.0792070287711795e-08
1979,6.437170796402825e-09,1.2289143813681846e-08
1980,5.1166357817322705e-09,2.5014663285194416e-08
1981,3.795329828193417e-09,2.0874313444441128e-08
1982,4.345251602977385e-09,1.6139505731871395e-08
1983,6.315316269933646e-09,2.084054351314535e-08
1984,2.3196033982486597e-09,2.3196033538397387e-08
1985,4.210890747202711e-09,1.804667348892508e-08
1986,4.196139880008332e-09,2.4577389956537132e-08
1987,1.2221633705067347e-09,2.261002229886344e-08
1988,2.398621523624911e-09,1.679035038781862e-08
1989,5.488122289953878e-09,1.4269117665222097e-08
1990,5.9935161278446e-09,1.852541259284024e-08
1991,1.1722930404189924e-09,1.9342835777536038e-08
1992,3.3059665005552574e-09,1.8733809670212764e-08
1993,3.323524566667402e-09,1.8833305859278227e-08
1994,1.5824779819872958e-09,1.635227242502424e-08
1995,2.7112254663563817e-09,2.5485518917456318e-08
1996,3.736664311304594e-09,2.2419986756005983e-08
1997,8.151320507465698e-09,1.8700088033618556e-08
1998,4.7681290027412615e-09,1.2873948684877234e-08
1999,3.1991408688814005e-09,1.508166375119302e-08
2000,3.97622823555821e-09,1.6346716091852898e-08
2001,1.3143635069212678e-09,1.7962969056650735e-08
2002,2.190610692842654e-09,2.1467984723244626e-08
2003,2.083461403401543e-09,2.375146124222738e-08
2004,5.726228824443069e-09,1.938108110111081e-08
2005,9.007499190971657e-10,1.6213498099659773e-08
2006,4.11788997345397e-09,2.058944942318064e-08
2007,7.988958938831558e-10,1.6377365241737607e-08
2008,1.2772318758180745e-09,1.8732735446169713e-08
2009,9.53638501499654e-10,1.1443662017995848e-08
2010,4.723793023408973e-10,2.172944846279279e-08
2011,1.911985902935953e-09,1.5678285225639854e-08
2012,6.808505426114664e-10,1.565956322946427e-08
2013,1.6734750252211938e-09,1.7292575871241667e-08
2014,8.661780737106994e-10,2.468607443462112e-08
2015,1.329945265027277e-09,1.9284206231873213e-08
2016,8.285360175719347e-10,2.4648946134187e-08
2017,1.509366853724714e-09,1.660303478034919e-08
2018,1.5488800242380307e-09,2.0909879994146507e-08
2019,2.04079020349468e-09,2.1938495464723928e-08
