year,vos_DET yeux_NOUN,vos_DET vieux_ADJ
1869,5.907593120468846e-06,1.0987917720139961e-07
1870,5.535077178819847e-06,7.79830617858579e-08
1871,5.12259396856507e-06,9.452847948843157e-08
1872,5.432324741150296e-06,7.196333629000407e-08
1873,5.7962482173934404e-06,5.806424185905712e-08
1874,5.478716516904569e-06,1.0395820027042646e-07
1875,6.265644444169993e-06,9.26887366858864e-08
1876,5.740086237437936e-06,1.0036384301415069e-07
1877,6.372215850092289e-06,9.833857106400501e-08
1878,4.954468536766399e-06,8.877460544454152e-08
1879,5.174598456392232e-06,8.125402295444673e-08
1880,5.733062224066998e-06,6.802917340564818e-08
1881,6.5199918282132785e-06,1.0807386729982937e-07
1882,5.801499099788998e-06,1.1780031483610287e-07
1883,4.884848785025042e-06,9.668588885070051e-08
1884,4.58817960691249e-06,8.648223115415021e-08
1885,4.684043354075129e-06,6.123353557541122e-08
1886,4.6800519726275525e-06,7.744156554911896e-08
1887,3.9650160061910356e-06,6.724792456225259e-08
1888,3.895039597523464e-06,7.545331470737437e-08
1889,3.950795353091507e-06,5.262714708464955e-08
1890,4.234788988810578e-06,6.882105757499701e-08
1891,4.038705938569365e-06,6.119250883784844e-08
1892,4.236260771506295e-06,7.584900174606446e-08
1893,3.9690996871399875e-06,6.589505840981502e-08
1894,3.7746219803125314e-06,4.6631390526741257e-08
1895,3.844089029314546e-06,1.0652947635136911e-07
1896,3.5995465950122707e-06,6.13290986328785e-08
1897,3.643444010492658e-06,5.651912005077975e-08
1898,3.744699249352834e-06,7.638779253582584e-08
1899,3.523278415684672e-06,8.070264634341129e-08
1900,3.3695125267740877e-06,6.904100491311738e-08
1901,3.2800308673586187e-06,5.644626460687974e-08
1902,2.7748014801431964e-06,6.579780142956793e-08
1903,2.9712011979654562e-06,7.074288532749051e-08
1904,3.088259724393083e-06,6.288311382718348e-08
1905,3.374104338149664e-06,6.605771735168631e-08
1906,3.403906859489325e-06,4.578324208637241e-08
1907,3.44776222505061e-06,7.302837568001763e-08
1908,3.057339654333191e-06,7.858222739187681e-08
1909,3.2158750116195733e-06,7.371318022642015e-08
1910,3.2791708051149726e-06,7.428369364070875e-08
1911,3.118803419965843e-06,8.619006064414236e-08
1912,3.4080033657346576e-06,6.824341980404824e-08
1913,3.102779174923853e-06,8.007514540331329e-08
1914,2.808614347316052e-06,5.960101745472457e-08
1915,2.755520306152448e-06,5.772573175022444e-08
1916,2.877616381624648e-06,8.789969285771804e-08
1917,2.8414004873411614e-06,9.869782291449525e-08
1918,2.8394322555413964e-06,6.087779791386083e-08
1919,2.9934716110346926e-06,8.65537757022139e-08
1920,2.7366046495558294e-06,8.480899316154478e-08
1921,2.944284133832298e-06,8.330022449598573e-08
1922,2.9895395528001245e-06,7.746832153543437e-08
1923,2.8949690289437058e-06,7.325004380831501e-08
1924,3.105592426777548e-06,7.219309594574952e-08
1925,3.0882883663707617e-06,1.077821423223213e-07
1926,3.0596150395467703e-06,5.9074533709235766e-08
1927,2.992451925365458e-06,9.253856747548639e-08
1928,2.314915960255348e-06,9.026572533876731e-08
1929,2.6848379803823264e-06,6.238627747734427e-08
1930,2.483051815715953e-06,8.612954616182833e-08
1931,2.0746343594169048e-06,4.790249619190945e-08
1932,2.1699883347992e-06,7.67167575022043e-08
1933,1.889218118833469e-06,6.997103851880127e-08
1934,2.2070070855306767e-06,6.350237313768048e-08
1935,1.992719305121682e-06,6.702239119249498e-08
1936,2.0502891544538215e-06,6.30485130770353e-08
1937,1.9440686571670085e-06,7.051026074123001e-08
1938,2.061469189129639e-06,4.797129449229942e-08
1939,1.9530502441966746e-06,7.494084730552686e-08
1940,1.5823285721694447e-06,9.382397081481031e-08
1941,1.950943186557197e-06,6.493305448884712e-08
1942,2.5457036301190783e-06,1.0923162108156248e-07
1943,2.560653413752334e-06,6.387117679196308e-08
1944,2.522351053357852e-06,1.0282195361810409e-07
1945,2.1806826211445696e-06,8.278315544174575e-08
1946,2.582364942327331e-06,7.099762999729364e-08
1947,2.5772923777367396e-06,1.2874541255314398e-07
1948,2.2939682509104387e-06,8.914948068650119e-08
1949,1.8328354443042372e-06,5.1048442695211804e-08
1950,3.259738321048644e-06,5.955802406809596e-08
1951,2.519289267866043e-06,6.823297127311889e-08
1952,2.0667815476826945e-06,5.9050901057844385e-08
1953,1.7733720056867242e-06,4.63274569817429e-08
1954,1.98577933474553e-06,5.5703454071576175e-08
1955,1.761678561251756e-06,4.3173796537843145e-08
1956,1.9125463168734314e-06,7.936238688444064e-08
1957,1.8244352304463973e-06,5.301022554249357e-08
1958,2.0597885992401643e-06,5.542403141989283e-08
1959,1.8601794522510318e-06,6.355612980346592e-08
1960,2.3994528532966797e-06,6.78241686147274e-08
1961,2.315821440390664e-06,4.6552668164778765e-08
1962,2.3630129390994625e-06,1.0464228239470685e-07
1963,2.2560059846910008e-06,4.849539791962343e-08
1964,2.5686513822620327e-06,8.2133574386134e-08
1965,2.313032823053618e-06,6.238129179880758e-08
1966,1.9508621065256193e-06,5.705247152487658e-08
1967,2.431148359960389e-06,7.001076340884538e-08
1968,3.0375445447816674e-06,5.299870575736776e-08
1969,2.507504412108119e-06,4.405504980264929e-08
1970,2.1223115425073047e-06,4.736686848305638e-08
1971,2.2336613056950227e-06,4.213486104465147e-08
1972,2.0135826872547113e-06,5.3866543225922214e-08
1973,1.6853864011068254e-06,5.8991279028308696e-08
1974,1.3450742137877114e-06,4.444201640030343e-08
1975,1.503832763205537e-06,3.8838066096502644e-08
1976,1.383816190525522e-06,3.370980994343853e-08
1977,1.267034129170952e-06,4.701425632136491e-08
1978,1.6645536931036986e-06,3.7425726739925835e-08
1979,1.6806868003982345e-06,4.447499724058446e-08
1980,1.5600053728803687e-06,3.4110904545414655e-08
1981,1.4713228182472449e-06,4.364629191400127e-08
1982,1.4811100754741346e-06,4.4694015599588965e-08
1983,1.3590560428156095e-06,4.294414779337785e-08
1984,1.4172776339194115e-06,5.045137341230799e-08
1985,1.369141049423206e-06,3.489023792102586e-08
1986,1.751588705189988e-06,4.256084662479509e-08
1987,1.6933073609948224e-06,3.299841111470414e-08
1988,1.1885170003722578e-06,2.9383114497072427e-08
1989,1.4362416038693482e-06,3.896566624916886e-08
1990,1.2956891950466343e-06,3.269190707033687e-08
1991,1.4108546935176491e-06,3.22380568906766e-08
1992,1.3510382999015746e-06,2.369276075331328e-08
1993,1.5122036352011037e-06,4.320581692418557e-08
1994,1.4448024288071792e-06,4.9584311545558535e-08
1995,1.6549319710179589e-06,4.066838038552234e-08
1996,1.3505373601674364e-06,2.7224270615633372e-08
1997,1.2524264043634048e-06,2.924885622590523e-08
1998,1.3613008817969785e-06,3.0992839628041224e-08
1999,1.6215073443959227e-06,4.844413128979319e-08
2000,1.3280602715326495e-06,3.7111465900352414e-08
2001,1.391910949166686e-06,3.548781588036398e-08
2002,1.5123977092912355e-06,3.636413925534043e-08
2003,1.3880020262035941e-06,3.583553687125374e-08
2004,1.390152064573158e-06,4.5369350415436216e-08
2005,1.5204658083689537e-06,4.1884871682107416e-08
2006,1.5108537851915571e-06,3.7061007762684284e-08
2007,1.842253880113276e-06,6.071608638080761e-08
2008,1.9413924476907596e-06,5.449522885725422e-08
2009,2.0250513443897944e-06,6.627787763058279e-08
2010,2.2513597670581476e-06,8.408351331867792e-08
2011,3.1406281379986467e-06,1.0630642122144707e-07
2012,3.7664652694502365e-06,1.1982969261303822e-07
2013,3.535215881811382e-06,1.2578953501041212e-07
2014,3.775670236905171e-06,1.0957152807300474e-07
2015,4.3178888802231086e-06,1.3787099106821188e-07
2016,4.47119474245028e-06,1.354656353758088e-07
2017,3.895172596912744e-06,1.0263694472101292e-07
2018,4.045674572239477e-06,1.0713086506797254e-07
2019,4.163467266948828e-06,1.1632503804648309e-07
