year,aux_ADP oies_NOUN,aux_ADP voix_NOUN
1859,5.295860283638376e-08,2.4508629365982415e-06
1860,4.485640303641958e-08,4.184919376370999e-06
1861,5.5648373908923077e-08,4.698986231232993e-06
1862,7.906476362506965e-08,7.732533504167804e-06
1863,6.742738156706451e-08,4.099584657524247e-06
1864,6.856460832427302e-08,4.961105219081219e-06
1865,5.412871001420072e-08,3.5790843639915693e-06
1866,9.341976481280767e-08,4.0248350501315144e-06
1867,8.346835578265654e-08,4.79118097018727e-06
1868,7.409811075831385e-08,6.6105394580517896e-06
1869,5.86022301796163e-08,7.295489240277675e-06
1870,4.243196194408938e-08,9.139500207311357e-06
1871,7.11618906024114e-08,2.6916188289760612e-05
1872,5.98686610286947e-08,1.5531381677647005e-05
1873,6.524745010949573e-08,1.5176317447185284e-05
1874,6.512323835750067e-08,1.318655995419249e-05
1875,6.522541085018929e-08,1.5349713066825643e-05
1876,5.8041743855596906e-08,1.3452382518153172e-05
1877,6.494056759009936e-08,1.0892697900999337e-05
1878,5.495570576385944e-08,1.08286895965648e-05
1879,4.581993984231758e-08,9.633184163249098e-06
1880,7.63723715380138e-08,9.388025262069277e-06
1881,6.484431835929172e-08,1.4539072822117305e-05
1882,1.0914831349850829e-07,7.827398519566486e-06
1883,1.0679683093428594e-07,1.3273139302327763e-05
1884,5.2813575734944607e-08,9.53086964727845e-06
1885,4.318575907991118e-08,1.0744229939518846e-05
1886,5.162771010702727e-08,1.2417755442584166e-05
1887,6.137189068056159e-08,1.4289204500528285e-05
1888,7.03808211710566e-08,1.587055862728448e-05
1889,1.1089291618304742e-07,1.2149979397690913e-05
1890,8.520702365899524e-08,1.8817643649526872e-05
1891,5.290602622665119e-08,1.4641583447883022e-05
1892,4.638699024894777e-08,1.4514113217956037e-05
1893,5.665743257887712e-08,1.471245718676073e-05
1894,5.1042468918183204e-08,1.2586064144670672e-05
1895,5.5973115919982774e-08,1.1907828820767463e-05
1896,6.309820932415278e-08,9.29548679096115e-06
1897,5.477110853746581e-08,1.1442500408520573e-05
1898,5.545187775624072e-08,1.0848197803170478e-05
1899,9.0652287454418e-08,9.858436328613607e-06
1900,5.6582480922884315e-08,9.321054932343031e-06
1901,5.812288650375308e-08,1.140326321547036e-05
1902,4.713872386874485e-08,8.861098194756778e-06
1903,5.2922157323109786e-08,1.102779015127453e-05
1904,6.449550227216605e-08,1.1448489146914653e-05
1905,6.812202002492995e-08,1.0273007092109765e-05
1906,1.358064730672126e-07,7.865458258038416e-06
1907,7.199980761596336e-08,9.420146341199143e-06
1908,6.139236319313568e-08,9.525638802188041e-06
1909,7.86640649286241e-08,7.437329628601219e-06
1910,7.749018304803457e-08,8.893735525816737e-06
1911,6.969690247160543e-08,6.793585754394371e-06
1912,7.866225892882994e-08,8.647639447190159e-06
1913,6.522677464815274e-08,6.689721459451903e-06
1914,8.036092502550218e-08,9.360708304484433e-06
1915,5.301342831387501e-08,8.139327974276966e-06
1916,4.394984820521586e-08,8.75041465775439e-06
1917,4.276905407607501e-08,8.666765197062887e-06
1918,4.020231791912465e-08,8.519445074739451e-06
1919,7.090043319113448e-08,7.75024592059026e-06
1920,5.5277291188815525e-08,9.319145732433753e-06
1921,4.316465940235048e-08,1.1097104362534083e-05
1922,7.894391068630213e-08,9.962426076981501e-06
1923,6.157249865523795e-08,9.252860408537344e-06
1924,6.059063462071634e-08,1.7259305906236477e-05
1925,5.719052609265418e-08,1.1317125327536814e-05
1926,5.5730692949396143e-08,1.7499436722800965e-05
1927,1.427100768669476e-07,8.15342811932851e-06
1928,4.227635308495792e-08,8.598095597278643e-06
1929,5.124586888172189e-08,9.843662660102837e-06
1930,6.197126012352783e-08,7.647673847088754e-06
1931,6.957267473239881e-08,1.063777577314795e-05
1932,6.794912410512666e-08,9.7550833686455e-06
1933,5.964744431707913e-08,6.410953005797637e-06
1934,5.511526701695857e-08,1.0380841189316925e-05
1935,5.146362269670135e-08,4.3624395260621895e-06
1936,5.698615801463802e-08,9.46940213708558e-06
1937,4.0291578073947676e-08,1.0031343450123131e-05
1938,3.5006079368571363e-08,5.849904923138638e-06
1939,9.788192567583565e-08,4.860449166699254e-06
1940,1.369322788491445e-07,3.332018717827623e-06
1941,1.26914614373419e-07,3.6273966443900463e-06
1942,7.282108072104165e-08,9.557767235435222e-07
1943,1.1612941008820599e-07,9.987129070410106e-07
1944,9.318239690969676e-08,3.293515801416902e-06
1945,7.624764108982163e-08,6.788218399833568e-06
1946,5.150808579656996e-08,1.4853817880577935e-05
1947,4.7683483828109274e-08,2.1146432203522636e-05
1948,5.3272248834446145e-08,2.9196455486157902e-05
1949,3.141442572740516e-08,1.6390477597383324e-05
1950,4.147791021757996e-08,1.827580510394e-05
1951,6.823297127311889e-08,1.4274551094928256e-05
1952,4.2179213899373735e-08,1.282353628795363e-05
1953,4.417269394707546e-08,9.893605662725236e-06
1954,4.3976413399704484e-08,9.771558847404549e-06
1955,4.22352348650179e-08,9.569566113754036e-06
1956,4.7966278060584955e-08,8.820562825917477e-06
1957,7.42143149157215e-08,4.435189103091375e-06
1958,4.6324563740540725e-08,2.6438090809932646e-06
1959,8.138285423342495e-08,9.021870695846701e-06
1960,7.958958292419993e-08,4.8252048188146546e-06
1961,4.794229990778831e-08,2.8299852985469443e-06
1962,4.693047800374828e-08,1.93619934307776e-06
1963,7.435961180135564e-08,2.5553842544212557e-06
1964,4.137098486012292e-08,6.3699147485607455e-06
1965,4.541796094770234e-08,6.8345823827087315e-06
1966,7.200797114137458e-08,5.775039550570682e-06
1967,4.240088635754091e-08,5.327227757589981e-06
1968,4.4914157726339e-08,4.391706472262058e-06
1969,6.994307166774405e-08,8.420873086834035e-06
1970,5.610444731019015e-08,5.6637896932443255e-06
1971,6.474380676024794e-08,7.288302857233475e-06
1972,4.873639625202486e-08,4.666381547835385e-06
1973,6.781240774467179e-08,3.2351479042347364e-06
1974,5.85059468649618e-08,5.129396189573754e-06
1975,5.711480133285818e-08,5.1911644085578246e-06
1976,6.627691084837295e-08,5.74609417292038e-06
1977,6.053085321866547e-08,3.972704645249792e-06
1978,6.178215161689593e-08,3.0427708868074888e-06
1979,6.261611462665684e-08,2.477140213841267e-06
1980,1.205251900504578e-07,4.623733227404614e-06
1981,5.692994659023398e-08,2.0146874541993043e-06
1982,7.697303061604543e-08,1.5462888356410076e-06
1983,1.0483424506269046e-07,2.078370610725244e-06
1984,8.466552109398506e-08,2.836874879008633e-06
1985,6.376491445969634e-08,1.242212755769856e-06
1986,5.2751471690815066e-08,3.2472128452809557e-06
1987,6.844115035820053e-08,1.4684293372368984e-06
1988,7.315795608198172e-08,2.4046179696313175e-06
1989,8.780995386370449e-08,3.2056121419543615e-06
1990,5.557624138674555e-08,1.52453254731455e-06
1991,8.088821967788817e-08,3.8474656758324954e-06
1992,4.407955345175907e-08,1.7047767322253549e-06
1993,7.644106259085959e-08,1.917119696770442e-06
1994,9.653115773389231e-08,2.5171950275293398e-06
1995,4.771756589860843e-08,2.33599176091559e-06
1996,6.512472250363999e-08,3.2706490884493178e-06
1997,5.7538734665740776e-08,2.414708859532766e-06
1998,5.292623317387779e-08,1.6674147840234355e-06
1999,5.712751499631352e-08,3.253069241537787e-06
2000,6.185244161294179e-08,2.201946792013132e-06
2001,4.6002722159377285e-08,2.2208362118192326e-06
2002,7.448076466687326e-08,1.689399063309338e-06
2003,7.292115178358927e-08,1.7421904239256492e-06
2004,5.770276489958093e-08,1.7196304513689142e-06
2005,8.241861693125685e-08,1.4668711969534343e-06
2006,5.517972495594492e-08,1.625331194077262e-06
2007,4.993099303463033e-08,1.2514704046395764e-06
2008,7.748540298280204e-08,1.3721727576410103e-06
2009,1.7785358430444376e-07,1.3522593693693352e-06
2010,4.818268850570462e-08,1.1242627877550149e-06
2011,7.342026364653975e-08,5.697718474806379e-07
2012,6.638292626703901e-08,5.276591963365718e-07
2013,5.912944922581431e-08,5.85437325284488e-07
2014,4.763979455368883e-08,6.22565519137197e-07
2015,5.984753714827207e-08,6.046817695448681e-07
2016,7.456823958307268e-08,6.520578530455623e-07
2017,4.4023198086939885e-08,5.154487636715999e-07
2018,5.1887479757262156e-08,5.057093481752872e-07
2019,5.0509558091604845e-08,5.566255509847906e-07
