year,deux_DET yeux_NOUN,deux_DET vieux_NOUN
1944,9.446767492704566e-07,4.4984604485875934e-08
1945,7.907969461484754e-07,3.485606514530559e-08
1946,7.392106340375904e-07,2.645009722357372e-08
1947,8.261163486622536e-07,3.8146788616799654e-08
1948,8.664894579624161e-07,4.6749116577871064e-08
1949,7.549279672502962e-07,2.0615717910565934e-08
1950,9.571825145826551e-07,3.084254873719772e-08
1951,7.420335812469148e-07,3.5182626589858046e-08
1952,6.875212434920286e-07,2.4253048236388963e-08
1953,6.485843826453674e-07,2.9089333608567358e-08
1954,7.251221987303325e-07,2.2476833949625075e-08
1955,5.969246856807331e-07,2.815682442758316e-08
1956,7.805421660123102e-07,5.2326849742101444e-08
1957,6.758804111939298e-07,3.092263139992113e-08
1958,6.468894397926306e-07,3.060730158210845e-08
1959,4.991481503680006e-07,3.410329141306789e-08
1960,6.913912642403375e-07,2.6299166511201122e-08
1961,6.913418317822106e-07,2.084447808803347e-08
1962,5.974123205021442e-07,4.1856910826254534e-08
1963,6.621238597404044e-07,2.909723972877032e-08
1964,6.795792515390531e-07,3.2853429976498205e-08
1965,6.577396369777944e-07,2.9549033719877826e-08
1966,6.425326617431892e-07,4.763604444235625e-08
1967,7.218011290888171e-07,4.5359088818308635e-08
1968,6.773055147846208e-07,4.3117593606645244e-08
1969,5.654488361983567e-07,5.22302161243271e-08
1970,6.028928325463312e-07,4.506750725385977e-08
1971,5.904018536284639e-07,3.288574301762992e-08
1972,5.089105634681346e-07,2.46247051083337e-08
1973,5.121766193383337e-07,2.7014698478211585e-08
1974,4.5285853289556144e-07,4.2754345452866716e-08
1975,4.117977177031662e-07,4.0551508373454226e-08
1976,4.919346743292863e-07,2.799628240346408e-08
1977,4.501614938590137e-07,2.2919448838809586e-08
1978,5.019799651506673e-07,3.5049488644745e-08
1979,4.7283944937248634e-07,3.160065564777881e-08
1980,4.963136603919338e-07,3.752199284612345e-08
1981,5.205927493534546e-07,3.985096147518519e-08
1982,6.28819986303597e-07,4.593551683473862e-08
1983,6.037442332740284e-07,3.7260365237656856e-08
1984,4.830573949732297e-07,3.07347455263951e-08
1985,4.740259775815048e-07,4.752290794218794e-08
1986,5.868601533620676e-07,4.855533308756321e-08
1987,4.7481045939434807e-07,2.749867622497959e-08
1988,4.779253508502279e-07,3.5979322077217546e-08
1989,4.434402747222066e-07,3.84168539202534e-08
1990,4.587763982044635e-07,5.0672454787736854e-08
1991,4.2554237822400864e-07,3.985796431793531e-08
1992,4.716512265190431e-07,3.967159900586381e-08
1993,4.331660328205089e-07,3.212740395941438e-08
1994,5.037554942077804e-07,3.956194971621585e-08
1995,4.6253504137894197e-07,3.524593006343224e-08
1996,4.686844992107808e-07,3.5765217010208517e-08
1997,4.7085864807172584e-07,2.876936644469197e-08
1998,4.772897455040948e-07,3.766822154194216e-08
1999,4.830702522440333e-07,3.4276508575903364e-08
2000,4.5461545283842497e-07,3.401884263176669e-08
2001,4.1621510860068156e-07,3.724030128715583e-08
2002,4.911349442693336e-07,3.242103935319207e-08
2003,5.004474346037568e-07,3.6668921954419176e-08
2004,5.030271736927716e-07,4.2726477023080633e-08
2005,4.3596297061299083e-07,3.0625497249303635e-08
2006,5.394435760308625e-07,3.1707751979581644e-08
2007,5.088966830157915e-07,4.034424430643391e-08
2008,5.666652072022771e-07,3.831695769007659e-08
2009,6.251100472809412e-07,4.2436911540377764e-08
2010,7.439974254452864e-07,6.188168788501258e-08
2011,8.278899343849844e-07,4.9329238444029144e-08
2012,1.0573608761887954e-06,6.774462857350727e-08
2013,1.2163374805140847e-06,7.446963667945283e-08
2014,1.2466467467220355e-06,7.903875154369189e-08
2015,1.2966966380645317e-06,5.8295931817942126e-08
2016,1.3411926857997969e-06,6.048312917172893e-08
2017,1.124981338307407e-06,6.439965183346885e-08
2018,1.3134502125922154e-06,7.873473606423431e-08
2019,1.2614633959628918e-06,6.300939742187595e-08
