year,petites_ADJ allées_NOUN,petites_ADJ vallées_NOUN
1843,2.4218335781256428e-08,1.4117517821432557e-07
1844,2.25031016043431e-08,1.1965063606567128e-07
1845,3.2923345827384765e-08,1.1048851433770324e-07
1846,4.27378594736183e-08,1.364098807243863e-07
1847,2.426950729272903e-08,1.3321262315457716e-07
1848,7.24069959545659e-09,1.7297226406753907e-07
1849,9.217356655710773e-09,1.5837093769732746e-07
1850,3.1229383523623255e-08,1.371377180703348e-07
1851,1.9993260380601896e-08,1.9928765482291055e-07
1852,2.018269107395554e-08,1.5690415011704317e-07
1853,2.030456869306363e-08,1.4511793722249422e-07
1854,1.9743524148907454e-08,1.7405476171461487e-07
1855,4.192480318465641e-08,1.724754525866956e-07
1856,3.986435714864456e-08,1.6308146655319433e-07
1857,2.4895696171256532e-08,1.3717040303617978e-07
1858,3.670256987220455e-08,1.2870367527284543e-07
1859,2.3933214521321133e-08,1.5123754337764694e-07
1860,2.8378540406492903e-08,1.3548464039558894e-07
1861,1.3676294763342867e-08,1.5468360459180985e-07
1862,2.1234535907410645e-08,1.5948491238759743e-07
1863,2.6471489888990618e-08,1.5433379019214044e-07
1864,2.685047562067666e-08,1.8651491018317756e-07
1865,1.3649848362717876e-08,1.4355875066485169e-07
1866,2.5301186923343266e-08,1.109359715201208e-07
1867,4.124889585455094e-08,1.6353975240690488e-07
1868,2.9639243948054173e-08,1.7042565048086544e-07
1869,3.125452252561445e-08,2.3343221755567356e-07
1870,2.2362790730312554e-08,1.9839808373944834e-07
1871,1.911811864374613e-08,1.614418891904279e-07
1872,1.4513614310374123e-08,1.6872076002982794e-07
1873,2.5141218884527916e-08,1.9514374116624822e-07
1874,1.7326366119618797e-08,1.6250936596406973e-07
1875,3.4901315615343265e-08,2.24856023578468e-07
1876,2.418405919968336e-08,1.608239870165562e-07
1877,2.4739264858908427e-08,2.313121143515673e-07
1878,2.4760263173106978e-08,1.9264692241449666e-07
1879,2.6881030734671185e-08,2.309324997895601e-07
1880,1.7969970400599777e-08,1.2386443870582298e-07
1881,6.83305714233029e-08,1.994137193150891e-07
1882,2.7952617998039386e-08,1.843541639345858e-07
1883,1.0742875922176154e-08,1.9842724441332393e-07
1884,4.687204935294176e-08,1.676830976293786e-07
1885,3.609556031847205e-08,1.437376795365708e-07
1886,2.6459201052375647e-08,1.206797719532915e-07
1887,8.030577447470932e-08,1.4885948473875033e-07
1888,3.106901047544852e-08,1.3759134276369878e-07
1889,2.5687061366852504e-08,1.6101401456580788e-07
1890,2.0318598359381213e-08,1.4419650540276052e-07
1891,3.6970476458009216e-08,1.0262494498647357e-07
1892,3.19694137829174e-08,1.9871184520070528e-07
1893,3.3255449949365357e-08,1.465703149960973e-07
1894,4.222031435574536e-08,1.795938686655063e-07
1895,3.250051960890232e-08,1.4986349583523406e-07
1896,3.833068973335685e-08,1.680653269886534e-07
1897,2.330685333618021e-08,1.3168371992833272e-07
1898,4.2437662273187016e-08,1.8729154760421807e-07
1899,3.15071986278781e-08,1.1497363061607757e-07
1900,4.049021384844309e-08,1.5676980069656565e-07
1901,5.3651895370876446e-08,1.6877991981800733e-07
1902,1.915010727771005e-08,1.311045849661241e-07
1903,2.052083658554693e-08,1.7226702198058774e-07
1904,5.320879026271541e-08,1.601638359716162e-07
1905,2.631987072732045e-08,1.3366366147238296e-07
1906,3.343719967574543e-08,1.7490226866812009e-07
1907,3.394276504309346e-08,1.1159970370044903e-07
1908,3.830883343880487e-08,1.3751889582636068e-07
1909,3.5206294768386215e-08,1.5182715173978067e-07
1910,3.5271394693836555e-08,1.742193092013622e-07
1911,3.1390207766435196e-08,1.3726565839533578e-07
1912,2.81308754068732e-08,1.3596589099051926e-07
1913,4.083302229673791e-08,1.357565366788549e-07
1914,3.214437072074361e-08,1.3862259606867156e-07
1915,3.652036184575991e-08,1.366568369576271e-07
1916,2.4172416956957932e-08,9.00971883766033e-08
1917,2.9609346086090227e-08,1.217273108977679e-07
1918,3.331049214239101e-08,8.155327435588333e-08
1919,4.880159565345821e-08,1.4824635741206293e-07
1920,2.8774479687854182e-08,1.1206903138827329e-07
1921,2.2718241510233383e-08,1.5145495524393482e-07
1922,2.6560567079059183e-08,1.5493664307086874e-07
1923,4.2463792482294593e-08,1.3163776202418376e-07
1924,3.867487308184536e-08,1.5341032622018247e-07
1925,3.409435223034052e-08,1.8806883872457547e-07
1926,2.452150482668003e-08,1.2595135956416925e-07
1927,2.8987985345452216e-08,2.1183527110224531e-07
1928,3.884854038460617e-08,1.0968999220040132e-07
1929,3.78773812315103e-08,1.04719816818033e-07
1930,3.676261073337628e-08,1.575540551357335e-07
1931,1.1405356659111021e-08,1.368642870147596e-07
1932,2.849479585620429e-08,1.501456523556044e-07
1933,4.244144946596862e-08,1.1814782396868395e-07
1934,1.3179738189705859e-08,1.4018448268870998e-07
1935,3.111753699158726e-08,8.736847689760907e-08
1936,2.7886843056990074e-08,1.1518478970629076e-07
1937,1.7627565185307503e-08,1.44797851930889e-07
1938,2.852347158466273e-08,1.1020432566510863e-07
1939,1.8352860564618823e-08,1.5446991596945736e-07
1940,3.550096039361961e-08,1.4961119632062037e-07
1941,2.066051862925633e-08,1.8594465700516594e-07
1942,2.1239483061208375e-08,2.5790799895730743e-07
1943,2.0322646676618206e-08,1.8580705329895864e-07
1944,1.2852744646352221e-08,1.5744612369417155e-07
1945,2.832055301382752e-08,1.1328221205531008e-07
1946,2.5057987684817817e-08,8.491873870752897e-08
1947,3.5762614203349585e-08,1.1682453759931377e-07
1948,3.044128504825494e-08,1.2611390332040173e-07
1949,2.9451024730065e-08,1.2860280662607693e-07
1950,1.3825969702452312e-08,1.2975141316928784e-07
1951,3.1984203729962246e-08,1.9190522948520083e-07
1952,3.796129277588989e-08,1.739892638852325e-07
1953,2.2625037843226892e-08,1.713038528805555e-07
1954,4.49536656788041e-08,1.9154170161073125e-07
1955,4.6928040120519654e-08,1.1450441661509103e-07
1956,3.314033847345854e-08,1.5872477376888128e-07
1957,9.718541527092839e-09,1.5372965833648777e-07
1958,1.1581140491045971e-08,1.505548254954192e-07
1959,2.5577467255288866e-08,1.333128665237382e-07
1960,2.422291700554524e-08,2.090091726358878e-07
1961,1.667558180429296e-08,1.1881352435239023e-07
1962,3.424656469519505e-08,1.3191269943035877e-07
1963,2.0044765847160306e-08,1.532454660946314e-07
1964,2.3727476872181796e-08,1.3080531857667665e-07
1965,1.8057743744748223e-08,1.5048119905713975e-07
1966,2.2710207048248776e-08,1.5343236725584575e-07
1967,2.5637744371920235e-08,1.484031031395716e-07
1968,2.0660513300185812e-08,1.3878475613182673e-07
1969,1.4533624970169967e-08,1.430653639999946e-07
1970,1.9314645882673176e-08,1.0117194904069038e-07
1971,2.209510974182649e-08,1.0893402446754408e-07
1972,2.3598675014113724e-08,1.3748793037393625e-07
1973,2.0398854161385316e-08,1.6925535817335913e-07
1974,1.2938814464291681e-08,1.1363654550677893e-07
1975,1.5420996035686585e-08,1.1594304538675715e-07
1976,1.4855169538918744e-08,1.274116527838487e-07
1977,1.1753563455840776e-08,1.098958222200963e-07
1978,2.5544542481270582e-08,1.2891082690202893e-07
1979,1.1703946256602649e-08,1.0416512452593452e-07
1980,1.6486936260662333e-08,9.949013701771037e-08
1981,1.9609203150139365e-08,1.201854473720232e-07
1982,1.8622506203769262e-08,8.876727974893583e-08
1983,1.515675762675528e-08,9.915046206288025e-08
1984,1.9716628330002095e-08,1.3627669659399544e-07
1985,2.045289804186723e-08,1.0467071120956462e-07
1986,5.994485352545098e-09,1.1629301610582843e-07
1987,2.0776777631681398e-08,9.532874400974833e-08
1988,1.8589316752581908e-08,7.915451050166666e-08
1989,8.780995486290522e-09,7.189439799049069e-08
1990,1.198703181159999e-08,7.682597669145252e-08
1991,1.1136783939491579e-08,8.20605094986604e-08
1992,1.928480486412809e-08,8.430214393229107e-08
1993,1.3848018731721368e-08,8.530379602689209e-08
1994,1.9517228722065738e-08,8.703629106321387e-08
1995,1.4098372247417501e-08,7.537206414554021e-08
1996,1.6548085568501847e-08,6.298948562744044e-08
1997,2.013855748828064e-08,8.630809844589749e-08
1998,1.716526476513991e-08,8.487270264367908e-08
1999,2.0565904534919355e-08,6.946705610744175e-08
2000,1.8113929911578452e-08,6.759588444538167e-08
2001,3.110660529159759e-08,7.053751005514641e-08
2002,2.4534839937473407e-08,7.229015608345435e-08
2003,1.9584538435424292e-08,6.250384387840313e-08
2004,2.2023955992267474e-08,5.241701472868954e-08
2005,2.522099862289906e-08,7.791486922315016e-08
2006,1.8530505130343045e-08,5.188541152278958e-08
2007,2.157018919035636e-08,5.1928232380760164e-08
2008,2.5970381400952647e-08,6.897052173826523e-08
2009,2.9562793102400065e-08,7.199970752935769e-08
2010,3.684558436134466e-08,5.0544585405987164e-08
2011,5.965396354667973e-08,6.462512658345076e-08
2012,5.991484641754141e-08,6.60425030218903e-08
2013,5.1040988324757564e-08,4.741512427131056e-08
2014,5.976628614234869e-08,5.478576170503402e-08
2015,6.804886254485609e-08,5.6301015405324506e-08
2016,6.483294612280588e-08,6.773282024141736e-08
2017,6.263871910050511e-08,5.106690892375809e-08
2018,7.821844150157631e-08,4.3884934797233655e-08
2019,6.377469219387422e-08,6.632568272380013e-08
