year,ses_DET iles_NOUN,ses_DET villes_NOUN
1873,2.933142162486746e-08,5.596914238736872e-07
1874,2.0911131548562167e-08,6.888724151110637e-07
1875,2.5746871634702018e-08,5.424007802901087e-07
1876,3.023007355551499e-08,7.660300482825733e-07
1877,2.10283740420536e-08,6.685785898241647e-07
1878,3.442280588350499e-08,6.588645948824023e-07
1879,1.0996785482220162e-08,6.787460407053914e-07
1880,2.0537108236240442e-08,6.045610909666266e-07
1881,2.9284530911333206e-08,5.333968395859756e-07
1882,1.7304001120876933e-08,5.537280287626345e-07
1883,1.4534479342298567e-08,5.567337524325922e-07
1884,3.9610180913030035e-08,5.783086294286477e-07
1885,3.6095559041715575e-08,5.652822725465967e-07
1886,3.291266648108859e-08,5.227305495125734e-07
1887,1.1752064210668323e-08,4.230743027022754e-07
1888,3.4239319379736344e-08,4.6223080296670105e-07
1889,3.069916942877171e-08,5.168737757799136e-07
1890,3.86708803867819e-08,4.214470425978334e-07
1891,2.1034926134255727e-08,4.328095410954802e-07
1892,2.2566644553023707e-08,4.914513551668165e-07
1893,2.5865349195797194e-08,4.797406356615852e-07
1894,1.9534771134033235e-08,4.5497112299841547e-07
1895,2.4074457094513946e-08,3.930155330067464e-07
1896,3.656157909759372e-08,5.596280754360805e-07
1897,2.5637540090883704e-08,4.2593275573210576e-07
1898,2.3199255072547942e-08,3.225262421580055e-07
1899,2.1004797901014172e-08,3.9024702758183594e-07
1900,1.9726001831976703e-08,4.038639227488261e-07
1901,2.6825947019304408e-08,3.576792986237365e-07
1902,2.5533476499806085e-08,2.725207659537432e-07
1903,2.6461079549733313e-08,3.504742966953245e-07
1904,3.7622376325430196e-08,3.214025898756745e-07
1905,4.386645163778624e-08,3.4112616464909706e-07
1906,2.674975996264095e-08,3.945589472920119e-07
1907,2.5714217366523684e-08,3.1679916112636874e-07
1908,2.504808449543816e-08,3.428149559780991e-07
1909,1.650295078370334e-08,3.38860573823041e-07
1910,1.1757131934686527e-08,3.345438468471684e-07
1911,1.702519769608557e-08,4.4105901331192854e-07
1912,1.614920552839294e-08,3.7924585383208864e-07
1913,2.1742257327872494e-08,3.462852333768751e-07
1914,2.611730059998152e-08,4.1118006599560886e-07
1915,1.7671142660269368e-08,7.445441596587443e-07
1916,1.3184954017475548e-08,6.746301952631484e-07
1917,1.4256351654751143e-08,6.832082384278237e-07
1918,1.378365155346728e-08,6.328993542581429e-07
1919,2.394040543585163e-08,6.49153336418351e-07
1920,2.953170508135372e-08,5.25512895421798e-07
1921,4.240738565863822e-08,3.66520968242412e-07
1922,4.795658092859867e-08,4.2054231386146057e-07
1923,2.1231896241147297e-08,3.7686615961263215e-07
1924,4.383152218956354e-08,3.8288124493135456e-07
1925,4.839198441963788e-08,3.937347674565217e-07
1926,3.3438415592002e-08,3.711664060546127e-07
1927,3.12178303207844e-08,4.5488836342144623e-07
1928,2.170947821511504e-08,4.376173787790094e-07
1929,1.7824650200282122e-08,4.946340190770115e-07
1930,2.10072067519107e-08,2.993526919681244e-07
1931,2.0529641986399838e-08,4.140144476139085e-07
1932,2.0823119339929974e-08,4.208462156540804e-07
1933,1.7205993296798283e-08,4.1064971334492384e-07
1934,1.677421224144382e-08,4.541018956416565e-07
1935,1.795242621227544e-08,3.3870243498768104e-07
1936,1.6974600391961303e-08,3.358545903608956e-07
1937,2.5182235741105785e-08,4.495029202189471e-07
1938,1.9447822019458272e-08,3.9414251240543763e-07
1939,1.6823455517567254e-08,4.89409625714643e-07
1940,1.7750480196809804e-08,4.057252809275269e-07
1941,3.836953510472085e-08,4.7224041921367643e-07
1942,3.034211704111556e-08,4.7030281535853646e-07
1943,1.4516176261025748e-08,5.951632155998254e-07
1944,1.2852744646352221e-08,5.97652650924374e-07
1945,2.832055345791673e-08,7.101923067409643e-07
1946,1.809743643832462e-08,5.47099404002438e-07
1947,5.960435478513659e-09,5.269025074028377e-07
1948,1.7395020979193987e-08,5.218506391457822e-07
1949,8.835307152565974e-09,4.447104711147176e-07
1950,9.57182533234402e-09,4.371133464076138e-07
1951,1.3859822178829972e-08,4.2538993305640815e-07
1952,1.1599284088781303e-08,4.2917350917548447e-07
1953,7.541679059031026e-09,3.3506602115096484e-07
1954,2.5408594339637602e-08,4.0653750588148796e-07
1955,2.2525458831523792e-08,3.801171271078374e-07
1956,1.7442283395396885e-08,3.139610829094863e-07
1957,1.4136059989233729e-08,3.887416681891409e-07
1958,1.0753916424022236e-08,3.7473262359810633e-07
1959,1.007597205671118e-08,3.9761334846843965e-07
1960,1.1073333472388924e-08,2.9897999453964985e-07
1961,1.389631831827387e-08,3.710317146854436e-07
1962,8.878738910755857e-09,3.7988317824755313e-07
1963,2.0044764847959584e-08,3.6403880709912073e-07
1964,9.734349160073208e-09,3.6199612729603814e-07
1965,1.0396882466068291e-08,3.989119665703811e-07
1966,1.1078149397825143e-08,4.193079679026823e-07
1967,1.0846738118797106e-08,4.3534862115279793e-07
1968,2.066051230098509e-08,4.6890381177888685e-07
1969,1.2262745652247276e-08,4.3918798464659403e-07
1970,2.4373243201480932e-08,3.7157697896361697e-07
1971,1.3359833683779243e-08,3.8949053937642475e-07
1972,1.8981543503659992e-08,3.8116991696313107e-07
1973,1.2129048043707513e-08,3.5174241297397657e-07
1974,2.2502287144732236e-08,3.6847494655489754e-07
1975,1.0851812337620004e-08,3.769577059387075e-07
1976,1.599787524675378e-08,3.3595539417063947e-07
1977,1.880570227319467e-08,3.625974418497435e-07
1978,1.3663359776927564e-08,3.1900975550058774e-07
1979,1.931151227818617e-08,3.376588670889191e-07
1980,1.591842174741842e-08,3.3428685419778503e-07
1981,1.138598904049104e-08,3.5865864589368357e-07
1982,1.738100652293184e-08,3.668633841158453e-07
1983,1.8314416205811312e-08,3.2460724952443343e-07
1984,9.858314609090257e-09,3.195253768240036e-07
1985,1.9249785321306945e-08,3.3687124867398666e-07
1986,8.99172813983995e-09,3.5367464690239103e-07
1987,1.0999470501094066e-08,2.8231973558945356e-07
1988,2.0388283172856347e-08,3.034256215173059e-07
1989,2.3050113373557224e-08,3.2654328263603816e-07
1990,8.172976739828641e-09,3.677839366389435e-07
1991,1.4653663171770859e-08,3.1417452994730866e-07
1992,1.1570882751943401e-08,3.774311627680049e-07
1993,9.970573366935298e-09,3.179504970418634e-07
1994,1.2659823855898367e-08,3.5025513334119296e-07
1995,9.21816623034033e-09,3.2697379293011863e-07
1996,1.0142375161947825e-08,3.21353164522975e-07
1997,7.671830948297043e-09,4.161968458760157e-07
1998,1.1443510361530684e-08,3.356762938722113e-07
1999,5.027221250397673e-09,2.915788432922284e-07
2000,9.719669069596648e-09,3.583023646669403e-07
2001,7.886181346838939e-09,3.798510714858594e-07
2002,1.0076809164871747e-08,3.9956739605884195e-07
2003,1.1667384169911088e-08,3.471046872149941e-07
2004,7.047665895321131e-09,3.6471670483706475e-07
2005,1.3511248342368276e-08,3.305752231952397e-07
2006,7.823990788580204e-09,3.314901402262649e-07
2007,1.637736560256009e-08,3.5670701414858286e-07
2008,7.66339136593075e-09,3.03555462544125e-07
2009,8.105927040702454e-09,3.3663440035525127e-07
2010,3.306655116386281e-09,2.966542105298231e-07
2011,1.529588788962144e-09,3.2656720527768357e-07
2012,4.765953715013538e-09,3.373614578805473e-07
2013,5.857162532763027e-09,3.335793579140045e-07
2014,4.547434873103384e-09,3.213520765044109e-07
2015,3.7681782416587595e-09,3.358111637652428e-07
2016,5.592618201877286e-09,3.46328050682132e-07
2017,2.0124890642847504e-09,7.989581547462876e-07
2018,3.0977600484760615e-09,2.6253516338670124e-07
2019,1.02039510174734e-09,3.06373619807232e-07
