year,ayez_VERB eu_VERB,ayez_VERB vu_VERB
1843,1.0455232768435962e-07,3.7804230856863796e-08
1844,1.2074835353814706e-07,5.43367555394525e-08
1845,1.0379223880363497e-07,3.961961780873935e-08
1846,1.0538102657164927e-07,9.015931823341816e-08
1847,9.761734531821276e-08,4.314578916364553e-08
1848,7.321151684891447e-08,2.815827571112095e-08
1849,8.798385664476882e-08,2.76520690789539e-08
1850,1.2966982865236787e-07,4.412847331991543e-08
1851,8.126292527776968e-08,2.7732586005413395e-08
1852,1.0481978307552708e-07,2.669323606596663e-08
1853,8.539862506040663e-08,3.881755716861335e-08
1854,8.832629561084104e-08,4.000661490977109e-08
1855,8.119613426060823e-08,3.1841622671890946e-08
1856,8.179959110066193e-08,3.4169449492083004e-08
1857,1.2154957573784486e-07,4.930324237761852e-08
1858,1.1206518024664547e-07,6.410715513993637e-08
1859,1.31887290422128e-07,4.53203412575931e-08
1860,1.1809134292661838e-07,4.073693560258107e-08
1861,1.150695183582684e-07,7.121105483065548e-08
1862,1.3870217685507669e-07,6.415540809712184e-08
1863,1.1287843193485969e-07,6.243276118311769e-08
1864,8.630509995555258e-08,6.13725177345259e-08
1865,1.289675424231973e-07,3.7654753981541944e-08
1866,1.1336877747680774e-07,7.24976345622963e-08
1867,9.899735431417866e-08,4.464586567110018e-08
1868,8.644779825317528e-08,3.359114231216154e-08
1869,1.2111127034586389e-07,5.762552746091387e-08
1870,7.97032768673489e-08,3.383088653663435e-08
1871,1.2639200974717824e-07,2.8677177965619194e-08
1872,1.2699412366146134e-07,4.656451224605007e-08
1873,1.0535367778174987e-07,3.292302608315367e-08
1874,1.105302658288565e-07,5.377148326601855e-08
1875,1.109976253133027e-07,4.405575992905142e-08
1876,1.1789728660005494e-07,6.106474614853141e-08
1877,9.339072448710795e-08,4.2675228684174726e-08
1878,7.669642343444139e-08,4.650098262004576e-08
1879,1.1180065229154934e-07,5.376206146934237e-08
1880,8.920806493506461e-08,4.6208491255583795e-08
1881,1.0040410813871858e-07,4.392679642251096e-08
1882,1.1114493503328049e-07,6.522277118392594e-08
1883,9.794975142085605e-08,2.338155447034751e-08
1884,6.337629088193353e-08,3.564916539744445e-08
1885,7.154655889962669e-08,3.545099502844096e-08
1886,6.582533274013258e-08,5.162771188338411e-08
1887,9.009915657998135e-08,2.415702127223085e-08
1888,6.150396103521416e-08,3.106901047544852e-08
1889,6.453090861668898e-08,2.7566601445982997e-08
1890,7.537544632896243e-08,2.6872983838188702e-08
1891,4.780665108228277e-08,3.1871099537283953e-08
1892,6.017771880806322e-08,3.57305189879753e-08
1893,1.0038218789532038e-07,2.278614097406262e-08
1894,7.561847326087445e-08,2.5836310868498913e-08
1895,6.680662067992671e-08,1.625025980445116e-08
1896,7.371286159241208e-08,2.5946928161602045e-08
1897,8.79833734757085e-08,3.1464253424928756e-08
1898,6.450524381307332e-08,1.584339415217073e-08
1899,6.190887802404177e-08,2.5979618456517528e-08
1900,7.059832540790012e-08,3.1665425836990835e-08
1901,7.544797853142882e-08,3.073806453812722e-08
1902,5.646826295446772e-08,1.3257766440233354e-08
1903,7.506306332061286e-08,2.376096830403185e-08
1904,8.545654139879844e-08,1.9348650681649815e-08
1905,7.121847289681682e-08,2.7868098939620722e-08
1906,7.047533046034005e-08,3.343719967574543e-08
1907,5.502842270743713e-08,1.2342823652033985e-08
1908,6.826830656336824e-08,2.8486056180554442e-08
1909,1.0176819387197611e-07,2.4204327431220918e-08
1910,8.283433317046729e-08,4.0615546481603815e-08
1911,6.70367157340479e-08,3.298632123005518e-08
1912,9.064392969548862e-08,3.5945006970905524e-08
1913,5.674198888527826e-08,3.075734156254839e-08
1914,5.826166926681253e-08,1.6072185360371805e-08
1915,2.9451904026700504e-08,8.246533234057551e-09
1916,3.625862632361532e-08,1.7579939282086343e-08
1917,6.360526327853222e-08,7.676496771580332e-09
1918,5.054005569604669e-08,3.9053681177847466e-08
1919,8.194984957299312e-08,2.301962176431971e-08
1920,7.2693424613135e-08,2.8774479687854182e-08
1921,6.361107551811074e-08,4.770830841493989e-08
1922,5.82856891639949e-08,2.8036154731125862e-08
1923,6.475728042687479e-08,1.6985516992917837e-08
1924,6.703644572780831e-08,3.2229060309418855e-08
1925,7.478760721824074e-08,1.4297631523163545e-08
1926,6.464760105018286e-08,3.343841470382358e-08
1927,8.138934504131612e-08,3.1217830098739796e-08
1928,6.627104198742018e-08,2.2852082892654835e-08
1929,1.0583386256257654e-07,2.8965056131369238e-08
1930,7.247486166761519e-08,2.7309368988426286e-08
1931,7.071321306284517e-08,1.3686427990933225e-08
1932,7.123698964051073e-08,2.9590749406338546e-08
1933,4.817677989876756e-08,2.982372038218273e-08
1934,3.714289675826876e-08,1.0783422155213884e-08
1935,5.864459140525469e-08,3.231436807027421e-08
1936,5.577368611398015e-08,2.0612015205756506e-08
1937,4.5328025777280345e-08,8.813782592653752e-09
1938,4.148868626430158e-08,2.7226949583791793e-08
1939,7.035263394072899e-08,3.211750509990452e-08
1940,5.325144059042941e-08,1.0143131667916805e-08
1941,5.017554371988808e-08,2.9515025090631752e-08
1942,7.58552971547033e-08,2.4273694165799498e-08
1943,9.00002916637277e-08,2.6129116648121453e-08
1944,4.4984606262232774e-08,4.177142187700156e-08
1945,4.574858536443571e-08,3.703456741277478e-08
1946,9.744773166175946e-08,2.5057987684817817e-08
1947,6.556479092978407e-08,3.337843779149807e-08
1948,6.414413888933268e-08,1.848220954059343e-08
1949,5.890204946013e-08,3.141442661558358e-08
1950,6.593923984610228e-08,3.616023036556726e-08
1951,8.635735326834038e-08,1.9190522948520083e-08
1952,3.4797853487589236e-08,1.5817205323287453e-08
1953,6.033343424860504e-08,2.5857186614075545e-08
1954,6.645324646115114e-08,2.6385848173049453e-08
1955,8.25933454962069e-08,3.0972504561077585e-08
1956,6.802490304380626e-08,2.0930739808022736e-08
1957,7.068030072332476e-08,2.9155623693100097e-08
1958,5.4596807075313336e-08,2.7298403537656668e-08
1959,6.820658171591276e-08,3.410329085795638e-08
1960,7.059249895746689e-08,2.629916728835724e-08
1961,5.211119358250471e-08,2.640300600376122e-08
1962,8.371382165250907e-08,4.058852098864918e-08
1963,4.978861056770256e-08,2.7157422977097667e-08
1964,8.51755572739421e-08,2.5552667537454e-08
1965,6.621172587983892e-08,2.5171399187229326e-08
1966,6.813061759203265e-08,1.9386762417639147e-08
1967,6.113616279890266e-08,2.267954357648705e-08
1968,4.850729240502005e-08,2.3355362088750553e-08
1969,7.857241257624992e-08,2.815889921237158e-08
1970,6.070317226658517e-08,3.081145649730388e-08
1971,6.320228607137324e-08,3.648262136835001e-08
1972,7.079602681869801e-08,1.7955514408640738e-08
1973,5.017015425323734e-08,1.268036875501366e-08
1974,4.1629231617434925e-08,1.2376257352286757e-08
1975,4.397839603598186e-08,1.9419033492340532e-08
1976,3.94233339306993e-08,2.285410793945175e-08
1977,3.8786758693731826e-08,1.7630345183761165e-08
1978,5.4653440884067095e-08,1.841583241457556e-08
1979,5.969013017192992e-08,2.1067103617156135e-08
1980,3.865902442612423e-08,1.5349906234973787e-08
1981,5.060439534076977e-08,1.5813874654213578e-08
1982,4.903926864585628e-08,1.738100685599875e-08
1983,5.7469375036589554e-08,2.3998200759933752e-08
1984,5.0451372857196475e-08,2.2616132966390978e-08
1985,5.353846788125338e-08,1.6242006850575308e-08
1986,4.855533219938479e-08,1.7983456501724504e-08
1987,4.3386798154188e-08,1.649920555735207e-08
1988,5.097070854276353e-08,1.0194141530917022e-08
1989,4.445378820605583e-08,1.4817929994137558e-08
1990,3.705082818328265e-08,1.7980548605578406e-08
1991,4.9822453718206816e-08,1.582595565707834e-08
1992,4.7385519508225116e-08,1.1019888113139586e-08
1993,4.4867579873653085e-08,2.3264671966671813e-08
1994,5.063929364723663e-08,1.8989736005892155e-08
1995,3.687266669771816e-08,1.4098372247417501e-08
1996,3.95018808774239e-08,1.6548085568501847e-08
1997,4.315404922294874e-08,1.8700088588730068e-08
1998,4.815810683567179e-08,1.3350762273489636e-08
1999,4.2959889867688617e-08,1.1882523409667556e-08
2000,4.152949628632996e-08,1.3695897749244068e-08
2001,4.600272518473503e-08,1.4896119893137438e-08
2002,4.381221430094229e-08,1.6648641576466616e-08
2003,5.625345878002008e-08,1.6667691227212345e-08
2004,4.2726476578991424e-08,1.3654853248112886e-08
2005,4.864049429897932e-08,2.34194974524371e-08
2006,6.094477100759832e-08,1.2353670086895363e-08
2007,7.869124374337844e-08,1.7975157362570826e-08
2008,8.514879112908602e-08,3.1079309792403365e-08
2009,6.770833493874306e-08,1.3350939020995156e-08
2010,1.162053067105262e-07,2.692562084405381e-08
2011,1.3230942386144307e-07,2.370862617340208e-08
2012,1.450211613018837e-07,4.799996489168734e-08
2013,1.762727066534353e-07,5.299337502151502e-08
2014,1.9748860324853013e-07,5.1537593748207655e-08
2015,1.7821265885231696e-07,5.563604332792238e-08
2016,1.915989571443788e-07,6.46258087044771e-08
2017,1.4791794455959462e-07,3.9746659297179576e-08
2018,1.819933999058776e-07,6.737628410746765e-08
2019,1.7805894003686262e-07,4.9234063936864914e-08
