year,trois_DET yeux_NOUN,trois_DET vieux_ADJ
1919,4.235610262526279e-08,4.603924042001495e-08
1920,8.329454770361622e-08,6.209229974629693e-08
1921,6.209653236055601e-08,8.330022027713824e-08
1922,7.525494538640487e-08,5.4596722254274255e-08
1923,4.352538596208433e-08,5.095655186693193e-08
1924,5.1566498626698376e-08,4.1253197302637545e-08
1925,6.488924952918751e-08,6.928852358534243e-08
1926,9.808601930672012e-08,5.5730692949396143e-08
1927,8.696395203955376e-08,5.1286435098774064e-08
1928,7.198406271058388e-08,4.798937203176479e-08
1929,5.01318300205611e-08,5.124586888172189e-08
1930,4.516549678701409e-08,4.516549534372416e-08
1931,1.0150767337790967e-07,3.877821352915589e-08
1932,7.781270738860258e-08,4.274219245203881e-08
1933,4.3588517684156614e-08,3.0970788156281515e-08
1934,4.193553060360955e-08,4.313368862085554e-08
1935,4.547948151412129e-08,5.2660449334496207e-08
1936,6.062357016389797e-08,5.334874542128887e-08
1937,4.406891207509034e-08,3.777335555454897e-08
1938,1.2446605524019105e-07,5.186085760833237e-08
1939,5.6587985852729616e-08,3.058810094103137e-08
1940,5.0715659227762444e-08,3.550096194793184e-08
1941,2.9515025090631752e-08,5.9030051069441924e-08
1942,4.2478965012193726e-08,3.6410540360520827e-08
1943,2.322588166236983e-08,3.4838822493554744e-08
1944,7.069009200222354e-08,6.42637232317611e-08
1945,9.803267886354661e-08,3.921307278886843e-08
1946,7.79581839083221e-08,4.733175451576699e-08
1947,6.914105199484766e-08,5.245183398727704e-08
1948,6.523132767277673e-08,5.6533816739090526e-08
1949,4.712163892417465e-08,3.7304631383960896e-08
1950,6.912984962248458e-08,4.0414373181363317e-08
1951,7.78282311930667e-08,5.330700680872269e-08
1952,5.272401781830638e-08,4.745161596986236e-08
1953,4.7404840164411155e-08,5.925605073286988e-08
1954,5.863521534976712e-08,3.9090145342868254e-08
1955,3.941955295516664e-08,4.3173797426021565e-08
1956,5.05826207586324e-08,4.447782231409292e-08
1957,7.774833293838768e-08,2.2087595086262013e-08
1958,3.3088973339090444e-08,2.812562788223616e-08
1959,4.107896245386655e-08,5.115493584284536e-08
1960,5.6058749753340464e-08,4.0832915271238335e-08
1961,4.863711566827078e-08,3.4740797960619574e-08
1962,3.1709782577493684e-08,7.927445277999823e-08
1963,5.43148490628198e-08,4.59089788407141e-08
1964,2.6161064425878067e-08,3.4678618643368964e-08
1965,5.143720827049947e-08,3.502107848163405e-08
1966,5.871419106462383e-08,4.8189950696553296e-08
1967,5.2261556859889424e-08,3.944268578415233e-08
1968,3.638046830456432e-08,5.749012377265217e-08
1969,4.9050982775522556e-08,4.723428248532002e-08
1970,4.184839710874577e-08,4.598725222848543e-08
1971,4.316254043068568e-08,2.98027051925942e-08
1972,5.7970657940664694e-08,3.1806910438803015e-08
1973,3.638714418663369e-08,4.245166795868727e-08
1974,3.544110260822464e-08,2.8690415487808707e-08
1975,4.1693804408993174e-08,3.1413140977321063e-08
1976,5.313579964916215e-08,3.4281162741844895e-08
1977,6.17062094754317e-08,5.230335942130182e-08
1978,5.8217794141057766e-08,3.6237606693134694e-08
1979,4.7986181250792015e-08,3.56970389914224e-08
1980,5.344041487109763e-08,3.2973873853592295e-08
1981,6.135782992799932e-08,2.9730082173884398e-08
1982,1.030445382355083e-07,2.483000915987077e-08
1983,3.2839641672666176e-08,2.7155858006722156e-08
1984,3.1314647153113384e-08,3.131464598737921e-08
1985,4.3913573222198465e-08,4.030423772505287e-08
1986,3.296967077126567e-08,3.117132441055048e-08
1987,3.360949141217873e-08,1.527704240888994e-08
1988,2.6984492806914062e-08,2.1587593712624198e-08
1989,2.9635860432364325e-08,2.4696550138259e-08
1990,3.05124451260852e-08,3.487136779334321e-08
1991,3.985796181993351e-08,2.6376593353916178e-08
1992,2.9202704032726956e-08,3.691662442406596e-08
1993,3.711268847794713e-08,4.3759738943549564e-08
1994,2.6374632144943178e-08,4.008944198830022e-08
1995,3.958389216407454e-08,3.524593017445454e-08
1996,4.911044904076789e-08,3.4163788686925045e-08
1997,5.753873311142854e-08,3.7400177177460137e-08
1998,3.909866108653404e-08,2.717833580412332e-08
1999,4.021777011420369e-08,3.9760749581674304e-08
2000,4.0204085394179856e-08,3.40188432979005e-08
2001,3.2859090004500047e-08,4.775521000865979e-08
2002,3.066855125410939e-08,4.337409231780498e-08
2003,2.9168461090911535e-08,3.37520758009191e-08
2004,3.4797851933277e-08,3.7000247754548354e-08
2005,2.8823997633153908e-08,2.8373622562583023e-08
2006,3.9531742102028034e-08,3.788458635689551e-08
2007,3.7947554432093966e-08,3.8746451824778205e-08
2008,5.06635322028437e-08,3.5762494743352136e-08
2009,4.958920318820503e-08,3.623826305698685e-08
2010,4.7237929123866707e-08,4.582079338177891e-08
2011,4.7417253901116396e-08,4.932923713951709e-08
2012,7.114888056491964e-08,5.7191446023452386e-08
2013,7.16805113043506e-08,6.414987741010236e-08
2014,7.081005981568467e-08,6.669571028794508e-08
2015,5.319781037904647e-08,7.780179966943024e-08
2016,9.30031680557164e-08,6.835422006190583e-08
2017,7.370740862100433e-08,5.358252019860288e-08
2018,8.209064339403938e-08,6.531110674501406e-08
2019,8.826417641216722e-08,5.663192848004428e-08
